,Total_Distance_Efficiency_RANK THIS WEEK,Total_Distance_Efficiency_RANK LAST WEEK,Total_Distance_Efficiency_PLAYER NAME,Total_Distance_Efficiency_ROUNDS,Total_Distance_Efficiency_AVG.,Total_Distance_Efficiency_AVERAGE DISTANCE (YARDS),Total_Distance_Efficiency_AVERAGE CLUB HEAD SPEED,Total_Distance_Efficiency_TOTAL ATTEMPTS,Total_Distance_Efficiency_HIGHEST DIST. EFFICIENCY
24,T24,T24,John Merrick,79,2.5839999999999996,292.438,113.182,66,2.9219999999999997
25,T24,T24,Daniel Summerhays,83,2.5839999999999996,288.246,111.559,83,2.918
26,27,27,David Hearn,88,2.583,280.681,108.67200000000001,77,2.997
27,28,28,David Toms,49,2.5810000000000004,272.884,105.73200000000001,31,2.8680000000000003
28,T29,T29,Justin Leonard,86,2.58,274.6,106.43799999999999,78,2.967
29,T29,T29,Jordan Spieth,82,2.58,288.805,111.93,71,2.9330000000000003
30,31,31,Sean O'Hair,56,2.5789999999999997,301.27299999999997,116.805,40,2.872
31,32,32,Bud Cauley,67,2.576,285.32,110.742,52,2.9589999999999996
32,33,33,Scott Piercy,78,2.575,299.82,116.434,53,3.2030000000000003
33,T34,T34,Bob Estes,66,2.573,285.795,111.088,51,2.946
34,T34,T34,Michael Thompson,66,2.573,287.231,111.62299999999999,51,3.076
35,T34,T34,D.J. Trahan,48,2.573,292.08299999999997,113.49700000000001,36,2.8930000000000002
36,37,37,Bo Van Pelt,72,2.572,290.947,113.13,53,3.045
37,38,38,Chris Kirk,89,2.571,289.397,112.554,79,2.947
38,39,39,D.A. Points,87,2.568,281.276,109.538,68,3.05
39,T40,T40,Dustin Johnson,71,2.565,312.894,121.999,40,3.0780000000000003
40,T40,T40,Carl Pettersson,82,2.565,291.694,113.709,63,2.957
41,42,42,Ryan Palmer,79,2.5639999999999996,298.858,116.545,63,3.0060000000000002
42,T43,T43,Matt Every,89,2.562,290.068,113.23899999999999,88,2.9739999999999998
43,T43,T43,Jin Park,52,2.562,267.709,104.485,46,2.943
44,T43,T43,Andres Romero,63,2.562,294.495,114.925,47,2.984
45,46,46,Lee Williams,62,2.5610000000000004,271.953,106.20100000000001,54,3.042
46,T47,T47,Keegan Bradley,88,2.56,303.637,118.60600000000001,61,3.0660000000000003
47,T47,T47,Scott Langley,79,2.56,277.562,108.42200000000001,63,2.968
48,T49,T49,Bryce Molder,82,2.5580000000000003,276.409,108.06200000000001,72,2.945
49,T49,T49,Brandt Snedeker,79,2.5580000000000003,282.947,110.59100000000001,59,2.885
50,T51,T51,Kevin Stadler,83,2.557,293.952,114.943,73,2.853
51,T51,T51,Andrew Svoboda,46,2.557,286.982,112.25299999999999,37,2.86
52,T51,T51,Boo Weekley,100,2.557,292.513,114.38600000000001,87,3.0789999999999997
53,54,54,Matt Kuchar,93,2.556,282.966,110.7,76,2.951
54,T55,T55,John Huh,88,2.5540000000000003,282.832,110.759,76,2.987
55,T55,T55,Phil Mickelson,78,2.5540000000000003,296.942,116.24799999999999,26,2.7460000000000004
56,57,57,K.J. Choi,85,2.552,279.13599999999997,109.37700000000001,60,2.932
57,T58,T58,Scott Gardiner,61,2.551,286.659,112.39299999999999,55,2.8939999999999997
58,T58,T58,Henrik Stenson,65,2.551,307.38,120.476,23,3.174
59,60,60,Brendan Steele,86,2.55,291.777,114.43,75,3.0189999999999997
60,T61,T61,Aaron Watkins,46,2.549,272.619,106.931,36,2.826
61,T61,T61,Casey Wittenberg,72,2.549,278.87,109.387,63,3.13
62,T63,T63,Jim Herman,59,2.5469999999999997,295.762,116.12,38,3.032
63,T63,T63,Jason Kokrak,78,2.5469999999999997,306.60900000000004,120.381,63,3.031
64,T63,T63,Graeme McDowell,53,2.5469999999999997,280.677,110.22,40,2.784
65,T63,T63,Brian Stuard,78,2.5469999999999997,282.793,111.04700000000001,66,3.0060000000000002
66,T63,T63,Charlie Wi,75,2.5469999999999997,278.432,109.333,65,2.9939999999999998
67,T68,T68,Steven Bowditch,67,2.545,297.60900000000004,116.939,59,2.951
68,T68,T68,Vijay Singh,61,2.545,284.862,111.91799999999999,48,2.9010000000000002
69,T70,T70,Scott Brown,65,2.544,290.265,114.09899999999999,57,2.83
70,T70,T70,Jerry Kelly,75,2.544,268.64799999999997,105.585,66,3.0069999999999997
71,T70,T70,Cameron Percy,68,2.544,290.39599999999996,114.134,56,3.005
72,T73,T73,Jason Dufner,78,2.543,285.651,112.324,66,3.148
73,T73,T73,Lucas Glover,65,2.543,297.577,117.03399999999999,49,2.898
74,T73,T73,Kevin Streelman,86,2.543,289.849,113.99799999999999,71,3.198
75,T73,T73,Lee Westwood,70,2.543,294.499,115.801,56,2.925
76,T77,T77,Jonas Blixt,76,2.542,284.83799999999997,112.05,72,2.958
77,T77,T77,Charley Hoffman,84,2.542,296.101,116.465,76,2.963
78,T77,T77,Y.E. Yang,56,2.542,283.358,111.47200000000001,41,2.988
79,80,80,Russell Henley,80,2.541,294.164,115.759,64,2.9819999999999998
80,T81,T81,Ben Curtis,59,2.54,274.916,108.235,48,2.98
81,T81,T81,Dicky Pride,71,2.54,271.328,106.82700000000001,62,2.861
82,T81,T81,Scott Stallings,79,2.54,303.07599999999996,119.33,62,2.931
83,T84,T84,Fabián Gómez,65,2.539,285.36,112.412,56,2.82
84,T84,T84,Charl Schwartzel,69,2.539,299.906,118.11200000000001,49,2.986
85,T84,T84,Adam Scott,61,2.539,303.698,119.635,38,2.929
86,T84,T84,Kyle Stanley,71,2.539,303.70599999999996,119.625,56,2.812
87,T88,T88,J.J. Henry,83,2.5380000000000003,289.493,114.04299999999999,54,3.02
88,T88,T88,David Lingmerth,68,2.5380000000000003,282.712,111.387,61,2.8560000000000003
89,T88,T88,Troy Matteson,68,2.5380000000000003,291.329,114.803,55,2.875
90,91,91,Shawn Stefani,63,2.537,295.79200000000003,116.57799999999999,44,3.091
91,T92,T92,Justin Bolli,59,2.535,274.372,108.245,47,2.839
92,T92,T92,Erik Compton,74,2.535,289.096,114.061,63,2.86
93,T92,T92,David Mathis,71,2.535,275.835,108.795,61,2.944
94,T95,T95,Martin Laird,68,2.5340000000000003,296.313,116.932,46,2.971
95,T95,T95,John Rollins,77,2.5340000000000003,292.531,115.448,67,2.897
96,T97,T97,Alistair Presnell,59,2.533,283.267,111.825,48,2.8510000000000004
97,T97,T97,Rory Sabbatini,86,2.533,291.111,114.947,73,2.986
98,T97,T97,Josh Teater,86,2.533,289.974,114.484,61,3.089
99,100,100,Greg Chalmers,77,2.531,276.965,109.44200000000001,75,2.9610000000000003
100,101,101,Tim Herron,45,2.53,283.045,111.896,41,2.838
101,102,102,Brandt Jobe,62,2.529,288.242,113.97399999999999,50,2.9560000000000004
102,T103,T103,James Hahn,78,2.525,288.57099999999997,114.301,66,2.8710000000000004
103,T103,T103,Rod Pampling,46,2.525,281.353,111.427,36,2.9010000000000002
104,T103,T103,Bubba Watson,76,2.525,310.497,122.965,52,3.0789999999999997
105,106,106,Padraig Harrington,52,2.524,288.668,114.382,32,2.812
106,107,107,Stuart Appleby,88,2.522,283.3,112.34700000000001,76,2.95
107,T108,T108,Ken Duke,87,2.521,278.48,110.45700000000001,72,3.082
108,T108,T108,Tommy Gainey,84,2.521,288.159,114.31200000000001,74,3.055
109,T108,T108,Geoff Ogilvy,57,2.521,287.572,114.08,41,2.844
110,T111,T111,Kevin Chappell,80,2.52,294.798,117.006,58,2.826
111,T111,T111,Brad Fritsch,81,2.52,291.444,115.655,71,2.891
112,T111,T111,Justin Hicks,79,2.52,276.519,109.712,58,2.878
113,T111,T111,Colt Knost,69,2.52,266.658,105.819,61,3.082
114,T115,T115,Bill Haas,85,2.519,289.342,114.86399999999999,70,3.017
115,T115,T115,Rory McIlroy,56,2.519,305.42900000000003,121.249,35,2.792
116,T115,T115,Webb Simpson,92,2.519,286.082,113.55799999999999,65,2.8339999999999996
117,T118,T118,Martin Flores,83,2.5180000000000002,298.041,118.34200000000001,78,2.885
118,T118,T118,Charles Howell III,87,2.5180000000000002,295.379,117.321,81,2.823
119,120,120,Rickie Fowler,75,2.517,291.096,115.637,59,2.889
120,121,121,Robert Allenby,58,2.515,281.618,111.978,47,2.792
121,T122,T122,Jason Day,86,2.5140000000000002,302.369,120.26,48,2.87
122,T122,T122,Jeff Overton,78,2.5140000000000002,289.44599999999997,115.133,73,2.947
123,T122,T122,"Ted Potter, Jr.",65,2.5140000000000002,277.8,110.491,57,2.821
124,T122,T122,Chris Stroud,88,2.5140000000000002,276.038,109.809,80,2.884
125,126,126,Jimmy Walker,84,2.512,297.526,118.42200000000001,75,3.045
126,127,127,Chad Campbell,78,2.511,284.474,113.288,68,2.91
127,T128,T128,Sangmoon Bae,83,2.51,286.092,114.00299999999999,73,2.883
128,T128,T128,Jim Furyk,80,2.51,275.163,109.62200000000001,68,2.822
129,T128,T128,Robert Streb,75,2.51,296.899,118.27,62,2.827
130,131,131,Will Claxton,67,2.509,277.954,110.78200000000001,58,2.89
131,132,132,Ben Kohles,75,2.508,276.291,110.175,62,2.9410000000000003
132,133,133,Camilo Villegas,79,2.506,285.08799999999997,113.766,65,2.888
133,T134,T134,William McGirt,75,2.505,278.033,110.995,72,2.964
134,T134,T134,Henrik Norlander,70,2.505,286.361,114.329,55,2.987
135,T136,T136,Luke Donald,60,2.504,276.15,110.265,45,2.835
136,T136,T136,Richard Lee,81,2.504,276.414,110.375,73,2.891
137,T138,T138,Stephen Ames,49,2.503,276.265,110.389,40,2.9789999999999996
138,T138,T138,Tiger Woods,61,2.503,296.16200000000003,118.302,31,3.123
139,140,140,D.H. Lee,65,2.502,275.469,110.101,59,2.8680000000000003
140,141,141,Tag Ridings,69,2.498,297.911,119.277,48,2.883
141,142,142,Aaron Baddeley,68,2.4930000000000003,296.356,118.885,48,2.8930000000000002
142,T143,T143,Luke Guthrie,82,2.49,285.295,114.59899999999999,68,2.841
143,T143,T143,Patrick Reed,83,2.49,292.837,117.62100000000001,68,3.1069999999999998
144,145,145,Johnson Wagner,64,2.489,275.10400000000004,110.53399999999999,52,2.858
145,146,146,George McNeill,68,2.488,289.05,116.177,60,2.8160000000000003
146,T147,T147,Martin Kaymer,61,2.487,291.344,117.13799999999999,45,2.8110000000000004
147,T147,T147,Gary Woodland,94,2.487,304.14799999999997,122.272,55,2.866
148,T149,T149,Harris English,95,2.4859999999999998,297.682,119.75299999999999,70,3.128
149,T149,T149,Ryo Ishikawa,72,2.4859999999999998,284.801,114.545,56,2.87
150,151,151,Luke List,65,2.485,305.468,122.94,51,3.0669999999999997
151,T152,T152,Jason Bohn,70,2.484,273.67900000000003,110.17,69,3.0
152,T152,T152,Ángel Cabrera,73,2.484,298.402,120.147,55,2.964
153,154,154,Brendon de Jonge,110,2.483,287.937,115.947,91,2.805
154,155,155,Steve LeBrun,66,2.481,286.534,115.512,51,3.0410000000000004
155,156,156,Robert Karlsson,56,2.479,282.268,113.882,38,2.905
156,157,157,Roberto Castro,97,2.476,282.253,114.008,78,2.8560000000000003
157,158,158,Freddie Jacobson,63,2.475,289.08,116.805,48,3.031
158,159,159,Graham DeLaet,94,2.4730000000000003,303.356,122.689,70,2.951
159,160,160,Tom Gillis,69,2.47,281.96,114.13600000000001,61,2.802
160,161,161,Marc Leishman,77,2.4659999999999997,291.29200000000003,118.141,63,2.88
161,162,162,Greg Owen,73,2.465,288.765,117.12299999999999,65,2.9360000000000004
162,T163,T163,Derek Ernst,58,2.463,295.522,119.979,54,2.9739999999999998
163,T163,T163,Matt Jones,83,2.463,294.42900000000003,119.51899999999999,69,2.779
164,165,165,Eric Meierdierks,48,2.4619999999999997,295.611,120.084,37,2.929
165,166,166,Nick Watney,88,2.454,293.601,119.65899999999999,73,2.944
166,167,167,Mike Weir,60,2.4530000000000003,267.567,109.061,45,2.7560000000000002
167,168,168,Seung-Yul Noh,71,2.45,298.372,121.781,59,2.9019999999999997
168,169,169,Stewart Cink,71,2.449,286.77,117.09899999999999,41,2.698
169,170,170,Robert Garrigus,69,2.447,301.444,123.171,40,2.795
170,171,171,John Senden,79,2.444,283.125,115.844,60,2.84
171,172,172,Michael Bradley,56,2.435,277.408,113.928,37,2.846
172,173,173,Cameron Tringale,80,2.4330000000000003,281.63599999999997,115.77799999999999,69,2.8819999999999997
173,174,174,Bobby Gates,49,2.43,297.256,122.333,39,2.824
174,175,175,James Driscoll,76,2.4219999999999997,284.491,117.46700000000001,62,2.708
175,176,176,Sergio Garcia,65,2.421,292.384,120.78,37,2.7110000000000003
176,177,177,Pat Perez,69,2.416,284.582,117.78299999999999,65,2.77
177,178,178,Charlie Beljan,62,2.406,299.445,124.454,45,2.7510000000000003
178,179,179,Ricky Barnes,74,2.395,283.4,118.33200000000001,58,2.7760000000000002
179,180,180,Trevor Immelman,73,2.3569999999999998,278.442,118.118,58,2.6489999999999996
