,Distance_from_Center_of_Fairway_RANK THIS WEEK,Distance_from_Center_of_Fairway_RANK LAST WEEK,Distance_from_Center_of_Fairway_PLAYER NAME,Distance_from_Center_of_Fairway_EVENTS,Distance_from_Center_of_Fairway_AVG,Distance_from_Center_of_Fairway_TOTAL DISTANCE (FEET),Distance_from_Center_of_Fairway_TOTAL STROKES
48,T49,T49,Justin Bolli,23,"24' 5""",9399.917,385
49,T49,T49,K.J. Choi,24,"24' 5""",14627.667,600
50,T49,T49,Greg Owen,24,"24' 5""",13127.417,537
51,T49,T49,John Senden,25,"24' 5""",12449.417,510
52,T49,T49,Jimmy Walker,24,"24' 5""",13084.833,536
53,T54,T54,Bob Estes,18,"24' 6""",13262.667,541
54,T54,T54,Matt Every,28,"24' 6""",15773.167,644
55,T54,T54,Justin Rose,17,"24' 6""",9960.583,406
56,T57,T57,Sergio Garcia,17,"24' 7""",9524.917,388
57,T57,T57,Bobby Gates,20,"24' 7""",6448.6669999999995,262
58,T57,T57,D.A. Points,28,"24' 7""",14691.333,598
59,T57,T57,Chez Reavie,22,"24' 7""",15968.333,649
60,T57,T57,Brian Stuard,25,"24' 7""",13891.833,566
61,T57,T57,Andrew Svoboda,18,"24' 7""",7455.6669999999995,303
62,T57,T57,Cameron Tringale,24,"24' 7""",15868.083,645
63,T57,T57,Gary Woodland,26,"24' 7""",16057.833,654
64,65,65,Justin Hicks,25,"24' 8""",15589.167,632
65,T66,T66,Jason Bohn,23,"24' 9""",14820.417,598
66,T66,T66,Charley Hoffman,23,"24' 9""",14822.667,598
67,T66,T66,Steve LeBrun,21,"24' 9""",10807.5,437
68,T66,T66,Richard Lee,24,"24' 9""",16356.167,660
69,T66,T66,William McGirt,24,"24' 9""",15168.083,612
70,T66,T66,Charl Schwartzel,19,"24' 9""",11016.5,445
71,T72,T72,Tim Clark,20,"24' 10""",10170.25,409
72,T72,T72,Jason Kokrak,25,"24' 10""",13269.0,534
73,T72,T72,Phil Mickelson,21,"24' 10""",10814.75,435
74,T72,T72,Vaughn Taylor,16,"24' 10""",8864.5,357
75,T76,T76,James Hahn,26,"24' 11""",13398.167,537
76,T76,T76,David Hearn,26,"24' 11""",15423.167,618
77,T76,T76,Tim Herron,15,"24' 11""",7959.5830000000005,319
78,T76,T76,Zach Johnson,24,"24' 11""",16210.75,650
79,T76,T76,Chris Kirk,24,"24' 11""",16489.75,662
80,T76,T76,Jeff Maggert,21,"24' 11""",13238.5,531
81,T76,T76,Patrick Reed,26,"24' 11""",14090.417,566
82,T83,T83,Ben Curtis,20,"25' 0""",9673.833,387
83,T83,T83,Trevor Immelman,24,"25' 0""",12924.417,517
84,T83,T83,Dustin Johnson,22,"25' 0""",9078.583,363
85,T83,T83,Luke List,24,"25' 0""",7912.5830000000005,316
86,T83,T83,Shawn Stefani,21,"25' 0""",9003.583,360
87,T83,T83,Darron Stiles,20,"25' 0""",9960.75,398
88,T83,T83,Chris Stroud,26,"25' 0""",16636.333,666
89,T83,T83,Daniel Summerhays,26,"25' 0""",16399.583,657
90,T91,T91,Brian Davis,28,"25' 1""",19759.083,789
91,T91,T91,Ryan Palmer,22,"25' 1""",13738.75,547
92,T91,T91,Pat Perez,22,"25' 1""",13508.833,538
93,T91,T91,Tiger Woods,16,"25' 1""",9293.583,370
94,T95,T95,Jonas Blixt,24,"25' 2""",13528.167,537
95,T95,T95,Nicolas Colsaerts,17,"25' 2""",6614.9169999999995,263
96,T95,T95,Harris English,26,"25' 2""",16664.25,662
97,T95,T95,Brian Gay,24,"25' 2""",15917.333,632
98,T95,T95,Jim Herman,19,"25' 2""",9458.417,376
99,T95,T95,Jeff Overton,24,"25' 2""",14479.5,575
100,T95,T95,Webb Simpson,25,"25' 2""",15550.833,618
101,T102,T102,Matt Jones,24,"25' 3""",15779.833,625
102,T102,T102,Colt Knost,25,"25' 3""",13373.583,529
103,T102,T102,Rory Sabbatini,27,"25' 3""",14730.917,584
104,T102,T102,Kevin Stadler,25,"25' 3""",15119.833,598
105,T106,T106,Greg Chalmers,25,"25' 4""",15203.083,600
106,T106,T106,Kevin Chappell,24,"25' 4""",14372.75,568
107,T106,T106,Rickie Fowler,22,"25' 4""",12893.833,509
108,T106,T106,Graeme McDowell,16,"25' 4""",9085.75,359
109,T106,T106,Josh Teater,24,"25' 4""",13015.417,514
110,T111,T111,Stewart Cink,22,"25' 5""",11380.333,448
111,T111,T111,Martin Flores,25,"25' 5""",13941.917,549
112,T111,T111,George McNeill,21,"25' 5""",14758.833,580
113,T114,T114,Bill Haas,25,"25' 6""",15370.417,602
114,T114,T114,Andres Romero,21,"25' 6""",10397.417,408
115,T114,T114,Casey Wittenberg,27,"25' 6""",11363.083,446
116,T117,T117,Graham DeLaet,26,"25' 7""",19051.583,744
117,T117,T117,Doug LaBelle II,23,"25' 7""",14035.917,548
118,T119,T119,Luke Donald,17,"25' 8""",10030.917,391
119,T119,T119,Scott Stallings,27,"25' 8""",13943.583,544
120,T119,T119,Brendan Steele,26,"25' 8""",16496.333,642
121,T122,T122,Sangmoon Bae,26,"25' 9""",14905.5,579
122,T122,T122,Brandt Jobe,19,"25' 9""",12315.583,479
123,T122,T122,Justin Leonard,24,"25' 9""",17037.667,662
124,T122,T122,Eric Meierdierks,19,"25' 9""",7227.0830000000005,281
125,T122,T122,"Ted Potter, Jr.",22,"25' 9""",13458.75,522
126,T122,T122,Lee Williams,22,"25' 9""",10959.833,425
127,T128,T128,Stuart Appleby,25,"25' 10""",17381.583,673
128,T128,T128,Jason Day,21,"25' 10""",12528.917,485
129,T128,T128,Bryce Molder,24,"25' 10""",16436.333,636
130,T128,T128,Alistair Presnell,23,"25' 10""",9261.417,358
131,T132,T132,Tommy Gainey,28,"25' 11""",15057.417,581
132,T132,T132,Peter Hanson,15,"25' 11""",6432.25,248
133,T132,T132,Ben Kohles,25,"25' 11""",14888.583,574
134,T132,T132,Geoff Ogilvy,19,"25' 11""",8767.417,338
135,T136,T136,Jim Furyk,22,"26' 0""",16310.083,628
136,T136,T136,Jerry Kelly,22,"26' 0""",16332.333,628
137,T136,T136,David Mathis,24,"26' 0""",13975.833,537
138,T139,T139,Robert Allenby,24,"26' 1""",10704.417,410
139,T139,T139,Brad Fritsch,24,"26' 1""",14016.0,537
140,T139,T139,Vijay Singh,19,"26' 1""",10446.833,400
141,T142,T142,Scott Gardiner,23,"26' 2""",10901.417,416
142,T142,T142,Ryan Moore,22,"26' 2""",14185.833,542
143,T144,T144,Ernie Els,19,"26' 3""",10259.667,391
144,T144,T144,Hunter Mahan,25,"26' 3""",16302.25,621
145,T146,T146,Keegan Bradley,25,"26' 4""",16600.583,630
146,T146,T146,Fabián Gómez,23,"26' 4""",12398.333,471
147,T146,T146,Charles Howell III,26,"26' 4""",15489.5,589
148,T149,T149,Ángel Cabrera,21,"26' 5""",11508.333,435
149,T149,T149,Robert Garrigus,22,"26' 5""",9763.75,370
150,T149,T149,Carl Pettersson,24,"26' 5""",14092.667,533
151,T149,T149,Nick Watney,26,"26' 5""",16617.75,629
152,153,153,Padraig Harrington,17,"26' 6""",7454.5830000000005,281
153,T154,T154,Cameron Percy,21,"26' 7""",12271.083,462
154,T154,T154,Charlie Wi,23,"26' 7""",15161.833,571
155,T156,T156,Ricky Barnes,26,"26' 8""",14208.167,532
156,T156,T156,J.J. Henry,26,"26' 8""",17761.0,666
157,T156,T156,Marc Leishman,23,"26' 8""",13806.25,517
158,T156,T156,Seung-Yul Noh,25,"26' 8""",11816.833,443
159,T156,T156,Dicky Pride,23,"26' 8""",13998.417,525
160,161,161,Bubba Watson,21,"26' 9""",12586.417,470
161,162,162,Troy Matteson,24,"26' 10""",12056.083,449
162,163,163,Robert Streb,25,"26' 11""",13545.75,504
163,T164,T164,Scott Piercy,24,"27' 0""",12648.167,468
164,T164,T164,Aaron Watkins,19,"27' 0""",8199.0,304
165,T166,T166,John Huh,28,"27' 1""",19017.583,703
166,T166,T166,Ian Poulter,16,"27' 1""",9240.917,341
167,T168,T168,Aaron Baddeley,24,"27' 2""",10970.75,404
168,T168,T168,Steven Bowditch,22,"27' 2""",11462.75,422
169,170,170,Johnson Wagner,24,"27' 4""",11379.167,416
170,171,171,Chad Campbell,25,"27' 5""",16440.0,600
171,T172,T172,Kyle Stanley,24,"27' 6""",13789.833,501
172,T172,T172,David Toms,16,"27' 6""",7964.5830000000005,290
173,174,174,Sean O'Hair,22,"27' 10""",10693.667,384
174,175,175,Charlie Beljan,24,"27' 11""",12757.75,457
175,176,176,Tag Ridings,24,"28' 2""",11889.167,422
176,177,177,Mark Wilson,19,"28' 5""",14015.25,493
177,178,178,D.J. Trahan,16,"28' 9""",9438.5,328
178,179,179,Mike Weir,22,"29' 0""",10055.5,347
179,180,180,Michael Bradley,21,"29' 3""",9481.0,324
