,Ball_Striking_RANK THIS WEEK,Ball_Striking_RANK LAST WEEK,Ball_Striking_PLAYER NAME,Ball_Striking_ROUNDS,Ball_Striking_VALUE,Ball_Striking_TOTAL DRV RANK,Ball_Striking_GIR RANK
50,51,51,Webb Simpson,92,112,69,43
51,52,52,Mark Wilson,56,113,57,56
52,T53,T53,Nicolas Colsaerts,50,116,78,38
53,T53,T53,Lee Westwood,70,116,25,91
54,55,55,George McNeill,68,120,31,89
55,56,56,Dustin Johnson,71,123,84,39
56,57,57,Rory McIlroy,56,125,39,86
57,58,58,Harris English,95,127,64,63
58,59,59,Jeff Maggert,63,128,81,47
59,60,60,Chad Campbell,78,134,100,34
60,T61,T61,Robert Garrigus,69,135,77,58
61,T61,T61,Charley Hoffman,84,135,50,85
62,T63,T63,Richard Lee,81,136,84,52
63,T63,T63,Bo Van Pelt,72,136,55,81
64,65,65,Russell Henley,80,137,21,116
65,66,66,Charlie Beljan,62,138,33,105
66,67,67,Jason Day,86,141,45,96
67,68,68,Cameron Percy,68,142,66,76
68,69,69,Greg Owen,73,143,66,77
69,70,70,Brian Stuard,78,144,69,75
70,T71,T71,D.H. Lee,65,145,78,67
71,T71,T71,Andrew Svoboda,46,145,75,70
72,T73,T73,Ryan Moore,72,150,36,114
73,T73,T73,Vaughn Taylor,50,150,15,135
74,75,75,Camilo Villegas,79,151,111,40
75,76,76,Scott Stallings,79,154,50,104
76,77,77,Scott Brown,65,163,45,118
77,78,78,Martin Laird,68,164,34,130
78,79,79,"Ted Potter, Jr.",65,165,58,107
79,80,80,John Senden,79,167,99,68
80,T81,T81,Will Claxton,67,168,90,78
81,T81,T81,Ben Kohles,75,168,78,90
82,83,83,Jason Kokrak,78,170,90,80
83,T84,T84,K.J. Choi,85,174,103,71
84,T84,T84,Tag Ridings,69,174,100,74
85,86,86,Stewart Cink,71,175,153,22
86,87,87,Fabián Gómez,65,176,58,118
87,T88,T88,Charles Howell III,87,177,135,42
88,T88,T88,Jerry Kelly,75,177,90,87
89,T90,T90,Bob Estes,66,178,81,97
90,T90,T90,Martin Flores,83,178,94,84
91,92,92,Jimmy Walker,84,179,118,61
92,T93,T93,Doug LaBelle II,72,180,69,111
93,T93,T93,David Lingmerth,68,180,42,138
94,95,95,Martin Kaymer,61,187,88,99
95,96,96,Morgan Hoffmann,64,190,87,103
96,T97,T97,Derek Ernst,58,191,69,122
97,T97,T97,James Hahn,78,191,90,101
98,T97,T97,Chris Kirk,89,191,122,69
99,100,100,Stuart Appleby,88,195,103,92
100,101,101,Trevor Immelman,73,199,146,53
101,T102,T102,John Merrick,79,205,155,50
102,T102,T102,Brandt Snedeker,79,205,126,79
103,104,104,Phil Mickelson,78,207,164,43
104,105,105,Y.E. Yang,56,210,66,144
105,106,106,Ryo Ishikawa,72,212,150,62
106,107,107,Ángel Cabrera,73,213,118,95
107,108,108,Tom Gillis,69,214,39,175
108,109,109,Jeff Overton,78,219,121,98
109,110,110,Erik Compton,74,221,128,93
110,T111,T111,Matt Every,89,223,140,83
111,T111,T111,Daniel Summerhays,83,223,115,108
112,113,113,Troy Matteson,68,224,124,100
113,T114,T114,Brian Davis,91,226,69,157
114,T114,T114,William McGirt,75,226,138,88
115,116,116,Michael Bradley,56,230,171,59
116,T117,T117,Rickie Fowler,75,232,98,134
117,T117,T117,Graeme McDowell,53,232,88,144
118,T117,T117,Rod Pampling,46,232,126,106
119,120,120,Seung-Yul Noh,71,233,118,115
120,121,121,Jason Bohn,70,234,125,109
121,122,122,Ken Duke,87,235,94,141
122,T123,T123,Matt Kuchar,93,236,163,73
123,T123,T123,David Toms,49,236,106,130
124,125,125,Shawn Stefani,63,237,108,129
125,126,126,Sean O'Hair,56,243,83,160
126,127,127,Jin Park,52,245,108,137
127,T128,T128,Luke List,65,246,97,149
128,T128,T128,Dicky Pride,71,246,136,110
129,130,130,Marc Leishman,77,250,156,94
130,131,131,Tim Clark,64,253,94,159
131,T132,T132,David Hearn,88,259,158,101
132,T132,T132,D.A. Points,87,259,116,143
133,T134,T134,Bryce Molder,82,261,133,128
134,T134,T134,Scott Piercy,78,261,111,150
135,136,136,Carl Pettersson,82,262,108,154
136,137,137,Brian Harman,89,263,117,146
137,T138,T138,Steven Bowditch,67,264,103,161
138,T138,T138,Darron Stiles,51,264,111,153
139,T140,T140,Scott Gardiner,61,267,150,117
140,T140,T140,Robert Karlsson,56,267,128,139
141,T140,T140,Patrick Reed,83,267,142,125
142,143,143,Ian Poulter,59,268,132,136
143,144,144,Bud Cauley,67,269,143,126
144,145,145,Bobby Gates,49,270,128,142
145,146,146,David Mathis,71,271,138,133
146,147,147,Scott Langley,79,272,152,120
147,148,148,Chris Stroud,88,274,161,113
148,149,149,Peter Hanson,45,275,106,169
149,150,150,Luke Guthrie,82,279,147,132
150,T151,T151,Ben Crane,62,280,159,121
151,T151,T151,Justin Leonard,86,280,140,140
152,153,153,Charlie Wi,75,287,111,176
153,154,154,Geoff Ogilvy,57,288,133,155
154,155,155,Johnson Wagner,64,289,177,112
155,156,156,Andres Romero,63,290,122,168
156,157,157,Sangmoon Bae,83,292,165,127
157,158,158,James Driscoll,76,294,170,124
158,159,159,Colt Knost,69,295,131,164
159,160,160,Ben Curtis,59,297,174,123
160,161,161,Aaron Watkins,46,299,147,152
161,162,162,Luke Donald,60,300,144,156
162,163,163,Ernie Els,63,310,147,163
163,164,164,Robert Allenby,58,315,167,148
164,T165,T165,Tommy Gainey,84,316,144,172
165,T165,T165,Brian Gay,79,316,136,180
166,167,167,Alistair Presnell,59,319,168,151
167,T168,T168,David Lynn,70,322,175,147
168,T168,T168,Michael Thompson,66,322,160,162
169,170,170,Greg Chalmers,77,323,156,167
170,171,171,Padraig Harrington,52,328,154,174
171,172,172,Freddie Jacobson,63,331,166,165
172,173,173,Justin Bolli,59,332,162,170
173,174,174,Casey Wittenberg,72,337,179,158
174,175,175,Lee Williams,62,340,175,165
175,176,176,Stephen Ames,49,342,172,170
176,177,177,Jonas Blixt,76,346,173,173
177,178,178,Aaron Baddeley,68,347,169,178
178,179,179,Tim Herron,45,355,178,177
179,180,180,Mike Weir,60,359,180,179
