,Driving_Distance_RANK THIS WEEK,Driving_Distance_RANK LAST WEEK,Driving_Distance_PLAYER NAME,Driving_Distance_ROUNDS,Driving_Distance_AVG.,Driving_Distance_TOTAL DISTANCE,Driving_Distance_TOTAL DRIVES
112,T112,T112,Michael Bradley,56,285.3,29670,104
113,114,114,Geoff Ogilvy,57,285.1,32496,114
114,115,115,Bob Estes,66,285.0,37624,132
115,T116,T116,Robert Allenby,58,284.9,31910,112
116,T116,T116,Will Claxton,67,284.9,35893,126
117,T116,T116,Matt Kuchar,93,284.9,49573,174
118,T119,T119,Stuart Appleby,88,284.7,47834,168
119,T119,T119,J.J. Henry,83,284.7,45843,161
120,121,121,Alistair Presnell,59,284.6,32446,114
121,122,122,John Merrick,79,284.3,44918,158
122,123,123,Jonas Blixt,76,283.7,42837,151
123,T124,T124,Tim Herron,45,283.6,25523,90
124,T124,T124,Trevor Immelman,73,283.6,39143,138
125,T124,T124,Steve Stricker,51,283.6,26658,94
126,127,127,Luke Guthrie,82,283.5,46490,164
127,128,128,Chez Reavie,72,282.8,40721,144
128,129,129,Rod Pampling,46,282.6,23736,84
129,T130,T130,Roberto Castro,97,282.3,54478,193
130,T130,T130,Ryan Moore,72,282.3,40093,142
131,132,132,Charlie Wi,75,282.1,40061,142
132,133,133,John Huh,88,282.0,48792,173
133,T134,T134,William McGirt,75,281.8,42266,150
134,T134,T134,Brian Stuard,78,281.8,41704,148
135,136,136,Ian Poulter,59,281.7,29859,106
136,137,137,Brandt Snedeker,79,281.3,44440,158
137,138,138,D.A. Points,87,281.1,48905,174
138,139,139,Ben Crane,62,281.0,32592,116
139,140,140,D.H. Lee,65,280.9,36522,130
140,141,141,Stephen Ames,49,280.7,27511,98
141,142,142,David Mathis,71,280.6,37598,134
142,143,143,Casey Wittenberg,72,280.5,39275,140
143,144,144,"Ted Potter, Jr.",65,280.3,34194,122
144,145,145,Doug LaBelle II,72,280.1,39215,140
145,146,146,Justin Hicks,79,280.0,42003,150
146,147,147,David Hearn,88,279.7,49231,176
147,148,148,Michael Thompson,66,279.4,36878,132
148,T149,T149,Justin Bolli,59,279.1,30706,110
149,T149,T149,Richard Lee,81,279.1,42975,154
150,151,151,Ben Kohles,75,279.0,39615,142
151,152,152,Scott Langley,79,278.9,41834,150
152,T153,T153,Brian Davis,91,278.8,50734,182
153,T153,T153,Zach Johnson,84,278.8,46275,166
154,155,155,Johnson Wagner,64,278.6,33436,120
155,156,156,K.J. Choi,85,278.3,46748,168
156,157,157,Luke Donald,60,278.1,32262,116
157,158,158,Mark Wilson,56,278.0,28911,104
158,159,159,David Lynn,70,277.9,38077,137
159,160,160,Jeff Maggert,63,277.6,34980,126
160,161,161,Graeme McDowell,53,277.5,26916,97
161,162,162,David Toms,49,277.4,24133,87
162,163,163,Aaron Watkins,46,277.1,24388,88
163,164,164,Chris Stroud,88,277.0,48753,176
164,165,165,Greg Chalmers,77,276.8,40414,146
165,T166,T166,Jason Bohn,70,276.3,38680,140
166,T166,T166,Justin Leonard,86,276.3,47520,172
167,168,168,Lee Williams,62,275.6,33068,120
168,169,169,Jim Furyk,80,275.3,42952,156
169,T170,T170,Ken Duke,87,275.1,47871,174
170,T170,T170,Brian Gay,79,275.1,43193,157
171,T170,T170,Darron Stiles,51,275.1,26964,98
172,173,173,Ben Curtis,59,274.9,31333,114
173,174,174,Dicky Pride,71,274.8,36825,134
174,175,175,Tim Clark,64,273.9,33143,121
175,176,176,Bryce Molder,82,273.8,43801,160
176,T177,T177,Jerry Kelly,75,273.2,40984,150
177,T177,T177,Jin Park,52,273.2,27321,100
178,179,179,Colt Knost,69,271.7,35317,130
179,180,180,Mike Weir,60,270.5,31380,116
