,Driving_Distance_-_All_Drives_RANK THIS WEEK,Driving_Distance_-_All_Drives_RANK LAST WEEK,Driving_Distance_-_All_Drives_PLAYER NAME,Driving_Distance_-_All_Drives_ROUNDS,Driving_Distance_-_All_Drives_ALL DRIVES,Driving_Distance_-_All_Drives_TOTAL DISTANCE,Driving_Distance_-_All_Drives_# OF DRIVES
81,T80,T80,Ian Poulter,59,281.5,154528,549
82,83,83,Pat Perez,69,281.4,250722,891
83,84,84,Scott Gardiner,61,281.3,203946,725
84,85,85,Bo Van Pelt,72,281.1,211920,754
85,T86,T86,Aaron Baddeley,68,281.0,230382,820
86,T86,T86,Erik Compton,74,281.0,254278,905
87,T86,T86,Henrik Norlander,70,281.0,231304,823
88,T86,T86,Brendan Steele,86,281.0,301221,1072
89,90,90,Marc Leishman,77,280.9,251383,895
90,91,91,Chris Kirk,89,280.8,318145,1133
91,92,92,Bud Cauley,67,280.7,219253,781
92,93,93,John Senden,79,280.6,238516,850
93,94,94,Steve Stricker,51,280.5,138298,493
94,95,95,Tiger Woods,61,280.3,168736,602
95,96,96,Sangmoon Bae,83,280.1,280633,1002
96,97,97,David Lingmerth,68,279.9,221657,792
97,98,98,D.J. Trahan,48,279.8,147748,528
98,T99,T99,Fabián Gómez,65,279.6,218062,780
99,T99,T99,Brandt Snedeker,79,279.6,227332,813
100,T99,T99,Kevin Streelman,86,279.6,264488,946
101,T99,T99,Y.E. Yang,56,279.6,159943,572
102,T103,T103,Vaughn Taylor,50,279.5,156528,560
103,T103,T103,Camilo Villegas,79,279.5,249322,892
104,T105,T105,Stewart Cink,71,279.4,217400,778
105,T105,T105,James Driscoll,76,279.4,245041,877
106,T107,T107,Rickie Fowler,75,279.3,231505,829
107,T107,T107,Cameron Tringale,80,279.3,291550,1044
108,109,109,Roberto Castro,97,279.2,326658,1170
109,110,110,Will Claxton,67,279.1,217980,781
110,T111,T111,John Merrick,79,279.0,265376,951
111,T111,T111,Geoff Ogilvy,57,279.0,162350,582
112,113,113,Robert Karlsson,56,278.9,144184,517
113,T114,T114,Jonas Blixt,76,278.8,261202,937
114,T114,T114,Brendon de Jonge,110,278.8,376974,1352
115,T116,T116,Tim Herron,45,278.7,170592,612
116,T116,T116,Ryan Moore,72,278.7,222650,799
117,T118,T118,J.J. Henry,83,278.4,288142,1035
118,T118,T118,Brandt Jobe,62,278.4,206595,742
119,T118,T118,George McNeill,68,278.4,249146,895
120,121,121,Tom Gillis,69,278.2,232571,836
121,122,122,Chad Campbell,78,278.1,279461,1005
122,T123,T123,Luke Guthrie,82,277.9,251815,906
123,T123,T123,Rod Pampling,46,277.9,136172,490
124,125,125,Daniel Summerhays,83,277.8,301686,1086
125,126,126,Alistair Presnell,59,277.7,177758,640
126,T127,T127,Stuart Appleby,88,277.2,304971,1100
127,T127,T127,Ricky Barnes,74,277.2,251149,906
128,129,129,William McGirt,75,276.8,274062,990
129,130,130,Ben Crane,62,276.2,211872,767
130,131,131,David Hearn,88,275.9,281095,1019
131,132,132,Chez Reavie,72,275.6,257414,934
132,133,133,John Huh,88,275.2,289271,1051
133,134,134,"Ted Potter, Jr.",65,275.0,212036,771
134,T135,T135,K.J. Choi,85,274.9,241326,878
135,T135,T135,D.A. Points,87,274.9,260562,948
136,137,137,Casey Wittenberg,72,274.8,233848,851
137,138,138,Zach Johnson,84,274.7,257377,937
138,T139,T139,David Mathis,71,274.6,237220,864
139,T139,T139,Graeme McDowell,53,274.6,142269,518
140,T141,T141,Robert Allenby,58,274.3,198860,725
141,T141,T141,Ben Curtis,59,274.3,177442,647
142,T141,T141,D.H. Lee,65,274.3,221648,808
143,T141,T141,Jeff Maggert,63,274.3,218339,796
144,T141,T141,Charlie Wi,75,274.3,251783,918
145,T146,T146,Justin Bolli,59,274.2,175733,641
146,T146,T146,Mark Wilson,56,274.2,191944,700
147,148,148,Brian Stuard,78,274.1,240099,876
148,T149,T149,David Lynn,70,274.0,214512,783
149,T149,T149,Michael Thompson,66,274.0,202794,740
150,T149,T149,Johnson Wagner,64,274.0,199774,729
151,T152,T152,Brian Davis,91,273.9,316862,1157
152,T152,T152,Justin Hicks,79,273.9,251451,918
153,154,154,Trevor Immelman,73,273.6,236108,863
154,155,155,Stephen Ames,49,273.1,166584,610
155,156,156,Ben Kohles,75,272.9,235279,862
156,157,157,Bob Estes,66,272.8,235685,864
157,158,158,Richard Lee,81,272.3,272839,1002
158,159,159,Luke Donald,60,272.2,174193,640
159,160,160,Tim Clark,64,272.0,163492,601
160,T161,T161,Michael Bradley,56,271.9,162607,598
161,T161,T161,Greg Chalmers,77,271.9,264847,974
162,T161,T161,Scott Langley,79,271.9,242263,891
163,T161,T161,Justin Leonard,86,271.9,283844,1044
164,165,165,Doug LaBelle II,72,271.8,223671,823
165,T166,T166,Jason Bohn,70,271.6,249916,920
166,T166,T166,Ken Duke,87,271.6,284348,1047
167,168,168,Lee Williams,62,271.2,192576,710
168,169,169,David Toms,49,271.1,120356,444
169,T170,T170,Jim Furyk,80,270.9,241639,892
170,T170,T170,Chris Stroud,88,270.9,294487,1087
171,172,172,Aaron Watkins,46,270.7,132364,489
172,173,173,Brian Gay,79,270.5,267789,990
173,174,174,Dicky Pride,71,269.7,221464,821
174,T175,T175,Jerry Kelly,75,269.3,239705,890
175,T175,T175,Darron Stiles,51,269.3,157831,586
176,177,177,Bryce Molder,82,268.2,265016,988
177,178,178,Colt Knost,69,268.1,216060,806
178,179,179,Jin Park,52,267.7,160356,599
179,180,180,Mike Weir,60,267.1,174933,655
