,PGA_Championship_Points_RANK THIS WEEK,PGA_Championship_Points_RANK LAST WEEK,PGA_Championship_Points_PLAYER NAME,PGA_Championship_Points_EVENTS,PGA_Championship_Points_POINTS
145,146,146,Michael Letzig,4,98000
146,147,147,Peter Hanson,2,96650
147,148,148,Matteo Manassero,2,94750
148,149,149,Nathan Green,6,93896
149,150,150,Tiger Woods,3,88875
150,151,151,Alex Noren,2,86500
151,152,152,Kevin Stadler,6,83218
152,153,153,John Merrick,7,83142
153,154,154,Simon Dyson,2,82000
154,155,155,Edoardo Molinari,2,79500
155,156,156,Vaughn Taylor,7,73556
156,157,157,Daniel Summerhays,6,72110
157,158,158,Chris Riley,6,70750
158,T159,T159,Martin Kaymer,2,68500
159,T159,T159,Hennie Otto,1,68500
160,161,161,Bobby Gates,6,68489
161,162,162,Woody Austin,5,67554
162,163,163,Scott Gutschewski,6,66971
163,164,164,Stuart Appleby,3,64964
164,165,165,Stephen Ames,5,64658
165,166,166,Ryuji Imada,8,63777
166,167,167,Anthony Kim,4,61900
167,T168,T168,Richard Green,2,58500
168,T168,T168,Pablo Larrazabal,2,58500
169,170,170,Yuta Ikeda,2,58000
170,171,171,Bio Kim,5,57465
171,172,172,Ricky Barnes,5,56924
172,173,173,Bob Estes,5,54076
173,174,174,Chris DiMarco,7,54069
174,175,175,Miguel Angel Jiménez,2,53400
175,176,176,Jarrod Lyle,6,53129
176,177,177,Stewart Cink,5,53000
177,178,178,Cameron Percy,4,50761
178,179,179,Troy Matteson,6,50618
179,180,180,David Duval,6,49032
180,181,181,Jim Herman,6,48771
181,182,182,Boo Weekley,6,47220
182,183,183,Alvaro Quiros,2,46500
183,184,184,Mathias Grönberg,1,42000
184,185,185,Joseph Bramlett,6,40427
185,186,186,Colt Knost,6,40350
186,T187,T187,Thomas Bjørn,2,39250
187,T187,T187,Darren Clarke,2,39250
188,189,189,Nate Smith,6,39043
189,190,190,J.P. Hayes,3,37935
190,191,191,Joe Ogilvie,6,37733
191,192,192,Jae-bum Park,1,37500
192,193,193,Fabián Gómez,6,36879
193,194,194,J.J. Henry,6,36280
194,195,195,Will Strickler,6,35608
195,196,196,Alex Prugh,6,34720
196,197,197,Shaun Micheel,7,33963
197,198,198,Tag Ridings,6,33860
198,199,199,Matt Jones,6,31081
199,200,200,Richard Johnson,6,30817
200,201,201,Johan Edfors,1,30250
201,202,202,Marc Turnesa,2,29297
202,203,203,Lee Janzen,4,26696
203,204,204,Brian Gay,6,25572
204,205,205,Kent Jones,6,23905
205,206,206,Jeff Quinney,5,23802
206,T207,T207,Ross Fisher,1,21500
207,T207,T207,Seung-Yul Noh,1,21500
208,209,209,Ben Curtis,6,20314
209,210,210,Michael Allen,1,20210
210,211,211,Patrick Reed,2,20058
211,212,212,Rocco Mediate,7,19924
212,T213,T213,Craig Barlow,1,19731
213,T213,T213,Todd Hamilton,3,19731
214,T213,T213,Jay Williamson,1,19731
215,216,216,Tom Gillis,5,19240
216,217,217,D.J. Brigman,6,19028
217,218,218,Matt Bettencourt,6,18850
218,219,219,Troy Merritt,6,17922
219,220,220,Fran Quinn,4,17602
220,221,221,Carl Paulson,4,16662
221,222,222,Michael Connell,6,16400
222,223,223,Erick Justesen,1,16088
223,224,224,Mike Small,3,15000
224,225,225,Peter Tomasulo,1,12900
225,226,226,Tom Lehman,1,12569
226,227,227,Frank Lickliter II,3,12175
227,228,228,Charles Warren,1,12005
228,229,229,Martin Piller,6,10800
229,230,230,Jeff Maggert,4,10779
230,231,231,John Daly,3,10608
231,232,232,Mark Calcavecchia,1,10152
232,233,233,Dicky Pride,1,9360
233,T234,T234,Chris Couch,5,9080
234,T234,T234,Zack Miller,6,9080
235,236,236,Rich Beem,5,8930
236,237,237,Cameron Beckman,5,8492
237,238,238,Richard Scott,1,8400
238,239,239,Justin Hicks,6,8228
239,240,240,Duffy Waldorf,1,8052
240,241,241,Kirk Triplett,2,7131
241,T242,T242,Notah Begay III,1,6690
242,T242,T242,Bob May,1,6690
243,T244,T244,Robert Gamez,1,6330
244,T244,T244,Mark Hensby,1,6330
245,T244,T244,José María Olazábal,2,6330
246,247,247,Dean Wilson,2,6120
247,248,248,Alex Aragon,1,5760
