,All-Around_Ranking_RANK THIS WEEK,All-Around_Ranking_RANK LAST WEEK,All-Around_Ranking_PLAYER NAME,All-Around_Ranking_EVENTS,All-Around_Ranking_TOTAL
146,147,147,Bio Kim,25,937
147,148,148,Zack Miller,30,946
148,T149,T149,Matt Bettencourt,30,950
149,T149,T149,Michael Putnam,21,950
150,151,151,Ryuji Imada,29,965
151,152,152,Kent Jones,25,969
152,153,153,Steve Elkington,17,972
153,154,154,Justin Leonard,26,973
154,T155,T155,Andres Gonzales,21,974
155,T155,T155,Sean O'Hair,24,974
156,157,157,Derek Lamely,26,977
157,158,158,Garrett Willis,24,986
158,159,159,Jim Herman,22,990
159,160,160,Scott Gutschewski,23,991
160,161,161,Joseph Bramlett,25,997
161,162,162,Ernie Els,21,1000
162,163,163,D.J. Brigman,23,1005
163,164,164,Alex Prugh,29,1007
164,165,165,Harrison Frazar,19,1008
165,166,166,Tim Petrovic,29,1020
166,167,167,Will Strickler,19,1024
167,168,168,Nathan Green,26,1026
168,169,169,Kevin Kisner,24,1043
169,170,170,Alexandre Rocha,22,1044
170,171,171,Stuart Appleby,24,1045
171,172,172,Marc Turnesa,20,1051
172,173,173,Daniel Summerhays,29,1056
173,174,174,Jarrod Lyle,29,1063
174,175,175,Troy Merritt,23,1064
175,176,176,David Duval,24,1077
176,177,177,J.P. Hayes,19,1086
177,178,178,Paul Goydos,25,1120
178,179,179,Shaun Micheel,27,1121
179,180,180,Justin Hicks,23,1132
180,181,181,Michael Connell,26,1156
181,182,182,Martin Piller,23,1170
182,183,183,Colt Knost,27,1181
183,184,184,Rocco Mediate,23,1231
184,185,185,Richard Johnson,23,1249
185,186,186,Rich Beem,21,1267
