,Percentage_of_potential_money_won_RANK THIS WEEK,Percentage_of_potential_money_won_RANK LAST WEEK,Percentage_of_potential_money_won_PLAYER NAME,Percentage_of_potential_money_won_EVENTS,Percentage_of_potential_money_won_%,Percentage_of_potential_money_won_OFFICIAL MONEY WON,Percentage_of_potential_money_won_POTENTIAL MONEY
139,T139,T139,Ignacio Garrido,5,2.71,"$133,250","$4,922,720"
140,T141,T141,Adam Mednick,1,2.68,"$29,849","$1,112,720"
141,T141,T141,Gary Murphy,1,2.68,"$29,849","$1,112,720"
142,T141,T141,Marco Ruiz,1,2.68,"$29,849","$1,112,720"
143,144,144,Jay Delsing,9,2.65,"$159,653","$6,030,000"
144,145,145,J.J. Henry,31,2.64,"$660,341","$25,056,000"
145,146,146,Thongchai Jaidee,1,2.61,"$27,375","$1,050,000"
146,147,147,Jeff Brehaut,32,2.58,"$650,019","$25,236,000"
147,148,148,Trevor Immelman,12,2.57,"$307,150","$11,930,720"
148,T149,T149,Richard Johnson,28,2.55,"$559,021","$21,888,000"
149,T149,T149,Eduardo Romero,12,2.55,"$308,098","$12,092,720"
150,151,151,John Riegger,17,2.54,"$318,102","$12,546,000"
151,T152,T152,Todd Fischer,32,2.48,"$621,398","$25,056,000"
152,T152,T152,Patrick Sheehan,32,2.48,"$618,019","$24,876,000"
153,T152,T152,Tom Watson,4,2.48,"$108,017","$4,352,720"
154,T152,T152,Jay Williamson,31,2.48,"$627,131","$25,326,000"
155,156,156,Barry Cheesman,2,2.44,"$32,910","$1,350,000"
156,T157,T157,Notah Begay III,30,2.42,"$565,572","$23,328,000"
157,T157,T157,Ian Poulter,4,2.42,"$103,692","$4,292,720"
158,159,159,Marco Dawson,31,2.39,"$601,728","$25,146,000"
159,160,160,David Sutherland,25,2.37,"$451,441","$19,080,000"
160,161,161,Bob May,7,2.36,"$134,308","$5,688,000"
161,162,162,Tom Byrum,31,2.31,"$590,719","$25,538,720"
162,163,163,John Senden,33,2.29,"$601,670","$26,226,000"
163,164,164,Robert Damron,32,2.24,"$580,086","$25,866,000"
164,165,165,Tom Gillis,25,2.23,"$432,100","$19,368,000"
165,166,166,Jeff Gallagher,10,2.22,"$163,899","$7,380,000"
166,T167,T167,Bill Glasson,13,2.21,"$193,578","$8,766,000"
167,T167,T167,Thomas Levet,26,2.21,"$470,021","$21,272,720"
168,169,169,Guy Boros,6,2.19,"$95,612","$4,356,000"
169,170,170,Pat Perez,33,2.16,"$578,141","$26,766,000"
170,171,171,David Howell,2,2.13,"$46,071","$2,162,720"
171,T172,T172,Glen Hnatiuk,29,2.12,"$488,429","$22,986,000"
172,T172,T172,Neal Lancaster,35,2.12,"$590,627","$27,846,000"
173,T174,T174,Paul McGinley,3,2.11,"$68,329","$3,242,720"
174,T174,T174,Jesper Parnevik,31,2.11,"$570,586","$27,038,720"
175,176,176,Raphael Jacquelin,2,2.07,"$44,838","$2,162,720"
176,177,177,Mark Wilson,30,2.06,"$482,502","$23,436,000"
177,T178,T178,Bart Bryant,6,1.99,"$78,966","$3,960,000"
178,T178,T178,Dudley Hart,22,1.99,"$381,735","$19,148,720"
179,180,180,José Coceres,21,1.95,"$337,682","$17,294,720"
180,T181,T181,Todd Hamilton,3,1.93,"$62,600","$3,242,720"
181,T181,T181,Mike Heinen,29,1.93,"$432,417","$22,410,000"
182,T181,T181,Per-Ulrik Johansson,31,1.93,"$484,577","$25,146,000"
183,184,184,Chris Smith,30,1.92,"$479,523","$24,972,720"
184,T185,T185,Tom Carter,8,1.9,"$105,142","$5,526,000"
185,T185,T185,John Morgan,29,1.9,"$422,916","$22,248,000"
186,187,187,Shingo Katayama,5,1.88,"$91,499","$4,862,720"
187,188,188,Garrett Willis,32,1.86,"$467,212","$25,056,000"
188,189,189,Matt Peterson,2,1.85,"$29,961","$1,620,000"
189,190,190,Michael Bradley,4,1.81,"$49,500","$2,736,000"
190,T191,T191,Pat Bates,35,1.78,"$496,978","$27,900,000"
191,T191,T191,Mike Small,1,1.78,"$14,430","$810,000"
192,T193,T193,Greg Norman,7,1.76,"$119,799","$6,800,720"
193,T193,T193,Mark O'Meara,25,1.76,"$388,348","$22,028,720"
194,T195,T195,Esteban Toledo,35,1.75,"$487,495","$27,846,000"
195,T195,T195,Lee Westwood,8,1.75,"$136,590","$7,802,720"
196,T197,T197,Olin Browne,34,1.74,"$479,591","$27,576,000"
197,T197,T197,Paul Gow,21,1.74,"$264,926","$15,246,000"
198,199,199,Aaron Barber,32,1.72,"$425,277","$24,768,000"
199,T200,T200,Mike Grob,27,1.71,"$348,976","$20,358,000"
200,T200,T200,Spike McRoy,35,1.71,"$480,772","$28,180,000"
201,T202,T202,Markus Brier,1,1.69,"$18,859","$1,112,720"
202,T202,T202,Corey Pavin,26,1.69,"$358,910","$21,218,720"
203,T202,T202,Anthony Wall,1,1.69,"$18,859","$1,112,720"
204,205,205,Steve Pate,16,1.68,"$192,518","$11,430,000"
205,T206,T206,Robert Karlsson,3,1.64,"$52,000","$3,180,000"
206,T206,T206,Craig Parry,16,1.64,"$257,281","$15,720,720"
207,208,208,Danny Briggs,1,1.63,"$11,712","$720,000"
208,209,209,Brian Gay,34,1.62,"$447,647","$27,576,000"
209,T210,T210,Alastair Forsyth,3,1.59,"$51,430","$3,242,720"
210,T210,T210,Willie Wood,11,1.59,"$118,280","$7,416,000"
211,T212,T212,Greg Chalmers,32,1.56,"$403,254","$25,776,000"
212,T212,T212,Robert-Jan Derksen,2,1.56,"$33,750","$2,162,720"
213,214,214,Craig Perks,28,1.54,"$368,163","$23,892,720"
214,T215,T215,Scott Laycock,25,1.51,"$300,342","$19,872,000"
215,T215,T215,Darron Stiles,29,1.51,"$346,693","$22,986,000"
216,217,217,Jim McGovern,11,1.5,"$115,148","$7,686,000"
217,218,218,Peter O'Malley,3,1.48,"$45,300","$3,062,720"
218,219,219,Mike Sposa,25,1.47,"$276,447","$18,846,000"
219,T220,T220,David Lynn,1,1.46,"$16,213","$1,112,720"
220,T220,T220,Mark McNulty,1,1.46,"$16,213","$1,112,720"
221,T220,T220,Carl Paulson,32,1.46,"$365,177","$24,966,000"
222,223,223,Hunter Mahan,9,1.45,"$106,300","$7,326,000"
223,224,224,Brent Schwarzrock,20,1.44,"$216,561","$15,084,000"
224,225,225,Chris Anderson,31,1.43,"$342,027","$23,958,000"
225,226,226,David Edwards,13,1.4,"$129,370","$9,216,000"
226,T227,T227,Danny Ellis,10,1.39,"$101,443","$7,290,000"
227,T227,T227,Jyoti Randhawa,2,1.39,"$30,000","$2,162,720"
228,229,229,Michael Clark II,21,1.37,"$210,176","$15,300,000"
229,230,230,John Maginnes,29,1.35,"$308,928","$22,806,000"
230,231,231,Brian Henninger,17,1.34,"$166,002","$12,366,000"
231,T232,T232,Mathew Goggin,28,1.33,"$299,237","$22,478,720"
232,T232,T232,Nick Watney,8,1.33,"$73,255","$5,526,000"
233,T234,T234,Søren Kjeldsen,2,1.32,"$28,625","$2,162,720"
234,T234,T234,Colin Montgomerie,12,1.32,"$159,606","$12,092,720"
235,236,236,Yasuharu Imano,3,1.29,"$31,275","$2,430,000"
236,T237,T237,Steve Elkington,14,1.27,"$154,123","$12,182,720"
237,T237,T237,Ian Leggatt,26,1.27,"$271,014","$21,358,000"
238,T239,T239,Brad Bryant,4,1.26,"$29,535","$2,340,000"
239,T239,T239,Kevin Na,2,1.26,"$23,375","$1,860,000"
240,T239,T239,Katsuyoshi Tomori,1,1.26,"$13,988","$1,112,720"
241,T242,T242,Michael Flynn,1,1.25,"$12,600","$1,008,000"
242,T242,T242,Michael Harris,1,1.25,"$9,450","$756,000"
243,244,244,Pete Jordan,1,1.24,"$6,720","$540,000"
244,T245,T245,Bob Burns,28,1.23,"$293,973","$23,992,000"
245,T245,T245,Ryan Dillon,1,1.23,"$13,334","$1,080,000"
246,T245,T245,Mark Hensby,1,1.23,"$8,880","$720,000"
247,T245,T245,Todd Rose,1,1.23,"$11,100","$900,000"
248,T249,T249,Ken Green,7,1.22,"$70,633","$5,778,000"
249,T249,T249,Brian Watts,13,1.22,"$134,905","$11,016,000"
250,T251,T251,John Daly,22,1.21,"$220,647","$18,194,720"
251,T251,T251,Philip Golding,2,1.21,"$26,250","$2,162,720"
252,T253,T253,Donnie Hammond,27,1.2,"$255,414","$21,276,000"
253,T253,T253,D.A. Weibring,2,1.2,"$17,289","$1,440,000"
254,T255,T255,Derek Gillespie,1,1.19,"$8,988","$756,000"
255,T255,T255,Jon Mills,1,1.19,"$8,988","$756,000"
256,257,257,Greg Kraft,9,1.16,"$71,756","$6,174,000"
257,258,258,Grant Waite,18,1.15,"$150,998","$13,176,000"
258,T259,T259,Phil Blackmar,1,1.14,"$9,225","$810,000"
259,T259,T259,Mark Walker,1,1.14,"$11,536","$1,008,000"
260,T261,T261,Steven Alker,30,1.1,"$261,358","$23,796,000"
261,T261,T261,Gene Sauers,30,1.1,"$278,644","$25,360,000"
262,T261,T261,Tim Wilkinson,1,1.1,"$9,900","$900,000"
263,264,264,Brandel Chamblee,15,1.09,"$126,092","$11,592,000"
264,T265,T265,Kenichi Kuboya,31,1.08,"$257,281","$23,778,000"
265,T265,T265,Tom Scherrer,16,1.08,"$122,430","$11,286,000"
266,T265,T265,Steen Tinning,2,1.08,"$23,375","$2,162,720"
267,T268,T268,Brian Bateman,26,1.07,"$217,150","$20,268,000"
268,T268,T268,Deane Pappas,24,1.07,"$189,955","$17,676,000"
269,T268,T268,Stan Utley,11,1.07,"$79,046","$7,416,000"
270,T271,T271,Scott Dunlap,1,1.06,"$7,600","$720,000"
271,T271,T271,Ryuji Imada,1,1.06,"$7,600","$720,000"
272,T271,T271,David Morland IV,1,1.06,"$8,022","$756,000"
273,274,274,Blaine McCallister,8,1.04,"$65,820","$6,318,000"
274,275,275,Paul Azinger,26,1.03,"$222,642","$21,512,720"
275,T276,T276,Edward Fryatt,1,1.01,"$7,280","$720,000"
276,T276,T276,Jeff Quinney,2,1.01,"$14,550","$1,440,000"
277,T276,T276,Mike Standly,9,1.01,"$62,991","$6,246,000"
278,279,279,Jarrod Moseley,2,0.98,"$21,125","$2,162,720"
279,T280,T280,"David Berganio, Jr.",15,0.97,"$124,065","$12,816,000"
280,T280,T280,Brian Claar,2,0.97,"$17,500","$1,800,000"
281,282,282,Jay Don Blake,27,0.94,"$194,293","$20,754,000"
282,T283,T283,Mark Brooks,31,0.93,"$236,489","$25,470,000"
283,T283,T283,Anders Hansen,3,0.93,"$30,000","$3,242,720"
284,T283,T283,Matt Kuchar,23,0.93,"$176,046","$19,018,000"
285,286,286,Anthony Painter,31,0.92,"$220,714","$23,976,000"
286,T287,T287,Doug Barron,32,0.9,"$224,589","$25,056,000"
287,T287,T287,"Dave Stockton, Jr.",31,0.9,"$214,876","$23,778,000"
288,289,289,Jason Gore,30,0.89,"$208,801","$23,346,000"
289,T290,T290,John Cook,10,0.87,"$78,930","$9,114,000"
290,T290,T290,Mike Springer,9,0.87,"$53,452","$6,156,000"
291,292,292,Steve Stricker,21,0.86,"$150,589","$17,532,000"
292,T293,T293,Jim Carter,33,0.83,"$218,060","$26,226,000"
293,T293,T293,Patrick Moore,3,0.83,"$19,411","$2,340,000"
294,T295,T295,James McLean,19,0.79,"$117,182","$14,868,000"
295,T295,T295,Kelly Mitchum,3,0.79,"$20,795","$2,628,000"
296,297,297,Troy Matteson,3,0.78,"$18,135","$2,340,000"
297,T298,T298,Michael Campbell,14,0.77,"$107,813","$14,018,720"
298,T298,T298,Joel Edwards,23,0.77,"$143,382","$18,576,000"
299,T298,T298,Ty Tryon,21,0.77,"$125,875","$16,398,000"
300,T301,T301,Jason Caron,29,0.76,"$172,291","$22,626,000"
301,T301,T301,Steve Jones,11,0.76,"$68,755","$9,018,000"
302,303,303,Andy Miller,25,0.71,"$134,929","$18,936,000"
303,304,304,Gary Nicklaus,6,0.68,"$32,300","$4,770,000"
304,305,305,Robin Freeman,12,0.67,"$54,651","$8,190,000"
305,306,306,Todd Barranger,31,0.65,"$158,700","$24,246,000"
306,307,307,Tag Ridings,6,0.64,"$31,275","$4,860,000"
307,T308,T308,Michael Muehr,7,0.63,"$35,376","$5,616,000"
308,T308,T308,Charles Warren,2,0.63,"$11,984","$1,908,000"
309,310,310,Kelly Gibson,13,0.62,"$55,650","$8,946,000"
310,T311,T311,Larry Mize,19,0.61,"$93,713","$15,408,000"
311,T311,T311,Ian Woosnam,2,0.61,"$13,432","$2,192,720"
312,313,313,Scott Simpson,18,0.58,"$78,153","$13,554,000"
313,314,314,Vance Veazey,26,0.56,"$111,156","$19,674,000"
314,315,315,Keith Fergus,5,0.54,"$20,455","$3,780,000"
315,T316,T316,Kenneth Staton,22,0.51,"$83,385","$16,236,000"
316,T316,T316,Chip Sullivan,2,0.51,"$9,675","$1,890,000"
317,318,318,Andy Bean,2,0.5,"$8,550","$1,710,000"
318,T319,T319,Brad Elder,20,0.49,"$74,341","$15,174,000"
319,T319,T319,Akio Sadakata,29,0.49,"$107,730","$22,104,000"
320,321,321,David Duval,20,0.45,"$84,707","$18,668,720"
321,322,322,Graeme McDowell,3,0.43,"$9,620","$2,250,000"
322,T323,T323,Gary Hallberg,8,0.42,"$24,416","$5,796,000"
323,T323,T323,John Morse,8,0.42,"$22,361","$5,346,000"
324,325,325,Jason Buha,25,0.38,"$72,833","$18,954,000"
325,T326,T326,"Joe Acosta, Jr.",3,0.37,"$9,765","$2,628,000"
326,T326,T326,"Jim Gallagher, Jr.",9,0.37,"$22,245","$6,066,000"
327,328,328,Nolan Henke,6,0.36,"$13,970","$3,870,000"
328,329,329,Kaname Yokoo,22,0.33,"$56,088","$16,836,000"
329,330,330,Dave Rummells,7,0.32,"$14,280","$4,446,000"
330,T331,T331,Trevor Dodds,3,0.3,"$6,720","$2,250,000"
331,T331,T331,Yusaku Miyazato,4,0.3,"$8,775","$2,880,000"
332,333,333,Joel Kribel,16,0.29,"$39,120","$13,266,000"
333,T334,T334,Gavin Coles,28,0.26,"$55,350","$21,204,000"
334,T334,T334,Alan Morin,4,0.26,"$10,150","$3,960,000"
335,T336,T336,Brad Lardon,8,0.25,"$16,400","$6,498,000"
336,T336,T336,Cameron Yancey,23,0.25,"$43,810","$17,604,000"
337,338,338,David Ogrin,4,0.24,"$5,700","$2,340,000"
338,339,339,Gabriel Hjertstedt,9,0.22,"$12,780","$5,886,000"
339,340,340,Jeff Klein,25,0.21,"$40,680","$19,134,000"
340,341,341,Richard Zokol,13,0.2,"$19,155","$9,396,000"
341,342,342,Dan Halldorson,5,0.18,"$5,640","$3,096,000"
342,343,343,D.J. Trahan,6,0.17,"$7,880","$4,680,000"
343,344,344,Fulton Allem,15,0.15,"$19,091","$12,870,000"
344,345,345,Mike Hulbert,14,0.06,"$6,300","$10,224,000"
