,Career_Money_Leaders_RANK THIS WEEK,Career_Money_Leaders_RANK LAST WEEK,Career_Money_Leaders_PLAYER NAME,Career_Money_Leaders_MONEY
59,60,60,Curtis Strange,"$7,599,951"
60,61,61,Joey Sindelar,"$7,451,769"
61,62,62,Steve Stricker,"$7,392,146"
62,63,63,Peter Jacobsen,"$7,340,119"
63,64,64,Retief Goosen,"$7,233,886"
64,65,65,Dudley Hart,"$7,221,318"
65,66,66,Ben Crenshaw,"$7,091,166"
66,67,67,Charles Howell III,"$7,055,867"
67,68,68,Larry Mize,"$6,967,713"
68,69,69,Chris Perry,"$6,866,671"
69,70,70,Shigeki Maruyama,"$6,852,705"
70,71,71,Frank Lickliter II,"$6,745,125"
71,72,72,Kevin Sutherland,"$6,625,693"
72,73,73,José María Olazábal,"$6,583,445"
73,74,74,Scott Simpson,"$6,551,731"
74,75,75,Glen Day,"$6,479,938"
75,76,76,Jonathan Kaye,"$6,476,174"
76,77,77,Bruce Lietzke,"$6,474,794"
77,78,78,Chris Riley,"$6,437,849"
78,79,79,Lanny Wadkins,"$6,355,681"
79,80,80,Bernhard Langer,"$6,353,515"
80,81,81,Bill Glasson,"$6,330,231"
81,82,82,Len Mattiace,"$6,222,248"
82,83,83,Chip Beck,"$6,199,550"
83,84,84,Craig Parry,"$6,173,390"
84,85,85,Steve Jones,"$6,052,026"
85,86,86,Hale Irwin,"$5,966,031"
86,87,87,"Jim Gallagher, Jr.","$5,860,720"
87,88,88,Fuzzy Zoeller,"$5,803,343"
88,89,89,Jack Nicklaus,"$5,722,901"
89,90,90,Skip Kendall,"$5,681,383"
90,91,91,Joe Durant,"$5,624,641"
91,92,92,Jay Don Blake,"$5,513,915"
92,93,93,Russ Cochran,"$5,344,387"
93,94,94,Raymond Floyd,"$5,323,075"
94,95,95,Carlos Franco,"$5,322,039"
95,96,96,K.J. Choi,"$5,310,642"
96,97,97,Mark McCumber,"$5,309,688"
97,98,98,Rich Beem,"$5,273,317"
98,99,99,Gil Morgan,"$5,259,164"
99,100,100,Robert Gamez,"$5,246,201"
100,101,101,Rory Sabbatini,"$5,223,810"
101,102,102,J.L. Lewis,"$5,130,348"
102,103,103,Tom Pernice Jr.,"$5,122,816"
103,104,104,David Peoples,"$5,070,330"
104,105,105,Paul Stankowski,"$5,017,898"
105,106,106,Chad Campbell,"$5,012,107"
106,107,107,Brent Geiberger,"$4,957,216"
107,108,108,Blaine McCallister,"$4,956,805"
108,109,109,Tom Byrum,"$4,929,526"
109,110,110,D.A. Weibring,"$4,770,705"
110,111,111,Tommy Armour III,"$4,689,699"
111,112,112,Wayne Levi,"$4,688,679"
112,113,113,Mike Reid,"$4,686,774"
113,114,114,Neal Lancaster,"$4,596,436"
114,115,115,David Edwards,"$4,570,694"
115,116,116,Stephen Ames,"$4,543,918"
116,117,117,Jim Carter,"$4,522,250"
117,118,118,Olin Browne,"$4,503,918"
118,119,119,John Daly,"$4,493,189"
119,120,120,Woody Austin,"$4,463,114"
120,121,121,Notah Begay III,"$4,364,772"
121,122,122,J.P. Hayes,"$4,345,091"
122,123,123,Gene Sauers,"$4,331,427"
123,124,124,Mark Wiebe,"$4,289,025"
124,125,125,Paul Goydos,"$4,288,731"
125,126,126,Joel Edwards,"$4,191,083"
126,127,127,Mike Hulbert,"$4,171,208"
127,128,128,Tom Purtzer,"$4,134,028"
128,129,129,Grant Waite,"$4,114,113"
129,130,130,Dennis Paulson,"$4,068,269"
130,131,131,Robert Damron,"$4,015,692"
131,132,132,Rick Fehr,"$4,012,299"
132,133,133,Brandel Chamblee,"$4,011,830"
133,134,134,Briny Baird,"$3,947,391"
134,135,135,Harrison Frazar,"$3,901,766"
135,136,136,John Mahaffey,"$3,876,852"
136,137,137,Donnie Hammond,"$3,870,193"
137,138,138,Ted Tryba,"$3,842,799"
138,139,139,Larry Nelson,"$3,827,401"
139,140,140,Greg Kraft,"$3,813,122"
140,141,141,John Rollins,"$3,738,449"
141,142,142,Ken Green,"$3,701,989"
142,143,143,Nolan Henke,"$3,606,563"
143,144,144,Andy Bean,"$3,531,780"
144,145,145,Brad Bryant,"$3,526,594"
145,146,146,Lee Trevino,"$3,478,328"
146,147,147,Tim Simpson,"$3,406,017"
147,148,148,Esteban Toledo,"$3,386,436"
148,149,149,Matt Gogel,"$3,326,718"
149,150,150,Shaun Micheel,"$3,322,663"
150,151,151,Don Pooley,"$3,296,615"
151,152,152,Chris Smith,"$3,264,978"
152,153,153,Phil Blackmar,"$3,235,809"
153,154,154,Brian Gay,"$3,230,100"
154,155,155,Brian Henninger,"$3,206,531"
155,156,156,Greg Chalmers,"$3,172,717"
156,157,157,Fulton Allem,"$3,134,527"
157,158,158,Dan Pohl,"$3,101,557"
158,159,159,Ronnie Black,"$3,070,281"
159,160,160,Bob Gilder,"$3,032,108"
160,161,161,Cameron Beckman,"$3,031,799"
161,162,162,Phil Tataurangi,"$3,015,508"
162,163,163,Brett Quigley,"$3,002,093"
163,164,164,Geoff Ogilvy,"$2,959,768"
164,165,165,Michael Bradley,"$2,933,426"
165,166,166,Jonathan Byrd,"$2,915,781"
166,167,167,Brandt Jobe,"$2,915,366"
167,168,168,Peter Lonard,"$2,876,692"
168,169,169,Frank Nobilo,"$2,875,836"
169,170,170,David Ogrin,"$2,841,739"
170,171,171,Bobby Wadkins,"$2,822,418"
171,172,172,Jodie Mudd,"$2,806,955"
172,173,173,Bob May,"$2,755,951"
173,174,174,Craig Perks,"$2,755,245"
174,175,175,Johnny Miller,"$2,747,484"
175,176,176,Doug Tewell,"$2,713,623"
176,177,177,Howard Twitty,"$2,713,551"
177,178,178,Scott Gump,"$2,635,137"
178,179,179,Jay Delsing,"$2,631,515"
179,180,180,Brad Fabel,"$2,629,986"
180,181,181,Bob Burns,"$2,613,425"
181,182,182,Darren Clarke,"$2,613,193"
182,183,183,Willie Wood,"$2,596,936"
183,184,184,Hubert Green,"$2,591,959"
184,185,185,Jim McGovern,"$2,588,902"
185,186,186,Sandy Lyle,"$2,553,286"
186,187,187,Tim Petrovic,"$2,552,654"
187,188,188,Jay Williamson,"$2,548,612"
188,189,189,Tom Scherrer,"$2,525,306"
189,190,190,Mike Springer,"$2,492,566"
190,191,191,Gary Hallberg,"$2,433,161"
191,192,192,Bob Lohr,"$2,417,060"
192,193,193,Dave Barr,"$2,404,793"
193,194,194,Keith Clearwater,"$2,365,698"
194,195,195,Carl Paulson,"$2,364,877"
195,196,196,Ben Crane,"$2,340,146"
196,197,197,Billy Ray Brown,"$2,330,389"
197,198,198,Brian Watts,"$2,329,235"
198,199,199,J.J. Henry,"$2,310,934"
199,200,200,Craig Barlow,"$2,304,605"
200,201,201,Calvin Peete,"$2,302,363"
201,202,202,Mike Sullivan,"$2,295,735"
202,203,203,Lennie Clements,"$2,280,766"
203,204,204,Ed Fiori,"$2,270,198"
204,205,205,Tom Weiskopf,"$2,241,687"
205,206,206,Brian Claar,"$2,225,850"
206,207,207,Roger Maltbie,"$2,212,879"
207,208,208,J.C. Snead,"$2,197,545"
208,209,209,David Gossett,"$2,194,274"
209,210,210,José Coceres,"$2,166,571"
210,211,211,Clarence Rose,"$2,155,380"
211,212,212,Glen Hnatiuk,"$2,121,361"
212,213,213,Dicky Pride,"$2,092,102"
213,214,214,Ian Baker-Finch,"$2,078,743"
214,215,215,Wayne Grady,"$2,077,433"
215,216,216,Gabriel Hjertstedt,"$2,054,156"
216,217,217,Pat Perez,"$2,029,867"
217,218,218,John Adams,"$2,019,582"
218,219,219,Larry Rinker,"$2,007,824"
219,220,220,Robin Freeman,"$1,993,130"
220,221,221,Matt Kuchar,"$1,986,442"
221,222,222,Mike Donald,"$1,970,260"
222,223,223,David Sutherland,"$1,970,043"
223,224,224,Per-Ulrik Johansson,"$1,961,539"
224,225,225,Jim Thorpe,"$1,935,566"
225,226,226,Tim Clark,"$1,908,049"
226,227,227,Dave Rummells,"$1,903,790"
227,228,228,Marco Dawson,"$1,900,855"
228,229,229,Ian Leggatt,"$1,898,849"
229,230,230,Trevor Dodds,"$1,889,999"
230,231,231,David Graham,"$1,888,731"
231,232,232,Hidemichi Tanaka,"$1,888,288"
232,233,233,Luke Donald,"$1,874,073"
233,234,234,Arnold Palmer,"$1,861,857"
234,235,235,Rod Pampling,"$1,859,353"
235,236,236,Richard Zokol,"$1,840,397"
236,237,237,Gary Player,"$1,834,482"
237,238,238,Mike Standly,"$1,819,693"
238,239,239,Leonard Thompson,"$1,819,028"
239,240,240,Bill Britton,"$1,814,615"
240,241,241,Mark Lye,"$1,800,654"
241,242,242,Spike McRoy,"$1,794,985"
242,243,243,George Burns,"$1,781,090"
243,244,244,Mike Sposa,"$1,772,945"
244,245,245,Heath Slocum,"$1,726,096"
245,246,246,Kelly Gibson,"$1,717,447"
246,247,247,Morris Hatalsky,"$1,707,280"
247,248,248,Bruce Fleisher,"$1,695,111"
248,249,249,Billy Casper,"$1,691,583"
249,250,250,Adam Scott,"$1,681,119"
250,251,251,Mike Heinen,"$1,675,731"
251,252,252,"Dave Stockton, Jr.","$1,658,498"
252,253,253,Bob Murphy,"$1,642,330"
253,254,254,Ted Schulz,"$1,638,795"
254,255,255,Jerry Pate,"$1,634,246"
255,256,256,"David Berganio, Jr.","$1,633,897"
256,257,257,Gary Koch,"$1,629,482"
257,258,258,Lon Hinkle,"$1,607,691"
258,259,259,Kenny Knox,"$1,607,180"
259,260,260,Ángel Cabrera,"$1,597,953"
260,261,261,Garrett Willis,"$1,595,733"
261,262,262,Gene Littler,"$1,584,210"
262,263,263,Doug Barron,"$1,580,773"
263,264,264,Jack Renner,"$1,579,090"
264,265,265,Curt Byrum,"$1,576,535"
265,266,266,Miller Barber,"$1,564,204"
266,267,267,Mark Hayes,"$1,555,739"
267,268,268,Jim Colbert,"$1,553,136"
268,269,269,Brad Elder,"$1,549,780"
269,270,270,Bob Eastwood,"$1,546,106"
270,271,271,Keith Fergus,"$1,546,009"
271,272,272,Michael Clark II,"$1,541,411"
272,273,273,Buddy Gardner,"$1,491,943"
273,274,274,Ben Curtis,"$1,440,931"
274,275,275,John Maginnes,"$1,438,247"
275,276,276,Bobby Clampett,"$1,423,000"
276,277,277,Robert Wrenn,"$1,422,635"
277,278,278,Billy Kratzert,"$1,396,819"
278,279,279,Brenden Pappas,"$1,391,328"
279,280,280,Mathew Goggin,"$1,388,378"
280,281,281,Bill Rogers,"$1,384,710"
281,282,282,Alex Cejka,"$1,381,954"
282,283,283,Bruce Crampton,"$1,376,193"
283,284,284,Andy North,"$1,365,530"
284,285,285,Paul Gow,"$1,335,688"
285,286,286,Ed Dougherty,"$1,323,769"
286,287,287,Kent Jones,"$1,319,896"
287,288,288,Tom Sieckmann,"$1,310,647"
288,289,289,Dave Stockton,"$1,303,281"
289,290,290,Guy Boros,"$1,296,979"
290,291,291,Denis Watson,"$1,288,621"
291,292,292,John Riegger,"$1,266,871"
292,293,293,Al Geiberger,"$1,265,188"
293,294,294,John Morse,"$1,250,150"
294,295,295,Michael Campbell,"$1,238,746"
295,296,296,Jeff Brehaut,"$1,225,752"
296,297,297,Danny Edwards,"$1,212,304"
297,298,298,Dan Halldorson,"$1,193,929"
298,299,299,Charles Coody,"$1,187,762"
299,300,300,Dave Eichelberger,"$1,186,505"
300,301,301,John Senden,"$1,180,283"
301,302,302,Kaname Yokoo,"$1,177,231"
302,303,303,Tony Sills,"$1,173,361"
303,304,304,Steve Allan,"$1,159,009"
304,305,305,Don January,"$1,140,925"
305,306,306,Dave Hill,"$1,130,420"
306,307,307,Dick Mast,"$1,110,985"
307,308,308,Pat Bates,"$1,091,607"
308,309,309,John Inman,"$1,087,947"
309,310,310,Cliff Kresge,"$1,061,563"
310,311,311,Gibby Gilbert,"$1,056,506"
311,312,312,Mac O'Grady,"$1,050,779"
312,313,313,Rex Caldwell,"$1,043,403"
313,314,314,Chi Chi Rodriguez,"$1,037,106"
314,315,315,Thomas Levet,"$1,027,448"
315,316,316,Aaron Baddeley,"$1,024,983"
316,317,317,Mike Smith,"$1,024,313"
317,318,318,Lee Elder,"$1,020,514"
318,319,319,Carl Pettersson,"$998,803"
319,320,320,Bobby Nichols,"$993,025"
320,321,321,Barry Jaeckel,"$982,408"
321,322,322,Jim Simons,"$981,056"
322,323,323,Isao Aoki,"$960,571"
323,324,324,Bart Bryant,"$930,598"
324,325,325,Pat McGowan,"$915,577"
325,326,326,Bruce Devlin,"$907,069"
326,327,327,Mark Carnevale,"$906,925"
327,328,328,Jerry McGee,"$871,753"
328,329,329,Ed Sneed,"$860,268"
329,330,330,Bill Sander,"$823,428"
330,331,331,Ron Streck,"$817,211"
331,332,332,Grier Jones,"$803,189"
332,333,333,Gay Brewer,"$800,914"
333,334,334,Deane Pappas,"$797,739"
334,335,335,Brent Schwarzrock,"$793,917"
335,336,336,Lance Ten Broeck,"$790,347"
336,337,337,Jerry Heard,"$780,746"
337,338,338,Doug Sanders,"$772,993"
338,339,339,Greg Twiggs,"$767,294"
339,340,340,Frank Conner,"$750,733"
340,341,341,Peter Oosterhuis,"$736,692"
341,342,342,Joe Inman,"$729,249"
342,343,343,Dean Wilson,"$725,744"
343,344,344,Kermit Zarley,"$715,721"
344,345,345,Mike McCullough,"$682,511"
345,346,346,Todd Fischer,"$681,398"
346,347,347,Rod Curl,"$677,009"
347,348,348,Homero Blancas,"$671,251"
348,349,349,Gary McCord,"$662,359"
349,350,350,Bob Goalby,"$645,013"
350,351,351,Stan Utley,"$628,936"
351,352,352,Victor Regalado,"$628,557"
352,353,353,Arron Oberholser,"$619,865"
353,354,354,Patrick Sheehan,"$618,019"
354,355,355,T.C. Chen,"$616,303"
355,356,356,Dale Douglass,"$577,950"
356,357,357,Sam Randolph,"$574,876"
357,358,358,Mark Pfeil,"$573,387"
358,359,359,Jim Dent,"$564,809"
359,360,360,Bud Allin,"$563,288"
360,361,361,Richard Johnson,"$559,021"
361,362,362,John Schroeder,"$546,569"
362,363,363,Tim Norris,"$545,531"
363,364,364,Mac McLendon,"$541,908"
364,365,365,Kenneth Staton,"$537,202"
365,366,366,Rik Massengale,"$536,254"
366,367,367,Vance Heafner,"$535,177"
367,368,368,Bobby Cole,"$535,130"
368,369,369,Forrest Fezler,"$527,325"
369,370,370,Mike Morley,"$526,403"
370,371,371,Mark Wilson,"$517,495"
371,372,372,Ken Brown,"$507,919"
372,373,373,Brian Bateman,"$498,571"
373,374,374,Jim Nelford,"$485,111"
374,375,375,Steve Melnyk,"$477,784"
375,376,376,Tom Jenkins,"$470,019"
376,377,377,Tom Gillis,"$466,619"
377,378,378,Bob Lunn,"$459,182"
378,379,379,Mike Nicolette,"$448,037"
379,380,380,Bob Rosburg,"$436,446"
380,381,381,Tom Shaw,"$434,756"
381,382,382,Allen Miller,"$426,883"
382,383,383,Aaron Barber,"$425,277"
383,384,384,Phillip Hancock,"$425,154"
384,385,385,John Morgan,"$422,917"
385,386,386,Bobby Mitchell,"$421,938"
386,387,387,Doug Ford,"$419,292"
387,388,388,Danny Ellis,"$417,269"
388,389,389,Larry Hinson,"$413,284"
389,390,390,Wally Armstrong,"$406,269"
390,391,391,Fred Marti,"$404,674"
391,392,392,Terry Diehl,"$404,611"
392,393,393,Dow Finsterwald,"$402,102"
393,394,394,Orville Moody,"$389,846"
394,395,395,John Fought,"$387,036"
395,396,396,Greg Powers,"$386,086"
396,397,397,Bob Smith,"$385,283"
397,398,398,Jim Benepe,"$381,314"
398,399,399,Bob Shearer,"$378,336"
399,400,400,Billy Maxwell,"$375,648"
400,401,401,Johnny Pott,"$371,396"
401,402,402,Deane Beman,"$370,003"
402,403,403,George Cadle,"$362,543"
403,404,404,Mike Grob,"$353,076"
404,405,405,Darron Stiles,"$346,694"
405,406,406,R.H. Sikes,"$344,387"
406,407,407,Chris Anderson,"$342,028"
407,408,408,Tony Jacklin,"$336,530"
408,409,409,Jim Wiechers,"$329,169"
409,410,410,Lyn Lott,"$325,966"
410,411,411,Jeff Mitchell,"$322,320"
411,412,412,Pat Lindsey,"$318,777"
412,413,413,Woody Blackburn,"$310,231"
413,414,414,Jim Jamieson,"$306,618"
414,415,415,Scott Laycock,"$300,342"
415,416,416,Bob Dickson,"$296,640"
416,417,417,Labron Harris,"$295,917"
417,418,418,Jason Caron,"$295,040"
418,419,419,Mike Souchak,"$287,463"
419,420,420,Howie Johnson,"$280,816"
420,421,421,Steven Alker,"$278,069"
421,422,422,DeWitt Weaver,"$273,435"
422,423,423,Kenichi Kuboya,"$271,978"
423,424,424,Ken Venturi,"$268,263"
424,425,425,Ernie Gonzalez,"$265,032"
425,426,426,Bert Greene,"$264,230"
426,427,427,Bob Wynn,"$261,565"
427,428,428,Terry Dill,"$255,050"
428,429,429,Todd Barranger,"$253,367"
429,430,430,Anthony Painter,"$252,263"
430,431,431,Fred Wadsworth,"$235,449"
431,432,432,Tommy Jacobs,"$232,720"
432,433,433,Ron Cerrudo,"$228,199"
433,434,434,Jason Buha,"$226,696"
434,435,435,Pete Brown,"$214,884"
435,436,436,Don Massengale,"$207,688"
436,437,437,Fred Hawkins,"$205,228"
437,438,438,Babe Hiskey,"$202,754"
438,439,439,Dwight Nevil,"$199,935"
439,440,440,Don Iverson,"$198,477"
440,441,441,Jack Newton,"$191,898"
441,442,442,Dave Ragan,"$172,256"
442,443,443,Al Balding,"$168,446"
443,444,444,Fred Haas,"$165,873"
444,445,445,Roy Pace,"$165,699"
445,446,446,Marty Fleckman,"$162,141"
446,447,447,Bob Byman,"$161,884"
447,448,448,Bert Weaver,"$161,210"
448,449,449,Pat Fitzsimons,"$153,542"
449,450,450,Bunky Henry,"$153,499"
450,451,451,Andy Miller,"$153,364"
451,452,452,Vance Veazey,"$152,302"
452,453,453,Gary Groh,"$148,753"
453,454,454,Rocky Thompson,"$146,391"
454,455,455,Steve Spray,"$142,045"
455,456,456,Brad Lardon,"$137,147"
456,457,457,Ty Tryon,"$134,495"
457,458,458,Jack Fleck,"$129,737"
458,459,459,Randy Glover,"$123,531"
459,460,460,Al Besselink,"$119,183"
460,461,461,James McLean,"$117,182"
461,462,462,Steve Reid,"$110,441"
462,463,463,Akio Sadakata,"$107,730"
463,464,464,Bill Garrett,"$107,610"
464,465,465,Jim Ferree,"$106,895"
465,466,466,Bob Toski,"$105,484"
466,467,467,Tom Carter,"$105,143"
467,468,468,Bob McCallister,"$101,079"
468,469,469,Tom Nieporte,"$94,555"
469,470,470,Sam Adams,"$82,787"
470,471,471,Ernie Vossler,"$74,229"
471,472,472,Richie Karl,"$61,566"
472,473,473,Gavin Coles,"$55,350"
473,474,474,Mike Fetchick,"$52,044"
474,475,475,Bill Johnston,"$50,707"
475,476,476,Joel Kribel,"$49,639"
476,477,477,Bob Mann,"$45,113"
477,478,478,Cameron Yancey,"$43,810"
478,479,479,Jeff Klein,"$40,680"
479,480,480,Dick Hart,"$34,739"
480,481,481,Tag Ridings,"$31,275"
481,482,482,Laurie Hammer,"$25,992"
482,483,483,Patrick Moore,"$19,411"
