,Total_Money_Official_and_Unofficial_RANK THIS WEEK,Total_Money_Official_and_Unofficial_RANK LAST WEEK,Total_Money_Official_and_Unofficial_PLAYER NAME,Total_Money_Official_and_Unofficial_EVENTS,Total_Money_Official_and_Unofficial_MONEY
42,43,42,Shigeki Maruyama,29,"$1,720,542"
43,44,43,John Huston,24,"$1,631,369"
44,45,44,John Rollins,27,"$1,612,314"
45,46,48,Ben Curtis,22,"$1,594,911"
46,47,45,Robert Gamez,31,"$1,519,804"
47,48,46,Woody Austin,31,"$1,518,707"
48,49,47,Geoff Ogilvy,26,"$1,477,246"
49,50,49,Jonathan Byrd,29,"$1,430,538"
50,51,50,Ben Crane,27,"$1,419,070"
51,52,51,Scott McCarron,28,"$1,393,349"
52,53,52,Frank Lickliter II,30,"$1,340,436"
53,54,53,Peter Lonard,27,"$1,323,594"
54,55,54,Brenden Pappas,33,"$1,307,809"
55,56,56,Loren Roberts,24,"$1,297,739"
56,57,57,Alex Cejka,31,"$1,282,883"
57,58,58,Scott Hoch,18,"$1,275,750"
58,59,59,Tim Clark,26,"$1,253,690"
59,60,60,Peter Jacobsen,23,"$1,233,976"
60,61,61,Len Mattiace,27,"$1,221,476"
61,62,62,Tom Pernice Jr.,31,"$1,210,541"
62,63,63,Lee Janzen,26,"$1,207,001"
63,64,64,Duffy Waldorf,25,"$1,206,005"
64,65,65,Mark Calcavecchia,25,"$1,181,069"
65,66,66,Tom Lehman,25,"$1,173,237"
66,67,67,Hank Kuehne,24,"$1,147,139"
67,68,68,Dan Forsman,27,"$1,140,209"
68,69,69,Joe Durant,28,"$1,119,002"
69,70,70,Justin Rose,12,"$1,094,529"
70,71,71,Kevin Sutherland,27,"$1,092,918"
71,72,72,Hidemichi Tanaka,31,"$1,075,928"
72,73,73,Rich Beem,27,"$1,073,950"
73,74,74,Rod Pampling,27,"$1,064,974"
74,75,75,Stephen Ames,28,"$1,029,959"
75,76,76,Skip Kendall,30,"$1,022,244"
76,77,77,Trevor Immelman,13,"$1,007,150"
77,78,78,Aaron Baddeley,20,"$989,168"
78,79,79,Carl Pettersson,26,"$977,076"
79,80,80,Hal Sutton,24,"$939,719"
80,81,81,Tommy Armour III,23,"$932,984"
81,82,82,Steve Lowery,29,"$932,293"
82,83,83,Freddie Jacobson,9,"$904,842"
83,84,84,Matt Gogel,25,"$897,410"
84,85,85,Stephen Leaney,11,"$866,361"
85,86,86,Billy Mayfair,31,"$842,186"
86,87,87,Heath Slocum,32,"$815,812"
87,88,88,Glen Day,31,"$788,557"
88,89,89,Brett Quigley,27,"$786,294"
89,90,90,Harrison Frazar,27,"$776,876"
90,91,91,David Gossett,28,"$769,840"
91,92,92,Jeff Maggert,24,"$747,166"
92,93,93,Cliff Kresge,32,"$734,667"
93,94,94,Paul Goydos,25,"$734,284"
94,95,95,Paul Stankowski,21,"$719,436"
95,96,96,Paul Casey,8,"$713,450"
96,97,97,Carlos Franco,31,"$707,856"
97,98,98,Luke Donald,27,"$705,121"
98,99,99,Brandt Jobe,22,"$691,604"
99,100,100,Joey Sindelar,29,"$691,328"
100,101,101,Niclas Fasth,15,"$691,232"
101,102,102,David Peoples,30,"$674,222"
102,103,103,Thomas Levet,28,"$670,021"
103,104,104,Sergio Garcia,20,"$666,386"
104,105,105,J.J. Henry,31,"$660,341"
105,106,106,Billy Andrade,29,"$659,694"
106,107,107,Craig Stadler,11,"$656,080"
107,108,108,Dean Wilson,27,"$654,345"
108,109,109,Thomas Bjørn,6,"$650,733"
109,110,110,Jeff Brehaut,32,"$650,019"
110,111,111,Craig Barlow,29,"$638,721"
111,112,112,Jay Williamson,31,"$627,132"
112,113,113,Todd Fischer,32,"$621,398"
113,114,114,Arron Oberholser,25,"$619,865"
114,115,115,Patrick Sheehan,32,"$618,019"
115,116,116,Steve Allan,18,"$616,325"
116,117,117,Cameron Beckman,26,"$608,981"
117,118,118,Marco Dawson,31,"$601,729"
118,119,119,John Senden,33,"$601,670"
119,120,120,Tom Byrum,31,"$590,720"
120,121,121,Neal Lancaster,35,"$590,627"
121,122,122,Brent Geiberger,16,"$588,533"
122,123,123,J.P. Hayes,25,"$585,331"
123,124,124,David Frost,26,"$583,177"
124,125,125,Robert Damron,32,"$580,087"
125,126,126,Andrew Magee,26,"$578,558"
126,127,127,Pat Perez,33,"$578,141"
127,128,128,Jesper Parnevik,31,"$570,587"
128,129,129,Notah Begay III,30,"$565,572"
129,130,130,Richard Johnson,28,"$559,021"
130,131,131,Bernhard Langer,21,"$555,981"
131,132,132,Olin Browne,36,"$547,092"
132,133,133,Kent Jones,23,"$539,737"
133,134,134,Pat Bates,35,"$496,978"
134,135,135,Glen Hnatiuk,29,"$488,429"
135,136,136,Mark Wilson,31,"$487,502"
136,137,137,Esteban Toledo,35,"$487,495"
137,138,138,Per-Ulrik Johansson,32,"$484,577"
138,139,139,Dicky Pride,24,"$483,923"
139,140,140,Spike McRoy,35,"$480,773"
140,141,141,Chris Smith,30,"$479,523"
141,142,142,José María Olazábal,16,"$479,155"
142,143,143,Mark O'Meara,27,"$478,349"
143,144,144,Brian Gay,35,"$472,647"
144,145,145,Garrett Willis,33,"$467,213"
145,146,146,Dennis Paulson,16,"$457,648"
146,147,147,David Sutherland,26,"$451,442"
147,148,148,Tom Gillis,26,"$437,100"
148,149,149,Mike Heinen,30,"$432,417"
149,150,150,Aaron Barber,33,"$425,277"
150,151,151,John Morgan,30,"$422,917"
151,152,152,Greg Chalmers,33,"$408,254"
152,153,153,Ángel Cabrera,15,"$399,752"
153,154,154,Dudley Hart,22,"$381,735"
154,155,155,Carl Paulson,33,"$370,177"
155,156,156,Craig Perks,28,"$368,163"
156,157,157,Corey Pavin,26,"$358,911"
157,158,158,Phil Tataurangi,11,"$354,083"
158,159,159,Mike Grob,28,"$348,976"
159,160,160,Chris Anderson,32,"$347,028"
160,161,161,John Riegger,18,"$346,852"
161,162,162,Darron Stiles,29,"$346,694"
162,163,163,José Coceres,21,"$337,682"
163,164,164,Eduardo Romero,13,"$335,598"
164,165,165,John Maginnes,30,"$333,928"
165,166,166,Mathew Goggin,29,"$304,238"
166,167,167,Scott Laycock,25,"$300,342"
167,168,168,Toshi Izawa,6,"$296,000"
168,169,169,Bob Burns,28,"$293,974"
169,170,170,Paul Lawrie,8,"$291,807"
170,171,171,Paul Azinger,27,"$285,143"
171,172,172,Nick Faldo,7,"$283,383"
172,173,173,Phillip Price,9,"$280,551"
173,174,174,Gene Sauers,30,"$278,644"
174,175,175,Mike Sposa,25,"$276,447"
175,176,176,Ian Leggatt,26,"$271,014"
176,177,177,Brian Davis,4,"$270,111"
177,178,178,Paul Gow,22,"$264,927"
178,179,179,Kenichi Kuboya,32,"$262,282"
179,180,180,Steven Alker,31,"$261,359"
180,181,181,Craig Parry,16,"$257,281"
181,182,182,Donnie Hammond,28,"$255,414"
182,183,183,Matt Kuchar,24,"$247,297"
183,184,184,Raphael Jacquelin,3,"$244,839"
184,185,185,Brian Bateman,27,"$242,150"
185,186,186,Mark Brooks,31,"$236,489"
186,187,187,Annika Sorenstam,2,"$225,000"
187,188,188,Doug Barron,33,"$224,589"
188,189,189,Anthony Painter,31,"$220,714"
189,190,190,John Daly,22,"$220,647"
190,191,191,Steve Elkington,15,"$220,374"
191,192,192,Jim Carter,34,"$218,061"
192,193,193,Steve Pate,17,"$217,518"
193,194,194,Brent Schwarzrock,21,"$216,561"
194,195,195,Deane Pappas,25,"$214,955"
195,196,196,"Dave Stockton, Jr.",31,"$214,876"
196,197,197,Michael Clark II,21,"$210,177"
197,198,198,Jason Gore,30,"$208,801"
198,199,199,Jay Don Blake,27,"$194,293"
199,200,200,Bill Glasson,13,"$193,579"
200,201,201,Greg Norman,8,"$186,049"
201,202,202,Jay Delsing,10,"$184,654"
202,203,203,Mathias Grönberg,5,"$178,013"
203,204,204,Grant Waite,19,"$175,999"
204,205,205,Jason Caron,29,"$172,292"
205,206,206,Brian Henninger,18,"$171,003"
206,207,207,John Cook,11,"$168,931"
207,208,208,Jeff Gallagher,11,"$163,900"
208,209,209,Hennie Otto,3,"$162,593"
209,210,210,Colin Montgomerie,12,"$159,607"
210,211,211,Todd Barranger,31,"$158,700"
211,212,212,Ignacio Garrido,6,"$158,250"
212,213,213,Steve Stricker,21,"$150,590"
213,214,214,Joel Edwards,23,"$143,382"
214,215,215,Danny Ellis,11,"$141,443"
215,216,216,Lee Westwood,8,"$136,590"
216,217,217,Paul McGinley,4,"$135,830"
217,218,218,Andy Miller,25,"$134,930"
218,219,219,Brian Watts,13,"$134,905"
219,220,220,Bob May,7,"$134,308"
220,221,221,Michael Campbell,15,"$131,814"
221,222,222,Hunter Mahan,10,"$131,300"
222,223,223,David Edwards,13,"$129,370"
223,224,224,Russ Cochran,5,"$128,400"
224,225,225,Brandel Chamblee,15,"$126,092"
225,226,226,Ty Tryon,21,"$125,875"
226,227,227,"David Berganio, Jr.",15,"$124,065"
227,228,228,Tom Scherrer,16,"$122,431"
228,229,229,Gary Evans,2,"$121,413"
229,230,230,Willie Wood,11,"$118,280"
230,231,231,James McLean,19,"$117,182"
231,232,232,Vance Veazey,27,"$116,157"
232,233,233,Jim McGovern,11,"$115,148"
233,234,234,Tom Watson,4,"$108,017"
234,235,235,Akio Sadakata,29,"$107,730"
235,236,236,Tom Carter,8,"$105,143"
236,237,237,Ian Poulter,4,"$103,693"
237,238,238,Pierre Fulke,3,"$103,045"
238,239,239,Marcel Siem,1,"$100,000"
239,240,240,Guy Boros,6,"$95,612"
240,241,241,Larry Mize,19,"$93,713"
241,242,242,Shingo Katayama,5,"$91,499"
242,243,243,Todd Hamilton,4,"$87,600"
243,244,244,Alastair Forsyth,4,"$87,264"
244,245,245,David Duval,20,"$84,708"
245,246,246,Kenneth Staton,23,"$83,386"
246,247,247,Stan Utley,11,"$79,046"
247,248,248,Bart Bryant,7,"$78,966"
248,249,249,Scott Simpson,18,"$78,153"
249,250,250,S.K. Ho,2,"$77,163"
250,251,251,Brad Elder,20,"$74,341"
251,252,252,Nick Watney,9,"$73,255"
252,253,253,Jason Buha,25,"$72,833"
253,254,254,Greg Kraft,10,"$71,756"
254,255,255,Ken Green,7,"$70,633"
255,256,256,Steve Jones,11,"$68,756"
256,257,257,Mark Foster,2,"$68,205"
257,258,258,Tom Kite,2,"$66,250"
258,259,259,Blaine McCallister,8,"$65,820"
259,260,260,Marco Ruiz,2,"$65,683"
260,261,261,Mike Standly,10,"$62,991"
261,262,262,Kelly Gibson,14,"$60,651"
262,263,263,Gavin Coles,29,"$60,350"
263,264,264,Arjun Atwal,2,"$57,500"
264,265,265,Kaname Yokoo,22,"$56,088"
265,266,266,Robin Freeman,12,"$54,651"
266,267,267,Mike Springer,9,"$53,453"
267,268,268,Anders Hansen,4,"$52,500"
268,269,269,Peter Fowler,1,"$52,324"
269,270,270,Robert Karlsson,3,"$52,000"
270,271,271,Søren Kjeldsen,3,"$51,125"
271,272,272,Michael Bradley,4,"$49,500"
272,273,273,Kevin Na,3,"$48,375"
273,274,274,David Howell,2,"$46,071"
274,275,275,Peter O'Malley,3,"$45,300"
275,276,276,Cameron Yancey,23,"$43,810"
276,277,277,Ian Woosnam,3,"$43,432"
277,278,278,Andy Oldcorn,1,"$41,330"
278,279,279,Jeff Klein,25,"$40,680"
279,280,280,Joel Kribel,16,"$39,120"
280,281,281,Danny Briggs,2,"$36,712"
281,282,282,Michael Muehr,7,"$35,376"
282,283,283,Michael Allen,1,"$35,000"
283,284,284,Brad Bryant,5,"$34,536"
284,285,285,Robert-Jan Derksen,2,"$33,750"
285,T286,T286,Barry Cheesman,3,"$32,910"
286,T286,T286,Chris Downes,2,"$32,910"
287,288,288,Gary Nicklaus,6,"$32,300"
288,289,289,Trevor Dodds,4,"$31,720"
289,T290,T290,Yasuharu Imano,3,"$31,275"
290,T290,T290,Tag Ridings,6,"$31,275"
291,292,292,Taichi Teshima,1,"$31,083"
292,T293,T293,Bradley Dredge,3,"$30,000"
293,T293,T293,Jyoti Randhawa,2,"$30,000"
294,295,295,Matt Peterson,2,"$29,962"
295,T296,T296,Adam Mednick,1,"$29,849"
296,T296,T296,Gary Murphy,1,"$29,849"
297,298,298,David Branshaw,1,"$28,750"
298,299,299,Thongchai Jaidee,2,"$27,375"
299,300,300,Philip Golding,2,"$26,250"
300,T301,T301,Rich Barcelo,1,"$25,000"
301,T301,T301,Daniel Chopra,1,"$25,000"
302,T301,T301,Kris Cox,1,"$25,000"
303,T301,T301,Ken Duke,1,"$25,000"
304,T301,T301,Scott Hend,1,"$25,000"
305,T301,T301,Miguel Angel Jiménez,2,"$25,000"
306,T301,T301,Brian Kortan,1,"$25,000"
307,T301,T301,Hirofumi Miyase,2,"$25,000"
308,T301,T301,Kevin Muncrief,1,"$25,000"
309,T301,T301,Dan Olsen,1,"$25,000"
310,T301,T301,"Wes Short, Jr.",1,"$25,000"
311,T301,T301,Boyd Summerhays,1,"$25,000"
312,T301,T301,Roger Tambellini,1,"$25,000"
313,T301,T301,Roland Thatcher,3,"$25,000"
314,T301,T301,Omar Uresti,1,"$25,000"
315,T301,T301,Tjaart van der Walt,1,"$25,000"
316,317,317,Gary Hallberg,8,"$24,417"
317,T318,T318,Robert Ames,1,"$24,000"
318,T318,T318,David Smail,5,"$24,000"
319,320,320,Steen Tinning,2,"$23,375"
320,321,321,Troy Matteson,4,"$23,135"
321,T322,T322,Antonio Maldonado,1,"$23,000"
322,T322,T322,Alex Quiroz,1,"$23,000"
323,324,324,John Morse,8,"$22,361"
324,325,325,"Jim Gallagher, Jr.",9,"$22,245"
325,T326,T326,Kyi Hla Han,1,"$22,000"
326,T326,T326,Aung Win,1,"$22,000"
327,T328,T328,Derek Fung,1,"$21,500"
328,T328,T328,James Stewart,1,"$21,500"
329,330,330,Jarrod Moseley,2,"$21,125"
330,T331,T331,Gaurav Ghei,1,"$21,000"
331,T331,T331,Digvijay Singh,1,"$21,000"
332,333,333,Kelly Mitchum,3,"$20,795"
333,T334,T334,Jamnian Chitprasong,1,"$20,500"
334,T334,T334,Pornsakon Tipsanit,1,"$20,500"
335,336,336,Keith Fergus,5,"$20,455"
336,337,337,Patrick Moore,3,"$19,411"
337,338,338,Richard Zokol,13,"$19,155"
338,339,339,Fulton Allem,15,"$19,091"
339,T340,T340,Markus Brier,1,"$18,859"
340,T340,T340,Anthony Wall,1,"$18,859"
341,342,342,Mario Tiziani,1,"$17,780"
342,343,343,Brian Claar,2,"$17,500"
343,344,344,D.A. Weibring,2,"$17,289"
344,345,345,Charles Warren,3,"$16,984"
345,346,346,Brad Lardon,8,"$16,400"
346,T347,T347,David Lynn,1,"$16,214"
347,T347,T347,Mark McNulty,1,"$16,214"
348,349,349,Jeff Quinney,2,"$14,550"
349,350,350,Mike Small,1,"$14,430"
350,351,351,Dave Rummells,8,"$14,280"
351,T352,T352,Jon Mills,2,"$13,988"
352,T352,T352,Katsuyoshi Tomori,1,"$13,988"
353,354,354,Nolan Henke,6,"$13,970"
354,355,355,Ryan Dillon,1,"$13,334"
355,356,356,D.J. Trahan,7,"$12,880"
356,357,357,Gabriel Hjertstedt,9,"$12,780"
357,358,358,Michael Flynn,1,"$12,600"
358,359,359,Mark Walker,1,"$11,536"
359,360,360,Todd Rose,1,"$11,100"
360,361,361,Alan Morin,4,"$10,150"
361,362,362,Tim Wilkinson,1,"$9,900"
362,363,363,"Joe Acosta, Jr.",3,"$9,765"
363,364,364,Chip Sullivan,2,"$9,675"
364,365,365,Graeme McDowell,3,"$9,620"
365,366,366,Michael Harris,2,"$9,450"
366,367,367,Phil Blackmar,1,"$9,225"
367,368,368,Derek Gillespie,1,"$8,988"
368,369,369,Mark Hensby,1,"$8,880"
369,370,370,Yusaku Miyazato,5,"$8,775"
370,371,371,Andy Bean,2,"$8,550"
371,372,372,David Morland IV,2,"$8,022"
372,T373,T373,Scott Dunlap,1,"$7,600"
373,T373,T373,Ryuji Imada,1,"$7,600"
374,375,375,Edward Fryatt,1,"$7,280"
375,376,376,Pete Jordan,1,"$6,720"
376,377,377,Mike Hulbert,14,"$6,300"
377,378,378,David Ogrin,4,"$5,700"
378,379,379,Dan Halldorson,5,"$5,640"
379,T380,T380,Ryan Armour,1,"$5,000"
380,T380,T380,Jody Bellflower,1,"$5,000"
381,T380,T380,Justin Bolli,1,"$5,000"
382,T380,T380,Tony Carolan,1,"$5,000"
383,T380,T380,Dave Cunningham,1,"$5,000"
384,T380,T380,Patrick Damron,3,"$5,000"
385,T380,T380,Todd Demsey,1,"$5,000"
386,T380,T380,John Elliott,1,"$5,000"
387,T380,T380,Jason Enloe,1,"$5,000"
388,T380,T380,Jeff Freeman,1,"$5,000"
389,T380,T380,Robert Garrigus,1,"$5,000"
390,T380,T380,Doug Garwood,1,"$5,000"
391,T380,T380,Rafael Gómez,1,"$5,000"
392,T380,T380,Scott Gutschewski,1,"$5,000"
393,T380,T380,Ryan Hietala,1,"$5,000"
394,T380,T380,Bradley Hughes,3,"$5,000"
395,T380,T380,Wook-Soon Kang,1,"$5,000"
396,T380,T380,Han Lee,1,"$5,000"
397,T380,T380,Bill Lunde,2,"$5,000"
398,T380,T380,Scott Petersen,1,"$5,000"
399,T380,T380,D.A. Points,1,"$5,000"
400,T380,T380,"Ted Potter, Jr.",1,"$5,000"
401,T380,T380,Rick Price,1,"$5,000"
402,T380,T380,Jim Rutledge,2,"$5,000"
403,T380,T380,Kyle Thompson,2,"$5,000"
404,T380,T380,Jimmy Walker,2,"$5,000"
405,T380,T380,Boo Weekley,1,"$5,000"
406,T380,T380,Jeremy Wilkinson,1,"$5,000"
407,T380,T380,Mark Wurtz,3,"$5,000"
