,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
54,55,55,Adam Scott,14,"$1,238,736",1.0
55,56,56,Len Mattiace,27,"$1,221,476",
56,57,57,Tom Pernice Jr.,31,"$1,210,541",
57,58,58,Duffy Waldorf,25,"$1,206,005",
58,59,59,Scott Hoch,17,"$1,198,250",1.0
59,60,60,Alex Cejka,30,"$1,182,883",
60,61,61,Tom Lehman,25,"$1,173,237",
61,62,62,Peter Jacobsen,22,"$1,162,726",1.0
62,63,63,Dan Forsman,27,"$1,140,209",
63,64,64,Lee Janzen,25,"$1,132,001",
64,65,65,Mark Calcavecchia,24,"$1,121,069",
65,66,66,Joe Durant,28,"$1,119,002",
66,67,67,Kevin Sutherland,27,"$1,092,918",
67,68,68,Rod Pampling,27,"$1,064,974",
68,69,69,Hidemichi Tanaka,30,"$1,024,678",
69,70,70,Skip Kendall,30,"$1,022,244",
70,71,71,Rich Beem,26,"$1,013,950",
71,72,72,Stephen Ames,27,"$1,005,959",
72,73,73,Aaron Baddeley,20,"$989,168",
73,74,74,Carl Pettersson,26,"$977,076",
74,75,75,Hal Sutton,24,"$939,719",
75,76,76,Tommy Armour III,23,"$932,984",1.0
76,77,77,Steve Lowery,29,"$932,293",
77,78,78,Matt Gogel,25,"$897,410",
78,79,79,Billy Mayfair,31,"$842,186",
79,80,80,Heath Slocum,32,"$815,812",
80,81,81,Glen Day,31,"$788,557",
81,82,82,Brett Quigley,27,"$786,294",
82,83,83,Harrison Frazar,27,"$776,876",
83,84,84,David Gossett,28,"$769,840",
84,85,85,Darren Clarke,16,"$763,931",1.0
85,86,86,Jeff Maggert,24,"$747,166",
86,87,87,Cliff Kresge,32,"$734,667",
87,88,88,Paul Goydos,25,"$734,284",
88,89,89,Paul Stankowski,21,"$719,436",
89,90,90,Luke Donald,27,"$705,121",
90,91,91,Brandt Jobe,22,"$691,604",
91,92,92,Joey Sindelar,29,"$691,328",
92,93,93,David Peoples,30,"$674,222",
93,94,94,Carlos Franco,30,"$672,022",
94,95,95,Sergio Garcia,20,"$666,386",
95,96,96,J.J. Henry,31,"$660,341",
96,97,97,Billy Andrade,29,"$659,694",
97,98,98,Dean Wilson,27,"$654,345",
98,99,99,Jeff Brehaut,32,"$650,019",
99,100,100,Craig Barlow,29,"$638,721",
100,101,101,Jay Williamson,31,"$627,132",
101,102,102,Todd Fischer,32,"$621,398",
102,103,103,Arron Oberholser,25,"$619,865",
103,104,104,Patrick Sheehan,32,"$618,019",
104,105,105,Steve Allan,18,"$616,325",
105,106,106,Cameron Beckman,26,"$608,981",
106,107,107,Marco Dawson,31,"$601,729",
107,108,108,John Senden,33,"$601,670",
108,109,109,Tom Byrum,31,"$590,720",
109,110,110,Neal Lancaster,35,"$590,627",
110,111,111,Brent Geiberger,16,"$588,533",
111,112,112,J.P. Hayes,25,"$585,331",
112,113,113,Craig Stadler,10,"$584,830",1.0
113,114,114,David Frost,26,"$583,177",
114,115,115,Robert Damron,32,"$580,087",
115,116,116,Andrew Magee,26,"$578,558",
116,117,117,Pat Perez,33,"$578,141",
117,118,118,Jesper Parnevik,31,"$570,587",
118,119,119,Notah Begay III,30,"$565,572",
119,120,120,Richard Johnson,28,"$559,021",
120,121,121,Bernhard Langer,21,"$555,981",
121,122,122,Kent Jones,23,"$539,737",
122,123,123,Pat Bates,35,"$496,978",
123,124,124,Glen Hnatiuk,29,"$488,429",
124,125,125,Esteban Toledo,35,"$487,495",
125,126,126,Per-Ulrik Johansson,31,"$484,577",
126,127,127,Dicky Pride,23,"$483,923",
127,128,128,Mark Wilson,30,"$482,502",
128,129,129,Spike McRoy,35,"$480,773",
129,130,130,Olin Browne,34,"$479,592",
130,131,131,Chris Smith,30,"$479,523",
131,132,132,José María Olazábal,16,"$479,155",
132,133,133,Thomas Levet,26,"$470,021",
133,134,134,Garrett Willis,32,"$467,213",
134,135,135,Dennis Paulson,15,"$452,648",
135,136,136,David Sutherland,25,"$451,442",
136,137,137,Brian Gay,34,"$447,647",
137,138,138,Mike Heinen,29,"$432,417",
138,139,139,Tom Gillis,25,"$432,100",
139,140,140,Aaron Barber,32,"$425,277",
140,141,141,John Morgan,29,"$422,917",
141,142,142,Greg Chalmers,32,"$403,254",
142,143,143,Mark O'Meara,25,"$388,349",
143,144,144,Dudley Hart,22,"$381,735",
144,145,145,Ángel Cabrera,14,"$372,252",
145,146,146,Craig Perks,28,"$368,163",
146,147,147,Carl Paulson,32,"$365,177",
147,148,148,Corey Pavin,26,"$358,911",
148,149,149,Phil Tataurangi,11,"$354,083",
149,150,150,Mike Grob,27,"$348,976",
150,151,151,Darron Stiles,29,"$346,694",
151,152,152,Chris Anderson,31,"$342,028",
152,153,153,José Coceres,21,"$337,682",
153,154,154,John Riegger,17,"$318,102",
154,155,155,John Maginnes,29,"$308,928",
155,156,156,Scott Laycock,25,"$300,342",
156,157,157,Mathew Goggin,28,"$299,238",
157,158,158,Bob Burns,28,"$293,974",
158,159,159,Gene Sauers,30,"$278,644",
159,160,160,Mike Sposa,25,"$276,447",
160,161,161,Ian Leggatt,26,"$271,014",
161,162,162,Paul Gow,21,"$264,927",
162,163,163,Steven Alker,30,"$261,359",
163,164,164,Kenichi Kuboya,31,"$257,282",
164,165,165,Craig Parry,16,"$257,281",
165,166,166,Donnie Hammond,27,"$255,414",
166,167,167,Mark Brooks,31,"$236,489",
167,168,168,Doug Barron,32,"$224,589",
168,169,169,Paul Azinger,26,"$222,643",
169,170,170,Anthony Painter,31,"$220,714",
170,171,171,John Daly,22,"$220,647",
171,172,172,Jim Carter,33,"$218,061",
172,173,173,Brian Bateman,26,"$217,150",
173,174,174,Brent Schwarzrock,20,"$216,561",
174,175,175,"Dave Stockton, Jr.",31,"$214,876",
175,176,176,Michael Clark II,21,"$210,177",
176,177,177,Jason Gore,30,"$208,801",
177,178,178,Jay Don Blake,27,"$194,293",
178,179,179,Bill Glasson,13,"$193,579",
179,180,180,Steve Pate,16,"$192,518",
180,181,181,Deane Pappas,24,"$189,955",
181,182,182,Matt Kuchar,23,"$176,047",
182,183,183,Jason Caron,29,"$172,292",
183,184,184,Brian Henninger,17,"$166,003",
184,185,185,Jay Delsing,9,"$159,654",
185,186,186,Todd Barranger,31,"$158,700",
186,187,187,Steve Elkington,14,"$154,124",
187,188,188,Grant Waite,18,"$150,999",
188,189,189,Steve Stricker,21,"$150,590",
189,190,190,Joel Edwards,23,"$143,382",
190,191,191,Andy Miller,25,"$134,930",
191,192,192,Brian Watts,13,"$134,905",
192,193,193,Bob May,7,"$134,308",
193,194,194,David Edwards,13,"$129,370",
194,195,195,Brandel Chamblee,15,"$126,092",
195,196,196,Ty Tryon,21,"$125,875",
196,197,197,"David Berganio, Jr.",15,"$124,065",
197,198,198,Tom Scherrer,16,"$122,431",
198,199,199,Greg Norman,7,"$119,799",
199,200,200,Willie Wood,11,"$118,280",
200,201,201,James McLean,19,"$117,182",
201,202,202,Jim McGovern,11,"$115,148",
202,203,203,Vance Veazey,26,"$111,157",
203,204,204,Tom Watson,4,"$108,017",
204,205,205,Michael Campbell,14,"$107,814",
205,206,206,Akio Sadakata,29,"$107,730",
206,207,207,Tom Carter,8,"$105,143",
207,208,208,Russ Cochran,4,"$103,400",
208,209,209,Danny Ellis,10,"$101,443",
209,210,210,Guy Boros,6,"$95,612",
210,211,211,Larry Mize,19,"$93,713",
211,212,212,David Duval,20,"$84,708",
212,213,213,Kenneth Staton,22,"$83,386",
213,214,214,Stan Utley,11,"$79,046",
214,215,215,Bart Bryant,6,"$78,966",
215,216,216,John Cook,10,"$78,931",
216,217,217,Scott Simpson,18,"$78,153",
217,218,218,Brad Elder,20,"$74,341",
218,219,219,Jason Buha,25,"$72,833",
219,220,220,Greg Kraft,9,"$71,756",
220,221,221,Ken Green,7,"$70,633",
221,222,222,Steve Jones,11,"$68,756",
222,223,223,Blaine McCallister,8,"$65,820",
223,224,224,Mike Standly,9,"$62,991",
224,225,225,Kaname Yokoo,22,"$56,088",
225,226,226,Kelly Gibson,13,"$55,651",
226,227,227,Gavin Coles,28,"$55,350",
227,228,228,Robin Freeman,12,"$54,651",
228,229,229,Mike Springer,9,"$53,453",
229,230,230,Michael Bradley,4,"$49,500",
230,231,231,Cameron Yancey,23,"$43,810",
231,232,232,Jeff Klein,25,"$40,680",
232,233,233,Joel Kribel,16,"$39,120",
233,234,234,Tag Ridings,6,"$31,275",
234,235,235,Brad Bryant,4,"$29,536",
235,236,236,Gary Hallberg,8,"$24,417",
236,237,237,John Morse,8,"$22,361",
237,238,238,"Jim Gallagher, Jr.",9,"$22,245",
238,239,239,Keith Fergus,5,"$20,455",
239,240,240,Patrick Moore,3,"$19,411",
240,241,241,Richard Zokol,13,"$19,155",
241,242,242,Fulton Allem,15,"$19,091",
242,243,243,Brian Claar,2,"$17,500",
243,244,244,D.A. Weibring,2,"$17,289",
244,245,245,Brad Lardon,8,"$16,400",
245,246,246,Dave Rummells,7,"$14,280",
246,247,247,Nolan Henke,6,"$13,970",
247,248,248,Gabriel Hjertstedt,9,"$12,780",
248,249,249,Phil Blackmar,1,"$9,225",
249,250,250,Andy Bean,2,"$8,550",
250,251,251,Trevor Dodds,3,"$6,720",
251,252,252,Mike Hulbert,14,"$6,300",
252,253,253,David Ogrin,4,"$5,700",
253,254,254,Dan Halldorson,5,"$5,640",
