,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
159,T159,T159,Hudson Swafford,73,-.30,71.04,70.74
160,T161,T161,Dominic Bozzelli,65,-.31,70.82,70.51
161,T161,T161,Rob Oppenheim,74,-.31,71.03,70.72
162,163,163,Ricky Barnes,65,-.34,70.83,70.49
163,164,164,Wesley Bryan,69,-.35,71.19,70.84
164,165,165,Steve Wheatcroft,60,-.37,70.88,70.51
165,166,166,Martin Flores,92,-.38,71.07,70.69
166,T167,T167,Conrad Shindler,60,-.41,70.57,70.16
167,T167,T167,Xinjun Zhang,81,-.41,71.07,70.66
168,169,169,Chris Stroud,81,-.43,71.16,70.73
169,170,170,Grayson Murray,72,-.52,71.89,71.37
170,171,171,Chad Campbell,87,-.57,71.29,70.72
171,172,172,Michael Kim,74,-.58,71.5,70.92
172,173,173,Billy Hurley III,70,-.69,71.33,70.64
173,174,174,Martin Piller,79,-.75,71.55,70.8
174,T175,T175,Roberto Díaz,72,-.76,71.28,70.52
175,T175,T175,Sung Kang,89,-.76,71.78,71.02
176,T175,T175,Robert Streb,78,-.76,71.64,70.88
177,178,178,Derek Fathauer,84,-.79,71.53,70.74
178,179,179,Ethan Tracy,72,-.82,71.43,70.61
179,T180,T180,Jonas Blixt,67,-.84,71.85,71.01
180,T180,T180,Matt Every,79,-.84,71.72,70.88
181,182,182,Cody Gribble,71,-.87,71.8,70.93
182,183,183,Matt Atkins,56,-.92,71.46,70.54
183,T184,T184,Jonathan Randolph,71,-.93,71.57,70.64
184,T184,T184,Cameron Tringale,67,-.93,71.83,70.9
185,186,186,Rod Pampling,62,-1.05,72.14,71.09
186,187,187,Greg Chalmers,56,-1.32,72.44,71.12
187,188,188,Satoshi Kodaira,51,-1.39,72.23,70.84
188,189,189,Kyle Thompson,50,-1.48,71.98,70.5
189,190,190,Zecheng Dou,53,-1.55,72.37,70.82
190,191,191,D.A. Points,63,-1.76,72.36,70.6
191,192,192,Daniel Summerhays,51,-1.78,72.47,70.69
192,193,193,Andrew Yun,51,-2.40,72.98,70.58
