,First_Tee_Late_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Scoring_Average_PLAYER NAME,First_Tee_Late_Scoring_Average_ROUNDS,First_Tee_Late_Scoring_Average_AVG,First_Tee_Late_Scoring_Average_TOTAL STROKES,First_Tee_Late_Scoring_Average_TOTAL 1ST TEE LATE ROUNDS
51,T51,T51,"Ted Potter, Jr.",87,70.2,1404,20
52,T51,T51,Conrad Shindler,60,70.2,702,10
53,T51,T51,Steve Wheatcroft,60,70.2,1404,20
54,55,55,Keith Mitchell,99,70.21,2036,29
55,56,56,Shane Lowry,64,70.22,632,9
56,T57,T57,Stewart Cink,87,70.23,2107,30
57,T57,T57,Jimmy Walker,81,70.23,1545,22
58,59,59,William McGirt,84,70.24,1475,21
59,T60,T60,Patrick Reed,94,70.25,2810,40
60,T60,T60,Richy Werenski,98,70.25,1686,24
61,62,62,Rafa Cabrera Bello,75,70.27,2108,30
62,63,63,Matt Kuchar,88,70.28,2530,36
63,T64,T64,Whee Kim,93,70.29,1968,28
64,T64,T64,Harold Varner III,91,70.29,1968,28
65,T66,T66,Fabián Gómez,88,70.33,844,12
66,T66,T66,Zach Johnson,94,70.33,2321,33
67,T66,T66,Kyle Stanley,93,70.33,2743,39
68,69,69,Jason Kokrak,99,70.34,2040,29
69,70,70,Byeong Hun An,86,70.36,1970,28
70,71,71,Kevin Kisner,89,70.39,2182,31
71,72,72,Martin Laird,73,70.41,1549,22
72,73,73,Adam Hadwin,92,70.42,1690,24
73,74,74,C.T. Pan,104,70.43,2465,35
74,75,75,Austin Cook,107,70.46,1832,26
75,76,76,Brandt Snedeker,84,70.47,2114,30
76,77,77,Louis Oosthuizen,62,70.48,1903,27
77,78,78,Cameron Smith,85,70.53,2116,30
78,79,79,Tom Lovelady,87,70.54,1834,26
79,T80,T80,Ryan Palmer,69,70.59,1553,22
80,T80,T80,Jon Rahm,71,70.59,2259,32
81,82,82,Ben Crane,65,70.6,1059,15
82,83,83,Denny McCarthy,71,70.61,1271,18
83,84,84,Adam Scott,78,70.62,2048,29
84,T85,T85,Ryan Armour,109,70.64,1766,25
85,T85,T85,Nick Watney,94,70.64,989,14
86,T87,T87,Grayson Murray,72,70.65,1201,17
87,T87,T87,Ben Silverman,90,70.65,1625,23
88,89,89,Beau Hossler,104,70.66,2897,41
89,90,90,Vaughn Taylor,83,70.68,1343,19
90,T91,T91,Charley Hoffman,87,70.69,2262,32
91,T91,T91,Jonathan Randolph,71,70.69,919,13
92,T91,T91,Michael Thompson,62,70.69,919,13
93,T94,T94,Brice Garnett,99,70.7,1626,23
94,T94,T94,Pat Perez,82,70.7,1909,27
95,T94,T94,Scott Stallings,96,70.7,2333,33
96,T97,T97,Scott Brown,102,70.71,2192,31
97,T97,T97,Rob Oppenheim,74,70.71,990,14
98,T97,T97,Brian Stuard,103,70.71,1697,24
99,100,100,Alex Noren,67,70.75,1981,28
100,101,101,Harris English,84,70.77,1557,22
101,102,102,Bronson Burgoon,69,70.78,1911,27
102,T103,T103,Trey Mullinax,75,70.8,1062,15
103,T103,T103,Cameron Percy,56,70.8,708,10
104,T105,T105,Branden Grace,67,70.81,1487,21
105,T105,T105,Kevin Tway,110,70.81,2549,36
106,107,107,Gary Woodland,96,70.82,2337,33
107,T108,T108,Michael Kim,74,70.83,1629,23
108,T108,T108,Troy Merritt,89,70.83,1275,18
109,110,110,Russell Henley,77,70.85,1417,20
110,T111,T111,Brandon Harkins,101,70.86,1559,22
111,T111,T111,Martin Piller,79,70.86,1559,22
112,T113,T113,Corey Conners,97,70.9,1418,20
113,T113,T113,Charles Howell III,104,70.9,2127,30
114,T113,T113,Patrick Rodgers,97,70.9,1418,20
115,T116,T116,Matt Jones,70,70.91,1560,22
116,T116,T116,Ian Poulter,73,70.91,1560,22
117,T118,T118,Sam Saunders,80,70.92,1773,25
118,T118,T118,Hudson Swafford,73,70.92,851,12
119,T118,T118,Cameron Tringale,67,70.92,851,12
120,121,121,Jhonattan Vegas,92,70.93,2057,29
121,T122,T122,Graeme McDowell,67,70.94,1135,16
122,T122,T122,Shawn Stefani,76,70.94,1206,17
123,T124,T124,Paul Casey,74,70.95,1561,22
124,T124,T124,David Hearn,66,70.95,1419,20
125,126,126,Si Woo Kim,108,70.97,2200,31
126,T127,T127,Matt Atkins,56,71.0,1349,19
127,T127,T127,Daniel Berger,81,71.0,1775,25
128,T127,T127,Alex Cejka,77,71.0,1278,18
129,T127,T127,Mackenzie Hughes,80,71.0,1349,19
130,T127,T127,Stephan Jaeger,81,71.0,1207,17
131,T127,T127,Sean O'Hair,67,71.0,1207,17
132,T127,T127,D.A. Points,63,71.0,568,8
133,T127,T127,Ollie Schniederjans,91,71.0,1633,23
134,135,135,Scott Piercy,84,71.04,1705,24
135,136,136,Nicholas Lindheim,77,71.05,1350,19
136,137,137,Tyrone Van Aswegen,101,71.09,1635,23
137,T138,T138,Tyler Duncan,97,71.1,1493,21
138,T138,T138,Sung Kang,89,71.1,1493,21
139,T140,T140,Tyrrell Hatton,58,71.11,1351,19
140,T140,T140,Luke List,98,71.11,2489,35
141,T140,T140,Hunter Mahan,67,71.11,1351,19
142,T143,T143,Rory Sabbatini,91,71.14,1992,28
143,T143,T143,Brendan Steele,74,71.14,1565,22
144,145,145,Jamie Lovemark,92,71.18,1993,28
145,146,146,Derek Fathauer,84,71.21,1994,28
146,147,147,James Hahn,85,71.22,1282,18
147,148,148,Kelly Kraft,94,71.26,2209,31
148,149,149,J.B. Holmes,77,71.28,1782,25
149,150,150,Ben Martin,64,71.29,1212,17
150,151,151,Tom Hoge,101,71.3,1640,23
151,T152,T152,Wesley Bryan,69,71.31,1141,16
152,T152,T152,Roberto Díaz,72,71.31,1141,16
153,154,154,Kiradech Aphibarnrat,51,71.33,1070,15
154,155,155,Zac Blair,64,71.35,1213,17
155,156,156,Chad Campbell,87,71.38,1142,16
156,157,157,Peter Uihlein,83,71.42,1857,26
157,158,158,Patton Kizzire,92,71.43,1500,21
158,159,159,Dominic Bozzelli,65,71.44,1286,18
159,160,160,Andrew Landry,82,71.48,1787,25
160,T161,T161,Nate Lashley,51,71.5,572,8
161,T161,T161,Nick Taylor,94,71.5,1716,24
162,T163,T163,John Huh,94,71.52,1502,21
163,T163,T163,Xinjun Zhang,81,71.52,1645,23
164,165,165,Kevin Chappell,77,71.56,1288,18
165,T166,T166,Robert Garrigus,80,71.57,1646,23
166,T166,T166,Peter Malnati,87,71.57,1002,14
167,168,168,Seamus Power,86,71.65,1648,23
168,T169,T169,Cody Gribble,71,71.69,1147,16
169,T169,T169,Bill Haas,76,71.69,1147,16
170,T171,T171,Ricky Barnes,65,71.73,789,11
171,T171,T171,Jonas Blixt,67,71.73,789,11
172,173,173,Adam Schenk,86,71.75,1435,20
173,174,174,Bud Cauley,55,71.79,1005,14
174,175,175,Martin Flores,92,71.8,1077,15
175,176,176,Retief Goosen,60,71.83,1293,18
176,177,177,Aaron Baddeley,84,71.86,1006,14
177,178,178,Robert Streb,78,71.92,935,13
178,179,179,Billy Hurley III,70,71.94,1223,17
179,180,180,Talor Gooch,78,71.96,1655,23
180,T181,T181,Satoshi Kodaira,51,72.0,1008,14
181,T181,T181,Daniel Summerhays,51,72.0,792,11
182,183,183,Chris Stroud,81,72.06,1153,16
183,184,184,Lucas Glover,65,72.18,1227,17
184,185,185,Charl Schwartzel,65,72.21,1011,14
185,186,186,Jason Dufner,71,72.23,1589,22
186,187,187,Ethan Tracy,72,72.31,940,13
187,188,188,Rod Pampling,62,72.5,435,6
188,189,189,Kyle Thompson,50,72.62,944,13
189,190,190,Greg Chalmers,56,72.9,729,10
190,191,191,Andrew Yun,51,73.0,584,8
191,192,192,Matt Every,79,73.36,807,11
192,193,193,Zecheng Dou,53,73.82,812,11
