,Bogey_Avoidance_RANK THIS WEEK,Bogey_Avoidance_RANK LAST WEEK,Bogey_Avoidance_PLAYER NAME,Bogey_Avoidance_ROUNDS,Bogey_Avoidance_% MAKES BOGEY,Bogey_Avoidance_BOGEYS,Bogey_Avoidance_HOLES PLAYED
105,106,106,Scott Piercy,84,16.46,237,1440
106,T107,T107,Harold Varner III,91,16.48,264,1602
107,T107,T107,Aaron Wise,90,16.48,261,1584
108,T109,T109,Stephan Jaeger,81,16.52,223,1350
109,T109,T109,Pat Perez,82,16.52,223,1350
110,111,111,Andrew Landry,82,16.53,238,1440
111,112,112,Phil Mickelson,90,16.54,259,1566
112,113,113,David Hearn,66,16.57,179,1080
113,114,114,Martin Laird,73,16.58,194,1170
114,115,115,Peter Uihlein,83,16.6,233,1404
115,T116,T116,Tyrone Van Aswegen,101,16.61,278,1674
116,T116,T116,Richy Werenski,98,16.61,275,1656
117,118,118,Adam Scott,78,16.67,234,1404
118,119,119,Ben Martin,64,16.75,193,1152
119,120,120,Graeme McDowell,67,16.76,178,1062
120,T121,T121,Patrick Rodgers,97,16.79,281,1674
121,T121,T121,Xander Schauffele,96,16.79,281,1674
122,123,123,Charley Hoffman,87,16.81,242,1440
123,124,124,Brian Harman,94,16.85,273,1620
124,125,125,Ben Silverman,90,16.87,255,1512
125,126,126,Adam Schenk,86,16.88,243,1440
126,127,127,Anirban Lahiri,82,16.94,250,1476
127,128,128,Shane Lowry,64,16.96,171,1008
128,T129,T129,Nicholas Lindheim,77,16.99,211,1242
129,T129,T129,Troy Merritt,89,16.99,260,1530
130,131,131,Talor Gooch,78,17.05,221,1296
131,132,132,Rob Oppenheim,74,17.08,209,1224
132,133,133,Bud Cauley,55,17.09,163,954
133,134,134,J.B. Holmes,77,17.11,231,1350
134,135,135,David Lingmerth,82,17.17,241,1404
135,T136,T136,Tom Hoge,101,17.2,288,1674
136,T136,T136,Sean O'Hair,67,17.2,195,1134
137,T136,T136,Chris Stroud,81,17.2,226,1314
138,139,139,Kelly Kraft,94,17.21,285,1656
139,T140,T140,Scott Brown,102,17.23,304,1764
140,T140,T140,Whee Kim,93,17.23,276,1602
141,142,142,Jimmy Walker,81,17.24,239,1386
142,143,143,Wesley Bryan,69,17.25,208,1206
143,144,144,Xinjun Zhang,81,17.41,235,1350
144,T145,T145,Lanto Griffin,80,17.42,232,1332
145,T145,T145,Jhonattan Vegas,92,17.42,279,1602
146,147,147,Harris English,84,17.45,245,1404
147,148,148,Sam Saunders,80,17.49,233,1332
148,149,149,Brandon Harkins,101,17.6,301,1710
149,150,150,Si Woo Kim,108,17.63,330,1872
150,T151,T151,Chad Campbell,87,17.65,251,1422
151,T151,T151,Roberto Díaz,72,17.65,216,1224
152,153,153,Tyler Duncan,97,17.68,296,1674
153,154,154,Mackenzie Hughes,80,17.69,242,1368
154,155,155,Ricky Barnes,65,17.7,188,1062
155,156,156,Jason Dufner,71,17.71,204,1152
156,157,157,Brendan Steele,74,17.74,214,1206
157,158,158,Trey Mullinax,75,17.79,221,1242
158,159,159,Hudson Swafford,73,17.83,215,1206
159,160,160,Kevin Chappell,77,17.87,238,1332
160,161,161,Ollie Schniederjans,91,17.94,281,1566
161,162,162,Ryan Blaum,81,17.95,252,1404
162,163,163,Martin Flores,92,17.96,278,1548
163,164,164,Ryan Palmer,69,17.99,204,1134
164,165,165,Dominic Bozzelli,65,18.03,211,1170
165,166,166,Robert Garrigus,80,18.06,247,1368
166,167,167,Tom Lovelady,87,18.38,268,1458
167,168,168,"Ted Potter, Jr.",87,18.45,289,1566
168,169,169,Cameron Tringale,67,18.52,210,1134
169,170,170,Jonathan Randolph,71,18.55,217,1170
170,171,171,Ethan Tracy,72,18.63,228,1224
171,172,172,Matt Atkins,56,18.7,175,936
172,173,173,Robert Streb,78,18.84,251,1332
173,T174,T174,Rod Pampling,62,18.87,197,1044
174,T174,T174,Charl Schwartzel,65,18.87,197,1044
175,176,176,Retief Goosen,60,18.91,177,936
176,177,177,Jonas Blixt,67,18.94,208,1098
177,178,178,Martin Piller,79,19.12,265,1386
178,179,179,Billy Hurley III,70,19.18,221,1152
179,180,180,Sung Kang,89,19.28,295,1530
180,181,181,Michael Kim,74,19.29,243,1260
181,182,182,Cody Gribble,71,19.57,229,1170
182,183,183,Derek Fathauer,84,19.58,282,1440
183,184,184,Kiradech Aphibarnrat,51,19.69,163,828
184,185,185,Matt Every,79,20.0,270,1350
185,186,186,Grayson Murray,72,20.37,264,1296
186,187,187,Kyle Thompson,50,20.65,171,828
187,188,188,Daniel Summerhays,51,20.86,169,810
188,189,189,D.A. Points,63,21.22,233,1098
189,190,190,Greg Chalmers,56,21.37,200,936
190,191,191,Zecheng Dou,53,21.54,190,882
191,192,192,Satoshi Kodaira,51,23.84,206,864
192,193,193,Andrew Yun,51,24.32,197,810
