,Bogey_Average_RANK THIS WEEK,Bogey_Average_RANK LAST WEEK,Bogey_Average_PLAYER NAME,Bogey_Average_EVENTS,Bogey_Average_AVERAGE BOGEYS PER ROUND,Bogey_Average_TOTAL BOGEYS,Bogey_Average_ROUNDS PLAYED
47,48,48,Alex Noren,18,2.45,147,60
48,T49,T49,Alex Cejka,24,2.46,170,69
49,T49,T49,Ben Crane,21,2.46,145,59
50,T49,T49,Francesco Molinari,20,2.46,172,70
51,T49,T49,Brett Stegmaier,21,2.46,150,61
52,T53,T53,Austin Cook,29,2.47,264,107
53,T53,T53,Jason Day,20,2.47,168,68
54,T53,T53,Russell Knox,27,2.47,222,90
55,T53,T53,Rory Sabbatini,27,2.47,220,89
56,T57,T57,J.T. Poston,22,2.48,176,71
57,T57,T57,Conrad Shindler,20,2.48,139,56
58,T57,T57,Brian Stuard,32,2.48,241,97
59,T60,T60,Brian Gay,30,2.49,251,101
60,T60,T60,James Hahn,26,2.49,204,82
61,T60,T60,Phil Mickelson,24,2.49,217,87
62,T60,T60,Keith Mitchell,29,2.49,242,97
63,T60,T60,Nick Taylor,30,2.49,224,90
64,T60,T60,Nick Watney,26,2.49,224,90
65,T66,T66,Patrick Reed,26,2.5,215,86
66,T66,T66,Brandt Snedeker,25,2.5,205,82
67,T66,T66,Scott Stallings,30,2.5,225,90
68,69,69,Blayne Barber,22,2.51,168,67
69,70,70,Matt Jones,23,2.52,156,62
70,T71,T71,Patrick Cantlay,23,2.54,203,80
71,T71,T71,Peter Malnati,28,2.54,211,83
72,T71,T71,Ben Silverman,28,2.54,213,84
73,74,74,Jon Rahm,20,2.55,168,66
74,T75,T75,Jason Kokrak,29,2.56,253,99
75,T75,T75,Jamie Lovemark,26,2.56,225,88
76,T75,T75,Louis Oosthuizen,17,2.56,138,54
77,T78,T78,Rafa Cabrera Bello,20,2.57,180,70
78,T78,T78,Luke List,29,2.57,244,95
79,T78,T78,Bubba Watson,24,2.57,203,79
80,T81,T81,Ryan Armour,32,2.58,276,107
81,T81,T81,Adam Hadwin,25,2.58,230,89
82,T81,T81,Cameron Smith,24,2.58,201,78
83,T81,T81,J.J. Spaun,27,2.58,204,79
84,T81,T81,Kyle Stanley,26,2.58,227,88
85,T86,T86,Bronson Burgoon,24,2.59,179,69
86,T86,T86,Russell Henley,23,2.59,192,74
87,T86,T86,Andrew Landry,27,2.59,207,80
88,T86,T86,Gary Woodland,27,2.59,236,91
89,T90,T90,Chesson Hadley,30,2.6,257,99
90,T90,T90,Pat Perez,23,2.6,195,75
91,T90,T90,Harold Varner III,27,2.6,231,89
92,T93,T93,Keegan Bradley,27,2.61,243,93
93,T93,T93,Tommy Fleetwood,19,2.61,172,66
94,T93,T93,Lucas Glover,18,2.61,159,61
95,T93,T93,Shawn Stefani,25,2.61,193,74
96,T93,T93,Vaughn Taylor,25,2.61,206,79
97,T93,T93,Xinjun Zhang,28,2.61,196,75
98,T99,T99,Daniel Berger,23,2.62,199,76
99,T99,T99,Brice Garnett,30,2.62,249,95
100,T101,T101,Aaron Baddeley,27,2.63,205,78
101,T101,T101,Ben Martin,20,2.63,168,64
102,T101,T101,Graeme McDowell,20,2.63,155,59
103,104,104,Ian Poulter,20,2.64,169,64
104,T105,T105,Corey Conners,28,2.65,246,93
105,T105,T105,Tyrone Van Aswegen,31,2.65,246,93
106,T107,T107,Bill Haas,25,2.66,197,74
107,T107,T107,Marc Leishman,25,2.66,239,90
108,T107,T107,Aaron Wise,29,2.66,234,88
109,T110,T110,Scott Brown,32,2.67,262,98
110,T110,T110,J.J. Henry,28,2.67,200,75
111,T110,T110,Whee Kim,30,2.67,238,89
112,T110,T110,Adam Scott,21,2.67,208,78
113,T110,T110,Kevin Tway,31,2.67,278,104
114,T110,T110,Richy Werenski,32,2.67,246,92
115,T116,T116,Stephan Jaeger,26,2.68,201,75
116,T116,T116,Martin Laird,22,2.68,174,65
117,T116,T116,Chris Stroud,27,2.68,196,73
118,T116,T116,Jimmy Walker,23,2.68,206,77
119,120,120,Stewart Cink,25,2.69,234,87
120,T121,T121,Sean O'Hair,22,2.7,170,63
121,T121,T121,Patrick Rodgers,30,2.7,251,93
122,T123,T123,Brian Harman,25,2.71,244,90
123,T123,T123,John Huh,29,2.71,244,90
124,T123,T123,Rob Oppenheim,26,2.71,184,68
125,T123,T123,Scott Piercy,26,2.71,217,80
126,T123,T123,Adam Schenk,28,2.71,217,80
127,T128,T128,Branden Grace,18,2.72,174,64
128,T128,T128,Kelly Kraft,31,2.72,250,92
129,T130,T130,Wesley Bryan,23,2.73,183,67
130,T130,T130,David Hearn,21,2.73,164,60
131,T130,T130,Tom Hoge,31,2.73,254,93
132,T130,T130,Shane Lowry,19,2.73,153,56
133,T134,T134,Sam Saunders,26,2.74,203,74
134,T134,T134,Xander Schauffele,27,2.74,255,93
135,T136,T136,Jason Dufner,22,2.75,176,64
136,T136,T136,Jim Furyk,15,2.75,132,48
137,T136,T136,Talor Gooch,27,2.75,198,72
138,T139,T139,Ricky Barnes,22,2.76,163,59
139,T139,T139,Lanto Griffin,26,2.76,204,74
140,T139,T139,Charley Hoffman,25,2.76,221,80
141,T139,T139,David Lingmerth,26,2.76,215,78
142,T139,T139,Cameron Tringale,26,2.76,174,63
143,T139,T139,Jhonattan Vegas,27,2.76,246,89
144,145,145,Anirban Lahiri,24,2.77,227,82
145,T146,T146,Roberto Díaz,25,2.78,189,68
146,T146,T146,Ryan Palmer,22,2.78,175,63
147,T148,T148,Bud Cauley,17,2.79,148,53
148,T148,T148,J.B. Holmes,24,2.79,209,75
149,T148,T148,Peter Uihlein,26,2.79,218,78
150,151,151,Kevin Chappell,23,2.8,207,74
151,152,152,Harris English,31,2.81,219,78
152,153,153,Brandon Harkins,30,2.82,268,95
153,T154,T154,Si Woo Kim,31,2.83,294,104
154,T154,T154,Nicholas Lindheim,26,2.83,195,69
155,T154,T154,Trey Mullinax,24,2.83,195,69
156,T157,T157,Tyler Duncan,31,2.85,265,93
157,T157,T157,Tom Lovelady,28,2.85,231,81
158,T157,T157,Troy Merritt,27,2.85,242,85
159,T157,T157,Jonathan Randolph,25,2.85,185,65
160,T157,T157,Hudson Swafford,22,2.85,191,67
161,162,162,Ollie Schniederjans,27,2.86,249,87
162,163,163,Mackenzie Hughes,28,2.87,218,76
163,164,164,Dominic Bozzelli,20,2.88,187,65
164,T165,T165,Martin Flores,29,2.91,250,86
165,T165,T165,Sung Kang,29,2.91,247,85
166,T165,T165,Ethan Tracy,23,2.91,198,68
167,168,168,Ryan Blaum,28,2.92,228,78
168,T169,T169,Chad Campbell,28,2.94,232,79
169,T169,T169,Cody Gribble,25,2.94,191,65
170,T171,T171,Derek Fathauer,28,2.96,237,80
171,T171,T171,Robert Garrigus,27,2.96,225,76
172,T173,T173,Martin Piller,28,2.97,229,77
173,T173,T173,Charl Schwartzel,20,2.97,172,58
174,T173,T173,Brendan Steele,22,2.97,199,67
175,T173,T173,Robert Streb,29,2.97,220,74
176,T177,T177,Matt Atkins,21,2.98,155,52
177,T177,T177,Jonas Blixt,23,2.98,182,61
178,179,179,"Ted Potter, Jr.",28,2.99,260,87
179,T180,T180,Michael Kim,27,3.0,210,70
180,T180,T180,Rod Pampling,20,3.0,174,58
181,182,182,Grayson Murray,22,3.01,217,72
182,183,183,Matt Every,30,3.05,229,75
183,184,184,Retief Goosen,20,3.08,160,52
184,185,185,Kiradech Aphibarnrat,14,3.13,144,46
185,186,186,Billy Hurley III,27,3.17,203,64
186,187,187,Daniel Summerhays,19,3.24,146,45
187,188,188,D.A. Points,25,3.3,201,61
188,189,189,Zecheng Dou,23,3.37,165,49
189,190,190,Greg Chalmers,20,3.4,177,52
190,191,191,Kyle Thompson,22,3.41,157,46
191,192,192,Andrew Yun,22,3.91,176,45
192,193,193,Satoshi Kodaira,18,3.94,189,48
