,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
70,T70,T70,Patrick Reed,94,35.07,3016,86
71,72,72,Andrew Landry,82,35.08,2806,80
72,T73,T73,Ryan Armour,109,35.09,3755,107
73,T73,T73,John Huh,94,35.09,3158,90
74,T73,T73,Danny Lee,88,35.09,3018,86
75,T73,T73,Xander Schauffele,96,35.09,3263,93
76,T73,T73,Nick Watney,94,35.09,3158,90
77,T78,T78,Beau Hossler,104,35.11,3651,104
78,T78,T78,Nate Lashley,51,35.11,1650,47
79,T78,T78,Nick Taylor,94,35.11,3160,90
80,T81,T81,Adam Hadwin,92,35.12,3126,89
81,T81,T81,Troy Merritt,89,35.12,2985,85
82,T81,T81,Trey Mullinax,75,35.12,2423,69
83,T84,T84,Paul Casey,74,35.13,2494,71
84,T84,T84,J.J. Henry,81,35.13,2635,75
85,T84,T84,Russell Knox,94,35.13,3162,90
86,T84,T84,Alex Noren,67,35.13,2108,60
87,T84,T84,J.T. Poston,73,35.13,2494,71
88,T84,T84,Ollie Schniederjans,91,35.13,3056,87
89,T84,T84,Kevin Streelman,94,35.13,3232,92
90,91,91,Russell Henley,77,35.14,2600,74
91,T92,T92,Harold Varner III,91,35.15,3128,89
92,T92,T92,Aaron Wise,90,35.15,3093,88
93,T94,T94,David Hearn,66,35.17,2110,60
94,T94,T94,Ben Silverman,90,35.17,2954,84
95,T96,T96,Byeong Hun An,86,35.18,2955,84
96,T96,T96,Dominic Bozzelli,65,35.18,2287,65
97,T96,T96,Matt Kuchar,88,35.18,2814,80
98,T96,T96,Kyle Stanley,93,35.18,3096,88
99,T100,T100,Zac Blair,64,35.19,2041,58
100,T100,T100,Scott Stallings,96,35.19,3167,90
101,102,102,Anirban Lahiri,82,35.2,2886,82
102,T103,T103,David Lingmerth,82,35.21,2746,78
103,T103,T103,Seamus Power,86,35.21,2746,78
104,T103,T103,Jimmy Walker,81,35.21,2711,77
105,T106,T106,Alex Cejka,77,35.22,2430,69
106,T106,T106,Steve Wheatcroft,60,35.22,2043,58
107,T108,T108,Kevin Kisner,89,35.23,2748,78
108,T108,T108,William McGirt,84,35.23,2748,78
109,T108,T108,Patrick Rodgers,97,35.23,3276,93
110,T111,T111,Luke List,98,35.24,3348,95
111,T111,T111,Ryan Palmer,69,35.24,2220,63
112,T113,T113,Ben Crane,65,35.25,2080,59
113,T113,T113,Jim Furyk,50,35.25,1692,48
114,T115,T115,Harris English,84,35.26,2750,78
115,T115,T115,Kevin Tway,110,35.26,3667,104
116,117,117,Fabián Gómez,88,35.27,2963,84
117,T118,T118,Cameron Smith,85,35.28,2752,78
118,T118,T118,Brian Stuard,103,35.28,3422,97
119,T120,T120,Jonathan Byrd,70,35.29,2188,62
120,T120,T120,Billy Horschel,86,35.29,2894,82
121,122,122,Tom Hoge,101,35.3,3283,93
122,T123,T123,Wesley Bryan,69,35.31,2366,67
123,T123,T123,Kevin Chappell,77,35.31,2613,74
124,T123,T123,Martin Flores,92,35.31,3037,86
125,T123,T123,Charley Hoffman,87,35.31,2825,80
126,T127,T127,Daniel Berger,81,35.32,2684,76
127,T127,T127,Shane Lowry,64,35.32,1978,56
128,129,129,Shawn Stefani,76,35.34,2615,74
129,130,130,J.B. Holmes,77,35.35,2651,75
130,T131,T131,Aaron Baddeley,84,35.36,2758,78
131,T131,T131,Ben Martin,64,35.36,2263,64
132,T133,T133,Brice Garnett,99,35.37,3360,95
133,T133,T133,Mackenzie Hughes,80,35.37,2688,76
134,T133,T133,Kelly Kraft,94,35.37,3254,92
135,T133,T133,Pat Perez,82,35.37,2653,75
136,T133,T133,Brendan Steele,74,35.37,2370,67
137,T133,T133,Xinjun Zhang,81,35.37,2653,75
138,T139,T139,Roberto Díaz,72,35.38,2406,68
139,T139,T139,Ian Poulter,73,35.38,2264,64
140,141,141,Branden Grace,67,35.39,2265,64
141,142,142,Bud Cauley,55,35.4,1876,53
142,T143,T143,Bill Haas,76,35.41,2620,74
143,T143,T143,Stephan Jaeger,81,35.41,2656,75
144,T145,T145,Talor Gooch,78,35.42,2550,72
145,T145,T145,Matt Jones,70,35.42,2196,62
146,T147,T147,Jonathan Randolph,71,35.43,2303,65
147,T147,T147,Tyrone Van Aswegen,101,35.43,3295,93
148,T147,T147,Richy Werenski,98,35.43,3260,92
149,T150,T150,Rob Oppenheim,74,35.44,2410,68
150,T150,T150,Brett Stegmaier,67,35.44,2162,61
151,T152,T152,Jason Dufner,71,35.45,2269,64
152,T152,T152,Tyler Duncan,97,35.45,3297,93
153,T152,T152,Derek Fathauer,84,35.45,2836,80
154,T152,T152,Billy Hurley III,70,35.45,2269,64
155,T152,T152,Nicholas Lindheim,77,35.45,2446,69
156,T152,T152,Adam Schenk,86,35.45,2836,80
157,T158,T158,Whee Kim,93,35.46,3156,89
158,T158,T158,Si Woo Kim,108,35.46,3688,104
159,T158,T158,Hudson Swafford,73,35.46,2376,67
160,161,161,Chris Stroud,81,35.48,2590,73
161,T162,T162,Chad Campbell,87,35.49,2804,79
162,T162,T162,Lucas Glover,65,35.49,2165,61
163,T162,T162,Sean O'Hair,67,35.49,2236,63
164,165,165,Robert Garrigus,80,35.5,2698,76
165,166,166,Tom Lovelady,87,35.51,2876,81
166,T167,T167,Louis Oosthuizen,62,35.54,1919,54
167,T167,T167,"Ted Potter, Jr.",87,35.54,3092,87
168,T167,T167,Cameron Tringale,67,35.54,2239,63
169,170,170,Jhonattan Vegas,92,35.55,3164,89
170,171,171,Scott Brown,102,35.56,3485,98
171,172,172,Retief Goosen,60,35.6,1851,52
172,T173,T173,Michael Kim,74,35.61,2493,70
173,T173,T173,Graeme McDowell,67,35.61,2101,59
174,175,175,Kiradech Aphibarnrat,51,35.63,1639,46
175,T176,T176,Cody Gribble,71,35.65,2317,65
176,T176,T176,Martin Piller,79,35.65,2745,77
177,T178,T178,Matt Atkins,56,35.67,1855,52
178,T178,T178,D.A. Points,63,35.67,2176,61
179,180,180,Ethan Tracy,72,35.68,2426,68
180,181,181,Robert Streb,78,35.72,2643,74
181,182,182,Kyle Thompson,50,35.74,1644,46
182,T183,T183,Sung Kang,89,35.79,3042,85
183,T183,T183,Rod Pampling,62,35.79,2076,58
184,T185,T185,Jonas Blixt,67,35.8,2184,61
185,T185,T185,Matt Every,79,35.8,2685,75
186,187,187,Zecheng Dou,53,35.92,1760,49
187,T188,T188,Charl Schwartzel,65,35.93,2084,58
188,T188,T188,Daniel Summerhays,51,35.93,1617,45
189,190,190,Grayson Murray,72,36.08,2598,72
190,191,191,Greg Chalmers,56,36.13,1879,52
191,192,192,Satoshi Kodaira,51,36.15,1735,48
192,193,193,Andrew Yun,51,36.51,1643,45
