,SG_Total_RANK THIS WEEK,SG_Total_RANK LAST WEEK,SG_Total_PLAYER NAME,SG_Total_ROUNDS,SG_Total_AVERAGE,SG_Total_TOTAL SG:T,SG_Total_TOTAL SG:T2G,SG_Total_TOTAL SG:P,SG_Total_MEASURED ROUNDS
99,T100,T100,Hunter Mahan,67,0.209,10.648,-6.992000000000001,17.64,51
100,T100,T100,Troy Merritt,89,0.209,15.232999999999999,9.638,5.593999999999999,73
101,102,102,Corey Conners,97,0.193,15.285,45.711999999999996,-30.425,79
102,T103,T103,William McGirt,84,0.17800000000000002,13.365,-1.6059999999999999,14.969000000000001,75
103,T103,T103,Seamus Power,86,0.17800000000000002,11.777999999999999,-21.073,32.851,66
104,105,105,Ben Crane,65,0.17600000000000002,8.088,-7.199,15.285,46
105,106,106,Sam Ryder,82,0.154,10.793,35.231,-24.435,70
106,107,107,J.T. Poston,73,0.138,7.888,0.17600000000000002,7.711,57
107,108,108,Harold Varner III,91,0.125,9.273,11.039000000000001,-1.7690000000000001,74
108,109,109,Shawn Stefani,76,0.107,6.42,8.464,-2.045,60
109,T110,T110,Matt Jones,70,0.10400000000000001,4.91,6.527,-1.615,47
110,T110,T110,Anirban Lahiri,82,0.10400000000000001,6.977,-6.347,13.321,67
111,112,112,Denny McCarthy,71,0.094,4.625,-17.392,22.017,49
112,113,113,Bill Haas,76,0.079,5.225,9.145,-3.9219999999999997,66
113,114,114,Tom Hoge,101,0.07400000000000001,6.112,19.54,-13.429,83
114,115,115,Brian Stuard,103,0.062,5.481,-8.92,14.398,88
115,116,116,Danny Lee,88,0.057999999999999996,4.032,-6.898,10.927,70
116,117,117,Michael Thompson,62,0.052000000000000005,2.9130000000000003,-24.976,27.889,56
117,118,118,Brett Stegmaier,67,0.048,2.254,-16.58,18.835,47
118,119,119,Kevin Kisner,89,0.037000000000000005,2.4090000000000003,-30.953000000000003,33.364000000000004,65
119,120,120,Jhonattan Vegas,92,0.03,1.945,5.723,-3.778,64
120,121,121,Brendan Steele,74,0.028999999999999998,1.541,32.638000000000005,-31.096,54
121,122,122,Tyler Duncan,97,0.017,1.339,47.20399999999999,-45.865,81
122,123,123,Jason Dufner,71,0.011000000000000001,0.551,3.554,-3.002,52
123,124,124,Ben Martin,64,-0.001,-0.064,-6.7860000000000005,6.721,57
124,125,125,David Lingmerth,82,-0.006999999999999999,-0.45299999999999996,-16.227,15.774000000000001,69
125,126,126,Mackenzie Hughes,80,-0.013999999999999999,-0.9590000000000001,11.052,-12.01,68
126,127,127,Keith Mitchell,99,-0.018000000000000002,-1.4709999999999999,40.372,-41.84,83
127,128,128,David Hearn,66,-0.031,-1.565,4.765,-6.327999999999999,50
128,T129,T129,Ryan Blaum,81,-0.033,-2.362,-4.152,1.79,72
129,T129,T129,Patton Kizzire,92,-0.033,-2.605,-4.925,2.3209999999999997,78
130,131,131,Andrew Landry,82,-0.039,-2.853,-2.102,-0.7509999999999999,73
131,132,132,Blayne Barber,69,-0.040999999999999995,-2.456,-1.129,-1.3230000000000002,60
132,133,133,Pat Perez,82,-0.048,-2.456,-8.327,5.872999999999999,51
133,134,134,Dominic Bozzelli,65,-0.055,-3.33,-22.129,18.799,61
134,135,135,Trey Mullinax,75,-0.07200000000000001,-4.231,-8.472000000000001,4.242,59
135,136,136,Stephan Jaeger,81,-0.09,-5.689,3.4010000000000002,-9.089,63
136,137,137,Si Woo Kim,108,-0.092,-7.17,5.9670000000000005,-13.138,78
137,138,138,"Ted Potter, Jr.",87,-0.094,-7.272,-13.009,5.735,77
138,139,139,Fabián Gómez,88,-0.106,-7.516,-7.577999999999999,0.061,71
139,140,140,Richy Werenski,98,-0.124,-9.145,-1.058,-8.086,74
140,141,141,Adam Schenk,86,-0.15,-9.916,-18.480999999999998,8.564,66
141,142,142,Talor Gooch,78,-0.163,-10.131,-12.033,1.902,62
142,143,143,Harris English,84,-0.184,-12.520999999999999,-27.587,15.062999999999999,68
143,144,144,Tom Lovelady,87,-0.19,-13.077,-9.667,-3.41,69
144,145,145,J.J. Henry,81,-0.193,-12.144,23.717,-35.859,63
145,146,146,Charl Schwartzel,65,-0.195,-8.208,-11.587,3.3810000000000002,42
146,147,147,Ben Silverman,90,-0.20600000000000002,-15.636,-33.723,18.084,76
147,148,148,Robert Garrigus,80,-0.213,-14.489,24.180999999999997,-38.672,68
148,149,149,Ryan Palmer,69,-0.231,-13.834000000000001,17.828,-31.665,60
149,150,150,Sean O'Hair,67,-0.233,-13.3,-1.499,-11.800999999999998,57
150,151,151,Nick Taylor,94,-0.235,-17.377,5.693,-23.070999999999998,74
151,152,152,Jonathan Byrd,70,-0.266,-12.774000000000001,-7.686,-5.087,48
152,153,153,Lanto Griffin,80,-0.268,-16.088,-10.354000000000001,-5.733,60
153,154,154,Brice Garnett,99,-0.31,-25.098000000000003,-18.93,-6.169,81
154,155,155,Conrad Shindler,60,-0.313,-13.775,-6.4479999999999995,-7.324,44
155,156,156,Kelly Kraft,94,-0.32,-23.703000000000003,-29.239,5.534,74
156,T157,T157,Nicholas Lindheim,77,-0.32299999999999995,-19.055,-39.984,20.929000000000002,59
157,T157,T157,Tyrone Van Aswegen,101,-0.32299999999999995,-26.813000000000002,-25.991999999999997,-0.821,83
158,159,159,Grayson Murray,72,-0.336,-19.836,0.8340000000000001,-20.673000000000002,59
159,160,160,Chris Stroud,81,-0.33799999999999997,-19.608,-22.706,3.0980000000000003,58
160,161,161,Steve Wheatcroft,60,-0.33899999999999997,-15.603,-9.713,-5.886,46
161,162,162,Ricky Barnes,65,-0.365,-16.438,-31.639,15.2,45
162,163,163,Whee Kim,93,-0.43700000000000006,-31.865,-63.05,31.180999999999997,73
163,164,164,Wesley Bryan,69,-0.45399999999999996,-23.16,-41.512,18.354,51
164,165,165,Chad Campbell,87,-0.484,-32.399,-1.959,-30.441,67
165,166,166,Hudson Swafford,73,-0.49200000000000005,-25.596,-12.06,-13.534,52
166,167,167,Retief Goosen,60,-0.49700000000000005,-19.867,-3.409,-16.459,40
167,168,168,Rob Oppenheim,74,-0.542,-29.255,-31.666999999999998,2.4130000000000003,54
168,169,169,Jonas Blixt,67,-0.547,-26.236,-37.96,11.722000000000001,48
169,170,170,Martin Flores,92,-0.5670000000000001,-40.854,-20.035,-20.820999999999998,72
170,171,171,Robert Streb,78,-0.581,-34.85,-30.021,-4.83,60
171,172,172,Scott Brown,102,-0.6609999999999999,-53.53,-57.498000000000005,3.967,81
172,173,173,Billy Hurley III,70,-0.7020000000000001,-40.024,-41.442,1.419,57
173,174,174,Xinjun Zhang,81,-0.7340000000000001,-41.81100000000001,-16.926,-24.884,57
174,175,175,Derek Fathauer,84,-0.807,-54.869,-79.54,24.669,68
175,176,176,Ethan Tracy,72,-0.813,-43.876000000000005,-42.473,-1.402,54
176,177,177,Cody Gribble,71,-0.8190000000000001,-44.251000000000005,-55.09,10.838,54
177,178,178,Roberto Díaz,72,-0.833,-46.666000000000004,-56.076,9.41,56
178,179,179,Jonathan Randolph,71,-0.877,-52.61,-59.521,6.912000000000001,60
179,180,180,Michael Kim,74,-1.003,-54.166000000000004,-68.173,14.004000000000001,54
180,181,181,Cameron Tringale,67,-1.0190000000000001,-51.965,-46.678000000000004,-5.2860000000000005,51
181,182,182,Sung Kang,89,-1.041,-69.757,-54.034,-15.725,67
182,183,183,Rod Pampling,62,-1.094,-49.235,-30.273000000000003,-18.964000000000002,45
183,184,184,Martin Piller,79,-1.127,-75.535,-83.478,7.942,67
184,185,185,Matt Atkins,56,-1.129,-45.173,-37.264,-7.906000000000001,40
185,186,186,Matt Every,79,-1.139,-69.47,-47.268,-22.201999999999998,61
186,187,187,Zecheng Dou,53,-1.198,-43.122,-19.112000000000002,-24.01,36
187,188,188,Kyle Thompson,50,-1.262,-45.441,-18.421,-27.017,36
188,189,189,Greg Chalmers,56,-1.266,-51.891999999999996,-84.279,32.387,41
189,190,190,D.A. Points,63,-1.449,-69.535,-74.81,5.274,48
190,191,191,Satoshi Kodaira,51,-1.8319999999999999,-73.271,-47.474,-25.794,40
191,192,192,Andrew Yun,51,-1.936,-65.811,-45.425,-20.385,34
192,193,193,Daniel Summerhays,51,-2.105,-79.97399999999999,-107.93799999999999,27.965,38
