,Par_Breakers_RANK THIS WEEK,Par_Breakers_RANK LAST WEEK,Par_Breakers_PLAYER NAME,Par_Breakers_ROUNDS,Par_Breakers_%,Par_Breakers_# BIRDIES/EAGLES,Par_Breakers_# HOLES
96,T97,T97,Whee Kim,93,20.72,332,1602
97,T97,T97,Shawn Stefani,76,20.72,276,1332
98,99,99,Scott Piercy,84,20.69,298,1440
99,T100,T100,Ryan Armour,109,20.66,398,1926
100,T100,T100,Harris English,84,20.66,290,1404
101,102,102,David Hearn,66,20.65,223,1080
102,103,103,Mackenzie Hughes,80,20.61,282,1368
103,104,104,James Hahn,85,20.6,304,1476
104,105,105,Jimmy Walker,81,20.56,285,1386
105,106,106,Nicholas Lindheim,77,20.53,255,1242
106,107,107,Seamus Power,86,20.51,288,1404
107,108,108,Abraham Ancer,98,20.49,354,1728
108,109,109,Andrew Putnam,97,20.47,328,1602
109,110,110,Bud Cauley,55,20.44,195,954
110,T111,T111,Adam Hadwin,92,20.35,326,1602
111,T111,T111,Charley Hoffman,87,20.35,293,1440
112,113,113,"Ted Potter, Jr.",87,20.31,318,1566
113,114,114,Xinjun Zhang,81,20.3,274,1350
114,115,115,Martin Flores,92,20.28,314,1548
115,116,116,Dominic Bozzelli,65,20.26,237,1170
116,117,117,Scott Brown,102,20.24,357,1764
117,118,118,Ben Martin,64,20.23,233,1152
118,119,119,Zac Blair,64,20.21,211,1044
119,120,120,Si Woo Kim,108,20.19,378,1872
120,121,121,Daniel Berger,81,20.18,276,1368
121,122,122,Matt Every,79,20.15,272,1350
122,123,123,Matt Kuchar,88,20.14,290,1440
123,124,124,Anirban Lahiri,82,20.12,297,1476
124,125,125,Charles Howell III,104,20.11,362,1800
125,126,126,Tyler Duncan,97,20.07,336,1674
126,T127,T127,Kiradech Aphibarnrat,51,20.05,166,828
127,T127,T127,Kevin Streelman,94,20.05,332,1656
128,129,129,Conrad Shindler,60,20.04,202,1008
129,T130,T130,Cody Gribble,71,20.0,234,1170
130,T130,T130,Andrew Landry,82,20.0,288,1440
131,T132,T132,Matt Atkins,56,19.98,187,936
132,T132,T132,Jonathan Byrd,70,19.98,223,1116
133,134,134,Ryan Moore,78,19.94,280,1404
134,135,135,Brendan Steele,74,19.9,240,1206
135,T136,T136,Russell Knox,94,19.88,322,1620
136,T136,T136,Scott Stallings,96,19.88,322,1620
137,138,138,Chris Stroud,81,19.86,261,1314
138,139,139,Harold Varner III,91,19.79,317,1602
139,T140,T140,Brice Garnett,99,19.77,338,1710
140,T140,T140,Rob Oppenheim,74,19.77,242,1224
141,142,142,Lucas Glover,65,19.76,217,1098
142,143,143,Denny McCarthy,71,19.75,224,1134
143,T144,T144,Alex Cejka,77,19.73,245,1242
144,T144,T144,Kevin Kisner,89,19.73,277,1404
145,T146,T146,Derek Fathauer,84,19.72,284,1440
146,T146,T146,Alex Noren,67,19.72,213,1080
147,148,148,Martin Piller,79,19.7,273,1386
148,149,149,Shane Lowry,64,19.64,198,1008
149,150,150,Richy Werenski,98,19.63,325,1656
150,151,151,Michael Kim,74,19.6,247,1260
151,T152,T152,Sung Kang,89,19.54,299,1530
152,T152,T152,Steve Wheatcroft,60,19.54,204,1044
153,154,154,Nate Lashley,51,19.5,165,846
154,T155,T155,Ben Crane,65,19.49,207,1062
155,T155,T155,Sean O'Hair,67,19.49,221,1134
156,T157,T157,Stephan Jaeger,81,19.48,263,1350
157,T157,T157,Jhonattan Vegas,92,19.48,312,1602
158,T159,T159,Talor Gooch,78,19.44,252,1296
159,T159,T159,Nick Taylor,94,19.44,315,1620
160,161,161,Fabián Gómez,88,19.38,293,1512
161,162,162,Ethan Tracy,72,19.36,237,1224
162,163,163,Tyrone Van Aswegen,101,19.3,323,1674
163,T164,T164,Wesley Bryan,69,19.24,232,1206
164,T164,T164,Louis Oosthuizen,62,19.24,187,972
165,166,166,Brian Stuard,103,19.19,335,1746
166,167,167,Aaron Baddeley,84,19.16,269,1404
167,168,168,Tyrrell Hatton,58,19.03,185,972
168,169,169,Jason Dufner,71,19.01,219,1152
169,170,170,Graeme McDowell,67,18.93,201,1062
170,171,171,Kelly Kraft,94,18.84,312,1656
171,172,172,William McGirt,84,18.8,264,1404
172,173,173,Adam Schenk,86,18.75,270,1440
173,174,174,Billy Hurley III,70,18.66,215,1152
174,175,175,Robert Streb,78,18.62,248,1332
175,176,176,Charl Schwartzel,65,18.49,193,1044
176,177,177,Cameron Tringale,67,18.43,209,1134
177,178,178,Retief Goosen,60,18.16,170,936
178,T179,T179,J.J. Henry,81,18.15,245,1350
179,T179,T179,Daniel Summerhays,51,18.15,147,810
180,181,181,Kyle Thompson,50,18.12,150,828
181,182,182,Jonas Blixt,67,18.03,198,1098
182,183,183,Roberto Díaz,72,17.97,220,1224
183,184,184,Jonathan Randolph,71,17.95,210,1170
184,185,185,D.A. Points,63,17.85,196,1098
185,186,186,Rod Pampling,62,17.82,186,1044
186,187,187,Zecheng Dou,53,17.8,157,882
187,188,188,Greg Chalmers,56,17.63,165,936
188,189,189,Jim Furyk,50,17.59,152,864
189,190,190,Chad Campbell,87,17.58,250,1422
190,191,191,Andrew Yun,51,17.53,142,810
191,192,192,Bill Haas,76,17.49,233,1332
192,193,193,Satoshi Kodaira,51,17.25,149,864
