,Birdie_Average_RANK THIS WEEK,Birdie_Average_RANK LAST WEEK,Birdie_Average_PLAYER NAME,Birdie_Average_ROUNDS,Birdie_Average_AVG,Birdie_Average_# OF BIRDIES,Birdie_Average_TOTAL ROUNDS
135,T136,T136,Jonathan Byrd,70,3.48,216,62
136,T136,T136,Brice Garnett,99,3.48,331,95
137,T136,T136,Lucas Glover,65,3.48,212,61
138,T136,T136,Brendan Steele,74,3.48,233,67
139,T140,T140,Matt Every,79,3.47,260,75
140,T140,T140,Alex Noren,67,3.47,208,60
141,T140,T140,Rob Oppenheim,74,3.47,236,68
142,T140,T140,Steve Wheatcroft,60,3.47,201,58
143,T144,T144,Kiradech Aphibarnrat,51,3.46,159,46
144,T144,T144,Shane Lowry,64,3.46,194,56
145,T144,T144,Nick Taylor,94,3.46,311,90
146,147,147,Harold Varner III,91,3.45,307,89
147,T148,T148,Derek Fathauer,84,3.44,275,80
148,T148,T148,Stephan Jaeger,81,3.44,258,75
149,T148,T148,Sung Kang,89,3.44,292,85
150,T148,T148,Michael Kim,74,3.44,241,70
151,T148,T148,Kevin Kisner,89,3.44,268,78
152,T153,T153,Nate Lashley,51,3.43,161,47
153,T153,T153,Louis Oosthuizen,62,3.43,185,54
154,T153,T153,Jhonattan Vegas,92,3.43,305,89
155,T156,T156,Alex Cejka,77,3.42,236,69
156,T156,T156,Tyrone Van Aswegen,101,3.42,318,93
157,T158,T158,Ben Crane,65,3.41,201,59
158,T158,T158,Sean O'Hair,67,3.41,215,63
159,T158,T158,Conrad Shindler,60,3.41,191,56
160,T158,T158,Brian Stuard,103,3.41,331,97
161,T158,T158,Richy Werenski,98,3.41,314,92
162,T163,T163,Wesley Bryan,69,3.4,228,67
163,T163,T163,Talor Gooch,78,3.4,245,72
164,165,165,Fabián Gómez,88,3.39,285,84
165,166,166,Jason Dufner,71,3.36,215,64
166,167,167,Tyrrell Hatton,58,3.35,181,54
167,T168,T168,Graeme McDowell,67,3.34,197,59
168,T168,T168,Ethan Tracy,72,3.34,227,68
169,170,170,Aaron Baddeley,84,3.33,260,78
170,T171,T171,Kelly Kraft,94,3.32,305,92
171,T171,T171,William McGirt,84,3.32,259,78
172,173,173,Robert Streb,78,3.31,245,74
173,174,174,Adam Schenk,86,3.29,263,80
174,175,175,Charl Schwartzel,65,3.28,190,58
175,176,176,Billy Hurley III,70,3.27,209,64
176,177,177,Kyle Thompson,50,3.26,150,46
177,178,178,J.J. Henry,81,3.24,243,75
178,T179,T179,Daniel Summerhays,51,3.22,145,45
179,T179,T179,Cameron Tringale,67,3.22,203,63
180,181,181,Retief Goosen,60,3.21,167,52
181,182,182,Roberto Díaz,72,3.18,216,68
182,T183,T183,Greg Chalmers,56,3.17,165,52
183,T183,T183,Rod Pampling,62,3.17,184,58
184,T183,T183,Jonathan Randolph,71,3.17,206,65
185,T186,T186,Jonas Blixt,67,3.15,192,61
186,T186,T186,Jim Furyk,50,3.15,151,48
187,188,188,Zecheng Dou,53,3.14,154,49
188,189,189,Andrew Yun,51,3.13,141,45
189,190,190,Chad Campbell,87,3.08,243,79
190,191,191,D.A. Points,63,3.07,187,61
191,192,192,Bill Haas,76,3.05,226,74
192,193,193,Satoshi Kodaira,51,2.98,143,48
