,Total_Birdies_RANK THIS WEEK,Total_Birdies_RANK LAST WEEK,Total_Birdies_PLAYER NAME,Total_Birdies_ROUNDS,Total_Birdies_TOTAL
95,T92,T92,Peter Uihlein,83,285
96,T97,T97,Jason Day,75,284
97,T97,T97,Hideki Matsuyama,75,284
98,T97,T97,Seamus Power,86,284
99,100,100,Harris English,84,281
100,T101,T101,Kevin Chappell,77,280
101,T101,T101,Andrew Landry,82,280
102,T103,T103,Lanto Griffin,80,279
103,T103,T103,Jimmy Walker,81,279
104,105,105,Mackenzie Hughes,80,278
105,106,106,Derek Fathauer,84,275
106,107,107,Tiger Woods,68,274
107,T108,T108,Russell Henley,77,273
108,T108,T108,Ryan Moore,78,273
109,T110,T110,J.B. Holmes,77,269
110,T110,T110,Martin Piller,79,269
111,T110,T110,J.T. Poston,73,269
112,T110,T110,Shawn Stefani,76,269
113,T114,T114,Daniel Berger,81,268
114,T114,T114,Paul Casey,74,268
115,T114,T114,Kevin Kisner,89,268
116,117,117,Xinjun Zhang,81,266
117,T118,T118,Rafa Cabrera Bello,75,264
118,T118,T118,Francesco Molinari,73,264
119,T118,T118,Trey Mullinax,75,264
120,T121,T121,Bronson Burgoon,69,263
121,T121,T121,Adam Schenk,86,263
122,T123,T123,Aaron Baddeley,84,260
123,T123,T123,Matt Every,79,260
124,T123,T123,Brooks Koepka,64,260
125,126,126,William McGirt,84,259
126,127,127,Stephan Jaeger,81,258
127,128,128,Chris Stroud,81,256
128,T129,T129,Blayne Barber,69,254
129,T129,T129,Nicholas Lindheim,77,254
130,131,131,Martin Laird,73,253
131,132,132,Johnson Wagner,75,252
132,133,133,Ryan Palmer,69,248
133,T134,T134,Talor Gooch,78,245
134,T134,T134,Robert Streb,78,245
135,T136,T136,Rory McIlroy,64,244
136,T136,T136,Hudson Swafford,73,244
137,T138,T138,Chad Campbell,87,243
138,T138,T138,J.J. Henry,81,243
139,T140,T140,Michael Kim,74,241
140,T140,T140,Hunter Mahan,67,241
141,T142,T142,Ricky Barnes,65,240
142,T142,T142,Ian Poulter,73,240
143,T144,T144,Alex Cejka,77,236
144,T144,T144,Branden Grace,67,236
145,T144,T144,Rob Oppenheim,74,236
146,147,147,Brendan Steele,74,233
147,148,148,Dominic Bozzelli,65,232
148,T149,T149,Cody Gribble,71,231
149,T149,T149,Brett Stegmaier,67,231
150,151,151,Ben Martin,64,230
151,152,152,Wesley Bryan,69,228
152,153,153,Ethan Tracy,72,227
153,154,154,Bill Haas,76,226
154,155,155,Matt Jones,70,225
155,156,156,Denny McCarthy,71,220
156,157,157,David Hearn,66,218
157,T158,T158,Jonathan Byrd,70,216
158,T158,T158,Roberto Díaz,72,216
159,T158,T158,Michael Thompson,62,216
160,T161,T161,Jason Dufner,71,215
161,T161,T161,Sean O'Hair,67,215
162,163,163,Lucas Glover,65,212
163,164,164,Billy Hurley III,70,209
164,T165,T165,Zac Blair,64,208
165,T165,T165,Alex Noren,67,208
166,167,167,Jonathan Randolph,71,206
167,168,168,Henrik Stenson,60,204
168,169,169,Cameron Tringale,67,203
169,T170,T170,Ben Crane,65,201
170,T170,T170,Steve Wheatcroft,60,201
171,172,172,Graeme McDowell,67,197
172,T173,T173,Bud Cauley,55,194
173,T173,T173,Shane Lowry,64,194
174,175,175,Jonas Blixt,67,192
175,176,176,Conrad Shindler,60,191
176,177,177,Charl Schwartzel,65,190
177,178,178,Cameron Percy,56,188
178,179,179,D.A. Points,63,187
179,180,180,Louis Oosthuizen,62,185
180,181,181,Rod Pampling,62,184
181,182,182,Matt Atkins,56,182
182,183,183,Tyrrell Hatton,58,181
183,184,184,Retief Goosen,60,167
184,185,185,Greg Chalmers,56,165
185,186,186,Nate Lashley,51,161
186,187,187,Kiradech Aphibarnrat,51,159
187,188,188,Zecheng Dou,53,154
188,189,189,Jim Furyk,50,151
189,190,190,Kyle Thompson,50,150
190,191,191,Daniel Summerhays,51,145
191,192,192,Satoshi Kodaira,51,143
192,193,193,Andrew Yun,51,141
