,First_Tee_Early_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Scoring_Average_PLAYER NAME,First_Tee_Early_Scoring_Average_ROUNDS,First_Tee_Early_Scoring_Average_AVG,First_Tee_Early_Scoring_Average_TOTAL STROKES,First_Tee_Early_Scoring_Average_TOT. EARLY RDS.(1ST TEE)
103,T103,T103,Chris Stroud,81,70.44,1902,27
104,105,105,J.B. Holmes,77,70.45,1409,20
105,106,106,David Lingmerth,82,70.46,1973,28
106,107,107,Kevin Tway,110,70.48,2185,31
107,T108,T108,Zac Blair,64,70.5,1269,18
108,T108,T108,Cameron Percy,56,70.5,1410,20
109,T110,T110,Scott Brown,102,70.52,1904,27
110,T110,T110,Adam Schenk,86,70.52,1481,21
111,112,112,Jonathan Byrd,70,70.54,917,13
112,113,113,Keegan Bradley,98,70.55,2328,33
113,114,114,Daniel Summerhays,51,70.56,635,9
114,115,115,Steve Wheatcroft,60,70.58,847,12
115,T116,T116,Mackenzie Hughes,80,70.59,2047,29
116,T116,T116,Ollie Schniederjans,91,70.59,2259,32
117,T116,T116,Kyle Stanley,93,70.59,1906,27
118,T119,T119,Byeong Hun An,86,70.6,2118,30
119,T119,T119,Tyler Duncan,97,70.6,2471,35
120,T119,T119,Cameron Smith,85,70.6,1765,25
121,T122,T122,Adam Hadwin,92,70.61,2330,33
122,T122,T122,Troy Merritt,89,70.61,2330,33
123,T124,T124,Jim Furyk,50,70.64,989,14
124,T124,T124,Ryan Moore,78,70.64,1766,25
125,T124,T124,Alex Noren,67,70.64,989,14
126,T127,T127,Ian Poulter,73,70.71,1485,21
127,T127,T127,Xinjun Zhang,81,70.71,990,14
128,T129,T129,Chesson Hadley,103,70.73,2122,30
129,T129,T129,Rob Oppenheim,74,70.73,1556,22
130,131,131,Sean O'Hair,67,70.74,1344,19
131,132,132,Jason Day,75,70.75,849,12
132,T133,T133,Branden Grace,67,70.77,1557,22
133,T133,T133,Ethan Tracy,72,70.77,1557,22
134,T135,T135,William McGirt,84,70.81,1841,26
135,T135,T135,Nick Taylor,94,70.81,1841,26
136,137,137,Kyle Thompson,50,70.83,850,12
137,T138,T138,Tom Lovelady,87,70.87,1630,23
138,T138,T138,Pat Perez,82,70.87,1630,23
139,T140,T140,Brooks Koepka,64,70.88,1134,16
140,T140,T140,Ben Martin,64,70.88,1134,16
141,142,142,Johnson Wagner,75,70.95,1348,19
142,143,143,Anirban Lahiri,82,70.96,1987,28
143,T144,T144,Billy Hurley III,70,71.0,1207,17
144,T144,T144,Louis Oosthuizen,62,71.0,710,10
145,T144,T144,"Ted Potter, Jr.",87,71.0,2343,33
146,T144,T144,Bubba Watson,90,71.0,1278,18
147,148,148,Si Woo Kim,108,71.03,2202,31
148,T149,T149,Roberto Díaz,72,71.05,1421,20
149,T149,T149,Rod Pampling,62,71.05,1492,21
150,151,151,Hudson Swafford,73,71.07,1990,28
151,152,152,Robert Streb,78,71.08,1848,26
152,153,153,Stephan Jaeger,81,71.09,1564,22
153,154,154,Ben Crane,65,71.17,1281,18
154,155,155,Kevin Chappell,77,71.19,1922,27
155,156,156,Harris English,84,71.22,1638,23
156,157,157,Shane Lowry,64,71.26,1924,27
157,T158,T158,Martin Piller,79,71.3,1426,20
158,T158,T158,Charl Schwartzel,65,71.3,1640,23
159,T158,T158,Tyrone Van Aswegen,101,71.3,2139,30
160,T158,T158,Jimmy Walker,81,71.3,2139,30
161,T162,T162,Kevin Kisner,89,71.32,1569,22
162,T162,T162,Andrew Landry,82,71.32,1783,25
163,T164,T164,Michael Kim,74,71.33,1284,18
164,T164,T164,Kelly Kraft,94,71.33,1712,24
165,T166,T166,Brice Garnett,99,71.43,2143,30
166,T166,T166,Brian Harman,94,71.43,2143,30
167,168,168,Matt Jones,70,71.47,1215,17
168,169,169,Wesley Bryan,69,71.48,1930,27
169,170,170,Martin Flores,92,71.49,2502,35
170,171,171,Jonas Blixt,67,71.5,1716,24
171,172,172,Greg Chalmers,56,71.53,1216,17
172,173,173,J.J. Henry,81,71.55,2075,29
173,174,174,Sung Kang,89,71.59,1933,27
174,175,175,Derek Fathauer,84,71.64,1003,14
175,176,176,Xander Schauffele,96,71.71,1721,24
176,177,177,Harold Varner III,91,71.72,1793,25
177,T178,T178,Kiradech Aphibarnrat,51,71.8,1436,20
178,T178,T178,Jhonattan Vegas,92,71.8,2154,30
179,180,180,Whee Kim,93,71.81,1939,27
180,181,181,Brendan Steele,74,71.86,1581,22
181,182,182,Satoshi Kodaira,51,71.94,1151,16
182,183,183,Dominic Bozzelli,65,71.95,1439,20
183,184,184,Matt Every,79,72.0,2088,29
184,185,185,Jonathan Randolph,71,72.08,1802,25
185,186,186,Retief Goosen,60,72.11,649,9
186,187,187,Cody Gribble,71,72.29,1012,14
187,188,188,Andrew Yun,51,72.33,868,12
188,189,189,D.A. Points,63,72.43,1666,23
189,190,190,Cameron Tringale,67,72.44,1304,18
190,191,191,Zecheng Dou,53,72.57,1016,14
191,192,192,Grayson Murray,72,72.67,1744,24
192,193,193,Matt Atkins,56,73.89,665,9
