,All-Around_Ranking_RANK THIS WEEK,All-Around_Ranking_RANK LAST WEEK,All-Around_Ranking_PLAYER NAME,All-Around_Ranking_EVENTS,All-Around_Ranking_TOTAL
52,53,53,Robert Allenby,29,597
53,54,54,Olin Browne,30,598
54,55,55,Briny Baird,31,600
55,56,56,Chris Riley,30,601
56,T57,T57,"David Berganio, Jr.",25,603
57,T57,T57,Greg Chalmers,27,603
58,T57,T57,Brian Watts,16,603
59,60,60,Chris Smith,30,606
60,61,61,Jonathan Kaye,33,608
61,62,62,Bob May,25,611
62,63,63,Jeff Maggert,27,612
63,64,64,Donnie Hammond,14,614
64,65,65,Fred Couples,19,627
65,66,66,Fred Funk,33,631
66,67,67,Lee Janzen,29,633
67,68,68,Bernhard Langer,17,636
68,T69,T69,Bob Burns,29,640
69,T69,T69,Paul Stankowski,27,640
70,71,71,John Riegger,27,648
71,72,72,John Huston,20,649
72,73,73,José Coceres,19,652
73,74,74,Craig Parry,22,667
74,75,75,Glen Day,28,670
75,76,76,Brent Geiberger,25,674
76,77,77,Harrison Frazar,25,679
77,T78,T78,Mike Sposa,29,681
78,T78,T78,Steve Stricker,20,681
79,80,80,David Peoples,31,693
80,T81,T81,Craig Barlow,23,718
81,T81,T81,J.J. Henry,28,718
82,T81,T81,Craig Perks,30,718
83,84,84,Tim Herron,29,726
84,85,85,Tom Byrum,27,727
85,86,86,Kaname Yokoo,27,742
86,87,87,Jay Don Blake,31,747
87,88,88,Brent Schwarzrock,20,748
88,89,89,Jim Carter,28,750
89,90,90,K.J. Choi,29,754
90,91,91,Neal Lancaster,36,761
91,T92,T92,Tom Pernice Jr.,33,766
92,T92,T92,Grant Waite,28,766
93,T94,T94,Billy Andrade,27,772
94,T94,T94,Steve Elkington,20,772
95,96,96,Joe Ogilvie,34,774
96,97,97,Geoff Ogilvy,23,775
97,98,98,Rich Beem,31,787
98,99,99,Dennis Paulson,25,790
99,100,100,Len Mattiace,30,792
100,101,101,J.L. Lewis,31,793
101,102,102,Rory Sabbatini,23,796
102,103,103,Joey Sindelar,25,800
103,104,104,José María Olazábal,15,803
104,105,105,Carlos Franco,27,809
105,106,106,Frank Nobilo,28,810
106,107,107,Scott Dunlap,28,812
107,108,108,Loren Roberts,25,847
108,109,109,Tommy Tolles,31,851
109,T110,T110,Per-Ulrik Johansson,29,857
110,T110,T110,Ian Leggatt,29,857
111,T112,T112,Brad Elder,35,858
112,T112,T112,Jason Gore,30,858
113,T112,T112,Jay Williamson,35,858
114,115,115,Glen Hnatiuk,31,862
115,T116,T116,Dan Forsman,25,869
116,T116,T116,Carl Paulson,31,869
117,118,118,Jim McGovern,21,872
118,119,119,Bradley Hughes,33,874
119,120,120,Robert Damron,27,878
120,121,121,Jerry Smith,31,879
121,122,122,Corey Pavin,22,880
122,123,123,Lee Porter,30,881
123,124,124,Brian Wilson,31,886
124,125,125,Matt Gogel,26,887
125,126,126,Blaine McCallister,28,888
126,127,127,Danny Ellis,27,893
127,128,128,Garrett Willis,33,903
128,T129,T129,Marco Dawson,19,904
129,T129,T129,Esteban Toledo,36,904
130,131,131,Chris Perry,26,907
131,132,132,Gabriel Hjertstedt,30,910
132,133,133,J.P. Hayes,23,914
133,134,134,Michael Clark II,30,920
134,135,135,Ronnie Black,17,921
135,136,136,Tommy Armour III,32,924
136,137,137,Michael Muehr,32,925
137,T138,T138,David Frost,27,927
138,T138,T138,Tripp Isenhour,31,927
139,T138,T138,David Morland IV,29,927
140,141,141,Andrew McLardy,26,933
141,142,142,Duffy Waldorf,27,944
142,143,143,Brandel Chamblee,23,947
143,T144,T144,Mathew Goggin,33,951
144,T144,T144,Craig Kanada,28,951
145,146,146,Paul Gow,27,960
146,147,147,Andrew Magee,31,974
147,148,148,Scott Simpson,22,982
148,149,149,Mark O'Meara,21,984
149,150,150,Jeff Hart,28,991
150,151,151,Ben Bates,18,992
151,152,152,Greg Kraft,33,1006
152,153,153,Fulton Allem,21,1010
153,154,154,Spike McRoy,31,1014
154,155,155,Jeff Brehaut,26,1018
155,156,156,Bill Glasson,26,1023
156,157,157,Richie Coughlan,26,1030
157,158,158,Steve Jones,25,1032
158,159,159,Shaun Micheel,34,1033
159,160,160,Woody Austin,34,1035
160,161,161,Ted Tryba,33,1036
161,T162,T162,Brian Henninger,29,1048
162,T162,T162,Willie Wood,16,1048
163,164,164,Larry Mize,24,1049
164,165,165,Hunter Haas,30,1050
165,T166,T166,Steve Allan,31,1063
166,T166,T166,Paul Goydos,29,1063
167,T166,T166,Cliff Kresge,31,1063
168,169,169,Mark Wiebe,24,1068
169,170,170,Kevin Johnson,32,1075
170,171,171,Chris Tidland,29,1080
171,172,172,Mark Brooks,27,1082
172,173,173,Robert Gamez,22,1084
173,174,174,Dicky Pride,27,1085
174,175,175,Steve Pate,30,1091
175,176,176,Robin Freeman,34,1102
176,177,177,Pete Jordan,36,1104
177,178,178,Mark Hensby,29,1137
178,179,179,Jimmy Green,33,1152
179,180,180,Jean Van de Velde,17,1175
180,181,181,Kelly Grunewald,27,1179
181,182,182,Jeremy Anderson,28,1181
182,183,183,Doug Barron,25,1189
183,184,184,Franklin Langham,22,1208
184,185,185,Kent Jones,28,1232
185,186,186,Doug Dunakey,32,1235
186,187,187,Gary Nicklaus,34,1236
187,188,188,"Dave Stockton, Jr.",21,1267
188,189,189,Rocky Walcher,26,1275
189,190,190,Tom Scherrer,28,1313
190,191,191,Ben Ferguson,30,1340
191,192,192,Sean Murphy,27,1352
192,193,193,Keith Clearwater,23,1377
193,194,194,Jeff Julian,22,1381
