,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
74,T75,T75,Eric Axley,113,162.4,6528894.0,1117
75,T75,T75,Mark Calcavecchia,67,162.4,3472912.0,594
76,T75,T75,Tag Ridings,88,162.4,5179452.0,886
77,T75,T75,Kevin Streelman,114,162.4,6427018.0,1099
78,T75,T75,Omar Uresti,74,162.4,4313683.0,738
79,T75,T75,Tim Wilkinson,95,162.4,5606667.0,959
80,T81,T81,Billy Andrade,71,162.5,4152235.0,710
81,T81,T81,Todd Demsey,80,162.5,4768513.0,815
82,T81,T81,Tommy Gainey,60,162.5,2785251.0,476
83,T81,T81,Kent Jones,68,162.5,3680045.0,629
84,T81,T81,Will MacKenzie,62,162.5,3843314.0,657
85,T81,T81,Steve Marino,119,162.5,7008396.0,1198
86,T81,T81,Geoff Ogilvy,65,162.5,3404968.0,582
87,T81,T81,Ted Purdy,68,162.5,4112005.0,703
88,89,89,Woody Austin,109,162.6,5900396.0,1008
89,T90,T90,Rich Beem,90,162.7,5237676.0,894
90,T90,T90,Freddie Jacobson,78,162.7,4256898.0,727
91,T90,T90,Jerry Kelly,89,162.7,5182572.0,885
92,T90,T90,Matt Kuchar,88,162.7,4948963.0,845
93,T90,T90,Justin Leonard,101,162.7,4968376.0,848
94,T95,T95,Stuart Appleby,87,162.8,4536814.0,774
95,T95,T95,Charles Howell III,101,162.8,5924675.0,1011
96,T95,T95,Jeff Maggert,86,162.8,5191432.0,886
97,T98,T98,Charley Hoffman,94,162.9,5675802.0,968
98,T98,T98,Trevor Immelman,70,162.9,3612654.0,616
99,T98,T98,Michael Letzig,88,162.9,4815112.0,821
100,T98,T98,Jeff Overton,103,162.9,5950776.0,1015
101,T102,T102,Brad Elder,67,163.0,3780009.0,644
102,T102,T102,Ernie Els,51,163.0,2323496.0,396
103,T104,T104,Cliff Kresge,84,163.1,4909555.0,836
104,T104,T104,John Rollins,94,163.1,5373417.0,915
105,T106,T106,Bob Estes,90,163.2,6031999.0,1027
106,T106,T106,Chris Stroud,81,163.2,4518564.0,769
107,T106,T106,Nick Watney,96,163.2,5618006.0,956
108,T106,T106,Mike Weir,88,163.2,4589580.0,781
109,T110,T110,Mathias Grönberg,87,163.3,5003755.0,851
110,T110,T110,Matt Jones,95,163.3,5566346.0,947
111,T110,T110,Nick O'Hern,82,163.3,4954521.0,843
112,T113,T113,Ben Curtis,80,163.4,4393827.0,747
113,T113,T113,Bill Haas,99,163.4,5999776.0,1020
114,T113,T113,Frank Lickliter II,107,163.4,6590191.0,1120
115,T113,T113,Kevin Na,97,163.4,6153920.0,1046
116,T113,T113,Bob Tway,70,163.4,3864488.0,657
117,T113,T113,Charlie Wi,97,163.4,6124414.0,1041
118,T119,T119,Stewart Cink,87,163.5,4214210.0,716
119,T119,T119,Paul Goydos,78,163.5,4562001.0,775
120,T119,T119,Anthony Kim,81,163.5,4267071.0,725
121,T119,T119,Troy Matteson,94,163.5,5858279.0,995
122,T119,T119,Tom Pernice Jr.,104,163.5,6580358.0,1118
123,T119,T119,Jeff Quinney,87,163.5,4892430.0,831
124,T125,T125,Joe Durant,92,163.6,5172073.0,878
125,T125,T125,Padraig Harrington,52,163.6,2096062.0,356
126,T125,T125,Jon Mills,95,163.6,5276245.0,896
127,T125,T125,Rod Pampling,83,163.6,4539860.0,771
128,T125,T125,Jin Park,85,163.6,4711851.0,800
129,T125,T125,Marc Turnesa,87,163.6,5065102.0,860
130,T131,T131,Brian Gay,102,163.7,6027457.0,1023
131,T131,T131,Jason Gore,94,163.7,5533113.0,939
132,T131,T131,John Mallinger,95,163.7,5603976.0,951
133,T131,T131,Chris Riley,51,163.7,2829061.0,480
134,T135,T135,Steve Allan,58,163.8,3072901.0,521
135,T135,T135,Dudley Hart,74,163.8,4547128.0,771
136,T137,T137,Brad Adamonis,87,163.9,5069598.0,859
137,T137,T137,Ken Duke,116,163.9,6946438.0,1177
138,T137,T137,Chez Reavie,102,163.9,6203101.0,1051
139,T140,T140,Mathew Goggin,91,164.0,5655657.0,958
140,T140,T140,Brett Quigley,80,164.0,5090430.0,862
141,T140,T140,Adam Scott,51,164.0,2232173.0,378
142,T140,T140,Y.E. Yang,89,164.0,5377413.0,911
143,T144,T144,Bart Bryant,81,164.1,4756009.0,805
144,T144,T144,Chad Campbell,94,164.1,5570873.0,943
145,T144,T144,Gavin Coles,54,164.1,3107254.0,526
146,T144,T144,Ben Crane,86,164.1,5109541.0,865
147,T144,T144,Ryuji Imada,80,164.1,4708136.0,797
148,T144,T144,Peter Lonard,92,164.1,5445895.0,922
149,T144,T144,Dean Wilson,109,164.1,6337022.0,1073
150,151,151,Kenny Perry,97,164.2,6153356.0,1041
151,152,152,Kenneth Ferrie,72,164.3,4028202.0,681
152,T153,T153,David Duval,51,164.4,2627887.0,444
153,T153,T153,Richard Johnson,77,164.4,4546330.0,768
154,T153,T153,Scott Verplank,82,164.4,4481097.0,757
155,T156,T156,Paul Casey,55,164.5,2285462.0,386
156,T156,T156,Tom Lehman,51,164.5,2611658.0,441
157,T156,T156,Carl Pettersson,110,164.5,6524537.0,1102
158,T159,T159,Briny Baird,113,164.6,6884356.0,1162
159,T159,T159,Alejandro Cañizares,52,164.6,2766873.0,467
160,T159,T159,Pat Perez,93,164.6,5149890.0,869
161,T162,T162,Ángel Cabrera,55,164.7,2561904.0,432
162,T162,T162,Jason Day,81,164.7,5175665.0,873
163,T162,T162,Nick Flanagan,89,164.7,5200256.0,877
164,T162,T162,Phil Mickelson,80,164.7,3949437.0,666
165,T166,T166,Robert Garrigus,90,165.0,5475374.0,922
166,T166,T166,Shigeki Maruyama,50,165.0,2951849.0,497
167,T166,T166,Bubba Watson,97,165.0,5237847.0,882
168,169,169,Retief Goosen,59,165.1,2906436.0,489
169,T170,T170,Brian Davis,108,165.2,6929913.0,1165
170,T170,T170,Scott McCarron,63,165.2,3639402.0,612
171,T172,T172,Martin Laird,98,165.3,5588008.0,939
172,T172,T172,John Senden,93,165.3,5719386.0,961
173,174,174,Jim Furyk,95,165.5,5285969.0,887
174,175,175,K.J. Choi,74,165.6,3880634.0,651
175,176,176,Jonathan Byrd,88,165.7,5184437.0,869
176,T177,T177,James Driscoll,85,165.8,5114972.0,857
177,T177,T177,Charles Warren,79,165.8,4859702.0,814
178,T179,T179,Chad Collins,72,165.9,4276421.0,716
179,T179,T179,Steve Lowery,74,165.9,4492078.0,752
180,T181,T181,Nathan Green,95,166.0,6065266.0,1015
181,T181,T181,Ryan Moore,72,166.0,4224346.0,707
182,183,183,Kevin Sutherland,98,166.1,6217651.0,1040
183,184,184,Camilo Villegas,79,166.2,4075443.0,681
184,T185,T185,Aaron Baddeley,76,166.4,4032534.0,673
185,T185,T185,Billy Mayfair,103,166.4,6860663.0,1145
186,T185,T185,Jesper Parnevik,88,166.4,4971203.0,830
187,T185,T185,Nicholas Thompson,113,166.4,6265376.0,1046
188,189,189,Rocco Mediate,87,166.5,4856547.0,810
189,190,190,Johnson Wagner,83,166.6,4504796.0,751
190,191,191,Paul Claxton,63,166.7,3480423.0,580
191,192,192,Hunter Mahan,87,167.0,4960015.0,825
192,193,193,Jimmy Walker,73,167.1,4210960.0,700
193,194,194,Sergio Garcia,72,167.4,3790931.0,629
194,195,195,D.J. Trahan,94,167.6,5308693.0,880
195,196,196,Corey Pavin,69,168.4,3940989.0,650
196,197,197,Robert Allenby,108,171.1,6161369.0,1000
