,Par_5_Going_for_the_Green_RANK THIS WEEK,Par_5_Going_for_the_Green_RANK LAST WEEK,Par_5_Going_for_the_Green_PLAYER NAME,Par_5_Going_for_the_Green_ROUNDS,Par_5_Going_for_the_Green_%,Par_5_Going_for_the_Green_ATTEMPTS,Par_5_Going_for_the_Green_NON-ATTEMPTS
128,129,129,Patrick Sheehan,124,40.88,130,188
129,130,130,Robert Gamez,79,40.83,89,129
130,131,131,Stephen Ames,83,40.82,80,116
131,132,132,Tom Scherrer,56,40.54,60,88
132,133,133,Brett Rumford,72,40.1,77,115
133,134,134,Alex Cejka,75,40.0,74,111
134,135,135,Cody Freeman,66,39.88,69,104
135,136,136,Jeff Gove,50,39.85,53,80
136,137,137,Bob Tway,70,39.77,70,106
137,138,138,Tim Wilkinson,95,39.69,102,155
138,139,139,Briny Baird,113,39.38,115,177
139,140,140,J.J. Henry,108,39.33,118,182
140,141,141,Tom Pernice Jr.,104,39.24,113,175
141,142,142,Ben Curtis,80,39.13,72,112
142,143,143,Zach Johnson,85,39.01,87,136
143,144,144,Marc Turnesa,87,39.0,94,147
144,145,145,Cliff Kresge,84,38.74,86,136
145,146,146,Geoff Ogilvy,65,38.31,59,95
146,147,147,Marco Dawson,64,38.2,68,110
147,148,148,Steve Flesch,95,38.17,100,162
148,149,149,Bob Estes,90,38.06,102,166
149,150,150,Richard Johnson,60,37.96,52,85
150,151,151,Freddie Jacobson,78,37.89,72,118
151,152,152,Billy Andrade,71,37.84,70,115
152,153,153,Brian Davis,108,37.82,118,194
153,154,154,Jerry Kelly,89,37.73,83,137
154,155,155,Lee Janzen,89,37.5,93,155
155,156,156,Chris Riley,51,37.21,48,81
156,157,157,Justin Bolli,87,36.97,88,150
157,158,158,John Mallinger,95,36.95,92,157
158,159,159,Cameron Beckman,87,36.4,87,152
159,160,160,Kyle Thompson,70,36.31,65,114
160,161,161,Omar Uresti,74,36.14,73,129
161,162,162,Ryuji Imada,80,35.87,80,143
162,163,163,Todd Hamilton,92,35.83,86,154
163,164,164,Glen Day,64,35.37,58,106
164,165,165,J.P. Hayes,67,35.08,67,124
165,166,166,Chez Reavie,102,34.93,95,177
166,167,167,Steve Elkington,84,34.76,81,152
167,168,168,Justin Leonard,101,34.43,73,139
168,169,169,Trevor Immelman,70,34.21,52,100
169,170,170,Chris DiMarco,87,34.17,82,158
170,171,171,Dean Wilson,109,33.8,97,190
171,172,172,Ian Poulter,51,33.33,36,72
172,173,173,Scott Sterling,89,33.19,78,157
173,174,174,Dudley Hart,74,32.83,65,133
174,175,175,Doug LaBelle II,65,32.65,48,99
175,176,176,Shigeki Maruyama,50,32.33,43,90
176,177,177,Jim McGovern,75,31.87,58,124
177,178,178,Paul Claxton,63,31.85,50,107
178,179,179,Tim Clark,90,31.68,64,138
179,180,180,Shane Bertsch,96,31.39,86,188
180,181,181,Jay Williamson,96,31.2,78,172
181,182,182,Bart Bryant,81,31.12,61,135
182,183,183,Jeff Quinney,87,30.77,72,162
183,184,184,Tommy Armour III,77,29.84,57,134
184,185,185,Craig Kanada,65,27.88,46,119
185,186,186,Matt Kuchar,88,27.78,60,156
186,187,187,Paul Goydos,78,27.67,57,149
187,188,188,Ron Whittaker,54,26.98,34,92
188,189,189,Jin Park,85,26.96,62,168
189,190,190,Heath Slocum,104,26.79,71,194
190,191,191,Olin Browne,77,26.34,54,151
191,192,192,Brian Gay,102,26.21,65,183
192,193,193,Greg Kraft,63,24.54,40,123
193,194,194,Nick O'Hern,82,22.91,52,175
194,195,195,Corey Pavin,69,22.36,36,125
195,196,196,Gavin Coles,54,21.58,30,109
196,197,197,Stephen Leaney,53,17.61,25,117
