,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
49,T50,T50,Ben Curtis,80,"42' 2""",89610,177,7467.5,21.0
50,T50,T50,Joe Durant,92,"42' 2""",109401,216,9116.75,35.0
51,T52,T52,Justin Leonard,101,"42' 3""",112030,221,9335.833,28.0
52,T52,T52,Steve Marino,119,"42' 3""",179033,353,14919.417,39.0
53,T52,T52,Jon Mills,95,"42' 3""",143374,283,11947.833,33.0
54,T52,T52,Brenden Pappas,66,"42' 3""",109022,215,9085.167,24.0
55,T52,T52,Jeff Quinney,87,"42' 3""",121159,239,10096.583,50.0
56,T52,T52,Kevin Sutherland,98,"42' 3""",162815,321,13567.917,40.0
57,T52,T52,Y.E. Yang,89,"42' 3""",138402,273,11533.5,58.0
58,T59,T59,Bill Haas,99,"42' 4""",180449,355,15037.417,25.0
59,T59,T59,Brett Rumford,72,"42' 4""",120360,237,10030.0,27.0
60,T61,T61,Briny Baird,113,"42' 5""",159919,314,13326.583,34.0
61,T61,T61,Richard Johnson,77,"42' 5""",154865,304,12905.417,42.0
62,T63,T63,Matt Kuchar,88,"42' 6""",119327,234,9943.917,37.0
63,T63,T63,Ryan Palmer,69,"42' 6""",103589,203,8632.417,25.0
64,T65,T65,Kent Jones,68,"42' 7""",80685,158,6723.75,38.0
65,T65,T65,Travis Perkins,53,"42' 7""",90440,177,7536.6669999999995,33.0
66,T65,T65,Charles Warren,79,"42' 7""",124744,244,10395.333,54.0
67,T68,T68,Shane Bertsch,96,"42' 8""",128403,251,10700.25,32.0
68,T68,T68,Brian Gay,102,"42' 8""",120353,235,10029.417,34.0
69,T68,T68,Jason Gore,94,"42' 8""",125854,246,10487.833,49.0
70,T68,T68,Steve Lowery,74,"42' 8""",125993,246,10499.417,33.0
71,T68,T68,Vaughn Taylor,103,"42' 8""",163812,320,13651.0,54.0
72,T68,T68,Bo Van Pelt,101,"42' 8""",180376,352,15031.333,54.0
73,T74,T74,Ian Poulter,51,"42' 9""",68224,133,5685.3330000000005,10.0
74,T74,T74,Patrick Sheehan,124,"42' 9""",161688,315,13474.0,41.0
75,T74,T74,Kevin Streelman,114,"42' 9""",185201,361,15433.417,37.0
76,77,77,Rich Beem,90,"42' 10""",125971,245,10497.583,36.0
77,T78,T78,Omar Uresti,74,"43' 0""",88260,171,7355.0,23.0
78,T78,T78,Ron Whittaker,54,"43' 0""",54204,105,4517.0,24.0
79,T80,T80,Fred Couples,60,"43' 1""",109507,212,9125.583,17.0
80,T80,T80,Nick Watney,96,"43' 1""",172109,333,14342.417,39.0
81,T80,T80,Bubba Watson,97,"43' 1""",175874,340,14656.167,19.0
82,T80,T80,Boo Weekley,86,"43' 1""",120043,232,10003.583,36.0
83,T84,T84,Ken Duke,116,"43' 2""",211667,409,17638.917,65.0
84,T84,T84,Tom Scherrer,56,"43' 2""",76146,147,6345.5,36.0
85,T86,T86,Todd Hamilton,92,"43' 3""",108495,209,9041.25,40.0
86,T86,T86,Mark Hensby,71,"43' 3""",126598,244,10549.833,35.0
87,T86,T86,Richard Johnson,60,"43' 3""",102763,198,8563.583,32.0
88,T89,T89,Nick Flanagan,89,"43' 4""",146637,282,12219.75,47.0
89,T89,T89,John Riegger,73,"43' 4""",104574,201,8714.5,27.0
90,T89,T89,Nicholas Thompson,113,"43' 4""",165776,319,13814.667,54.0
91,T89,T89,Jay Williamson,96,"43' 4""",118001,227,9833.417,48.0
92,T93,T93,Tommy Gainey,60,"43' 5""",84331,162,7027.5830000000005,39.0
93,T93,T93,John Mallinger,95,"43' 5""",134532,258,11211.0,37.0
94,T95,T95,Jeff Overton,103,"43' 6""",211350,405,17612.5,37.0
95,T95,T95,Bob Tway,70,"43' 6""",96136,184,8011.3330000000005,17.0
96,T97,T97,Ernie Els,51,"43' 7""",69082,132,5756.8330000000005,27.0
97,T97,T97,Stephen Leaney,53,"43' 7""",65847,126,5487.25,36.0
98,T97,T97,David Toms,70,"43' 7""",94071,180,7839.25,16.0
99,T100,T100,Stuart Appleby,87,"43' 8""",137406,262,11450.5,30.0
100,T100,T100,James Driscoll,85,"43' 8""",178187,340,14848.917,47.0
101,T100,T100,Scott Sterling,89,"43' 8""",125181,239,10431.75,21.0
102,T103,T103,Ángel Cabrera,55,"43' 9""",101852,194,8487.667,33.0
103,T103,T103,Brian Davis,108,"43' 9""",137616,262,11468.0,41.0
104,T103,T103,Robert Gamez,79,"43' 9""",98149,187,8179.0830000000005,50.0
105,T103,T103,Dustin Johnson,92,"43' 9""",190970,364,15914.167,45.0
106,T107,T107,Chad Campbell,94,"43' 10""",142413,271,11867.75,41.0
107,T107,T107,Dean Wilson,109,"43' 10""",175839,334,14653.25,46.0
108,T109,T109,Craig Kanada,65,"43' 11""",88462,168,7371.8330000000005,47.0
109,T109,T109,Hunter Mahan,87,"43' 11""",120103,228,10008.583,45.0
110,T109,T109,Jim McGovern,75,"43' 11""",119639,227,9969.917,38.0
111,T109,T109,Tim Petrovic,97,"43' 11""",141321,268,11776.75,31.0
112,T109,T109,Jimmy Walker,73,"43' 11""",147618,280,12301.5,30.0
113,114,114,J.J. Henry,108,"44' 1""",160841,304,13403.417,40.0
114,115,115,Phil Mickelson,80,"44' 2""",133501,252,11125.083,13.0
115,T116,T116,Carlos Franco,73,"44' 3""",125883,237,10490.25,32.0
116,T116,T116,Will MacKenzie,62,"44' 3""",100962,190,8413.5,42.0
117,T118,T118,Billy Andrade,71,"44' 5""",126972,238,10581.0,48.0
118,T118,T118,Robert Garrigus,90,"44' 5""",191501,359,15958.417,47.0
119,T118,T118,Tom Lehman,51,"44' 5""",67663,127,5638.5830000000005,19.0
120,T118,T118,Parker McLachlin,88,"44' 5""",153494,288,12791.167,10.0
121,T118,T118,Steve Stricker,75,"44' 5""",122627,230,10218.917,17.0
122,T123,T123,Jason Day,81,"44' 6""",142574,267,11881.167,41.0
123,T123,T123,Sergio Garcia,72,"44' 6""",115435,216,9619.583,13.0
124,T123,T123,Tom Pernice Jr.,104,"44' 6""",181701,340,15141.75,52.0
125,T123,T123,Chris Riley,51,"44' 6""",66244,124,5520.3330000000005,18.0
126,T127,T127,Martin Laird,98,"44' 7""",161420,302,13451.667,42.0
127,T127,T127,Jin Park,85,"44' 7""",111725,209,9310.417,37.0
128,T127,T127,Pat Perez,93,"44' 7""",129922,243,10826.833,28.0
129,T130,T130,Lucas Glover,91,"44' 8""",162375,303,13531.25,52.0
130,T130,T130,Scott McCarron,63,"44' 8""",83140,155,6928.3330000000005,21.0
131,T130,T130,Charlie Wi,97,"44' 8""",143240,267,11936.667,30.0
132,T133,T133,Nathan Green,95,"44' 9""",182154,339,15179.5,42.0
133,T133,T133,Mike Weir,88,"44' 9""",120741,225,10061.75,11.0
134,T135,T135,Brad Adamonis,87,"44' 10""",174865,325,14572.083,54.0
135,T135,T135,Olin Browne,77,"44' 10""",81706,152,6808.8330000000005,53.0
136,T135,T135,Davis Love III,78,"44' 10""",129664,241,10805.333,21.0
137,T138,T138,Rocco Mediate,87,"44' 11""",116472,216,9706.0,28.0
138,T138,T138,Tim Wilkinson,95,"44' 11""",155115,288,12926.25,49.0
139,T140,T140,George McNeill,97,"45' 1""",182713,338,15226.083,54.0
140,T140,T140,Camilo Villegas,79,"45' 1""",119063,220,9921.917,29.0
141,142,142,Rod Pampling,83,"45' 2""",122538,226,10211.5,46.0
142,T143,T143,Troy Matteson,94,"45' 3""",171003,315,14250.25,51.0
143,T143,T143,Brett Quigley,80,"45' 3""",147639,272,12303.25,28.0
144,T143,T143,Tag Ridings,88,"45' 3""",176969,326,14747.417,56.0
145,T143,T143,Brandt Snedeker,85,"45' 3""",143255,264,11937.917,30.0
146,T147,T147,David Duval,51,"45' 5""",86598,159,7216.5,29.0
147,T147,T147,Brad Elder,67,"45' 5""",106329,195,8860.75,30.0
148,T147,T147,Billy Mayfair,103,"45' 5""",139397,256,11616.417,21.0
149,T150,T150,Kenneth Ferrie,72,"45' 6""",99290,182,8274.167,31.0
150,T150,T150,Anthony Kim,81,"45' 6""",136447,250,11370.583,6.0
151,T152,T152,Bart Bryant,81,"45' 7""",99595,182,8299.583,38.0
152,T152,T152,Alejandro Cañizares,52,"45' 7""",87483,160,7290.25,19.0
153,T152,T152,Retief Goosen,59,"45' 7""",82566,151,6880.5,41.0
154,T152,T152,Ryuji Imada,80,"45' 7""",145515,266,12126.25,45.0
155,156,156,Jonathan Byrd,88,"45' 8""",119552,218,9962.667,28.0
156,T157,T157,Jason Allred,63,"45' 9""",117970,215,9830.833,39.0
157,T157,T157,Jeff Gove,50,"45' 9""",60369,110,5030.75,27.0
158,T159,T159,Greg Kraft,63,"45' 10""",75341,137,6278.4169999999995,31.0
159,T159,T159,Jeff Maggert,86,"45' 10""",141266,257,11772.167,55.0
160,T159,T159,Rory Sabbatini,77,"45' 10""",123854,225,10321.167,46.0
161,T162,T162,Chad Collins,72,"46' 0""",132554,240,11046.167,41.0
162,T162,T162,Cliff Kresge,84,"46' 0""",137988,250,11499.0,54.0
163,T162,T162,Shigeki Maruyama,50,"46' 0""",95577,173,7964.75,39.0
164,T165,T165,J.B. Holmes,86,"46' 1""",175418,317,14618.167,35.0
165,T165,T165,Trevor Immelman,70,"46' 1""",103952,188,8662.667,38.0
166,T165,T165,Chris Stroud,81,"46' 1""",114375,207,9531.25,40.0
167,168,168,Marco Dawson,64,"46' 2""",102000,184,8500.0,52.0
168,T169,T169,Doug LaBelle II,65,"46' 3""",86046,155,7170.5,20.0
169,T169,T169,John Merrick,98,"46' 3""",140915,254,11742.917,41.0
170,T171,T171,Robert Allenby,108,"46' 4""",150157,270,12513.083,39.0
171,T171,T171,Eric Axley,113,"46' 4""",207781,374,17315.083,71.0
172,T171,T171,Lee Janzen,89,"46' 4""",133943,241,11161.917,37.0
173,174,174,Tim Herron,97,"46' 5""",186200,334,15516.667,42.0
174,T175,T175,Paul Casey,55,"46' 6""",67505,121,5625.4169999999995,29.0
175,T175,T175,Jesper Parnevik,88,"46' 6""",149989,269,12499.083,45.0
176,T177,T177,Freddie Jacobson,78,"46' 9""",127276,227,10606.333,31.0
177,T177,T177,Ryan Moore,72,"46' 9""",116688,208,9724.0,36.0
178,T179,T179,Cameron Beckman,87,"46' 11""",124531,221,10377.583,40.0
179,T179,T179,Glen Day,64,"46' 11""",113632,202,9469.333,33.0
180,181,181,Peter Lonard,92,"47' 1""",142309,252,11859.083,28.0
181,182,182,Johnson Wagner,83,"47' 2""",144956,256,12079.667,50.0
182,183,183,Mathias Grönberg,87,"47' 4""",169711,299,14142.583,55.0
183,T184,T184,David Lutterus,59,"47' 6""",104228,183,8685.667,41.0
184,T184,T184,Kevin Na,97,"47' 6""",161273,283,13439.417,44.0
185,186,186,Jim Furyk,95,"47' 7""",119323,209,9943.583,31.0
186,187,187,Todd Demsey,80,"47' 8""",140225,245,11685.417,38.0
187,188,188,Mark Wilson,107,"47' 10""",169911,296,14159.25,48.0
188,189,189,Marc Turnesa,87,"47' 11""",150186,261,12515.5,33.0
189,T190,T190,Mathew Goggin,91,"48' 0""",157269,273,13105.75,28.0
190,T190,T190,Jerry Kelly,89,"48' 0""",138213,240,11517.75,24.0
191,192,192,Matt Jones,95,"48' 2""",205859,356,17154.917,49.0
192,193,193,K.J. Choi,74,"48' 7""",125852,216,10487.667,28.0
193,194,194,Corey Pavin,69,"49' 6""",94499,159,7874.9169999999995,26.0
194,195,195,Aaron Baddeley,76,"50' 0""",136112,227,11342.667,23.0
195,196,196,J.P. Hayes,67,"51' 7""",137931,223,11494.25,34.0
196,197,197,Paul Claxton,63,"52' 1""",95695,153,7974.5830000000005,38.0
