,Approaches_Left_Rough_RTP_Score_RANK THIS WEEK,Approaches_Left_Rough_RTP_Score_RANK LAST WEEK,Approaches_Left_Rough_RTP_Score_PLAYER NAME,Approaches_Left_Rough_RTP_Score_ROUNDS,Approaches_Left_Rough_RTP_Score_AVG RTP
71,T71,T71,Brenden Pappas,66,0.136
72,73,73,Ryuji Imada,80,0.13699999999999998
73,T74,T74,Fred Couples,60,0.138
74,T74,T74,Ryan Palmer,69,0.138
75,T74,T74,Rod Pampling,83,0.138
76,T77,T77,Jim Furyk,95,0.14300000000000002
77,T77,T77,Tim Wilkinson,95,0.14300000000000002
78,T79,T79,Cody Freeman,66,0.14400000000000002
79,T79,T79,Freddie Jacobson,78,0.14400000000000002
80,T81,T81,Brian Gay,102,0.145
81,T81,T81,Chris Riley,51,0.145
82,T81,T81,Brandt Snedeker,85,0.145
83,T81,T81,Kevin Stadler,90,0.145
84,T81,T81,Charlie Wi,97,0.145
85,86,86,Rocco Mediate,87,0.146
86,T87,T87,Ángel Cabrera,55,0.14800000000000002
87,T87,T87,Brian Davis,108,0.14800000000000002
88,T87,T87,J.J. Henry,108,0.14800000000000002
89,T87,T87,Pat Perez,93,0.14800000000000002
90,91,91,Bart Bryant,81,0.149
91,92,92,Steve Flesch,95,0.15
92,93,93,Steve Allan,58,0.151
93,T94,T94,Mathias Grönberg,87,0.152
94,T94,T94,Mark Hensby,71,0.152
95,T94,T94,J.B. Holmes,86,0.152
96,T94,T94,Tim Petrovic,97,0.152
97,T98,T98,Chad Campbell,94,0.154
98,T98,T98,Andres Romero,69,0.154
99,T98,T98,Rory Sabbatini,77,0.154
100,101,101,Tom Scherrer,56,0.155
101,T102,T102,Lucas Glover,91,0.156
102,T102,T102,Steve Marino,119,0.156
103,104,104,Jason Day,81,0.157
104,T105,T105,Billy Mayfair,103,0.16
105,T105,T105,Brett Rumford,72,0.16
106,T105,T105,Nicholas Thompson,113,0.16
107,T105,T105,Y.E. Yang,89,0.16
108,T109,T109,Michael Allen,91,0.161
109,T109,T109,Ernie Els,51,0.161
110,111,111,Marc Turnesa,87,0.162
111,112,112,Peter Lonard,92,0.16399999999999998
112,T113,T113,Alex Cejka,75,0.165
113,T113,T113,Hunter Mahan,87,0.165
114,T113,T113,Vaughn Taylor,103,0.165
115,T116,T116,Brandt Jobe,52,0.16699999999999998
116,T116,T116,Richard Johnson,60,0.16699999999999998
117,T116,T116,Bob Sowards,61,0.16699999999999998
118,119,119,Troy Matteson,94,0.168
119,T120,T120,Tim Herron,97,0.16899999999999998
120,T120,T120,Tom Pernice Jr.,104,0.16899999999999998
121,T122,T122,Aaron Baddeley,76,0.17
122,T122,T122,Frank Lickliter II,107,0.17
123,T122,T122,George McNeill,97,0.17
124,T125,T125,Jason Allred,63,0.17300000000000001
125,T125,T125,Robert Garrigus,90,0.17300000000000001
126,T125,T125,Todd Hamilton,92,0.17300000000000001
127,128,128,Charley Hoffman,94,0.174
128,T129,T129,Jonathan Byrd,88,0.175
129,T129,T129,Alejandro Cañizares,52,0.175
130,131,131,Boo Weekley,86,0.17600000000000002
131,132,132,Ryan Armour,87,0.177
132,133,133,Jin Park,85,0.179
133,T134,T134,Martin Laird,98,0.18
134,T134,T134,Tag Ridings,88,0.18
135,136,136,Kevin Na,97,0.18100000000000002
136,137,137,Doug LaBelle II,65,0.183
137,138,138,John Senden,93,0.185
138,T139,T139,Shane Bertsch,96,0.18600000000000003
139,T139,T139,Jason Gore,94,0.18600000000000003
140,T139,T139,Scott Verplank,82,0.18600000000000003
141,T139,T139,Johnson Wagner,83,0.18600000000000003
142,143,143,Scott McCarron,63,0.187
143,144,144,Trevor Immelman,70,0.188
144,145,145,Kent Jones,68,0.18899999999999997
145,146,146,Corey Pavin,69,0.19
146,T147,T147,David Duval,51,0.19399999999999998
147,T147,T147,Brad Elder,67,0.19399999999999998
148,149,149,D.J. Trahan,94,0.195
149,150,150,K.J. Choi,74,0.19699999999999998
150,T151,T151,Glen Day,64,0.198
151,T151,T151,Paul Goydos,78,0.198
152,T151,T151,Craig Kanada,65,0.198
153,154,154,Ken Duke,116,0.19899999999999998
154,T155,T155,Shigeki Maruyama,50,0.20199999999999999
155,T155,T155,Jim McGovern,75,0.20199999999999999
156,T155,T155,Mark Wilson,107,0.20199999999999999
157,158,158,Nathan Green,95,0.20600000000000002
158,T159,T159,Eric Axley,113,0.207
159,T159,T159,Justin Bolli,87,0.207
160,T159,T159,Chez Reavie,102,0.207
161,162,162,John Merrick,98,0.20800000000000002
162,163,163,Patrick Sheehan,124,0.209
163,164,164,Will MacKenzie,62,0.21
164,165,165,Kenneth Ferrie,72,0.212
165,166,166,Robert Gamez,79,0.213
166,T167,T167,Lee Janzen,89,0.214
167,T167,T167,Ryan Moore,72,0.214
168,169,169,David Lutterus,59,0.215
169,170,170,Cliff Kresge,84,0.21899999999999997
170,171,171,Nick Watney,96,0.22
171,172,172,Joe Durant,92,0.222
172,173,173,Nick O'Hern,82,0.223
173,T174,T174,Dudley Hart,74,0.225
174,T174,T174,Jeff Maggert,86,0.225
175,176,176,Nick Flanagan,89,0.226
176,177,177,Jeff Quinney,87,0.22699999999999998
177,178,178,Geoff Ogilvy,65,0.23
178,179,179,Chris Stroud,81,0.233
179,180,180,Cameron Beckman,87,0.23399999999999999
180,T181,T181,Paul Casey,55,0.24100000000000002
181,T181,T181,Camilo Villegas,79,0.24100000000000002
182,183,183,John Huston,56,0.242
183,184,184,Chad Collins,72,0.245
184,185,185,Charles Warren,79,0.254
185,186,186,Kyle Thompson,70,0.255
186,187,187,Marco Dawson,64,0.256
187,188,188,Jay Williamson,96,0.258
188,189,189,Jeff Gove,50,0.261
189,190,190,Ron Whittaker,54,0.28
190,191,191,Paul Claxton,63,0.29600000000000004
191,192,192,Retief Goosen,59,0.308
192,193,193,Billy Andrade,71,0.315
193,194,194,Greg Kraft,63,0.33299999999999996
194,195,195,Stephen Leaney,53,0.33799999999999997
195,196,196,Olin Browne,77,0.34700000000000003
196,197,197,Tommy Gainey,60,0.348
