,Average_Approach_Distance_-_Bogey_or_Worse_RANK THIS WEEK,Average_Approach_Distance_-_Bogey_or_Worse_RANK LAST WEEK,Average_Approach_Distance_-_Bogey_or_Worse_PLAYER NAME,Average_Approach_Distance_-_Bogey_or_Worse_ROUNDS,Average_Approach_Distance_-_Bogey_or_Worse_AVG (YARDS),Average_Approach_Distance_-_Bogey_or_Worse_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Bogey_or_Worse_NUMBER OF APPROACH SHOTS
112,T112,T112,Padraig Harrington,52,162.6,538498.0,92
113,T112,T112,J.J. Henry,108,162.6,1598069.0,273
114,T112,T112,Tim Wilkinson,95,162.6,1252755.0,214
115,116,116,Todd Hamilton,92,162.7,1353291.0,231
116,T117,T117,Scott Sterling,89,162.9,1184778.0,202
117,T117,T117,D.J. Trahan,94,162.9,1366116.0,233
118,119,119,Dudley Hart,74,163.0,1155770.0,197
119,T120,T120,George McNeill,97,163.1,1661965.0,283
120,T120,T120,Steve Stricker,75,163.1,845767.0,144
121,T122,T122,Jonathan Byrd,88,163.2,1298612.0,221
122,T122,T122,Joe Durant,92,163.2,1574632.0,268
123,T122,T122,Lucas Glover,91,163.2,1433493.0,244
124,T122,T122,Marc Turnesa,87,163.2,1315996.0,224
125,T122,T122,Bubba Watson,97,163.2,1368957.0,233
126,T127,T127,Jason Gore,94,163.4,1529601.0,260
127,T127,T127,John Riegger,73,163.4,1023603.0,174
128,T129,T129,Matt Jones,95,163.5,1642013.0,279
129,T129,T129,Mark Wilson,107,163.5,1665331.0,283
130,T131,T131,Kent Jones,68,163.6,948466.0,161
131,T131,T131,Cliff Kresge,84,163.6,1407668.0,239
132,133,133,Geoff Ogilvy,65,163.7,765974.0,130
133,T134,T134,Doug LaBelle II,65,163.9,843974.0,143
134,T134,T134,Chris Riley,51,163.9,643166.0,109
135,T136,T136,Justin Bolli,87,164.0,1481902.0,251
136,T136,T136,Charles Howell III,101,164.0,1404904.0,238
137,T136,T136,Greg Kraft,63,164.0,991841.0,168
138,139,139,Woody Austin,109,164.1,1411901.0,239
139,T140,T140,Glen Day,64,164.2,880651.0,149
140,T140,T140,Mathew Goggin,91,164.2,1259446.0,213
141,T140,T140,Kevin Na,97,164.2,1566131.0,265
142,T143,T143,Troy Matteson,94,164.3,1714955.0,290
143,T143,T143,Omar Uresti,74,164.3,1100444.0,186
144,T145,T145,Rich Beem,90,164.4,1461716.0,247
145,T145,T145,Robert Gamez,79,164.4,1521081.0,257
146,T147,T147,Gavin Coles,54,164.5,651346.0,110
147,T147,T147,Steve Marino,119,164.5,1622211.0,274
148,T147,T147,Nick O'Hern,82,164.5,1059838.0,179
149,T147,T147,Charlie Wi,97,164.5,1391291.0,235
150,T151,T151,Chris DiMarco,87,164.7,1464418.0,247
151,T151,T151,Matt Kuchar,88,164.7,1108709.0,187
152,T151,T151,Scott McCarron,63,164.7,912858.0,154
153,154,154,Stephen Ames,83,164.8,972729.0,164
154,T155,T155,Chad Collins,72,164.9,1193537.0,201
155,T155,T155,Jim Furyk,95,164.9,1139461.0,192
156,157,157,Carlos Franco,73,165.2,1171295.0,197
157,158,158,Johnson Wagner,83,165.3,1392093.0,234
158,159,159,Jay Williamson,96,165.6,1484397.0,249
159,T160,T160,Corey Pavin,69,165.7,966387.0,162
160,T160,T160,Kevin Streelman,114,165.7,1664187.0,279
161,162,162,Tag Ridings,88,165.9,1582451.0,265
162,163,163,Nick Flanagan,89,166.0,1696826.0,284
163,164,164,Alejandro Cañizares,52,166.1,789324.0,132
164,T165,T165,Tim Petrovic,97,166.2,1472222.0,246
165,T165,T165,Carl Pettersson,110,166.2,1711201.0,286
166,T165,T165,Kevin Sutherland,98,166.2,1304398.0,218
167,T168,T168,Bart Bryant,81,166.3,1125700.0,188
168,T168,T168,K.J. Choi,74,166.3,921999.0,154
169,T170,T170,Stephen Leaney,53,166.4,832645.0,139
170,T170,T170,Y.E. Yang,89,166.4,1497550.0,250
171,T172,T172,Brian Davis,108,166.5,1762498.0,294
172,T172,T172,Hunter Mahan,87,166.5,1162843.0,194
173,T172,T172,Dean Wilson,109,166.5,1588176.0,265
174,T175,T175,Stuart Appleby,87,166.6,1133789.0,189
175,T175,T175,Olin Browne,77,166.6,1325266.0,221
176,177,177,Ron Whittaker,54,166.7,852409.0,142
177,178,178,Nathan Green,95,166.8,1711543.0,285
178,179,179,Ryuji Imada,80,166.9,1129408.0,188
179,180,180,Scott Verplank,82,167.1,1034764.0,172
180,181,181,Tim Clark,90,167.2,1210038.0,201
181,182,182,Paul Goydos,78,167.4,1265920.0,210
182,183,183,Aaron Baddeley,76,167.7,990006.0,164
183,184,184,Shane Bertsch,96,167.9,1553793.0,257
184,185,185,John Merrick,98,168.1,1373597.0,227
185,T186,T186,Rocco Mediate,87,168.2,1295613.0,214
186,T186,T186,Rod Pampling,83,168.2,1301601.0,215
187,T188,T188,Paul Casey,55,168.4,745766.0,123
188,T188,T188,Sergio Garcia,72,168.4,981885.0,162
189,T190,T190,Craig Kanada,65,168.5,1013245.0,167
190,T190,T190,Jerry Kelly,89,168.5,1237515.0,204
191,192,192,Zach Johnson,85,168.6,1123069.0,185
192,193,193,Richard Johnson,60,169.1,882620.0,145
193,194,194,Bob Estes,90,170.0,1389647.0,227
194,195,195,Ryan Moore,72,171.3,1245987.0,202
195,196,196,Alex Cejka,75,171.5,1228976.0,199
196,197,197,Brian Gay,102,171.7,1322720.0,214
