,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
157,T157,T157,Bo Van Pelt,101,-.318
158,159,159,Martin Laird,98,-.310
159,T160,T160,Mathias Grönberg,87,-.308
160,T160,T160,Rory Sabbatini,77,-.308
161,T160,T160,Jimmy Walker,73,-.308
162,163,163,John Senden,93,-.304
163,164,164,Stephen Ames,83,-.300
164,T165,T165,Glen Day,64,-.286
165,T165,T165,Jeff Quinney,87,-.286
166,167,167,Vaughn Taylor,103,-.273
167,168,168,Jay Williamson,96,-.267
168,169,169,Justin Bolli,87,-.263
169,170,170,Mark Hensby,71,-.261
170,T171,T171,Mark Calcavecchia,67,-.250
171,T171,T171,Daniel Chopra,84,-.250
172,T171,T171,Ernie Els,51,-.250
173,T171,T171,Bob Estes,90,-.250
174,T171,T171,Richard Johnson,77,-.250
175,T171,T171,Jim McGovern,75,-.250
176,T171,T171,Nick O'Hern,82,-.250
177,T171,T171,Jeff Overton,103,-.250
178,T171,T171,D.J. Trahan,94,-.250
179,180,180,James Driscoll,85,-.240
180,181,181,Carl Pettersson,110,-.238
181,182,182,Michael Letzig,88,-.231
182,T183,T183,Padraig Harrington,52,-.222
183,T183,T183,Cliff Kresge,84,-.222
184,185,185,Steve Lowery,74,-.211
185,T186,T186,Stephen Leaney,53,-.200
186,T186,T186,Scott Sterling,89,-.200
187,T186,T186,Chris Stroud,81,-.200
188,T186,T186,Y.E. Yang,89,-.200
189,190,190,Camilo Villegas,79,-.167
190,191,191,Richard Johnson,60,-.125
191,192,192,Lucas Glover,91,-.067
192,T193,T193,Nick Flanagan,89,E
193,T193,T193,Geoff Ogilvy,65,E
194,195,195,Tommy Gainey,60,+.100
195,196,196,Gavin Coles,54,+.167
196,197,197,Travis Perkins,53,+.333
