,Left_Rough_Proximity_RANK THIS WEEK,Left_Rough_Proximity_RANK LAST WEEK,Left_Rough_Proximity_PLAYER NAME,Left_Rough_Proximity_ROUNDS,Left_Rough_Proximity_AVG,Left_Rough_Proximity_ATTEMPTS,Left_Rough_Proximity_TOTAL DISTANCE (FEET),Left_Rough_Proximity_RELATIVE TO PAR
113,T114,T114,Alex Cejka,75,"44' 1""",97,4274.75,16.0
114,T114,T114,Anthony Kim,81,"44' 1""",119,5249.5830000000005,7.0
115,T114,T114,Jim McGovern,75,"44' 1""",119,5241.917,24.0
116,T114,T114,Steve Stricker,75,"44' 1""",128,5647.9169999999995,-4.0
117,T118,T118,Jon Mills,95,"44' 3""",147,6501.6669999999995,18.0
118,T118,T118,Brenden Pappas,66,"44' 3""",103,4561.0,14.0
119,T120,T120,Phil Mickelson,80,"44' 4""",133,5892.75,8.0
120,T120,T120,Brett Quigley,80,"44' 4""",125,5544.1669999999995,13.0
121,T122,T122,Jonathan Byrd,88,"44' 5""",97,4305.417,17.0
122,T122,T122,Jason Day,81,"44' 5""",121,5378.0830000000005,19.0
123,T122,T122,Chez Reavie,102,"44' 5""",111,4933.083,23.0
124,T125,T125,Carlos Franco,73,"44' 6""",130,5780.25,17.0
125,T125,T125,Jeff Quinney,87,"44' 6""",110,4894.917,25.0
126,T125,T125,Tag Ridings,88,"44' 6""",139,6181.75,25.0
127,T125,T125,Jimmy Walker,73,"44' 6""",137,6094.6669999999995,16.0
128,T125,T125,Mark Wilson,107,"44' 6""",124,5516.25,25.0
129,T130,T130,Olin Browne,77,"44' 7""",101,4503.0,35.0
130,T130,T130,Bart Bryant,81,"44' 7""",74,3297.083,11.0
131,T130,T130,Craig Kanada,65,"44' 7""",81,3614.583,16.0
132,T133,T133,Chad Campbell,94,"44' 8""",123,5495.0,19.0
133,T133,T133,Lucas Glover,91,"44' 8""",160,7140.3330000000005,25.0
134,T133,T133,Greg Kraft,63,"44' 8""",60,2680.417,20.0
135,T136,T136,Joe Durant,92,"44' 10""",99,4437.167,22.0
136,T136,T136,Jeff Overton,103,"44' 10""",180,8068.9169999999995,18.0
137,138,138,Jesper Parnevik,88,"44' 11""",128,5753.1669999999995,10.0
138,T139,T139,Hunter Mahan,87,"45' 0""",109,4903.0,18.0
139,T139,T139,Bob Sowards,61,"45' 0""",72,3241.0,12.0
140,T141,T141,Fred Couples,60,"45' 1""",87,3920.0,12.0
141,T141,T141,Ryuji Imada,80,"45' 1""",117,5274.4169999999995,16.0
142,143,143,Mike Weir,88,"45' 2""",93,4201.167,9.0
143,T144,T144,Rod Pampling,83,"45' 3""",116,5246.9169999999995,16.0
144,T144,T144,Scott Sterling,89,"45' 3""",108,4888.083,7.0
145,146,146,Glen Day,64,"45' 4""",111,5032.75,22.0
146,T147,T147,Chad Collins,72,"45' 5""",106,4818.417,26.0
147,T147,T147,Marco Dawson,64,"45' 5""",86,3905.75,22.0
148,T147,T147,Nathan Green,95,"45' 5""",170,7727.6669999999995,35.0
149,T150,T150,Trevor Immelman,70,"45' 6""",80,3640.667,15.0
150,T150,T150,Tom Pernice Jr.,104,"45' 6""",148,6732.6669999999995,25.0
151,T152,T152,Brad Adamonis,87,"45' 8""",141,6440.0830000000005,17.0
152,T152,T152,Jim Furyk,95,"45' 8""",91,4156.917,13.0
153,T152,T152,Cliff Kresge,84,"45' 8""",146,6671.9169999999995,32.0
154,T152,T152,Patrick Sheehan,124,"45' 8""",158,7213.6669999999995,33.0
155,T156,T156,Brian Davis,108,"46' 0""",122,5614.75,18.0
156,T156,T156,Mathias Grönberg,87,"46' 0""",151,6950.1669999999995,23.0
157,T156,T156,Jeff Maggert,86,"46' 0""",129,5937.8330000000005,29.0
158,T159,T159,David Duval,51,"46' 1""",103,4745.583,20.0
159,T159,T159,Davis Love III,78,"46' 1""",125,5756.75,15.0
160,161,161,Paul Casey,55,"46' 2""",58,2677.833,14.0
161,T162,T162,Billy Andrade,71,"46' 5""",111,5148.167,35.0
162,T162,T162,Shigeki Maruyama,50,"46' 5""",94,4364.583,19.0
163,T162,T162,Jay Williamson,96,"46' 5""",97,4505.917,25.0
164,165,165,Kenneth Ferrie,72,"46' 6""",99,4603.583,21.0
165,T166,T166,Stuart Appleby,87,"46' 9""",112,5239.25,8.0
166,T166,T166,Ryan Moore,72,"46' 9""",103,4812.583,22.0
167,T168,T168,Jason Allred,63,"46' 11""",104,4876.333,18.0
168,T168,T168,Tim Wilkinson,95,"46' 11""",140,6563.25,20.0
169,170,170,Tim Petrovic,97,"47' 1""",132,6217.8330000000005,20.0
170,T171,T171,Billy Mayfair,103,"47' 2""",94,4430.083,15.0
171,T171,T171,Corey Pavin,69,"47' 2""",58,2735.083,11.0
172,T171,T171,Chris Riley,51,"47' 2""",55,2592.75,8.0
173,T174,T174,Brad Elder,67,"47' 5""",93,4413.583,18.0
174,T174,T174,Kevin Na,97,"47' 5""",138,6540.5830000000005,25.0
175,T174,T174,John Riegger,73,"47' 5""",96,4549.583,12.0
176,177,177,Tim Herron,97,"47' 6""",142,6749.0830000000005,24.0
177,178,178,Todd Demsey,80,"47' 11""",137,6562.3330000000005,16.0
178,179,179,Johnson Wagner,83,"48' 0""",118,5664.1669999999995,22.0
179,T180,T180,Jeff Gove,50,"48' 1""",46,2211.167,12.0
180,T180,T180,Matt Jones,95,"48' 1""",159,7648.75,18.0
181,T182,T182,Cameron Beckman,87,"48' 2""",111,5345.3330000000005,26.0
182,T182,T182,Scott McCarron,63,"48' 2""",75,3614.417,14.0
183,184,184,Doug LaBelle II,65,"48' 4""",93,4494.417,17.0
184,185,185,Peter Lonard,92,"48' 6""",134,6503.8330000000005,22.0
185,T186,T186,J.B. Holmes,86,"48' 7""",164,7964.5830000000005,25.0
186,T186,T186,Will MacKenzie,62,"48' 7""",81,3932.083,17.0
187,188,188,Marc Turnesa,87,"49' 1""",117,5746.4169999999995,19.0
188,T189,T189,Mathew Goggin,91,"49' 2""",144,7075.5830000000005,17.0
189,T189,T189,Lee Janzen,89,"49' 2""",145,7133.0,31.0
190,191,191,Jerry Kelly,89,"49' 4""",132,6512.9169999999995,18.0
191,192,192,J.P. Hayes,67,"50' 2""",88,4414.083,7.0
192,T193,T193,K.J. Choi,74,"50' 10""",117,5943.5830000000005,23.0
193,T193,T193,David Lutterus,59,"50' 10""",79,4013.417,17.0
194,195,195,Chris Stroud,81,"51' 6""",73,3760.417,17.0
195,196,196,Paul Claxton,63,"54' 3""",71,3849.75,21.0
196,197,197,Aaron Baddeley,76,"56' 11""",88,5011.75,15.0
