,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
86,T85,T85,Steve Marino,119,"35' 1""",65479.583,1865,15
87,T88,T88,Stewart Cink,87,"35' 2""",40375.5,1148,41
88,T88,T88,Charley Hoffman,94,"35' 2""",54048.083,1537,63
89,T88,T88,Brandt Snedeker,85,"35' 2""",42258.5,1203,140
90,T91,T91,Rich Beem,90,"35' 3""",49992.333,1417,57
91,T91,T91,Fred Couples,60,"35' 3""",32245.75,915,83
92,T91,T91,Will MacKenzie,62,"35' 3""",36013.75,1021,107
93,T91,T91,Charlie Wi,97,"35' 3""",55611.833,1576,59
94,T95,T95,Stephen Leaney,53,"35' 4""",28313.667,802,166
95,T95,T95,Frank Lickliter II,107,"35' 4""",63158.25,1786,124
96,T95,T95,Rocco Mediate,87,"35' 4""",43666.833,1235,157
97,T95,T95,Mark Wilson,107,"35' 4""",65895.917,1863,42
98,T99,T99,Sergio Garcia,72,"35' 5""",35624.25,1005,37
99,T99,T99,Cliff Kresge,84,"35' 5""",46192.917,1304,98
100,T99,T99,Bubba Watson,97,"35' 5""",50532.417,1426,27
101,T102,T102,Chris DiMarco,87,"35' 6""",48290.833,1361,142
102,T102,T102,Retief Goosen,59,"35' 6""",26736.75,754,192
103,T102,T102,Billy Mayfair,103,"35' 6""",60524.833,1705,19
104,T102,T102,George McNeill,97,"35' 6""",57207.25,1611,13
105,T102,T102,Pat Perez,93,"35' 6""",50229.333,1415,43
106,T102,T102,Carl Pettersson,110,"35' 6""",61517.333,1734,134
107,T102,T102,Kevin Stadler,90,"35' 6""",46180.75,1302,93
108,T109,T109,Brian Davis,108,"35' 7""",64819.667,1822,89
109,T109,T109,Ken Duke,116,"35' 7""",66830.5,1879,104
110,T109,T109,Tommy Gainey,60,"35' 7""",29131.167,819,36
111,T109,T109,Anthony Kim,81,"35' 7""",41563.083,1168,71
112,T109,T109,Kevin Streelman,114,"35' 7""",61685.667,1733,31
113,T114,T114,Michael Letzig,88,"35' 8""",47304.083,1327,143
114,T114,T114,Andres Romero,69,"35' 8""",31147.083,874,194
115,T114,T114,Tim Wilkinson,95,"35' 8""",51022.667,1432,85
116,T117,T117,Cody Freeman,66,"35' 9""",35172.25,984,179
117,T117,T117,Richard Johnson,60,"35' 9""",31370.583,877,92
118,T119,T119,Davis Love III,78,"35' 10""",41740.5,1165,106
119,T119,T119,Jon Mills,95,"35' 10""",50208.333,1400,74
120,T119,T119,Ian Poulter,51,"35' 10""",23065.167,644,190
121,T122,T122,Mark Hensby,71,"35' 11""",41204.167,1146,121
122,T122,T122,Peter Lonard,92,"35' 11""",51731.583,1439,100
123,T122,T122,John Merrick,98,"35' 11""",49467.333,1377,25
124,T122,T122,Tim Petrovic,97,"35' 11""",51949.667,1445,144
125,T122,T122,Kyle Thompson,70,"35' 11""",36772.167,1023,160
126,T127,T127,Stuart Appleby,87,"36' 0""",43347.667,1203,168
127,T127,T127,Todd Hamilton,92,"36' 0""",47898.667,1329,150
128,T127,T127,Kevin Na,97,"36' 0""",58729.417,1632,133
129,T130,T130,Phil Mickelson,80,"36' 1""",38042.167,1055,70
130,T130,T130,Adam Scott,51,"36' 1""",22614.083,626,128
131,T132,T132,J.J. Henry,108,"36' 2""",64200.75,1775,9
132,T132,T132,Jeff Maggert,86,"36' 2""",51123.667,1412,61
133,T132,T132,John Rollins,94,"36' 2""",51124.417,1415,136
134,T132,T132,Bo Van Pelt,101,"36' 2""",60351.667,1667,34
135,T132,T132,Charles Warren,79,"36' 2""",47826.417,1322,44
136,T137,T137,Dudley Hart,74,"36' 3""",43617.417,1204,64
137,T137,T137,Martin Laird,98,"36' 3""",55195.917,1522,38
138,T137,T137,Joe Ogilvie,100,"36' 3""",56501.167,1557,119
139,T137,T137,Brenden Pappas,66,"36' 3""",36174.5,999,88
140,T137,T137,Kevin Sutherland,98,"36' 3""",57256.667,1580,17
141,T142,T142,K.J. Choi,74,"36' 4""",37022.083,1019,81
142,T142,T142,Tom Lehman,51,"36' 4""",24704.5,680,165
143,T142,T142,Scott McCarron,63,"36' 4""",34810.333,959,103
144,T142,T142,Ted Purdy,68,"36' 4""",38380.833,1057,46
145,146,146,Travis Perkins,53,"36' 5""",25870.083,710,177
146,T147,T147,Alejandro Cañizares,52,"36' 6""",26706.0,732,161
147,T147,T147,Bill Haas,99,"36' 6""",58862.25,1613,20
148,T147,T147,Marc Turnesa,87,"36' 6""",49657.0,1360,137
149,150,150,Charles Howell III,101,"36' 7""",56947.25,1557,48
150,T151,T151,Ryuji Imada,80,"36' 8""",44810.833,1221,176
151,T151,T151,Brett Rumford,72,"36' 8""",39885.583,1087,175
152,153,153,Rod Pampling,83,"36' 9""",44807.083,1219,131
153,T154,T154,Jonathan Byrd,88,"36' 10""",50649.167,1374,149
154,T154,T154,Nick Flanagan,89,"36' 10""",52593.75,1428,123
155,T154,T154,Troy Matteson,94,"36' 10""",58694.0,1593,32
156,T154,T154,Parker McLachlin,88,"36' 10""",52040.0,1413,159
157,T158,T158,Carlos Franco,73,"36' 11""",41506.583,1125,47
158,T158,T158,Chris Riley,51,"36' 11""",26445.5,716,169
159,T160,T160,Paul Claxton,63,"37' 0""",33076.0,894,97
160,T160,T160,David Lutterus,59,"37' 0""",33046.917,893,161
161,T162,T162,Brett Quigley,80,"37' 1""",48490.25,1309,112
162,T162,T162,Bob Sowards,61,"37' 1""",34458.833,930,139
163,T164,T164,Ángel Cabrera,55,"37' 3""",25971.917,697,156
164,T164,T164,David Duval,51,"37' 3""",27024.083,726,197
165,T164,T164,Robert Garrigus,90,"37' 3""",57423.833,1541,21
166,T167,T167,Eric Axley,113,"37' 4""",65252.25,1746,180
167,T167,T167,J.B. Holmes,86,"37' 4""",45932.417,1231,152
168,T167,T167,Dustin Johnson,92,"37' 4""",54073.167,1449,129
169,T170,T170,Brad Adamonis,87,"37' 6""",50991.667,1360,68
170,T170,T170,Tim Herron,97,"37' 6""",58290.5,1556,163
171,T170,T170,Nicholas Thompson,113,"37' 6""",64241.833,1714,145
172,T173,T173,Mathew Goggin,91,"37' 7""",55077.333,1465,29
173,T173,T173,Jeff Overton,103,"37' 7""",61233.417,1629,118
174,T175,T175,Tag Ridings,88,"37' 9""",54433.167,1443,125
175,T175,T175,Nick Watney,96,"37' 9""",56637.917,1501,16
176,T177,T177,Brad Elder,67,"37' 10""",36613.75,968,99
177,T177,T177,Jimmy Walker,73,"37' 10""",41931.417,1108,147
178,179,179,Shigeki Maruyama,50,"37' 11""",28570.0,753,187
179,180,180,Steve Lowery,74,"38' 0""",45600.167,1201,193
180,T181,T181,Aaron Baddeley,76,"38' 2""",40871.5,1070,166
181,T181,T181,J.P. Hayes,67,"38' 2""",43132.333,1129,181
182,T181,T181,Johnson Wagner,83,"38' 2""",46400.5,1217,174
183,T184,T184,Chad Collins,72,"38' 3""",43176.417,1128,183
184,T184,T184,Kenneth Ferrie,72,"38' 3""",40892.917,1070,102
185,186,186,Steve Allan,58,"38' 5""",32757.417,853,59
186,187,187,Daniel Chopra,84,"38' 6""",47353.167,1230,189
187,188,188,Ryan Moore,72,"38' 8""",43642.333,1128,173
188,T189,T189,Jason Day,81,"38' 9""",53493.583,1381,80
189,T189,T189,Todd Demsey,80,"38' 9""",49162.75,1269,87
190,T191,T191,James Driscoll,85,"38' 10""",52847.833,1361,95
191,T191,T191,Nathan Green,95,"38' 10""",63155.333,1626,188
192,193,193,Mathias Grönberg,87,"38' 11""",55194.667,1418,154
193,T194,T194,Jason Allred,63,"39' 3""",35124.917,894,155
194,T194,T194,Richard Johnson,77,"39' 3""",47509.833,1210,195
195,196,196,Matt Jones,95,"39' 6""",59208.083,1498,164
196,197,197,Jesper Parnevik,88,"39' 7""",53231.083,1345,184
