,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
75,T76,T76,Charles Howell III,101,"16' 1""",1740.5829999999999,108,-0.17
76,T76,T76,Frank Lickliter II,107,"16' 1""",2366.0,147,-0.09
77,T78,T78,Doug LaBelle II,65,"16' 2""",1133.167,70,-0.13
78,T78,T78,Troy Matteson,94,"16' 2""",1631.5,101,-0.18
79,T78,T78,Tim Petrovic,97,"16' 2""",1717.75,106,-0.08
80,T81,T81,Mathew Goggin,91,"16' 3""",1220.5,75,-0.12
81,T81,T81,Jason Gore,94,"16' 3""",1413.25,87,-0.32
82,T81,T81,Michael Letzig,88,"16' 3""",1104.167,68,-0.13
83,T81,T81,Will MacKenzie,62,"16' 3""",1364.6670000000001,84,-0.05
84,T81,T81,Marc Turnesa,87,"16' 3""",1345.5,83,-0.19
85,T86,T86,Gavin Coles,54,"16' 4""",1064.333,65,-0.34
86,T86,T86,Trevor Immelman,70,"16' 4""",1292.5,79,+0.16
87,T86,T86,John Mallinger,95,"16' 4""",1841.5829999999999,113,-0.02
88,T86,T86,Scott Sterling,89,"16' 4""",1587.0829999999999,97,-0.13
89,T86,T86,Kevin Sutherland,98,"16' 4""",1369.6670000000001,84,-0.24
90,T91,T91,Marco Dawson,64,"16' 5""",1246.667,76,-0.13
91,T91,T91,David Duval,51,"16' 5""",854.5830000000001,52,+0.02
92,T93,T93,Brad Adamonis,87,"16' 6""",1271.417,77,E
93,T93,T93,Cameron Beckman,87,"16' 6""",2064.917,125,-0.02
94,T93,T93,Bill Haas,99,"16' 6""",1769.5829999999999,107,-0.10
95,T93,T93,J.P. Hayes,67,"16' 6""",1613.8329999999999,98,+0.03
96,T93,T93,Jerry Kelly,89,"16' 6""",1685.0829999999999,102,-0.09
97,T93,T93,Dean Wilson,109,"16' 6""",2073.917,126,-0.17
98,T99,T99,Glen Day,64,"16' 7""",1578.0,95,-0.17
99,T99,T99,Ken Duke,116,"16' 7""",2306.25,139,-0.20
100,T101,T101,Paul Casey,55,"16' 8""",698.5830000000001,42,-0.05
101,T101,T101,Jeff Maggert,86,"16' 8""",1730.5,104,-0.08
102,T101,T101,Bo Van Pelt,101,"16' 8""",1947.0,117,-0.14
103,T104,T104,Dustin Johnson,92,"16' 9""",1706.0829999999999,102,-0.14
104,T104,T104,Kyle Thompson,70,"16' 9""",1287.0,77,-0.14
105,T104,T104,Bob Tway,70,"16' 9""",1237.667,74,-0.22
106,T107,T107,Michael Allen,91,"16' 10""",1886.75,112,-0.09
107,T107,T107,Carlos Franco,73,"16' 10""",991.3330000000001,59,-0.15
108,T107,T107,Padraig Harrington,52,"16' 10""",489.167,29,-0.21
109,T107,T107,Richard Johnson,77,"16' 10""",994.3330000000001,59,-0.17
110,T111,T111,Robert Allenby,108,"16' 11""",914.25,54,+0.13
111,T111,T111,Jason Allred,63,"16' 11""",1013.1669999999999,60,-0.03
112,T111,T111,Sergio Garcia,72,"16' 11""",793.6669999999999,47,+0.02
113,T111,T111,Joe Ogilvie,100,"16' 11""",2668.417,158,-0.28
114,T115,T115,Alejandro Cañizares,52,"17' 0""",715.3330000000001,42,-0.05
115,T115,T115,Nathan Green,95,"17' 0""",1888.75,111,-0.07
116,T115,T115,Matt Jones,95,"17' 0""",1547.0829999999999,91,-0.03
117,T115,T115,Billy Mayfair,103,"17' 0""",1869.0,110,-0.08
118,T115,T115,Mark Wilson,107,"17' 0""",2586.0,152,-0.12
119,T120,T120,Chad Collins,72,"17' 1""",1210.167,71,-0.03
120,T120,T120,Steve Marino,119,"17' 1""",2234.417,131,-0.12
121,T120,T120,Jin Park,85,"17' 1""",2050.083,120,-0.05
122,T120,T120,Chris Riley,51,"17' 1""",1127.583,66,-0.17
123,T120,T120,Patrick Sheehan,124,"17' 1""",2048.333,120,-0.08
124,T120,T120,Kevin Streelman,114,"17' 1""",2036.9170000000001,119,-0.20
125,T126,T126,Chris DiMarco,87,"17' 2""",2074.417,121,-0.21
126,T126,T126,Brenden Pappas,66,"17' 2""",1098.667,64,-0.16
127,T126,T126,D.J. Trahan,94,"17' 2""",1545.1670000000001,90,-0.17
128,T129,T129,K.J. Choi,74,"17' 3""",1157.167,67,-0.27
129,T129,T129,Kevin Na,97,"17' 3""",1981.5829999999999,115,-0.14
130,T129,T129,Jeff Overton,103,"17' 3""",1657.0,96,-0.08
131,T132,T132,Zach Johnson,85,"17' 4""",2196.333,127,-0.12
132,T132,T132,John Rollins,94,"17' 4""",1781.5829999999999,103,-0.11
133,T132,T132,Charles Warren,79,"17' 4""",1440.9170000000001,83,-0.10
134,T135,T135,Ben Curtis,80,"17' 6""",1467.1670000000001,84,-0.13
135,T135,T135,Parker McLachlin,88,"17' 6""",1980.75,113,-0.04
136,T137,T137,Jason Day,81,"17' 7""",1617.3329999999999,92,-0.15
137,T137,T137,Steve Elkington,84,"17' 7""",2343.833,133,-0.18
138,T137,T137,Kent Jones,68,"17' 7""",1055.083,60,-0.17
139,T140,T140,Bob Estes,90,"17' 8""",1873.0829999999999,106,-0.22
140,T140,T140,Ryan Palmer,69,"17' 8""",1059.75,60,-0.18
141,T140,T140,Johnson Wagner,83,"17' 8""",1216.917,69,-0.04
142,T143,T143,Ben Crane,86,"17' 9""",1738.5,98,-0.17
143,T143,T143,Hunter Mahan,87,"17' 9""",1328.6670000000001,75,-0.25
144,T143,T143,Carl Pettersson,110,"17' 9""",1930.4170000000001,109,-0.03
145,T143,T143,Jay Williamson,96,"17' 9""",2129.333,120,-0.13
146,T147,T147,Dudley Hart,74,"17' 10""",1495.4170000000001,84,-0.06
147,T147,T147,J.J. Henry,108,"17' 10""",2224.917,125,-0.03
148,149,149,Andres Romero,69,"17' 11""",1183.333,66,+0.06
149,T150,T150,Ian Poulter,51,"18' 0""",971.9169999999999,54,-0.04
150,T150,T150,Ron Whittaker,54,"18' 0""",1096.75,61,-0.18
151,T152,T152,Olin Browne,77,"18' 1""",2113.75,117,-0.13
152,T152,T152,Robert Garrigus,90,"18' 1""",1195.333,66,E
153,T154,T154,Chez Reavie,102,"18' 2""",2700.667,149,-0.13
154,T154,T154,Heath Slocum,104,"18' 2""",2876.833,158,-0.08
155,T156,T156,Robert Gamez,79,"18' 3""",1821.75,100,+0.06
156,T156,T156,Craig Kanada,65,"18' 3""",1402.8329999999999,77,-0.22
157,T156,T156,Sean O'Hair,81,"18' 3""",1369.5,75,-0.09
158,T156,T156,Tom Scherrer,56,"18' 3""",1005.4169999999999,55,+0.05
159,T160,T160,Tommy Gainey,60,"18' 4""",1118.25,61,+0.07
160,T160,T160,Jon Mills,95,"18' 4""",1685.1670000000001,92,+0.03
161,T160,T160,Kenny Perry,97,"18' 4""",1979.75,108,-0.08
162,T163,T163,Boo Weekley,86,"18' 7""",1282.667,69,-0.06
163,T163,T163,Y.E. Yang,89,"18' 7""",1413.1670000000001,76,-0.05
164,165,165,Mathias Grönberg,87,"18' 8""",1269.083,68,-0.06
165,T166,T166,David Lutterus,59,"18' 10""",1127.5,60,+0.17
166,T166,T166,Jesper Parnevik,88,"18' 10""",1263.0,67,-0.16
167,T168,T168,J.B. Holmes,86,"18' 11""",1910.9170000000001,101,-0.08
168,T168,T168,Richard Johnson,60,"18' 11""",1098.083,58,E
169,T168,T168,John Merrick,98,"18' 11""",1703.4170000000001,90,-0.12
170,T171,T171,Tommy Armour III,77,"19' 0""",2319.083,122,-0.04
171,T171,T171,Nick Watney,96,"19' 0""",1788.5829999999999,94,-0.05
172,T173,T173,Ángel Cabrera,55,"19' 1""",707.0830000000001,37,+0.03
173,T173,T173,Charley Hoffman,94,"19' 1""",1987.25,104,-0.02
174,T173,T173,Greg Kraft,63,"19' 1""",1757.5829999999999,92,-0.05
175,T173,T173,George McNeill,97,"19' 1""",2018.4170000000001,106,E
176,T177,T177,Todd Hamilton,92,"19' 3""",2136.333,111,-0.07
177,T177,T177,Brandt Jobe,52,"19' 3""",1001.1669999999999,52,+0.12
178,T177,T177,Ryan Moore,72,"19' 3""",1075.917,56,-0.11
179,T180,T180,Paul Claxton,63,"19' 4""",1548.1670000000001,80,+0.03
180,T180,T180,Cliff Kresge,84,"19' 4""",1819.25,94,-0.02
181,T180,T180,Martin Laird,98,"19' 4""",1968.6670000000001,102,-0.07
182,T180,T180,Bob Sowards,61,"19' 4""",1238.917,64,-0.06
183,184,184,Lucas Glover,91,"19' 6""",1714.0,88,-0.08
184,T185,T185,Ryan Armour,87,"19' 8""",2266.0,115,+0.03
185,T185,T185,Travis Perkins,53,"19' 8""",1004.3330000000001,51,+0.24
186,187,187,James Driscoll,85,"19' 10""",1566.9170000000001,79,-0.04
187,188,188,Kenneth Ferrie,72,"20' 0""",1400.25,70,-0.06
188,T189,T189,Steve Allan,58,"20' 2""",966.25,48,+0.19
189,T189,T189,Rich Beem,90,"20' 2""",2236.583,111,-0.08
190,191,191,Ted Purdy,68,"20' 4""",1522.9170000000001,75,+0.03
191,192,192,Kevin Stadler,90,"20' 5""",1779.0,87,-0.06
192,193,193,Scott McCarron,63,"20' 6""",1417.25,69,-0.10
193,194,194,Brad Elder,67,"20' 8""",1240.417,60,E
194,195,195,Nick Flanagan,89,"21' 4""",1644.1670000000001,77,E
195,196,196,Billy Andrade,71,"21' 6""",1204.667,56,+0.02
196,197,197,Steve Lowery,74,"22' 1""",1681.25,76,-0.08
