,Average_Distance_to_Hole_After_Tee_Shot_RANK THIS WEEK,Average_Distance_to_Hole_After_Tee_Shot_RANK LAST WEEK,Average_Distance_to_Hole_After_Tee_Shot_PLAYER NAME,Average_Distance_to_Hole_After_Tee_Shot_ROUNDS,Average_Distance_to_Hole_After_Tee_Shot_AVG,Average_Distance_to_Hole_After_Tee_Shot_TOTAL DIST AFTER TEE SHOT,Average_Distance_to_Hole_After_Tee_Shot_TOTAL TEE SHOTS
157,T155,T155,Rocco Mediate,87,181.4,6244519.0,956
158,T155,T155,Scott Sterling,89,181.4,6693357.0,1025
159,160,160,Robert Gamez,79,181.5,6390826.0,978
160,T161,T161,Cameron Beckman,87,181.9,6693535.0,1022
161,T161,T161,Richard Johnson,60,181.9,4425928.0,676
162,163,163,Brian Davis,108,182.0,9306322.0,1420
163,164,164,Marc Turnesa,87,182.1,6862825.0,1047
164,T165,T165,David Duval,51,182.3,3616643.0,551
165,T165,T165,Zach Johnson,85,182.3,6541622.0,997
166,167,167,Chez Reavie,102,182.5,8153693.0,1241
167,168,168,Glen Day,64,182.7,5097213.0,775
168,T169,T169,Alex Cejka,75,182.8,5442662.0,827
169,T169,T169,Greg Kraft,63,182.8,4567668.0,694
170,171,171,Chris DiMarco,87,182.9,6914016.0,1050
171,172,172,Bob Estes,90,183.1,7835773.0,1189
172,173,173,Tim Wilkinson,95,183.3,7318171.0,1109
173,174,174,Dudley Hart,74,183.4,6114032.0,926
174,175,175,Matt Kuchar,88,183.6,6425614.0,972
175,176,176,Lee Janzen,89,184.0,6821678.0,1030
176,177,177,Shane Bertsch,96,184.1,8238426.0,1243
177,178,178,Jerry Kelly,89,184.2,6785056.0,1023
178,179,179,Paul Goydos,78,184.4,6201468.0,934
179,180,180,Chad Collins,72,184.6,5721449.0,861
180,181,181,Bart Bryant,81,184.7,6196115.0,932
181,182,182,Dean Wilson,109,184.8,8482632.0,1275
182,183,183,Chris Riley,51,185.1,3678217.0,552
183,184,184,Omar Uresti,74,185.3,5836201.0,875
184,185,185,Ron Whittaker,54,185.9,3793952.0,567
185,186,186,Ryuji Imada,80,186.2,6314784.0,942
186,187,187,Craig Kanada,65,186.7,5100263.0,759
187,188,188,Paul Claxton,63,186.8,4659310.0,693
188,189,189,Olin Browne,77,187.3,6521020.0,967
189,190,190,Nick O'Hern,82,188.1,6697847.0,989
190,191,191,Jin Park,85,188.5,6509451.0,959
191,192,192,Brian Gay,102,189.0,8117647.0,1193
192,193,193,Jeff Quinney,87,189.6,6858781.0,1005
193,194,194,Shigeki Maruyama,50,189.7,3941081.0,577
194,195,195,Stephen Leaney,53,190.1,4257127.0,622
195,196,196,Gavin Coles,54,191.5,4198293.0,609
196,197,197,Corey Pavin,69,197.5,5496841.0,773
