,Average_Approach_Shot_Distance_RANK THIS WEEK,Average_Approach_Shot_Distance_RANK LAST WEEK,Average_Approach_Shot_Distance_PLAYER NAME,Average_Approach_Shot_Distance_ROUNDS,Average_Approach_Shot_Distance_AVG,Average_Approach_Shot_Distance_TOTAL DIST OF APPR SHOT,Average_Approach_Shot_Distance_TOTAL HOLES
108,T106,T106,Frank Lickliter II,107,164.5,10574131.0,1786
109,T106,T106,Jon Mills,95,164.5,8290800.0,1400
110,T111,T111,Todd Demsey,80,164.6,7517914.0,1269
111,T111,T111,Jerry Kelly,89,164.6,7865017.0,1327
112,T111,T111,John Rollins,94,164.6,8383014.0,1415
113,T111,T111,Kevin Stadler,90,164.6,7713994.0,1302
114,T115,T115,Stuart Appleby,87,164.7,7134298.0,1203
115,T115,T115,Steve Lowery,74,164.7,7113420.0,1200
116,T117,T117,Retief Goosen,59,164.8,4472900.0,754
117,T117,T117,Jason Gore,94,164.8,9036112.0,1523
118,T117,T117,Shigeki Maruyama,50,164.8,4466266.0,753
119,T117,T117,Ryan Palmer,69,164.8,6383894.0,1076
120,T121,T121,Briny Baird,113,164.9,10229748.0,1723
121,T121,T121,Rich Beem,90,164.9,8413147.0,1417
122,T121,T121,Brian Davis,108,164.9,10813607.0,1822
123,T121,T121,Kent Jones,68,164.9,5864880.0,988
124,T121,T121,Steve Marino,119,164.9,11070718.0,1865
125,T126,T126,Dudley Hart,74,165.0,7153740.0,1204
126,T126,T126,Bo Van Pelt,101,165.0,9899061.0,1667
127,T126,T126,Charlie Wi,97,165.0,9362243.0,1576
128,T129,T129,Davis Love III,78,165.1,6925197.0,1165
129,T129,T129,Vijay Singh,82,165.1,6721332.0,1131
130,T131,T131,Alex Cejka,75,165.2,6388421.0,1074
131,T131,T131,Stewart Cink,87,165.2,6827299.0,1148
132,T131,T131,Lucas Glover,91,165.2,8849723.0,1488
133,T134,T134,Paul Casey,55,165.3,3838339.0,645
134,T134,T134,Joe Durant,92,165.3,8425383.0,1416
135,T136,T136,Woody Austin,109,165.4,9396158.0,1578
136,T136,T136,Mathias Grönberg,87,165.4,8445666.0,1418
137,T136,T136,Tom Lehman,51,165.4,4049376.0,680
138,T136,T136,Peter Lonard,92,165.4,8570442.0,1439
139,T136,T136,John Merrick,98,165.4,8196902.0,1377
140,T136,T136,Carl Pettersson,110,165.4,10324894.0,1734
141,T136,T136,Kevin Streelman,114,165.4,10316275.0,1733
142,143,143,George McNeill,97,165.6,9601448.0,1611
143,144,144,Brad Adamonis,87,165.7,8112944.0,1360
144,T145,T145,Jim Furyk,95,165.8,8052116.0,1349
145,T145,T145,Ryuji Imada,80,165.8,7286860.0,1221
146,T145,T145,Kenny Perry,97,165.8,9840603.0,1649
147,148,148,Steve Allan,58,165.9,5095409.0,853
148,T149,T149,Charley Hoffman,94,166.0,9186007.0,1537
149,T149,T149,Charles Howell III,101,166.0,9304801.0,1557
150,T151,T151,Billy Mayfair,103,166.1,10193322.0,1705
151,T151,T151,Kevin Na,97,166.1,9761420.0,1632
152,T153,T153,Michael Letzig,88,166.3,7943616.0,1327
153,T153,T153,Brett Quigley,80,166.3,7837152.0,1309
154,T155,T155,John Senden,93,166.4,8789569.0,1467
155,T155,T155,Y.E. Yang,89,166.4,8535088.0,1425
156,157,157,Chad Collins,72,166.5,6759696.0,1128
157,T158,T158,K.J. Choi,74,166.6,6112734.0,1019
158,T158,T158,Corey Pavin,69,166.6,6021611.0,1004
159,T160,T160,Carlos Franco,73,166.7,6751523.0,1125
160,T160,T160,Martin Laird,98,166.7,9134787.0,1522
161,T160,T160,Scott McCarron,63,166.7,5761255.0,960
162,T163,T163,Bill Haas,99,166.8,9687438.0,1613
163,T163,T163,Padraig Harrington,52,166.8,3423062.0,570
164,T163,T163,Rod Pampling,83,166.8,7317860.0,1219
165,T166,T166,Jason Day,81,166.9,8296488.0,1381
166,T166,T166,Troy Matteson,94,166.9,9573305.0,1593
167,T168,T168,Alejandro Cañizares,52,167.0,4400245.0,732
168,T168,T168,James Driscoll,85,167.0,8183318.0,1361
169,T170,T170,Kenneth Ferrie,72,167.1,6437568.0,1070
170,T170,T170,Matt Jones,95,167.1,9010206.0,1498
171,172,172,Nick Flanagan,89,167.2,8594683.0,1428
172,173,173,Ángel Cabrera,55,167.4,4199470.0,697
173,T174,T174,Jesper Parnevik,88,167.8,8123706.0,1345
174,T174,T174,Adam Scott,51,167.8,3780754.0,626
175,176,176,Nicholas Thompson,113,167.9,10357246.0,1714
176,T177,T177,Pat Perez,93,168.0,8558759.0,1415
177,T177,T177,Jimmy Walker,73,168.0,6703055.0,1108
178,T179,T179,Tag Ridings,88,168.1,8737187.0,1444
179,T179,T179,Charles Warren,79,168.1,7999942.0,1322
180,T181,T181,Hunter Mahan,87,168.2,7815063.0,1291
181,T181,T181,Camilo Villegas,79,168.2,6817864.0,1126
182,T183,T183,Jonathan Byrd,88,168.3,8323407.0,1374
183,T183,T183,Rocco Mediate,87,168.3,7481799.0,1235
184,185,185,Phil Mickelson,80,168.5,6400564.0,1055
185,T186,T186,Kevin Sutherland,98,168.8,9599557.0,1580
186,T186,T186,D.J. Trahan,94,168.8,8484275.0,1396
187,188,188,Nathan Green,95,169.0,9889824.0,1626
188,189,189,Nick Watney,96,169.1,9136453.0,1501
189,190,190,Johnson Wagner,83,169.2,7406785.0,1216
190,191,191,Aaron Baddeley,76,169.4,6523437.0,1070
191,192,192,Bubba Watson,97,169.5,8699807.0,1426
192,193,193,Ryan Moore,72,169.6,6888201.0,1128
193,194,194,Mathew Goggin,91,169.7,8951620.0,1465
194,195,195,Robert Garrigus,90,170.0,9429986.0,1541
195,196,196,Sergio Garcia,72,170.9,6182405.0,1005
196,197,197,Robert Allenby,108,171.8,9530686.0,1541
