,Fairway_Approach_RTP_Score_RANK THIS WEEK,Fairway_Approach_RTP_Score_RANK LAST WEEK,Fairway_Approach_RTP_Score_PLAYER NAME,Fairway_Approach_RTP_Score_ROUNDS,Fairway_Approach_RTP_Score_AVG RTP
46,T46,T46,Jeff Quinney,87,-0.081
47,T46,T46,Vaughn Taylor,103,-0.081
48,T49,T49,Zach Johnson,85,-0.08
49,T49,T49,Scott Verplank,82,-0.08
50,T49,T49,Bubba Watson,97,-0.08
51,T52,T52,Nick Watney,96,-0.079
52,T52,T52,Dean Wilson,109,-0.079
53,54,54,Matt Kuchar,88,-0.078
54,55,55,Rod Pampling,83,-0.077
55,T56,T56,Steve Flesch,95,-0.076
56,T56,T56,Mathew Goggin,91,-0.076
57,T56,T56,John Riegger,73,-0.076
58,59,59,Kent Jones,68,-0.075
59,60,60,Stuart Appleby,87,-0.07400000000000001
60,T61,T61,Eric Axley,113,-0.073
61,T61,T61,Marco Dawson,64,-0.073
62,T61,T61,Jesper Parnevik,88,-0.073
63,T64,T64,Lucas Glover,91,-0.07200000000000001
64,T64,T64,Tim Herron,97,-0.07200000000000001
65,T66,T66,Briny Baird,113,-0.071
66,T66,T66,Freddie Jacobson,78,-0.071
67,T66,T66,Adam Scott,51,-0.071
68,T66,T66,Boo Weekley,86,-0.071
69,T66,T66,Charlie Wi,97,-0.071
70,T71,T71,Carlos Franco,73,-0.07
71,T71,T71,David Toms,70,-0.07
72,T73,T73,Jonathan Byrd,88,-0.069
73,T73,T73,Fred Couples,60,-0.069
74,T73,T73,Ernie Els,51,-0.069
75,T73,T73,Bob Estes,90,-0.069
76,T73,T73,Tag Ridings,88,-0.069
77,T78,T78,Jason Day,81,-0.067
78,T78,T78,Robert Garrigus,90,-0.067
79,T78,T78,Craig Kanada,65,-0.067
80,T78,T78,Jeff Overton,103,-0.067
81,T82,T82,Sergio Garcia,72,-0.066
82,T82,T82,Andres Romero,69,-0.066
83,84,84,Kevin Na,97,-0.065
84,T85,T85,Jason Gore,94,-0.064
85,T85,T85,J.B. Holmes,86,-0.064
86,T85,T85,Shigeki Maruyama,50,-0.064
87,T85,T85,Y.E. Yang,89,-0.064
88,T89,T89,Brad Elder,67,-0.063
89,T89,T89,Steve Elkington,84,-0.063
90,T89,T89,Joe Ogilvie,100,-0.063
91,T92,T92,Ben Curtis,80,-0.062
92,T92,T92,Brian Davis,108,-0.062
93,T94,T94,Tom Lehman,51,-0.061
94,T94,T94,Scott McCarron,63,-0.061
95,T94,T94,Corey Pavin,69,-0.061
96,T97,T97,James Driscoll,85,-0.06
97,T97,T97,Michael Letzig,88,-0.06
98,T99,T99,Davis Love III,78,-0.059000000000000004
99,T99,T99,John Senden,93,-0.059000000000000004
100,T101,T101,Bart Bryant,81,-0.057999999999999996
101,T101,T101,Paul Casey,55,-0.057999999999999996
102,T101,T101,Patrick Sheehan,124,-0.057999999999999996
103,T101,T101,Marc Turnesa,87,-0.057999999999999996
104,105,105,Padraig Harrington,52,-0.057
105,T106,T106,Tommy Armour III,77,-0.055999999999999994
106,T106,T106,Shane Bertsch,96,-0.055999999999999994
107,T106,T106,Todd Demsey,80,-0.055999999999999994
108,T106,T106,Carl Pettersson,110,-0.055999999999999994
109,110,110,Chris Riley,51,-0.055
110,111,111,Jeff Gove,50,-0.054000000000000006
111,T112,T112,Brad Adamonis,87,-0.053
112,T112,T112,Bill Haas,99,-0.053
113,T112,T112,Frank Lickliter II,107,-0.053
114,T112,T112,John Mallinger,95,-0.053
115,T112,T112,John Merrick,98,-0.053
116,T112,T112,Bo Van Pelt,101,-0.053
117,118,118,Brett Quigley,80,-0.051
118,T119,T119,Rich Beem,90,-0.05
119,T119,T119,Richard Johnson,60,-0.05
120,T119,T119,Brandt Snedeker,85,-0.05
121,T119,T119,Omar Uresti,74,-0.05
122,123,123,Billy Mayfair,103,-0.049
123,T124,T124,Cameron Beckman,87,-0.048
124,T124,T124,Todd Hamilton,92,-0.048
125,T124,T124,Sean O'Hair,81,-0.048
126,T124,T124,Tom Scherrer,56,-0.048
127,T128,T128,Charley Hoffman,94,-0.047
128,T128,T128,Chez Reavie,102,-0.047
129,T128,T128,John Rollins,94,-0.047
130,T128,T128,Scott Sterling,89,-0.047
131,T128,T128,Jay Williamson,96,-0.047
132,133,133,Heath Slocum,104,-0.046
133,134,134,Chris Stroud,81,-0.045
134,135,135,Chad Collins,72,-0.044000000000000004
135,T136,T136,Lee Janzen,89,-0.043
136,T136,T136,Will MacKenzie,62,-0.043
137,T136,T136,Johnson Wagner,83,-0.043
138,T139,T139,Chris DiMarco,87,-0.042
139,T139,T139,Mathias Grönberg,87,-0.042
140,T139,T139,Parker McLachlin,88,-0.042
141,T139,T139,Tim Petrovic,97,-0.042
142,T143,T143,Nathan Green,95,-0.039
143,T143,T143,J.J. Henry,108,-0.039
144,T143,T143,Richard Johnson,77,-0.039
145,T143,T143,Doug LaBelle II,65,-0.039
146,T143,T143,Peter Lonard,92,-0.039
147,T143,T143,Ryan Moore,72,-0.039
148,T143,T143,Jimmy Walker,73,-0.039
149,T150,T150,Daniel Chopra,84,-0.037000000000000005
150,T150,T150,Jeff Maggert,86,-0.037000000000000005
151,T150,T150,Troy Matteson,94,-0.037000000000000005
152,T150,T150,Bob Sowards,61,-0.037000000000000005
153,T150,T150,Nicholas Thompson,113,-0.037000000000000005
154,155,155,Paul Goydos,78,-0.036000000000000004
155,156,156,Dustin Johnson,92,-0.035
156,T157,T157,Mark Hensby,71,-0.034
157,T157,T157,Matt Jones,95,-0.034
158,159,159,Jerry Kelly,89,-0.033
159,160,160,Kevin Stadler,90,-0.032
160,161,161,Steve Allan,58,-0.031
161,162,162,Brandt Jobe,52,-0.03
162,T163,T163,Joe Durant,92,-0.028999999999999998
163,T163,T163,Greg Kraft,63,-0.028999999999999998
164,165,165,Cliff Kresge,84,-0.027999999999999997
165,166,166,Harrison Frazar,73,-0.025
166,T167,T167,Ryan Armour,87,-0.023
167,T167,T167,Mark Calcavecchia,67,-0.023
168,T167,T167,Tommy Gainey,60,-0.023
169,170,170,Alejandro Cañizares,52,-0.022000000000000002
170,T171,T171,Stephen Leaney,53,-0.019
171,T171,T171,Rocco Mediate,87,-0.019
172,173,173,Alex Cejka,75,-0.018000000000000002
173,T174,T174,Paul Claxton,63,-0.017
174,T174,T174,Ron Whittaker,54,-0.017
175,176,176,Jon Mills,95,-0.016
176,177,177,Trevor Immelman,70,-0.013999999999999999
177,T178,T178,Nick Flanagan,89,-0.013000000000000001
178,T178,T178,Brett Rumford,72,-0.013000000000000001
179,180,180,Justin Bolli,87,-0.01
180,181,181,Ian Poulter,51,-0.008
181,182,182,Ted Purdy,68,-0.006
182,T183,T183,Olin Browne,77,-0.005
183,T183,T183,Kenneth Ferrie,72,-0.005
184,185,185,Jim McGovern,75,-0.004
185,T186,T186,Jason Allred,63,-0.003
186,T186,T186,Charles Warren,79,-0.003
187,188,188,Steve Lowery,74,-0.001
188,189,189,Robert Gamez,79,0.002
189,190,190,Billy Andrade,71,0.004
190,191,191,J.P. Hayes,67,0.005
191,T192,T192,David Lutterus,59,0.009000000000000001
192,T192,T192,Jin Park,85,0.009000000000000001
193,194,194,Cody Freeman,66,0.013000000000000001
194,195,195,Kyle Thompson,70,0.015
195,196,196,David Duval,51,0.031
196,197,197,Travis Perkins,53,0.068
