,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
178,179,179,Paul Goydos,78,0.23600000000000002
179,180,180,Bob Sowards,61,0.237
180,181,181,Paul Casey,55,0.23800000000000002
181,182,182,Ernie Els,51,0.243
182,T183,T183,Jesper Parnevik,88,0.248
183,T183,T183,Rory Sabbatini,77,0.248
184,185,185,Bart Bryant,81,0.25
185,186,186,Shigeki Maruyama,50,0.253
186,187,187,Tommy Armour III,77,0.256
187,188,188,Y.E. Yang,89,0.261
188,T189,T189,Rod Pampling,83,0.273
189,T189,T189,D.J. Trahan,94,0.273
190,191,191,Kent Jones,68,0.28600000000000003
191,192,192,Ryan Armour,87,0.29600000000000004
192,193,193,Marco Dawson,64,0.306
193,194,194,Robert Gamez,79,0.316
194,195,195,Tom Scherrer,56,0.32899999999999996
195,196,196,Olin Browne,77,0.353
196,197,197,Craig Kanada,65,0.35600000000000004
