,GIR_Percentage_from_Other_than_Fairway_RANK THIS WEEK,GIR_Percentage_from_Other_than_Fairway_RANK LAST WEEK,GIR_Percentage_from_Other_than_Fairway_PLAYER NAME,GIR_Percentage_from_Other_than_Fairway_ROUNDS,GIR_Percentage_from_Other_than_Fairway_%,GIR_Percentage_from_Other_than_Fairway_GREENS HIT,GIR_Percentage_from_Other_than_Fairway_# OF HOLES
102,103,103,Joe Ogilvie,100,49.68,232,467
103,104,104,Chris DiMarco,87,49.66,222,447
104,105,105,Jimmy Walker,73,49.65,212,427
105,106,106,Brett Rumford,72,49.64,206,415
106,107,107,Carl Pettersson,110,49.51,305,616
107,108,108,Cameron Beckman,87,49.44,176,356
108,109,109,J.B. Holmes,86,49.38,279,565
109,110,110,Padraig Harrington,52,49.3,140,284
110,T111,T111,Jon Mills,95,49.21,248,504
111,T111,T111,Heath Slocum,104,49.21,186,378
112,113,113,Martin Laird,98,49.17,238,484
113,114,114,Ken Duke,116,49.1,299,609
114,115,115,Sean O'Hair,81,48.99,219,447
115,116,116,Cody Freeman,66,48.92,181,370
116,117,117,Matt Jones,95,48.87,282,577
117,118,118,Steve Stricker,75,48.75,215,441
118,T119,T119,Ángel Cabrera,55,48.72,171,351
119,T119,T119,Rocco Mediate,87,48.72,209,429
120,121,121,Cliff Kresge,84,48.57,204,420
121,122,122,Tim Herron,97,48.51,244,503
122,123,123,Richard Johnson,77,48.45,234,483
123,T124,T124,Paul Goydos,78,48.43,154,318
124,T124,T124,Mark Hensby,71,48.43,200,413
125,T126,T126,Stuart Appleby,87,48.37,237,490
126,T126,T126,Justin Leonard,101,48.37,208,430
127,128,128,D.J. Trahan,94,48.34,219,453
128,129,129,Vaughn Taylor,103,48.24,261,541
129,130,130,Billy Andrade,71,48.15,182,378
130,131,131,Lee Janzen,89,48.13,206,428
131,132,132,Tom Scherrer,56,47.84,122,255
132,133,133,Ryuji Imada,80,47.78,215,450
133,134,134,Kyle Thompson,70,47.76,160,335
134,135,135,Dean Wilson,109,47.68,267,560
135,T136,T136,Jesper Parnevik,88,47.6,218,458
136,T136,T136,Mark Wilson,107,47.6,208,437
137,138,138,Andres Romero,69,47.51,210,442
138,139,139,Tom Pernice Jr.,104,47.41,247,521
139,140,140,Jim McGovern,75,47.28,165,349
140,141,141,Kevin Na,97,47.13,205,435
141,142,142,Aaron Baddeley,76,47.12,196,416
142,143,143,Chad Campbell,94,47.11,212,450
143,144,144,Tim Petrovic,97,46.99,195,415
144,145,145,Alejandro Cañizares,52,46.96,108,230
145,146,146,Jeff Gove,50,46.89,83,177
146,147,147,Richard Johnson,60,46.84,126,269
147,148,148,Tim Clark,90,46.79,204,436
148,149,149,Ryan Armour,87,46.69,162,347
149,150,150,Scott Verplank,82,46.67,140,300
150,151,151,Brett Quigley,80,46.63,194,416
151,152,152,Nicholas Thompson,113,46.56,230,494
152,153,153,Brad Elder,67,46.46,151,325
153,154,154,Shigeki Maruyama,50,46.44,124,267
154,155,155,Glen Day,64,46.4,116,250
155,156,156,Paul Casey,55,46.32,126,272
156,157,157,Steve Lowery,74,46.14,191,414
157,158,158,Alex Cejka,75,46.08,153,332
158,159,159,Jerry Kelly,89,45.96,182,396
159,160,160,Bart Bryant,81,45.76,135,295
160,161,161,Marc Turnesa,87,45.64,183,401
161,162,162,Matt Kuchar,88,45.57,180,395
162,163,163,Todd Hamilton,92,45.41,193,425
163,164,164,J.P. Hayes,67,45.19,155,343
164,165,165,Rod Pampling,83,45.17,173,383
165,166,166,Ryan Moore,72,45.06,155,344
166,167,167,Brandt Snedeker,85,45.04,209,464
167,168,168,Trevor Immelman,70,44.94,160,356
168,169,169,Chez Reavie,102,44.92,168,374
169,T170,T170,Jonathan Byrd,88,44.85,174,388
170,T170,T170,Freddie Jacobson,78,44.85,196,437
171,172,172,Johnson Wagner,83,44.83,195,435
172,173,173,Eric Axley,113,44.56,295,662
173,174,174,Ernie Els,51,44.52,134,301
174,175,175,Doug LaBelle II,65,44.4,115,259
175,176,176,Jin Park,85,44.31,148,334
176,T177,T177,Stephen Leaney,53,44.25,100,226
177,T177,T177,David Lutterus,59,44.25,127,287
178,T179,T179,Brian Gay,102,44.2,164,371
179,T179,T179,Ian Poulter,51,44.2,122,276
180,181,181,Olin Browne,77,44.12,90,204
181,182,182,Bob Sowards,61,44.0,132,300
182,183,183,David Duval,51,43.92,159,362
183,184,184,Ben Curtis,80,43.84,153,349
184,185,185,Shane Bertsch,96,43.77,172,393
185,186,186,Chad Collins,72,43.5,164,377
186,187,187,John Mallinger,95,43.46,176,405
187,188,188,Craig Kanada,65,43.25,109,252
188,189,189,Marco Dawson,64,43.23,134,310
189,190,190,Tom Lehman,51,43.21,105,243
190,191,191,Jeff Quinney,87,42.86,198,462
191,192,192,Retief Goosen,59,42.57,149,350
192,193,193,Paul Claxton,63,42.17,97,230
193,194,194,Chris Riley,51,40.5,81,200
194,195,195,Ron Whittaker,54,40.32,75,186
195,196,196,Greg Kraft,63,39.58,95,240
196,197,197,Corey Pavin,69,36.46,101,277
