,SG_Approach-the-Green_RANK THIS WEEK,SG_Approach-the-Green_RANK LAST WEEK,SG_Approach-the-Green_PLAYER NAME,SG_Approach-the-Green_ROUNDS,SG_Approach-the-Green_AVERAGE,SG_Approach-the-Green_TOTAL SG:APP,SG_Approach-the-Green_MEASURED ROUNDS
151,152,152,Chris Stroud,81,-0.22399999999999998,-14.763,66
152,153,153,Will MacKenzie,62,-0.239,-13.62,57
153,154,154,Olin Browne,77,-0.243,-16.979,70
154,155,155,Shigeki Maruyama,50,-0.244,-10.23,42
155,156,156,Frank Lickliter II,107,-0.24600000000000002,-24.636,100
156,157,157,Michael Letzig,88,-0.257,-19.037,74
157,158,158,Mark Hensby,71,-0.263,-16.845,64
158,159,159,Dustin Johnson,92,-0.268,-21.747,81
159,160,160,Brenden Pappas,66,-0.292,-16.338,56
160,161,161,Scott McCarron,63,-0.297,-16.027,54
161,162,162,Craig Kanada,65,-0.312,-17.134,55
162,163,163,Ian Poulter,51,-0.32,-11.511,36
163,164,164,Marc Turnesa,87,-0.32299999999999995,-24.56,76
164,165,165,Nathan Green,95,-0.342,-31.079,91
165,166,166,Nicholas Thompson,113,-0.344,-33.059,96
166,167,167,Chad Collins,72,-0.345,-21.730999999999998,63
167,168,168,Brett Rumford,72,-0.348,-21.201999999999998,61
168,169,169,Matt Jones,95,-0.354,-29.719,84
169,170,170,Eric Axley,113,-0.36200000000000004,-35.445,98
170,171,171,Greg Kraft,63,-0.36700000000000005,-18.340999999999998,50
171,172,172,Jason Day,81,-0.373,-28.750999999999998,77
172,173,173,Ryan Armour,87,-0.38799999999999996,-29.51,76
173,174,174,Tim Herron,97,-0.40399999999999997,-35.121,87
174,175,175,Tim Petrovic,97,-0.408,-33.008,81
175,176,176,Paul Claxton,63,-0.42100000000000004,-21.065,50
176,177,177,Doug LaBelle II,65,-0.431,-21.997,51
177,178,178,Joe Ogilvie,100,-0.44299999999999995,-38.571999999999996,87
178,179,179,Kenneth Ferrie,72,-0.48100000000000004,-28.879,60
179,180,180,Bob Sowards,61,-0.483,-25.090999999999998,52
180,181,181,Jesper Parnevik,88,-0.501,-37.547,75
181,182,182,David Duval,51,-0.53,-21.72,41
182,183,183,Mathias Grönberg,87,-0.55,-43.453,79
183,184,184,Andres Romero,69,-0.5529999999999999,-27.105999999999998,49
184,185,185,Cody Freeman,66,-0.569,-31.308000000000003,55
185,186,186,Brad Elder,67,-0.6409999999999999,-34.64,54
186,187,187,Chris Riley,51,-0.6459999999999999,-25.849,40
187,188,188,Steve Lowery,74,-0.706,-47.272,67
188,189,189,Travis Perkins,53,-0.73,-29.208000000000002,40
189,190,190,Jason Allred,63,-0.735,-36.773,50
190,191,191,David Lutterus,59,-0.745,-37.266,50
191,192,192,J.P. Hayes,67,-0.747,-47.082,63
192,193,193,Kyle Thompson,70,-0.7490000000000001,-42.701,57
193,194,194,Steve Allan,58,-0.758,-36.364000000000004,48
194,195,195,Daniel Chopra,84,-0.76,-52.446000000000005,69
195,196,196,Todd Demsey,80,-0.9059999999999999,-64.297,71
196,197,197,Richard Johnson,77,-0.9620000000000001,-65.403,68
