,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
113,114,114,Mathias Grönberg,95,+.066,91,+6.00
114,115,115,Jay Williamson,50,+.067,45,+3.00
115,116,116,J.P. Hayes,89,+.068,103,+7.00
116,117,117,Joey Sindelar,75,+.069,72,+5.00
117,118,118,Todd Hamilton,76,+.071,56,+4.00
118,T119,T119,David Branshaw,83,+.073,82,+6.00
119,T119,T119,Tom Byrum,50,+.073,41,+3.00
120,T119,T119,Chris DiMarco,79,+.073,55,+4.00
121,122,122,George McNeill,95,+.074,81,+6.00
122,123,123,Heath Slocum,101,+.076,105,+8.00
123,T124,T124,Briny Baird,115,+.077,91,+7.00
124,T124,T124,Gavin Coles,87,+.077,78,+6.00
125,T124,T124,Luke Donald,69,+.077,39,+3.00
126,T124,T124,Mathew Goggin,97,+.077,78,+6.00
127,T124,T124,Anders Hansen,55,+.077,39,+3.00
128,T129,T129,Steve Elkington,87,+.078,77,+6.00
129,T129,T129,Greg Owen,81,+.078,77,+6.00
130,131,131,Boo Weekley,101,+.079,76,+6.00
131,T132,T132,Bubba Dickerson,51,+.082,49,+4.00
132,T132,T132,Bryce Molder,56,+.082,61,+5.00
133,T132,T132,Jim Rutledge,59,+.082,49,+4.00
134,135,135,Parker McLachlin,83,+.083,72,+6.00
135,136,136,Dean Wilson,92,+.084,83,+7.00
136,T137,T137,J.J. Henry,86,+.086,70,+6.00
137,T137,T137,Ryan Palmer,91,+.086,81,+7.00
138,139,139,Brian Davis,101,+.087,115,+10.00
139,T140,T140,José María Olazábal,52,+.088,34,+3.00
140,T140,T140,Pat Perez,84,+.088,57,+5.00
141,142,142,Harrison Frazar,88,+.089,79,+7.00
142,T143,T143,Rich Beem,89,+.091,77,+7.00
143,T143,T143,Daisuke Maruyama,86,+.091,77,+7.00
144,T145,T145,Padraig Harrington,64,+.094,53,+5.00
145,T145,T145,Peter Lonard,85,+.094,85,+8.00
146,T147,T147,John Merrick,92,+.098,61,+6.00
147,T147,T147,Justin Rose,63,+.098,41,+4.00
148,149,149,Ken Duke,112,+.101,99,+10.00
149,150,150,Steve Marino,106,+.102,98,+10.00
150,151,151,Tim Herron,98,+.103,68,+7.00
151,T152,T152,Lee Janzen,66,+.104,48,+5.00
152,T152,T152,Shaun Micheel,91,+.104,77,+8.00
153,T154,T154,Johnson Wagner,97,+.105,95,+10.00
154,T154,T154,Mark Wilson,87,+.105,76,+8.00
155,156,156,Bill Haas,93,+.106,94,+10.00
156,157,157,Brendon de Jonge,76,+.107,75,+8.00
157,158,158,Jonathan Byrd,73,+.108,65,+7.00
158,159,159,Kirk Triplett,77,+.110,73,+8.00
159,T160,T160,Billy Andrade,88,+.111,72,+8.00
160,T160,T160,Michael Boyd,61,+.111,63,+7.00
161,T160,T160,Tim Petrovic,106,+.111,99,+11.00
162,163,163,J.B. Holmes,71,+.113,71,+8.00
163,164,164,Jason Gore,86,+.114,70,+8.00
164,165,165,Jeff Overton,60,+.115,61,+7.00
165,166,166,Billy Mayfair,98,+.117,77,+9.00
166,167,167,Woody Austin,95,+.118,76,+9.00
167,T168,T168,Jeff Brehaut,59,+.119,59,+7.00
168,T168,T168,Chris Couch,76,+.119,59,+7.00
169,T168,T168,Nathan Green,103,+.119,84,+10.00
170,T168,T168,Jarrod Lyle,77,+.119,59,+7.00
171,172,172,Kevin Stadler,95,+.122,82,+10.00
172,173,173,Steve Allan,63,+.125,56,+7.00
173,174,174,Stephen Ames,81,+.127,63,+8.00
174,T175,T175,Jason Dufner,100,+.128,86,+11.00
175,T175,T175,Charles Warren,101,+.128,86,+11.00
176,177,177,Steve Wheatcroft,73,+.129,62,+8.00
177,178,178,Mark Brooks,53,+.130,46,+6.00
178,T179,T179,Kent Jones,97,+.132,76,+10.00
179,T179,T179,Brett Wetterich,88,+.132,53,+7.00
180,T181,T181,Joe Durant,88,+.133,75,+10.00
181,T181,T181,Michael Putnam,96,+.133,60,+8.00
182,183,183,Vaughn Taylor,91,+.135,74,+10.00
183,184,184,Cameron Beckman,96,+.141,64,+9.00
184,T185,T185,Ben Curtis,80,+.143,49,+7.00
185,T185,T185,Frank Lickliter II,95,+.143,84,+12.00
186,T187,T187,Robert Allenby,90,+.147,75,+11.00
187,T187,T187,Jaco Van Zyl,51,+.147,68,+10.00
188,189,189,Tripp Isenhour,86,+.153,85,+13.00
189,190,190,John Daly,59,+.154,65,+10.00
190,T191,T191,Robert Garrigus,95,+.157,89,+14.00
191,T191,T191,Darron Stiles,65,+.157,51,+8.00
192,193,193,Alex Cejka,80,+.164,73,+12.00
193,194,194,Glen Day,85,+.171,82,+14.00
194,195,195,Paul Stankowski,52,+.180,50,+9.00
195,196,196,Paul Goydos,60,+.280,50,+14.00
