,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
124,125,125,Anthony Kim,93,0.508,199,101.0
125,T126,T126,Pat Perez,84,0.509,175,89.0
126,T126,T126,Duffy Waldorf,69,0.509,167,85.0
127,128,128,Briny Baird,115,0.511,235,120.0
128,129,129,Jeff Sluman,60,0.512,123,63.0
129,T130,T130,Chad Campbell,96,0.513,189,97.0
130,T130,T130,Will MacKenzie,100,0.513,230,118.0
131,T130,T130,Bubba Watson,80,0.513,158,81.0
132,133,133,Tom Byrum,50,0.514,107,55.0
133,T134,T134,Bob Heintz,85,0.516,213,110.0
134,T134,T134,Henrik Stenson,52,0.516,93,48.0
135,T136,T136,Tom Lehman,62,0.518,114,59.0
136,T136,T136,Davis Love III,66,0.518,137,71.0
137,T138,T138,Stewart Cink,91,0.519,156,81.0
138,T138,T138,Cliff Kresge,107,0.519,231,120.0
139,T140,T140,Craig Barlow,52,0.52,127,66.0
140,T140,T140,Boo Weekley,101,0.52,202,105.0
141,142,142,Anders Hansen,55,0.521,94,49.0
142,143,143,Mathew Goggin,97,0.522,180,94.0
143,144,144,J.J. Henry,86,0.525,141,74.0
144,145,145,Billy Andrade,88,0.526,213,112.0
145,T146,T146,Michael Allen,74,0.527,167,88.0
146,T146,T146,Steve Flesch,100,0.527,226,119.0
147,T146,T146,Brett Quigley,79,0.527,165,87.0
148,149,149,Mathias Grönberg,95,0.529,221,117.0
149,150,150,Ben Curtis,80,0.53,181,96.0
150,T151,T151,Charles Howell III,89,0.532,186,99.0
151,T151,T151,Ryan Palmer,91,0.532,250,133.0
152,T151,T151,Adam Scott,69,0.532,124,66.0
153,T154,T154,Paul Gow,70,0.5329999999999999,165,88.0
154,T154,T154,Jim Rutledge,59,0.5329999999999999,152,81.0
155,T156,T156,Joe Durant,88,0.5379999999999999,158,85.0
156,T156,T156,D.J. Trahan,99,0.5379999999999999,236,127.0
157,T158,T158,Mark Hensby,81,0.541,196,106.0
158,T158,T158,Chris Tidland,59,0.541,133,72.0
159,160,160,Ryan Armour,107,0.542,249,135.0
160,161,161,Jeff Quinney,95,0.5429999999999999,210,114.0
161,T162,T162,Justin Rose,63,0.546,97,53.0
162,T162,T162,Johnson Wagner,97,0.546,183,100.0
163,164,164,Charley Hoffman,97,0.5489999999999999,237,130.0
164,165,165,Kyle Reifers,71,0.551,178,98.0
165,166,166,D.J. Brigman,67,0.552,125,69.0
166,167,167,Darron Stiles,65,0.5529999999999999,123,68.0
167,168,168,Jeff Gove,103,0.5539999999999999,204,113.0
168,169,169,Todd Hamilton,76,0.556,198,110.0
169,T170,T170,Brendon de Jonge,76,0.557,167,93.0
170,T170,T170,Jaco Van Zyl,51,0.557,106,59.0
171,172,172,Brian Bateman,55,0.5579999999999999,113,63.0
172,173,173,J.B. Holmes,71,0.56,184,103.0
173,T174,T174,Jason Bohn,57,0.563,119,67.0
174,T174,T174,José María Olazábal,52,0.563,119,67.0
175,T176,T176,Dicky Pride,71,0.568,169,96.0
176,T176,T176,Steve Wheatcroft,73,0.568,176,100.0
177,178,178,Michael Putnam,96,0.569,197,112.0
178,179,179,Bryce Molder,56,0.5720000000000001,152,87.0
179,180,180,Jeff Maggert,79,0.5760000000000001,191,110.0
180,181,181,Robert Garrigus,95,0.579,221,128.0
181,182,182,Rich Beem,89,0.58,181,105.0
182,183,183,Harrison Frazar,88,0.581,203,118.0
183,184,184,Paul Stankowski,52,0.588,119,70.0
184,185,185,Scott Gutschewski,67,0.5920000000000001,179,106.0
185,186,186,Kevin Stadler,95,0.595,195,116.0
186,187,187,Bubba Dickerson,51,0.597,149,89.0
187,T188,T188,David Branshaw,83,0.598,214,128.0
188,T188,T188,Chris Couch,76,0.598,189,113.0
189,T188,T188,Brett Wetterich,88,0.598,209,125.0
190,191,191,Eric Axley,107,0.6,250,150.0
191,192,192,Robert Gamez,88,0.607,183,111.0
192,193,193,John Daly,59,0.608,148,90.0
193,194,194,Greg Owen,81,0.61,164,100.0
194,195,195,Steve Allan,63,0.615,143,88.0
195,196,196,Matt Hendrix,63,0.687,150,103.0
