,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
39,T39,T39,Craig Barlow,52,"7' 1""",2009.0,283,110
40,T39,T39,Ernie Els,59,"7' 1""",2162.333,307,37
41,T39,T39,Tim Herron,98,"7' 1""",3943.75,555,115
42,T39,T39,Craig Kanada,109,"7' 1""",4526.833,639,48
43,T39,T39,Anthony Kim,93,"7' 1""",4150.0,583,79
44,T39,T39,Rocco Mediate,72,"7' 1""",3119.833,439,142
45,T39,T39,Arron Oberholser,69,"7' 1""",2675.5,376,46
46,T39,T39,José María Olazábal,52,"7' 1""",2160.167,306,140
47,T39,T39,Justin Rose,63,"7' 1""",1857.5,261,41
48,T39,T39,Rory Sabbatini,81,"7' 1""",3394.083,479,2
49,T39,T39,Kirk Triplett,77,"7' 1""",3182.417,451,86
50,T39,T39,Mark Wilson,87,"7' 1""",3371.667,476,28
51,T52,T52,Jason Bohn,57,"7' 2""",2664.667,372,143
52,T52,T52,Craig Bowden,78,"7' 2""",3200.583,446,12
53,T52,T52,Jonathan Byrd,73,"7' 2""",3299.333,460,69
54,T52,T52,Ken Duke,112,"7' 2""",4715.667,657,23
55,T52,T52,Retief Goosen,50,"7' 2""",1914.9170000000001,266,154
56,T52,T52,Zach Johnson,76,"7' 2""",2901.833,403,30
57,T52,T52,Doug LaBelle II,104,"7' 2""",4524.25,632,34
58,T52,T52,Jarrod Lyle,77,"7' 2""",3326.167,464,81
59,T52,T52,Sean O'Hair,98,"7' 2""",3964.0,554,36
60,T52,T52,Kenny Perry,83,"7' 2""",3566.083,500,58
61,T52,T52,Bo Van Pelt,104,"7' 2""",4759.167,664,35
62,T52,T52,Tiger Woods,63,"7' 2""",1838.4170000000001,256,20
63,T64,T64,Michael Boyd,61,"7' 3""",2716.5,376,73
64,T64,T64,Brian Davis,101,"7' 3""",4459.917,614,47
65,T64,T64,Paul Gow,70,"7' 3""",2968.25,410,146
66,T64,T64,Nathan Green,103,"7' 3""",4847.25,666,22
67,T64,T64,Ryuji Imada,104,"7' 3""",4726.083,654,48
68,T64,T64,Shigeki Maruyama,84,"7' 3""",4231.583,581,64
69,T64,T64,Jeff Quinney,95,"7' 3""",4069.75,563,146
70,T64,T64,Jeff Sluman,60,"7' 3""",2065.25,285,187
71,T64,T64,Brandt Snedeker,105,"7' 3""",4073.167,560,17
72,T64,T64,Nick Watney,87,"7' 3""",3661.833,505,91
73,T74,T74,Michael Allen,74,"7' 4""",3166.833,433,153
74,T74,T74,Mark Calcavecchia,93,"7' 4""",3904.667,533,117
75,T74,T74,J.P. Hayes,89,"7' 4""",4275.167,580,60
76,T74,T74,Charley Hoffman,97,"7' 4""",4560.0,619,175
77,T74,T74,Lee Janzen,66,"7' 4""",2552.25,350,140
78,T74,T74,Tom Lehman,62,"7' 4""",2167.917,295,160
79,T74,T74,Pat Perez,84,"7' 4""",3296.583,448,168
80,T74,T74,John Senden,97,"7' 4""",3881.833,527,112
81,T74,T74,Camilo Villegas,82,"7' 4""",3454.25,473,98
82,T83,T83,Rich Barcelo,80,"7' 5""",3785.25,512,130
83,T83,T83,Andrew Buckle,77,"7' 5""",3647.333,490,91
84,T83,T83,Bob Estes,88,"7' 5""",4133.417,556,105
85,T83,T83,Fred Funk,65,"7' 5""",2565.417,346,115
86,T83,T83,Freddie Jacobson,70,"7' 5""",3326.75,451,96
87,T83,T83,Joe Ogilvie,102,"7' 5""",4862.333,655,104
88,T89,T89,Woody Austin,95,"7' 6""",4327.833,578,24
89,T89,T89,Briny Baird,115,"7' 6""",5021.417,671,45
90,T89,T89,Stewart Cink,91,"7' 6""",3460.0,460,107
91,T89,T89,Harrison Frazar,88,"7' 6""",4134.083,551,165
92,T89,T89,Todd Hamilton,76,"7' 6""",3367.75,449,189
93,T89,T89,Steve Marino,106,"7' 6""",4785.833,637,55
94,T89,T89,Billy Mayfair,98,"7' 6""",3848.917,515,74
95,T89,T89,Parker McLachlin,83,"7' 6""",4302.25,575,56
96,T89,T89,Shaun Micheel,91,"7' 6""",3297.917,441,100
97,T89,T89,Ted Purdy,102,"7' 6""",4331.0,577,136
98,T89,T89,Adam Scott,69,"7' 6""",2730.75,364,179
99,T89,T89,Paul Stankowski,52,"7' 6""",2397.833,318,161
100,T89,T89,Kevin Sutherland,85,"7' 6""",3702.583,496,101
101,T89,T89,Vaughn Taylor,91,"7' 6""",3679.0,491,154
102,T103,T103,Brian Bateman,55,"7' 7""",2486.417,329,83
103,T103,T103,Ben Curtis,80,"7' 7""",3768.667,496,176
104,T103,T103,Glen Day,85,"7' 7""",3905.333,513,62
105,T103,T103,Jason Dufner,100,"7' 7""",4665.917,615,127
106,T103,T103,Lucas Glover,98,"7' 7""",4195.583,552,66
107,T103,T103,Paul Goydos,60,"7' 7""",2556.25,338,98
108,T103,T103,Davis Love III,66,"7' 7""",2771.5,364,174
109,T103,T103,Brett Quigley,79,"7' 7""",3305.917,438,190
110,T103,T103,John Rollins,102,"7' 7""",4679.0,614,56
111,T103,T103,Michael Sim,52,"7' 7""",2587.083,342,8
112,T103,T103,Henrik Stenson,52,"7' 7""",2020.75,267,167
113,T103,T103,Charles Warren,101,"7' 7""",4737.917,628,157
114,T103,T103,Charlie Wi,90,"7' 7""",4300.833,569,54
115,T103,T103,Dean Wilson,92,"7' 7""",3918.583,516,52
116,T117,T117,Eric Axley,107,"7' 8""",5312.1669999999995,695,139
117,T117,T117,Bart Bryant,87,"7' 8""",3818.75,500,59
118,T117,T117,Gavin Coles,87,"7' 8""",4000.667,524,10
119,T117,T117,Chris DiMarco,79,"7' 8""",3528.083,458,156
120,T117,T117,Mark Hensby,81,"7' 8""",4043.583,529,85
121,T117,T117,Stephen Leaney,82,"7' 8""",3426.333,449,50
122,T117,T117,Will MacKenzie,100,"7' 8""",4859.0,635,128
123,T117,T117,Darron Stiles,65,"7' 8""",2699.583,352,180
124,T125,T125,Tom Johnson,74,"7' 9""",3550.417,457,157
125,T125,T125,Steve Lowery,74,"7' 9""",3695.25,475,125
126,T125,T125,Jesper Parnevik,88,"7' 9""",4027.667,522,103
127,T125,T125,Jay Williamson,50,"7' 9""",2507.333,322,89
128,T129,T129,Robert Allenby,90,"7' 10""",3766.333,480,163
129,T129,T129,Jeff Brehaut,59,"7' 10""",2681.917,342,95
130,T129,T129,Bubba Dickerson,51,"7' 10""",2729.083,350,178
131,T129,T129,Jeff Gove,103,"7' 10""",4710.167,602,151
132,T129,T129,Charles Howell III,89,"7' 10""",3532.75,453,133
133,T129,T129,Tripp Isenhour,86,"7' 10""",4349.333,555,109
134,T129,T129,Kent Jones,97,"7' 10""",4707.75,600,129
135,T129,T129,Cliff Kresge,107,"7' 10""",5339.0830000000005,683,65
136,T129,T129,Jeff Maggert,79,"7' 10""",4110.0,524,118
137,T129,T129,Troy Matteson,87,"7' 10""",4360.333,557,121
138,T129,T129,George McNeill,95,"7' 10""",4445.833,569,74
139,T129,T129,Ryan Moore,92,"7' 10""",4114.417,524,87
140,T129,T129,Chris Stroud,66,"7' 10""",3052.833,390,124
141,T129,T129,Boo Weekley,101,"7' 10""",4358.75,554,108
142,T143,T143,Stephen Ames,81,"7' 11""",3282.75,413,68
143,T143,T143,Ryan Armour,107,"7' 11""",5039.583,634,152
144,T143,T143,Joe Durant,88,"7' 11""",3637.083,459,172
145,T143,T143,Anders Hansen,55,"7' 11""",1847.8329999999999,233,137
146,T143,T143,J.B. Holmes,71,"7' 11""",4027.417,507,182
147,T143,T143,Craig Lile,77,"7' 11""",3919.583,494,38
148,T143,T143,Dicky Pride,71,"7' 11""",3325.167,421,26
149,T143,T143,Jason Schultz,63,"7' 11""",3166.667,398,43
150,T143,T143,D.J. Trahan,99,"7' 11""",5007.917,635,63
151,T143,T143,Brett Wetterich,88,"7' 11""",3907.083,492,196
152,T153,T153,Steve Allan,63,"8' 0""",3247.583,404,138
153,T153,T153,Billy Andrade,88,"8' 0""",4330.583,544,177
154,T153,T153,Mathew Goggin,97,"8' 0""",4815.5,603,90
155,T153,T153,Peter Lonard,85,"8' 0""",4295.5,538,42
156,T153,T153,Daisuke Maruyama,86,"8' 0""",4371.25,544,149
157,T153,T153,Greg Owen,81,"8' 0""",3759.0,472,181
158,T153,T153,Ryan Palmer,91,"8' 0""",4535.917,568,135
159,T153,T153,Bob Tway,103,"8' 0""",5047.667,633,106
160,T153,T153,Duffy Waldorf,69,"8' 0""",3258.75,408,159
161,T153,T153,Bubba Watson,80,"8' 0""",3777.417,472,113
162,T163,T163,Tommy Armour III,81,"8' 1""",3215.917,399,131
163,T163,T163,Cameron Beckman,96,"8' 1""",4623.167,570,132
164,T163,T163,Rich Beem,89,"8' 1""",4013.333,496,170
165,T163,T163,David Branshaw,83,"8' 1""",4297.5,532,173
166,T163,T163,Frank Lickliter II,95,"8' 1""",4709.0,581,143
167,T163,T163,Jeff Overton,60,"8' 1""",3065.667,379,7
168,T163,T163,Kyle Reifers,71,"8' 1""",3600.667,446,165
169,T163,T163,Joey Sindelar,75,"8' 1""",3368.333,415,164
170,T163,T163,Johnson Wagner,97,"8' 1""",4855.0,602,169
171,T172,T172,Jason Gore,86,"8' 2""",4687.25,575,72
172,T172,T172,J.J. Henry,86,"8' 2""",3618.083,443,184
173,T172,T172,Richard Johnson,93,"8' 2""",4490.5,550,118
174,T172,T172,John Merrick,92,"8' 2""",4246.417,521,150
175,T172,T172,Chris Tidland,59,"8' 2""",3002.667,366,126
176,T172,T172,Jaco Van Zyl,51,"8' 2""",2681.417,329,77
177,T172,T172,Steve Wheatcroft,73,"8' 2""",3840.583,470,148
178,T179,T179,Bryce Molder,56,"8' 3""",3147.75,381,134
179,T179,T179,Kevin Stadler,95,"8' 3""",4526.25,550,186
180,181,181,Brendon de Jonge,76,"8' 4""",3991.333,478,192
181,T182,T182,D.J. Brigman,67,"8' 5""",3040.417,361,185
182,T182,T182,Chad Campbell,96,"8' 5""",4092.333,484,188
183,T182,T182,Chris Couch,76,"8' 5""",4524.083,537,162
184,T182,T182,Mathias Grönberg,95,"8' 5""",5666.5830000000005,675,122
185,T182,T182,Bill Haas,93,"8' 5""",5117.167,607,88
186,T182,T182,Jim Rutledge,59,"8' 5""",2665.167,318,114
187,T188,T188,Tom Byrum,50,"8' 6""",2272.0,267,102
188,T188,T188,Robert Gamez,88,"8' 6""",4245.917,500,191
189,T190,T190,Scott Gutschewski,67,"8' 7""",3776.75,440,171
190,T190,T190,Tag Ridings,52,"8' 7""",2896.167,339,94
191,T192,T192,John Daly,59,"8' 9""",3418.333,390,195
192,T192,T192,Matt Hendrix,63,"8' 9""",3546.167,406,193
193,T192,T192,Michael Putnam,96,"8' 9""",4737.667,542,194
194,195,195,Hunter Mahan,91,"8' 10""",4223.167,480,145
195,196,196,Robert Garrigus,95,"9' 2""",5458.6669999999995,598,183
