,Proximity_to_Hole_from_30_yards_RANK THIS WEEK,Proximity_to_Hole_from_30_yards_RANK LAST WEEK,Proximity_to_Hole_from_30_yards_PLAYER NAME,Proximity_to_Hole_from_30_yards_ROUNDS,Proximity_to_Hole_from_30_yards_AVG DTP,Proximity_to_Hole_from_30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_30_yards_# OF SHOTS,Proximity_to_Hole_from_30_yards_SCRAMBLING RANK
28,T28,T28,Trevor Immelman,74,"11' 0""",483.667,44,123
29,T30,T30,José María Olazábal,52,"11' 1""",432.583,39,140
30,T30,T30,Jeff Sluman,60,"11' 1""",288.58299999999997,26,187
31,T32,T32,Steve Flesch,100,"11' 2""",781.25,70,82
32,T32,T32,Mark Hensby,81,"11' 2""",771.5830000000001,69,85
33,T32,T32,Will MacKenzie,100,"11' 2""",836.4169999999999,75,128
34,35,35,Arron Oberholser,69,"11' 3""",504.667,45,46
35,T36,T36,Eric Axley,107,"11' 5""",1085.333,95,139
36,T36,T36,Ken Duke,112,"11' 5""",844.9169999999999,74,23
37,T36,T36,Sergio Garcia,68,"11' 5""",535.9169999999999,47,84
38,39,39,Chris DiMarco,79,"11' 6""",738.25,64,156
39,T40,T40,J.J. Henry,86,"11' 7""",696.25,60,184
40,T40,T40,Ryuji Imada,104,"11' 7""",1394.0829999999999,120,48
41,T40,T40,Justin Leonard,95,"11' 7""",716.5,62,39
42,T40,T40,John Mallinger,96,"11' 7""",879.0,76,12
43,T40,T40,Bo Van Pelt,104,"11' 7""",961.0830000000001,83,35
44,T45,T45,Matt Kuchar,85,"11' 8""",759.1669999999999,65,5
45,T45,T45,Billy Mayfair,98,"11' 8""",837.8330000000001,72,74
46,T45,T45,Justin Rose,63,"11' 8""",383.75,33,41
47,T48,T48,Jason Bohn,57,"11' 9""",494.667,42,143
48,T48,T48,Nathan Green,103,"11' 9""",1202.417,102,22
49,T48,T48,John Rollins,102,"11' 9""",834.9169999999999,71,56
50,T51,T51,Anthony Kim,93,"11' 10""",827.0,70,79
51,T51,T51,Phil Mickelson,73,"11' 10""",545.0830000000001,46,53
52,T51,T51,Geoff Ogilvy,84,"11' 10""",581.5830000000001,49,111
53,T51,T51,Duffy Waldorf,69,"11' 10""",556.6669999999999,47,159
54,55,55,Mike Weir,82,"11' 11""",728.8330000000001,61,70
55,T56,T56,Michael Allen,74,"12' 0""",646.1669999999999,54,153
56,T56,T56,Billy Andrade,88,"12' 0""",782.0,65,177
57,T56,T56,Daniel Chopra,106,"12' 0""",851.9169999999999,71,31
58,T56,T56,Tim Petrovic,106,"12' 0""",1053.583,88,26
59,T56,T56,Chris Riley,59,"12' 0""",479.0,40,1
60,T61,T61,Woody Austin,95,"12' 1""",867.6669999999999,72,24
61,T61,T61,Aaron Baddeley,83,"12' 1""",749.75,62,25
62,T61,T61,Parker McLachlin,83,"12' 1""",858.75,71,56
63,T61,T61,Scott Verplank,82,"12' 1""",687.1669999999999,57,18
64,T65,T65,Tim Herron,98,"12' 2""",939.1669999999999,77,115
65,T65,T65,Davis Love III,66,"12' 2""",512.4169999999999,42,174
66,T65,T65,Rod Pampling,92,"12' 2""",829.75,68,76
67,T65,T65,Heath Slocum,101,"12' 2""",609.5830000000001,50,16
68,T65,T65,Mark Wilson,87,"12' 2""",727.5830000000001,60,28
69,T70,T70,Mark Brooks,53,"12' 3""",331.417,27,33
70,T70,T70,Ben Curtis,80,"12' 3""",748.1669999999999,61,176
71,T70,T70,John Senden,97,"12' 3""",883.25,72,112
72,T70,T70,Nick Watney,87,"12' 3""",663.0,54,91
73,T74,T74,Jeff Quinney,95,"12' 4""",790.6669999999999,64,146
74,T74,T74,Brandt Snedeker,105,"12' 4""",741.3330000000001,60,17
75,T76,T76,Stephen Leaney,82,"12' 5""",720.3330000000001,58,50
76,T76,T76,Shaun Micheel,91,"12' 5""",696.5830000000001,56,100
77,T78,T78,Gavin Coles,87,"12' 6""",649.4169999999999,52,10
78,T78,T78,Harrison Frazar,88,"12' 6""",726.5830000000001,58,165
79,T78,T78,Paul Gow,70,"12' 6""",812.4169999999999,65,146
80,T78,T78,Craig Lile,77,"12' 6""",889.5830000000001,71,38
81,T78,T78,Pat Perez,84,"12' 6""",462.75,37,168
82,T78,T78,Brett Quigley,79,"12' 6""",687.1669999999999,55,190
83,T84,T84,Tommy Armour III,81,"12' 7""",565.8330000000001,45,131
84,T84,T84,Tiger Woods,63,"12' 7""",390.083,31,20
85,T86,T86,Brian Bateman,55,"12' 8""",519.4169999999999,41,83
86,T86,T86,Charles Warren,101,"12' 8""",977.25,77,157
87,T88,T88,Jeff Gove,103,"12' 9""",1121.167,88,151
88,T88,T88,Lee Janzen,66,"12' 9""",762.75,60,140
89,T88,T88,Kevin Na,84,"12' 9""",818.5830000000001,64,3
90,T88,T88,Carl Pettersson,111,"12' 9""",1031.167,81,93
91,T92,T92,Lucas Glover,98,"12' 10""",833.25,65,66
92,T92,T92,Charley Hoffman,97,"12' 10""",771.75,60,175
93,T92,T92,Charles Howell III,89,"12' 10""",844.6669999999999,66,133
94,T92,T92,Shigeki Maruyama,84,"12' 10""",1014.6669999999999,79,64
95,T92,T92,Rory Sabbatini,81,"12' 10""",716.5,56,2
96,T92,T92,David Toms,80,"12' 10""",627.5,49,66
97,T98,T98,Sean O'Hair,98,"12' 11""",940.9169999999999,73,36
98,T98,T98,Joe Ogilvie,102,"12' 11""",932.5,72,104
99,T98,T98,Jim Rutledge,59,"12' 11""",464.917,36,114
100,T98,T98,Michael Sim,52,"12' 11""",566.5,44,8
101,T102,T102,Andrew Buckle,77,"13' 0""",829.75,64,91
102,T102,T102,Mark Calcavecchia,93,"13' 0""",767.1669999999999,59,117
103,T102,T102,Chris Couch,76,"13' 0""",858.25,66,162
104,T102,T102,John Daly,59,"13' 0""",688.4169999999999,53,195
105,T102,T102,Jason Dufner,100,"13' 0""",921.0830000000001,71,127
106,T107,T107,Rich Barcelo,80,"13' 1""",875.25,67,130
107,T107,T107,D.J. Brigman,67,"13' 1""",535.4169999999999,41,185
108,T107,T107,Glen Day,85,"13' 1""",954.8330000000001,73,62
109,T107,T107,Matt Hendrix,63,"13' 1""",483.833,37,193
110,T107,T107,Kenny Perry,83,"13' 1""",717.8330000000001,55,58
111,T107,T107,Dean Wilson,92,"13' 1""",811.5830000000001,62,52
112,T113,T113,Jonathan Byrd,73,"13' 2""",670.6669999999999,51,69
113,T113,T113,Steve Elkington,87,"13' 2""",921.4169999999999,70,32
114,T113,T113,Bob Heintz,85,"13' 2""",670.0,51,79
115,T113,T113,Charlie Wi,90,"13' 2""",921.9169999999999,70,54
116,117,117,Steve Wheatcroft,73,"13' 3""",903.1669999999999,68,148
117,T118,T118,Craig Bowden,78,"13' 4""",691.4169999999999,52,12
118,T118,T118,Brian Davis,101,"13' 4""",1117.417,84,47
119,T118,T118,Paul Goydos,60,"13' 4""",454.667,34,98
120,T118,T118,Bryce Molder,56,"13' 4""",798.8330000000001,60,134
121,T118,T118,Jeff Overton,60,"13' 4""",626.1669999999999,47,7
122,T118,T118,Vaughn Taylor,91,"13' 4""",664.6669999999999,50,154
123,T124,T124,Tim Clark,66,"13' 5""",415.167,31,4
124,T124,T124,J.P. Hayes,89,"13' 5""",1071.5,80,60
125,T124,T124,Jarrod Lyle,77,"13' 5""",725.75,54,81
126,T124,T124,Jeff Maggert,79,"13' 5""",900.0,67,118
127,T124,T124,Dicky Pride,71,"13' 5""",724.0,54,26
128,T129,T129,Kyle Reifers,71,"13' 6""",568.5830000000001,42,165
129,T129,T129,Chris Tidland,59,"13' 6""",607.75,45,126
130,T131,T131,Stewart Cink,91,"13' 7""",814.9169999999999,60,107
131,T131,T131,Brian Gay,107,"13' 7""",843.0,62,19
132,T131,T131,Mathew Goggin,97,"13' 7""",895.6669999999999,66,90
133,T131,T131,Zach Johnson,76,"13' 7""",610.5830000000001,45,30
134,T131,T131,Frank Lickliter II,95,"13' 7""",1100.917,81,143
135,T136,T136,Robert Allenby,90,"13' 8""",804.0830000000001,59,163
136,T136,T136,Todd Hamilton,76,"13' 8""",711.5,52,189
137,T136,T136,Kevin Stadler,95,"13' 8""",793.0,58,186
138,T136,T136,Chris Stroud,66,"13' 8""",600.8330000000001,44,124
139,T136,T136,Camilo Villegas,82,"13' 8""",681.5830000000001,50,98
140,T141,T141,Briny Baird,115,"13' 9""",1115.583,81,45
141,T141,T141,Brendon de Jonge,76,"13' 9""",726.9169999999999,53,192
142,T141,T141,Doug LaBelle II,104,"13' 9""",1002.4169999999999,73,34
143,T141,T141,Michael Putnam,96,"13' 9""",1071.167,78,194
144,T141,T141,Darron Stiles,65,"13' 9""",577.0,42,180
145,T141,T141,Jaco Van Zyl,51,"13' 9""",658.9169999999999,48,77
146,T147,T147,Ryan Armour,107,"13' 10""",998.5,72,152
147,T147,T147,Fred Funk,65,"13' 10""",484.833,35,115
148,T147,T147,Daisuke Maruyama,86,"13' 10""",998.1669999999999,72,149
149,T147,T147,Ted Purdy,102,"13' 10""",788.75,57,136
150,T151,T151,Jerry Kelly,101,"13' 11""",722.5830000000001,52,78
151,T151,T151,Ryan Moore,92,"13' 11""",988.3330000000001,71,87
152,T153,T153,Robert Garrigus,95,"14' 0""",980.9169999999999,70,183
153,T153,T153,Scott Gutschewski,67,"14' 0""",768.25,55,171
154,T153,T153,Steve Marino,106,"14' 0""",1175.833,84,55
155,T153,T153,D.J. Trahan,99,"14' 0""",992.4169999999999,71,63
156,T153,T153,Boo Weekley,101,"14' 0""",628.3330000000001,45,108
157,158,158,Bob Estes,88,"14' 1""",901.9169999999999,64,105
158,T159,T159,Tom Byrum,50,"14' 2""",509.333,36,102
159,T159,T159,Bill Haas,93,"14' 2""",1102.667,78,88
160,T159,T159,Jesper Parnevik,88,"14' 2""",923.1669999999999,65,103
161,T162,T162,Joe Durant,88,"14' 3""",541.8330000000001,38,172
162,T162,T162,Jay Williamson,50,"14' 3""",568.9169999999999,40,89
163,T164,T164,Stephen Ames,81,"14' 4""",702.9169999999999,49,68
164,T164,T164,Cameron Beckman,96,"14' 4""",1202.917,84,132
165,T164,T164,Michael Boyd,61,"14' 4""",588.5,41,73
166,T164,T164,Peter Lonard,85,"14' 4""",873.8330000000001,61,42
167,T164,T164,Johnson Wagner,97,"14' 4""",1317.9170000000001,92,169
168,T169,T169,Robert Gamez,88,"14' 5""",877.3330000000001,61,191
169,T169,T169,J.B. Holmes,71,"14' 5""",776.9169999999999,54,182
170,T169,T169,Ryan Palmer,91,"14' 5""",850.0830000000001,59,135
171,T169,T169,Jason Schultz,63,"14' 5""",748.4169999999999,52,43
172,T169,T169,Bob Tway,103,"14' 5""",1138.333,79,106
173,T169,T169,Bubba Watson,80,"14' 5""",849.9169999999999,59,113
174,T175,T175,David Branshaw,83,"14' 6""",887.0,61,173
175,T175,T175,George McNeill,95,"14' 6""",739.0,51,74
176,177,177,Jeff Brehaut,59,"14' 7""",597.9169999999999,41,95
177,T178,T178,Kent Jones,97,"14' 10""",1247.75,84,129
178,T178,T178,Corey Pavin,81,"14' 10""",757.4169999999999,51,14
179,T180,T180,Anders Hansen,55,"14' 11""",508.333,34,137
180,T180,T180,Troy Matteson,87,"14' 11""",1056.167,71,121
181,T182,T182,Mathias Grönberg,95,"15' 0""",1350.9170000000001,90,122
182,T182,T182,Richard Johnson,93,"15' 0""",901.75,60,118
183,T182,T182,John Merrick,92,"15' 0""",959.8330000000001,64,150
184,T182,T182,Joey Sindelar,75,"15' 0""",448.75,30,164
185,186,186,Chad Campbell,96,"15' 1""",979.6669999999999,65,188
186,T187,T187,Steve Allan,63,"15' 2""",530.0,35,138
187,T187,T187,Cliff Kresge,107,"15' 2""",998.5830000000001,66,65
188,T189,T189,Tripp Isenhour,86,"15' 3""",1053.0,69,109
189,T189,T189,Hunter Mahan,91,"15' 3""",1035.75,68,145
190,191,191,Tom Lehman,62,"15' 4""",491.917,32,160
191,192,192,Greg Owen,81,"15' 7""",809.25,52,181
192,193,193,Tom Johnson,74,"16' 1""",867.5830000000001,54,157
193,194,194,Rich Beem,89,"16' 2""",1036.917,64,170
194,195,195,Bart Bryant,87,"16' 4""",817.0830000000001,50,59
195,196,196,Tag Ridings,52,"18' 9""",694.5,37,94
