,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
118,T119,T119,Robert Garrigus,95,0.909,99,90.0
119,T119,T119,Richard Johnson,93,0.909,110,100.0
120,T119,T119,Geoff Ogilvy,84,0.909,66,60.0
121,122,122,Daniel Chopra,106,0.91,100,91.0
122,123,123,Bubba Watson,80,0.9109999999999999,90,82.0
123,T124,T124,Chris Couch,76,0.912,91,83.0
124,T124,T124,Steve Lowery,74,0.912,68,62.0
125,126,126,Troy Matteson,87,0.915,82,75.0
126,127,127,Kenny Perry,83,0.917,72,66.0
127,128,128,Sergio Garcia,68,0.919,62,57.0
128,129,129,Andrew Buckle,77,0.9209999999999999,89,82.0
129,T130,T130,Jeff Quinney,95,0.924,105,97.0
130,T130,T130,John Senden,97,0.924,79,73.0
131,T132,T132,Stewart Cink,91,0.9259999999999999,94,87.0
132,T132,T132,Trevor Immelman,74,0.9259999999999999,54,50.0
133,134,134,Charley Hoffman,97,0.9279999999999999,97,90.0
134,135,135,Craig Barlow,52,0.929,56,52.0
135,136,136,Steve Wheatcroft,73,0.9329999999999999,75,70.0
136,137,137,Cameron Beckman,96,0.935,77,72.0
137,138,138,Jeff Maggert,79,0.937,79,74.0
138,T139,T139,Chad Campbell,96,0.938,97,91.0
139,T139,T139,Harrison Frazar,88,0.938,81,76.0
140,T139,T139,Rod Pampling,92,0.938,80,75.0
141,142,142,Jason Bohn,57,0.9390000000000001,49,46.0
142,143,143,Kevin Na,84,0.94,84,79.0
143,T144,T144,Scott Gutschewski,67,0.9440000000000001,72,68.0
144,T144,T144,Kyle Reifers,71,0.9440000000000001,72,68.0
145,146,146,Jason Dufner,100,0.9470000000000001,95,90.0
146,147,147,Mark Calcavecchia,93,0.95,80,76.0
147,T148,T148,Chris Tidland,59,0.951,61,58.0
148,T148,T148,Boo Weekley,101,0.951,61,58.0
149,T150,T150,Eric Axley,107,0.955,154,147.0
150,T150,T150,Bryce Molder,56,0.955,89,85.0
151,T152,T152,Brian Davis,101,0.956,90,86.0
152,T152,T152,Zach Johnson,76,0.956,68,65.0
153,T152,T152,Charlie Wi,90,0.956,90,86.0
154,155,155,Vaughn Taylor,91,0.9570000000000001,94,90.0
155,156,156,Ernie Els,59,0.9590000000000001,49,47.0
156,157,157,Steve Marino,106,0.96,100,96.0
157,T158,T158,Retief Goosen,50,0.9620000000000001,52,50.0
158,T158,T158,Davis Love III,66,0.9620000000000001,53,51.0
159,160,160,Brett Wetterich,88,0.963,81,78.0
160,161,161,Mathew Goggin,97,0.966,59,57.0
161,162,162,Darron Stiles,65,0.968,62,60.0
162,163,163,Steve Flesch,100,0.972,107,104.0
163,164,164,Heath Slocum,101,0.976,84,82.0
164,T165,T165,John Merrick,92,0.977,87,85.0
165,T165,T165,Jesper Parnevik,88,0.977,87,85.0
166,T167,T167,Jeff Brehaut,59,0.981,54,53.0
167,T167,T167,Jim Rutledge,59,0.981,52,51.0
168,169,169,Paul Stankowski,52,0.982,56,55.0
169,170,170,Joey Sindelar,75,0.983,59,58.0
170,171,171,Pat Perez,84,0.986,73,72.0
171,172,172,Robert Allenby,90,0.987,75,74.0
172,T173,T173,Todd Hamilton,76,0.99,101,100.0
173,T173,T173,Frank Lickliter II,95,0.99,97,96.0
174,T175,T175,Steve Allan,63,1.0,50,50.0
175,T175,T175,Rich Barcelo,80,1.0,102,102.0
176,T175,T175,Rich Beem,89,1.0,77,77.0
177,T175,T175,Brendon de Jonge,76,1.0,76,76.0
178,T175,T175,Bubba Dickerson,51,1.0,61,61.0
179,T175,T175,Kevin Stadler,95,1.0,86,86.0
180,T175,T175,Kirk Triplett,77,1.0,72,72.0
181,T175,T175,Jaco Van Zyl,51,1.0,49,49.0
182,183,183,Bob Heintz,85,1.011,88,89.0
183,184,184,Daisuke Maruyama,86,1.014,73,74.0
184,185,185,Tom Lehman,62,1.021,47,48.0
185,186,186,Anthony Kim,93,1.0270000000000001,74,76.0
186,T187,T187,David Branshaw,83,1.033,91,94.0
187,T187,T187,Phil Mickelson,73,1.033,60,62.0
188,189,189,Henrik Stenson,52,1.075,40,43.0
189,190,190,Tom Byrum,50,1.082,49,53.0
190,191,191,John Daly,59,1.09,67,73.0
191,192,192,Matt Hendrix,63,1.105,57,63.0
192,193,193,Tag Ridings,52,1.121,58,65.0
193,194,194,Nick Watney,87,1.136,59,67.0
194,195,195,Greg Owen,81,1.157,70,81.0
195,196,196,J.B. Holmes,71,1.192,73,87.0
