,Scrambling_from_the_Rough_RANK THIS WEEK,Scrambling_from_the_Rough_RANK LAST WEEK,Scrambling_from_the_Rough_PLAYER NAME,Scrambling_from_the_Rough_ROUNDS,Scrambling_from_the_Rough_%,Scrambling_from_the_Rough_SUCCESSES,Scrambling_from_the_Rough_ATTEMPTS
94,95,95,Robert Allenby,90,55.26,105,190
95,96,96,George McNeill,95,55.25,121,219
96,97,97,Jay Williamson,50,55.2,69,125
97,98,98,Andrew Buckle,77,55.08,103,187
98,99,99,Mike Weir,82,55.03,93,169
99,100,100,Henrik Stenson,52,54.84,51,93
100,101,101,Jarrod Lyle,77,54.75,98,179
101,102,102,Joe Ogilvie,102,54.55,150,275
102,T103,T103,Alex Cejka,80,54.43,86,158
103,T103,T103,Bubba Watson,80,54.43,86,158
104,105,105,Jeff Overton,60,54.33,69,127
105,T106,T106,Mark Calcavecchia,93,54.3,120,221
106,T106,T106,Bill Haas,93,54.3,101,186
107,108,108,Rich Barcelo,80,54.15,124,229
108,109,109,Chris Tidland,59,54.14,72,133
109,110,110,John Merrick,92,54.12,105,194
110,111,111,Bob Heintz,85,53.99,115,213
111,112,112,Michael Boyd,61,53.9,76,141
112,113,113,Stewart Cink,91,53.85,84,156
113,114,114,Anthony Kim,93,53.77,107,199
114,115,115,Marco Dawson,73,53.76,93,173
115,116,116,Hunter Mahan,91,53.69,80,149
116,117,117,Peter Lonard,85,53.63,96,179
117,118,118,Troy Matteson,87,53.62,126,235
118,119,119,Doug LaBelle II,104,53.53,129,241
119,120,120,Charles Warren,101,53.52,114,213
120,121,121,Daisuke Maruyama,86,53.5,107,200
121,122,122,Jason Dufner,100,53.48,123,230
122,123,123,Tom Johnson,74,53.3,105,197
123,124,124,Chris Stroud,66,53.25,82,154
124,125,125,Luke Donald,69,53.24,74,139
125,126,126,Ryan Palmer,91,53.2,133,250
126,127,127,Brian Bateman,55,53.1,60,113
127,128,128,D.J. Trahan,99,52.97,125,236
128,129,129,Michael Sim,52,52.94,72,136
129,130,130,J.P. Hayes,89,52.91,109,206
130,131,131,Lee Janzen,66,52.89,64,121
131,132,132,Kent Jones,97,52.88,101,191
132,133,133,Jeff Quinney,95,52.86,111,210
133,T134,T134,Jeff Sluman,60,52.85,65,123
134,T134,T134,Darron Stiles,65,52.85,65,123
135,136,136,Steve Flesch,100,52.65,119,226
136,137,137,Jim Rutledge,59,52.63,80,152
137,138,138,Cliff Kresge,107,52.38,121,231
138,139,139,Rocco Mediate,72,52.35,89,170
139,140,140,Paul Gow,70,52.12,86,165
140,141,141,José María Olazábal,52,52.1,62,119
141,142,142,Sergio Garcia,68,51.88,83,160
142,143,143,Chris Couch,76,51.85,98,189
143,144,144,J.J. Henry,86,51.77,73,141
144,145,145,Will MacKenzie,100,51.74,119,230
145,146,146,Mark Hensby,81,51.53,101,196
146,T147,T147,Michael Allen,74,51.5,86,167
147,T147,T147,Duffy Waldorf,69,51.5,86,167
148,149,149,Briny Baird,115,51.49,121,235
149,150,150,Charley Hoffman,97,51.48,122,237
150,151,151,Ben Curtis,80,51.38,93,181
151,T152,T152,Chad Campbell,96,51.32,97,189
152,T152,T152,Ted Purdy,102,51.32,117,228
153,154,154,Joe Durant,88,51.27,81,158
154,155,155,Craig Barlow,52,51.18,65,127
155,T156,T156,J.B. Holmes,71,51.09,94,184
156,T156,T156,Davis Love III,66,51.09,70,137
157,158,158,Anders Hansen,55,51.06,48,94
158,159,159,Ryan Armour,107,51.0,127,249
159,160,160,Dicky Pride,71,50.89,86,169
160,161,161,Adam Scott,69,50.81,63,124
161,162,162,Mathias Grönberg,95,50.68,112,221
162,T163,T163,Mathew Goggin,97,50.56,91,180
163,T163,T163,Kyle Reifers,71,50.56,90,178
164,165,165,Charles Howell III,89,50.54,94,186
165,166,166,Todd Hamilton,76,50.51,100,198
166,167,167,Brendon de Jonge,76,50.3,84,167
167,168,168,Pat Perez,84,50.29,88,175
168,169,169,Jeff Maggert,79,50.26,96,191
169,170,170,Harrison Frazar,88,50.25,102,203
170,171,171,Billy Andrade,88,50.23,107,213
171,T172,T172,Ernie Els,59,50.0,50,100
172,T172,T172,Steve Wheatcroft,73,50.0,88,176
173,174,174,Brett Quigley,79,49.7,82,165
174,175,175,Eric Axley,107,49.6,124,250
175,176,176,Jeff Gove,103,49.51,101,204
176,177,177,Justin Rose,63,49.48,48,97
177,178,178,Jaco Van Zyl,51,49.06,52,106
178,179,179,Robert Garrigus,95,48.87,108,221
179,180,180,John Daly,59,48.65,72,148
180,181,181,Michael Putnam,96,48.22,95,197
181,182,182,Kevin Stadler,95,48.21,94,195
182,183,183,David Branshaw,83,48.13,103,214
183,184,184,Rich Beem,89,48.07,87,181
184,185,185,Bryce Molder,56,48.03,73,152
185,186,186,Jason Bohn,57,47.9,57,119
186,187,187,D.J. Brigman,67,46.4,58,125
187,188,188,Bubba Dickerson,51,46.31,69,149
188,189,189,Johnson Wagner,97,45.9,84,183
189,190,190,Steve Allan,63,45.45,65,143
190,191,191,Robert Gamez,88,44.81,82,183
191,192,192,Scott Gutschewski,67,44.69,80,179
192,193,193,Paul Stankowski,52,44.54,53,119
193,194,194,Greg Owen,81,44.51,73,164
194,195,195,Brett Wetterich,88,44.02,92,209
195,196,196,Matt Hendrix,63,39.33,59,150
