,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
155,T156,T156,Charles Warren,101,-0.162,-15.03,93
156,T156,T156,Jay Williamson,50,-0.162,-7.792000000000001,48
157,158,158,D.J. Trahan,99,-0.16899999999999998,-15.220999999999998,90
158,159,159,Duffy Waldorf,69,-0.174,-10.26,59
159,160,160,Kyle Reifers,71,-0.185,-11.671,63
160,161,161,Bubba Watson,80,-0.192,-12.652999999999999,66
161,162,162,Steve Wheatcroft,73,-0.209,-12.739,61
162,163,163,Brett Wetterich,88,-0.21,-14.674000000000001,70
163,164,164,Zach Johnson,76,-0.214,-12.839,60
164,165,165,John Daly,59,-0.225,-11.032,49
165,166,166,Mathias Grönberg,95,-0.226,-19.918,88
166,T167,T167,Brian Bateman,55,-0.255,-11.215,44
167,T167,T167,George McNeill,95,-0.255,-20.377,80
168,169,169,Stephen Ames,81,-0.258,-16.002,62
169,170,170,Tag Ridings,52,-0.263,-11.855,45
170,171,171,Brendon de Jonge,76,-0.265,-17.506,66
171,172,172,Tommy Armour III,81,-0.27899999999999997,-19.247,69
172,173,173,Boo Weekley,101,-0.289,-22.519000000000002,78
173,174,174,Charley Hoffman,97,-0.29,-24.11,83
174,175,175,Ryan Armour,107,-0.297,-27.916999999999998,94
175,176,176,Greg Owen,81,-0.299,-20.908,70
176,T177,T177,Todd Hamilton,76,-0.304,-17.625,58
177,T177,T177,Frank Lickliter II,95,-0.304,-25.86,85
178,179,179,Davis Love III,66,-0.307,-16.28,53
179,180,180,Tom Byrum,50,-0.313,-12.812999999999999,41
180,181,181,Daisuke Maruyama,86,-0.348,-26.429000000000002,76
181,182,182,Robert Gamez,88,-0.349,-26.541999999999998,76
182,183,183,Kevin Stadler,95,-0.35600000000000004,-27.733,78
183,184,184,Joe Durant,88,-0.363,-26.483,73
184,185,185,Joey Sindelar,75,-0.389,-26.055,67
185,186,186,Hunter Mahan,91,-0.397,-28.573,72
186,187,187,Henrik Stenson,52,-0.414,-14.887,36
187,188,188,Chris Tidland,59,-0.42200000000000004,-21.500999999999998,51
188,189,189,Ryan Palmer,91,-0.44,-36.063,82
189,190,190,Jaco Van Zyl,51,-0.447,-19.67,44
190,191,191,Robert Allenby,90,-0.449,-33.64,75
191,192,192,Scott Gutschewski,67,-0.456,-26.465,58
192,193,193,David Branshaw,83,-0.5,-37.514,75
193,194,194,Chris Couch,76,-0.517,-37.718,73
194,195,195,Robert Garrigus,95,-0.609,-52.382,86
195,196,196,Matt Hendrix,63,-0.78,-42.92,55
