,Scrambling_from_Other_Locations_RANK THIS WEEK,Scrambling_from_Other_Locations_RANK LAST WEEK,Scrambling_from_Other_Locations_PLAYER NAME,Scrambling_from_Other_Locations_ROUNDS,Scrambling_from_Other_Locations_%,Scrambling_from_Other_Locations_SUCCESSES,Scrambling_from_Other_Locations_ATTEMPTS
144,T142,T142,John Senden,97,52.17,60,115
145,T146,T146,Cameron Beckman,96,52.08,75,144
146,T146,T146,Frank Lickliter II,95,52.08,75,144
147,148,148,Stuart Appleby,74,52.04,51,98
148,149,149,Davis Love III,66,51.9,41,79
149,150,150,Greg Owen,81,51.79,58,112
150,151,151,Ryan Armour,107,51.75,74,143
151,152,152,Jason Gore,86,51.19,86,168
152,153,153,Rocco Mediate,72,51.18,65,127
153,154,154,Paul Gow,70,50.86,59,116
154,155,155,Dean Wilson,92,50.7,72,142
155,156,156,Michael Putnam,96,50.66,77,152
156,157,157,D.J. Brigman,67,50.54,47,93
157,158,158,Michael Allen,74,50.43,58,115
158,159,159,David Branshaw,83,50.42,60,119
159,160,160,Kirk Triplett,77,50.4,63,125
160,161,161,Jeff Quinney,95,50.32,78,155
161,T162,T162,Robert Garrigus,95,50.0,74,148
162,T162,T162,Retief Goosen,50,50.0,33,66
163,T162,T162,Daisuke Maruyama,86,50.0,70,140
164,T162,T162,Duffy Waldorf,69,50.0,49,98
165,166,166,Richard Johnson,93,49.65,70,141
166,167,167,Kyle Reifers,71,49.58,59,119
167,168,168,Pat Perez,84,49.47,47,95
168,169,169,Chad Campbell,96,49.26,67,136
169,170,170,Tommy Armour III,81,48.87,65,133
170,171,171,Freddie Jacobson,70,48.6,52,107
171,172,172,Nick O'Hern,72,48.51,49,101
172,173,173,Tag Ridings,52,48.24,41,85
173,174,174,Brett Wetterich,88,48.11,51,106
174,175,175,Bubba Dickerson,51,48.1,38,79
175,176,176,Fred Funk,65,48.04,49,102
176,177,177,Tripp Isenhour,86,48.0,72,150
177,178,178,Scott Gutschewski,67,47.57,49,103
178,179,179,Kevin Stadler,95,47.52,67,141
179,180,180,Craig Barlow,52,47.44,37,78
180,181,181,J.J. Henry,86,47.41,55,116
181,T182,T182,Jonathan Byrd,73,47.2,59,125
182,T182,T182,Todd Hamilton,76,47.2,59,125
183,184,184,Ted Purdy,102,46.97,62,132
184,T185,T185,Robert Gamez,88,46.67,56,120
185,T185,T185,Tom Lehman,62,46.67,35,75
186,T185,T185,Vaughn Taylor,91,46.67,63,135
187,188,188,Joey Sindelar,75,46.36,51,110
188,189,189,Henrik Stenson,52,46.15,30,65
189,190,190,Billy Andrade,88,44.06,63,143
190,191,191,Charles Howell III,89,43.86,50,114
191,192,192,Brendon de Jonge,76,43.41,56,129
192,193,193,Adam Scott,69,43.24,32,74
193,194,194,Jeff Sluman,60,43.06,31,72
194,195,195,J.B. Holmes,71,38.68,41,106
195,196,196,John Daly,59,37.8,31,82
