,Right_Rough_Tendency_RANK THIS WEEK,Right_Rough_Tendency_RANK LAST WEEK,Right_Rough_Tendency_PLAYER NAME,Right_Rough_Tendency_ROUNDS,Right_Rough_Tendency_%,Right_Rough_Tendency_TOTAL RIGHT ROUGH,Right_Rough_Tendency_POSSIBLE FWYS,Right_Rough_Tendency_RELATIVE TO PAR
134,135,135,Edward Fryatt,94,5.24,62,1184,+0.03
135,136,136,David Morland IV,58,5.26,38,723,+0.26
136,137,137,Kent Jones,105,5.28,69,1306,+0.13
137,138,138,Miguel Angel Jiménez,60,5.31,33,622,+0.30
138,139,139,Harrison Frazar,88,5.32,60,1127,+0.12
139,T140,T140,Tripp Isenhour,68,5.33,47,882,+0.17
140,T140,T140,Boo Weekley,57,5.33,39,732,+0.44
141,142,142,Tom Pernice Jr.,101,5.38,67,1246,+0.09
142,143,143,Mark Calcavecchia,84,5.39,49,909,+0.24
143,144,144,Scott McCarron,106,5.44,61,1122,+0.13
144,T145,T145,Steve Allan,93,5.47,65,1189,+0.18
145,T145,T145,Scott Dunlap,74,5.47,52,951,+0.29
146,147,147,Brett Wetterich,89,5.52,62,1124,+0.32
147,148,148,Steve Pate,64,5.54,43,776,+0.37
148,T149,T149,Brent Geiberger,95,5.56,66,1187,+0.21
149,T149,T149,Jeff Gove,89,5.56,63,1134,+0.21
150,T149,T149,Dudley Hart,88,5.56,54,972,+0.13
151,152,152,Richard Zokol,53,5.57,38,682,+0.26
152,153,153,José María Olazábal,71,5.65,38,672,+0.08
153,T154,T154,José Coceres,51,5.68,31,546,+0.45
154,T154,T154,Ben Crane,91,5.68,62,1091,+0.16
155,T154,T154,Garrett Willis,80,5.68,61,1073,+0.20
156,157,157,John Senden,96,5.7,67,1176,+0.12
157,158,158,Loren Roberts,93,5.73,68,1186,+0.26
158,159,159,Brett Quigley,93,5.74,71,1238,+0.07
159,160,160,Steve Stricker,68,5.76,41,712,+0.07
160,161,161,Davis Love III,92,5.77,56,970,+0.23
161,T162,T162,Cameron Beckman,87,5.79,62,1070,+0.18
162,T162,T162,Phil Tataurangi,88,5.79,61,1053,+0.02
163,164,164,Deane Pappas,90,5.82,67,1151,+0.15
164,165,165,Scott Simpson,61,5.83,48,824,+0.35
165,T166,T166,Brian Bateman,94,5.84,69,1182,+0.26
166,T166,T166,Phil Mickelson,97,5.84,62,1062,+0.05
167,168,168,Stephen Gangluff,75,5.86,56,956,+0.20
168,169,169,Michael Long,71,5.9,54,915,+0.02
169,170,170,Geoff Ogilvy,90,5.91,68,1151,+0.24
170,171,171,Jerry Smith,91,5.97,69,1156,+0.20
171,172,172,Stewart Cink,92,5.98,60,1003,+0.20
172,173,173,Jonathan Kaye,83,6.02,61,1014,+0.07
173,174,174,Grant Waite,98,6.11,80,1309,+0.14
174,175,175,Brenden Pappas,62,6.12,49,801,+0.29
175,176,176,Franklin Langham,72,6.16,54,876,+0.28
176,177,177,Bo Van Pelt,78,6.17,61,988,+0.26
177,T178,T178,Jess Daley,76,6.18,60,971,+0.20
178,T178,T178,Carl Paulson,84,6.18,69,1116,+0.14
179,180,180,Robert Allenby,96,6.22,69,1110,+0.14
180,181,181,Greg Chalmers,94,6.28,76,1211,+0.28
181,182,182,Steve Elkington,82,6.32,61,965,+0.31
182,183,183,K.J. Choi,93,6.37,67,1052,+0.04
183,184,184,Mathew Goggin,64,6.41,51,796,+0.31
184,185,185,Jeff Brehaut,87,6.42,72,1122,+0.21
185,186,186,Craig Parry,69,6.44,55,854,+0.15
186,187,187,Matt Gogel,79,6.5,60,923,+0.45
187,188,188,Robin Freeman,79,6.51,66,1014,+0.12
188,189,189,Bob Estes,93,6.53,67,1026,+0.09
189,190,190,Tim Herron,102,6.63,78,1176,-0.01
190,191,191,Dennis Paulson,89,6.64,77,1159,+0.04
191,192,192,Michael Allen,76,6.65,65,977,+0.15
192,193,193,Paul Gow,99,6.79,87,1281,+0.28
193,T194,T194,Eduardo Herrera,59,6.83,56,820,+0.41
194,T194,T194,Jason Hill,59,6.83,52,761,+0.44
195,196,196,Tommy Tolles,64,6.9,57,826,+0.02
196,197,197,David Duval,78,7.0,60,857,+0.15
197,198,198,Bob Heintz,68,7.23,63,871,+0.03
198,199,199,Craig Barlow,62,7.31,57,780,+0.26
199,200,200,Retief Goosen,56,7.45,42,564,+0.14
200,201,201,Dicky Pride,51,7.74,50,646,+0.14
201,202,202,Bryce Molder,65,8.8,73,830,+0.10
