,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
101,T98,T98,David Toms,106,4.6,56,1206,+0.089
102,T98,T98,Bob Tway,103,4.6,56,1215,+0.143
103,T104,T104,Fulton Allem,64,4.7,39,838,+0.462
104,T104,T104,Pat Bates,94,4.7,57,1223,+0.351
105,T104,T104,Rich Beem,99,4.7,58,1223,+0.103
106,T104,T104,Greg Chalmers,94,4.7,57,1211,+0.211
107,T104,T104,Scott Dunlap,74,4.7,45,951,+0.356
108,T104,T104,Paul Gow,99,4.7,60,1281,+0.283
109,T104,T104,Brian Henninger,66,4.7,41,871,+0.195
110,T104,T104,Jason Hill,59,4.7,36,761,+0.361
111,T104,T104,Joe Ogilvie,50,4.7,30,634,+0.300
112,T104,T104,Tom Pernice Jr.,101,4.7,58,1246,+0.259
113,T104,T104,Jeff Sluman,118,4.7,67,1412,+0.343
114,T115,T115,Michael Allen,76,4.8,47,977,+0.362
115,T115,T115,Billy Andrade,100,4.8,58,1199,-0.017
116,T115,T115,Tommy Armour III,82,4.8,52,1084,+0.192
117,T115,T115,Bob Burns,99,4.8,61,1272,+0.213
118,T115,T115,Dan Forsman,83,4.8,51,1070,+0.176
119,T115,T115,Carlos Franco,107,4.8,65,1362,+0.169
120,T115,T115,Jeff Gove,89,4.8,54,1134,+0.056
121,T115,T115,Per-Ulrik Johansson,87,4.8,56,1156,+0.286
122,T115,T115,Jonathan Kaye,83,4.8,49,1014,+0.082
123,T115,T115,Greg Kraft,86,4.8,53,1112,+0.208
124,T115,T115,Bryce Molder,65,4.8,40,830,+0.225
125,T115,T115,Frank Nobilo,94,4.8,60,1263,+0.350
126,T115,T115,Tim Petrovic,92,4.8,55,1156,+0.182
127,T115,T115,Brett Quigley,93,4.8,60,1238,+0.233
128,T115,T115,Chris Riley,104,4.8,57,1182,+0.158
129,T115,T115,Jerry Smith,91,4.8,55,1156,+0.327
130,T115,T115,Kevin Sutherland,96,4.8,50,1034,+0.340
131,T132,T132,K.J. Choi,93,4.9,52,1052,+0.385
132,T132,T132,Steve Flesch,110,4.9,63,1297,+0.127
133,T132,T132,Harrison Frazar,88,4.9,55,1127,+0.109
134,T132,T132,Stephen Gangluff,75,4.9,47,956,+0.128
135,T132,T132,Jerry Kelly,99,4.9,57,1172,+0.158
136,T132,T132,Andrew Magee,91,4.9,57,1169,+0.158
137,T132,T132,John Senden,96,4.9,58,1176,+0.155
138,T139,T139,Woody Austin,102,5.0,64,1275,+0.266
139,T139,T139,Brian Bateman,94,5.0,59,1182,+0.186
140,T139,T139,Mark Brooks,97,5.0,57,1129,+0.333
141,T139,T139,David Duval,78,5.0,43,857,+0.326
142,T139,T139,Joel Edwards,101,5.0,65,1302,+0.015
143,T139,T139,Ernie Els,68,5.0,32,644,+0.063
144,T139,T139,Lee Janzen,101,5.0,56,1115,+0.196
145,T139,T139,Neal Lancaster,101,5.0,63,1268,+0.095
146,T139,T139,Tom Lehman,78,5.0,39,784,+0.231
147,T139,T139,Geoff Ogilvy,90,5.0,58,1151,+0.241
148,T139,T139,Mike Sposa,111,5.0,73,1457,+0.205
149,T150,T150,Matt Gogel,79,5.1,47,923,+0.298
150,T150,T150,Michael Long,71,5.1,47,915,+0.277
151,T150,T150,Garrett Willis,80,5.1,55,1073,+0.509
152,T153,T153,Brandel Chamblee,85,5.2,59,1138,+0.102
153,T153,T153,Edward Fryatt,94,5.2,61,1184,+0.098
154,T153,T153,Dudley Hart,88,5.2,51,972,+0.078
155,T153,T153,Jeff Maggert,83,5.2,52,993,+0.173
156,T153,T153,Craig Parry,69,5.2,44,854,+0.159
157,T153,T153,Hal Sutton,74,5.2,46,881,+0.217
158,T153,T153,Brian Watts,58,5.2,39,751,+0.179
159,T160,T160,Ian Leggatt,97,5.3,60,1138,+0.350
160,T160,T160,Jesper Parnevik,85,5.3,49,927,+0.327
161,T160,T160,Grant Waite,98,5.3,69,1309,+0.261
162,T160,T160,Richard Zokol,53,5.3,36,682,+0.361
163,T164,T164,Steve Allan,93,5.4,64,1189,+0.234
164,T164,T164,Jess Daley,76,5.4,52,971,+0.269
165,T164,T164,Steve Lowery,98,5.4,60,1114,+0.250
166,T164,T164,Dennis Paulson,89,5.4,63,1159,-0.016
167,T164,T164,Lee Porter,91,5.4,61,1136,+0.230
168,T169,T169,Brad Faxon,93,5.5,53,970,+0.151
169,T169,T169,Retief Goosen,56,5.5,31,564,+0.129
170,T169,T169,J.L. Lewis,98,5.5,70,1284,+0.214
171,T172,T172,John Rollins,124,5.6,87,1564,+0.092
172,T172,T172,Duffy Waldorf,90,5.6,63,1127,+0.254
173,T172,T172,Mike Weir,94,5.6,58,1038,+0.121
174,T175,T175,John Huston,99,5.7,70,1227,+0.157
175,T175,T175,Brandt Jobe,94,5.7,70,1237,+0.143
176,T175,T175,Skip Kendall,103,5.7,76,1322,+0.303
177,T175,T175,Peter Lonard,93,5.7,63,1098,+0.111
178,T175,T175,Shigeki Maruyama,87,5.7,55,957,+0.164
179,T175,T175,Spike McRoy,69,5.7,43,758,+0.209
180,181,181,Steve Elkington,82,5.8,56,965,+0.196
181,T182,T182,Eduardo Herrera,59,5.9,48,820,+0.146
182,T182,T182,Chris Smith,103,5.9,72,1227,+0.125
183,T182,T182,Tommy Tolles,64,5.9,49,826,+0.122
184,T185,T185,Chris DiMarco,111,6.0,74,1234,+0.054
185,T185,T185,Mike Hulbert,55,6.0,43,711,+0.209
186,T187,T187,Jay Haas,83,6.1,62,1016,+0.194
187,T187,T187,Michael Muehr,73,6.1,56,919,+0.161
188,T187,T187,José María Olazábal,71,6.1,41,672,+0.073
189,T187,T187,Craig Perks,91,6.1,61,994,+0.115
190,T191,T191,David Morland IV,58,6.2,45,723,+0.044
191,T191,T191,Rod Pampling,98,6.2,76,1226,+0.276
192,T193,T193,Tim Herron,102,6.4,75,1176,+0.173
193,T193,T193,Brenden Pappas,62,6.4,51,801,+0.118
194,T195,T195,Stuart Appleby,97,6.5,71,1090,+0.014
195,T195,T195,Stewart Cink,92,6.5,65,1003,+0.169
196,197,197,Bernhard Langer,55,6.6,35,532,+0.286
197,198,198,J.P. Hayes,78,6.7,64,956,+0.234
198,199,199,Fred Couples,64,6.9,50,726,+0.200
199,200,200,Steve Stricker,68,7.2,51,712,+0.020
200,201,201,Rory Sabbatini,69,7.3,55,757,+0.109
201,202,202,Bob Heintz,68,7.5,65,871,+0.062
