,Rough_Tendency_RANK THIS WEEK,Rough_Tendency_RANK LAST WEEK,Rough_Tendency_PLAYER NAME,Rough_Tendency_ROUNDS,Rough_Tendency_%,Rough_Tendency_TOTAL ROUGH,Rough_Tendency_POSSIBLE FWYS,Rough_Tendency_RELATIVE TO PAR
78,79,79,David Frost,90,8.44,99,1173,+1.52
79,80,80,Jerry Kelly,99,8.45,99,1172,+1.21
80,81,81,Michael Muehr,73,8.49,78,919,+2.44
81,82,82,Steve Jones,71,8.51,71,834,+0.70
82,T83,T83,Rocco Mediate,79,8.54,68,796,+2.94
83,T83,T83,Chris Riley,104,8.54,101,1182,+1.19
84,85,85,Andrew Magee,91,8.55,100,1169,+1.00
85,T86,T86,Rod Pampling,98,8.56,105,1226,+0.76
86,T86,T86,Bob Tway,103,8.56,104,1215,+0.58
87,88,88,Neal Lancaster,101,8.6,109,1268,+2.39
88,89,89,Scott Hoch,71,8.62,70,812,+1.86
89,90,90,Sergio Garcia,79,8.63,68,788,-0.29
90,91,91,Tom Byrum,77,8.65,83,960,+1.20
91,92,92,Rich Beem,99,8.67,106,1223,+2.45
92,93,93,Brent Geiberger,95,8.68,103,1187,+1.84
93,94,94,Len Mattiace,106,8.7,112,1288,+1.34
94,T95,T95,J.L. Lewis,98,8.72,112,1284,+1.61
95,T95,T95,Chris Smith,103,8.72,107,1227,+0.65
96,97,97,Scott Dunlap,74,8.73,83,951,+2.53
97,98,98,Tim Petrovic,92,8.74,101,1156,+0.99
98,99,99,Kenny Perry,98,8.75,104,1188,+0.19
99,T100,T100,Mark Brooks,97,8.77,99,1129,+2.73
100,T100,T100,Skip Kendall,103,8.77,116,1322,+1.55
101,T102,T102,Charles Howell III,118,8.78,115,1310,+0.09
102,T102,T102,Craig Parry,69,8.78,75,854,+0.40
103,104,104,José Coceres,51,8.79,48,546,+3.96
104,105,105,Paul Claxton,83,8.89,96,1080,+1.35
105,106,106,Frank Lickliter II,94,8.9,95,1068,+0.74
106,T107,T107,Billy Andrade,100,8.92,107,1199,+0.93
107,T107,T107,Jeff Sluman,118,8.92,126,1412,+1.59
108,109,109,Richard Zokol,53,8.94,61,682,+2.95
109,T110,T110,Brandel Chamblee,85,8.96,102,1138,+2.55
110,T110,T110,J.J. Henry,112,8.96,127,1418,+1.26
111,112,112,Kenneth Staton,104,8.98,118,1314,+1.69
112,113,113,Brandt Jobe,94,9.05,112,1237,+1.70
113,T114,T114,Edward Fryatt,94,9.12,108,1184,+0.83
114,T114,T114,David Toms,106,9.12,110,1206,+1.00
115,116,116,Tom Pernice Jr.,101,9.15,114,1246,+1.32
116,117,117,Brian Henninger,66,9.18,80,871,+2.13
117,118,118,Bob Estes,93,9.26,95,1026,+0.63
118,119,119,Steve Pate,64,9.28,72,776,+3.33
119,T120,T120,Russ Cochran,68,9.29,84,904,+1.90
120,T120,T120,Vijay Singh,102,9.29,104,1120,+0.29
121,122,122,"David Berganio, Jr.",80,9.3,96,1032,E
122,123,123,Carl Paulson,84,9.32,104,1116,+1.73
123,124,124,Steve Elkington,82,9.33,90,965,+2.00
124,125,125,Greg Kraft,86,9.35,104,1112,+2.40
125,T126,T126,Robert Gamez,69,9.36,82,876,+0.12
126,T126,T126,Dudley Hart,88,9.36,91,972,+1.65
127,T126,T126,Gary Nicklaus,66,9.36,80,855,+1.25
128,129,129,Tiger Woods,69,9.38,66,704,-0.91
129,T130,T130,Brian Gay,117,9.41,137,1456,+0.95
130,T130,T130,David Morland IV,58,9.41,68,723,+2.06
131,T130,T130,Garrett Willis,80,9.41,101,1073,+3.17
132,133,133,Shaun Micheel,100,9.45,121,1280,+1.16
133,134,134,Miguel Angel Jiménez,60,9.49,59,622,+3.05
134,135,135,Spike McRoy,69,9.5,72,758,+1.81
135,T136,T136,Jonathan Byrd,96,9.51,115,1209,-0.26
136,T136,T136,Rory Sabbatini,69,9.51,72,757,+1.11
137,138,138,John Senden,96,9.52,112,1176,+1.07
138,139,139,Kent Jones,105,9.57,125,1306,+1.28
139,140,140,Cameron Beckman,87,9.63,103,1070,+1.36
140,141,141,Scott Simpson,61,9.71,80,824,+2.25
141,142,142,Ian Leggatt,97,9.75,111,1138,+1.62
142,143,143,Harrison Frazar,88,9.76,110,1127,+0.73
143,144,144,Robert Allenby,96,9.82,109,1110,+1.19
144,145,145,Greg Chalmers,94,9.83,119,1211,+2.02
145,146,146,Jerry Smith,91,9.86,114,1156,+1.58
146,147,147,Bradley Hughes,60,9.87,76,770,+2.11
147,148,148,Craig Perks,91,9.96,99,994,+2.42
148,149,149,Matt Gogel,79,9.97,92,923,+3.48
149,150,150,Stuart Appleby,97,10.0,109,1090,+1.56
150,151,151,Paul Stankowski,100,10.01,122,1219,+1.80
151,152,152,Michael Allen,76,10.03,98,977,+1.22
152,153,153,Woody Austin,102,10.04,128,1275,+1.25
153,154,154,Grant Waite,98,10.08,132,1309,+0.98
154,155,155,Ernie Els,68,10.09,65,644,+2.00
155,156,156,Paul Gow,99,10.23,131,1281,+2.44
156,T157,T157,Joe Ogilvie,50,10.25,65,634,+4.46
157,T157,T157,Steve Stricker,68,10.25,73,712,E
158,159,159,Stewart Cink,92,10.27,103,1003,+1.84
159,160,160,Carlos Franco,107,10.28,140,1362,+0.57
160,161,161,Brett Wetterich,89,10.32,116,1124,+2.59
161,162,162,Jonathan Kaye,83,10.36,105,1014,+0.76
162,163,163,Boo Weekley,57,10.38,76,732,+3.95
163,T164,T164,K.J. Choi,93,10.46,110,1052,+0.36
164,T164,T164,Brad Elder,76,10.46,100,956,+1.00
165,T166,T166,Brian Bateman,94,10.49,124,1182,+2.10
166,T166,T166,Joey Sindelar,104,10.49,134,1278,+0.75
167,168,168,Mike Hulbert,55,10.55,75,711,+2.13
168,169,169,Davis Love III,92,10.62,103,970,+1.75
169,170,170,Bob May,91,10.63,125,1176,+1.44
170,171,171,Ben Crane,91,10.72,117,1091,+0.60
171,172,172,Tom Scherrer,98,10.78,137,1271,+1.02
172,173,173,Deane Pappas,90,10.86,125,1151,+1.28
173,174,174,Stephen Gangluff,75,10.88,104,956,+2.69
174,175,175,Jess Daley,76,10.92,106,971,+1.04
175,176,176,Jeff Gove,89,10.93,124,1134,+1.94
176,T177,T177,Phil Mickelson,97,11.02,117,1062,+0.68
177,T177,T177,Phil Tataurangi,88,11.02,116,1053,+0.69
178,179,179,Geoff Ogilvy,90,11.03,127,1151,+1.97
179,180,180,Scott McCarron,106,11.05,124,1122,+1.05
180,181,181,Tripp Isenhour,68,11.22,99,882,+0.91
181,182,182,Jeff Brehaut,87,11.23,126,1122,+1.35
182,183,183,Tim Herron,102,11.39,134,1176,+0.52
183,184,184,Jason Hill,59,11.56,88,761,+2.61
184,185,185,Bo Van Pelt,78,11.64,115,988,+2.52
185,186,186,Steve Allan,93,11.69,139,1189,+2.01
186,187,187,Retief Goosen,56,11.7,66,564,+1.21
187,188,188,David Duval,78,11.79,101,857,+1.88
188,189,189,Dennis Paulson,89,11.82,137,1159,+0.73
189,190,190,Robin Freeman,79,11.83,120,1014,+1.17
190,191,191,Franklin Langham,72,12.1,106,876,+2.55
191,192,192,Bob Heintz,68,12.17,106,871,+0.57
192,193,193,Eduardo Herrera,59,12.44,102,820,+3.73
193,194,194,Tommy Tolles,64,12.59,104,826,+0.38
194,T195,T195,Michael Long,71,12.68,116,915,+0.26
195,T195,T195,Brett Quigley,93,12.68,157,1238,+1.08
196,197,197,Craig Barlow,62,12.69,99,780,+1.62
197,198,198,Mathew Goggin,64,12.81,102,796,+2.94
198,199,199,Brenden Pappas,62,13.48,108,801,+2.59
199,200,200,José María Olazábal,71,14.14,95,672,+2.00
200,201,201,Bryce Molder,65,14.46,120,830,+0.58
201,202,202,Dicky Pride,51,14.71,95,646,+2.11
