,Left_Rough_Tendency_RTP_Score_RANK THIS WEEK,Left_Rough_Tendency_RTP_Score_RANK LAST WEEK,Left_Rough_Tendency_RTP_Score_PLAYER NAME,Left_Rough_Tendency_RTP_Score_ROUNDS,Left_Rough_Tendency_RTP_Score_RTP SCORE
126,127,127,Jay Don Blake,107,+.167
127,T128,T128,Glen Hnatiuk,95,+.171
128,T128,T128,Pete Jordan,78,+.171
129,130,130,Brian Watts,58,+.174
130,131,131,Jeff Gove,89,+.180
131,T132,T132,Paul Gow,99,+.182
132,T132,T132,David Toms,106,+.182
133,T134,T134,Paul Azinger,69,+.185
134,T134,T134,Corey Pavin,78,+.185
135,T134,T134,Brett Wetterich,89,+.185
136,137,137,Tom Pernice Jr.,101,+.191
137,T138,T138,Robert Damron,85,+.194
138,T138,T138,Scott Dunlap,74,+.194
139,140,140,Steve Flesch,110,+.195
140,141,141,Brandt Jobe,94,+.196
141,T142,T142,Neal Lancaster,101,+.197
142,T142,T142,Paul Stankowski,100,+.197
143,T144,T144,Stuart Appleby,97,+.200
144,T144,T144,Tom Lehman,78,+.200
145,T144,T144,Jay Williamson,91,+.200
146,147,147,Craig Perks,91,+.204
147,148,148,Olin Browne,107,+.205
148,149,149,Jeff Sluman,118,+.208
149,150,150,Sergio Garcia,79,+.212
150,T151,T151,Steve Allan,93,+.216
151,T151,T151,Dudley Hart,88,+.216
152,153,153,Nick Price,69,+.217
153,T154,T154,Mark Brooks,97,+.220
154,T154,T154,Mike Hulbert,55,+.220
155,T156,T156,Paul Claxton,83,+.222
156,T156,T156,Bradley Hughes,60,+.222
157,T156,T156,Brad Lardon,59,+.222
158,159,159,Michael Clark II,97,+.225
159,160,160,Jay Haas,83,+.227
160,161,161,Carl Paulson,84,+.229
161,162,162,Franklin Langham,72,+.231
162,163,163,Loren Roberts,93,+.233
163,T164,T164,Justin Leonard,97,+.237
164,T164,T164,Brenden Pappas,62,+.237
165,T166,T166,Ian Leggatt,97,+.241
166,T166,T166,Bo Van Pelt,78,+.241
167,T168,T168,Tom Byrum,77,+.244
168,T168,T168,David Duval,78,+.244
169,T170,T170,Billy Mayfair,99,+.250
170,T170,T170,Kevin Sutherland,96,+.250
171,172,172,Rich Beem,99,+.255
172,173,173,John Cook,85,+.261
173,174,174,Lee Porter,91,+.262
174,175,175,Bernhard Langer,55,+.263
175,176,176,Kirk Triplett,84,+.267
176,177,177,Mathew Goggin,64,+.275
177,178,178,Steve Pate,64,+.276
178,179,179,Woody Austin,102,+.277
179,T180,T180,Bart Bryant,69,+.278
180,T180,T180,Fred Couples,64,+.278
181,182,182,José María Olazábal,71,+.281
182,183,183,Matt Peterson,80,+.282
183,184,184,Dicky Pride,51,+.289
184,185,185,José Coceres,51,+.294
185,186,186,Brandel Chamblee,85,+.296
186,187,187,Mike Sposa,111,+.306
187,188,188,Miguel Angel Jiménez,60,+.308
188,T189,T189,Frank Nobilo,94,+.313
189,T189,T189,Craig Stadler,72,+.313
190,191,191,Esteban Toledo,106,+.317
191,192,192,Eduardo Herrera,59,+.326
192,193,193,Richard Zokol,53,+.348
193,194,194,Boo Weekley,57,+.351
194,195,195,Stephen Gangluff,75,+.354
195,196,196,Joe Ogilvie,50,+.371
196,T197,T197,Greg Kraft,86,+.393
197,T197,T197,Rocco Mediate,79,+.393
198,199,199,Fulton Allem,64,+.444
199,200,200,John Daly,62,+.448
200,201,201,Garrett Willis,80,+.500
201,202,202,Jesper Parnevik,85,+.560
