,Good_Drive_Percentage_RANK THIS WEEK,Good_Drive_Percentage_RANK LAST WEEK,Good_Drive_Percentage_PLAYER NAME,Good_Drive_Percentage_ROUNDS,Good_Drive_Percentage_%,Good_Drive_Percentage_# HIT,Good_Drive_Percentage_TOTAL ATTEMPTS
101,102,102,David Frost,90,82.8,1040,1256
102,103,103,David Morland IV,58,82.78,668,807
103,104,104,Kent Jones,105,82.65,1186,1435
104,105,105,Ian Leggatt,97,82.6,1073,1299
105,106,106,Pat Perez,89,82.59,1001,1212
106,107,107,Kaname Yokoo,74,82.55,828,1003
107,108,108,Esteban Toledo,106,82.46,1175,1425
108,109,109,Jay Haas,83,82.45,907,1100
109,T110,T110,Bob Estes,93,82.41,1007,1222
110,T110,T110,Phil Tataurangi,88,82.41,965,1171
111,112,112,Rory Sabbatini,69,82.38,734,891
112,113,113,Paul Stankowski,100,82.28,1124,1366
113,114,114,Tom Lehman,78,82.23,805,979
114,T115,T115,Matt Gogel,79,82.2,873,1062
115,T115,T115,Tiger Woods,69,82.2,785,955
116,117,117,Michael Clark II,97,82.06,1084,1321
117,118,118,Dennis Paulson,89,82.04,996,1214
118,119,119,Jonathan Kaye,83,82.01,930,1134
119,120,120,Jim Carter,98,81.96,1122,1369
120,121,121,Andrew Magee,91,81.94,1003,1224
121,122,122,Chris DiMarco,111,81.9,1217,1486
122,123,123,Greg Kraft,86,81.83,955,1167
123,124,124,J.P. Hayes,78,81.76,865,1058
124,125,125,Jess Daley,76,81.68,865,1059
125,126,126,Bo Van Pelt,78,81.63,884,1083
126,127,127,Brad Faxon,93,81.48,972,1193
127,128,128,Steve Allan,93,81.46,1037,1273
128,T129,T129,Jerry Smith,91,81.42,986,1211
129,T129,T129,Brett Wetterich,89,81.42,986,1211
130,131,131,Michael Long,71,81.4,805,989
131,T132,T132,Paul Gow,99,81.38,1088,1337
132,T132,T132,Mike Weir,94,81.38,1049,1289
133,134,134,Jerry Kelly,99,81.35,1112,1367
134,135,135,Stephen Ames,89,81.33,989,1216
135,136,136,Mathew Goggin,64,81.29,721,887
136,137,137,Gary Nicklaus,66,81.26,746,918
137,138,138,K.J. Choi,93,81.22,1008,1241
138,139,139,Loren Roberts,93,81.2,1054,1298
139,140,140,Tom Scherrer,98,81.15,1076,1326
140,141,141,Bob Tway,103,81.13,1122,1383
141,142,142,Harrison Frazar,88,81.12,997,1229
142,143,143,Kevin Sutherland,96,81.07,1019,1257
143,144,144,Geoff Ogilvy,90,80.97,970,1198
144,145,145,Brian Watts,58,80.96,608,751
145,T146,T146,Craig Barlow,62,80.94,654,808
146,T146,T146,Lee Janzen,101,80.94,1083,1338
147,148,148,Stephen Gangluff,75,80.92,844,1043
148,149,149,Miguel Angel Jiménez,60,80.89,656,811
149,150,150,Fred Couples,64,80.88,677,837
150,151,151,Dudley Hart,88,80.85,950,1175
151,152,152,Corey Pavin,78,80.81,855,1058
152,153,153,Nick Price,69,80.74,746,924
153,154,154,Chris Riley,104,80.7,1129,1399
154,155,155,Grant Waite,98,80.66,1076,1334
155,156,156,Peter Lonard,93,80.65,1050,1302
156,157,157,Jason Hill,59,80.61,661,820
157,158,158,Len Mattiace,106,80.58,1195,1483
158,159,159,Scott McCarron,106,80.48,1105,1373
159,160,160,Duffy Waldorf,90,80.26,972,1211
160,161,161,Sergio Garcia,79,80.24,812,1012
161,162,162,Woody Austin,102,80.16,1103,1376
162,T163,T163,Brad Elder,76,80.1,821,1025
163,T163,T163,Franklin Langham,72,80.1,769,960
164,165,165,Tommy Tolles,64,80.09,712,889
165,166,166,Greg Chalmers,94,80.03,1014,1267
166,167,167,Bryce Molder,65,80.02,701,876
167,168,168,José Coceres,51,79.83,570,714
168,169,169,Paul Azinger,69,79.8,703,881
169,170,170,Phil Mickelson,97,79.74,1047,1313
170,171,171,Tim Herron,102,79.7,1099,1379
171,172,172,Davis Love III,92,79.52,971,1221
172,173,173,Scott Simpson,61,79.44,676,851
173,174,174,Scott Hoch,71,79.39,778,980
174,175,175,Mark Calcavecchia,84,79.19,875,1105
175,176,176,Richard Zokol,53,79.13,561,709
176,177,177,Billy Andrade,100,78.86,1056,1339
177,178,178,Neal Lancaster,101,78.82,1109,1407
178,179,179,Retief Goosen,56,78.68,598,760
179,180,180,Brett Quigley,93,78.5,1004,1279
180,181,181,Shigeki Maruyama,87,78.49,956,1218
181,182,182,Brenden Pappas,62,78.4,675,861
182,183,183,Steve Elkington,82,78.35,865,1104
183,184,184,Stuart Appleby,97,78.31,1029,1314
184,185,185,Steve Jones,71,78.22,740,946
185,186,186,Stewart Cink,92,77.91,956,1227
186,187,187,Deane Pappas,90,77.78,952,1224
187,188,188,Michael Muehr,73,77.63,767,988
188,189,189,Mark O'Meara,68,77.52,714,921
189,190,190,Michael Allen,76,77.42,799,1032
190,191,191,Eduardo Herrera,59,77.2,633,820
191,192,192,Joe Ogilvie,50,77.06,534,693
192,193,193,Jesper Parnevik,85,76.91,906,1178
193,194,194,Bernhard Langer,55,76.59,579,756
194,195,195,Mike Hulbert,55,76.02,561,738
195,196,196,David Duval,78,75.95,799,1052
196,197,197,Craig Perks,91,75.76,922,1217
197,198,198,John Daly,62,75.56,643,851
198,199,199,Steve Stricker,68,75.23,662,880
199,T200,T200,Ernie Els,68,74.19,644,868
200,T200,T200,José María Olazábal,71,74.19,664,895
201,202,202,Bob Heintz,68,73.71,698,947
