,Hit_Fairway_Percentage_RANK THIS WEEK,Hit_Fairway_Percentage_RANK LAST WEEK,Hit_Fairway_Percentage_PLAYER NAME,Hit_Fairway_Percentage_ROUNDS,Hit_Fairway_Percentage_%,Hit_Fairway_Percentage_FAIRWAYS HIT,Hit_Fairway_Percentage_POSSIBLE FAIRWAYS,Hit_Fairway_Percentage_RELATIVE TO PAR
87,88,88,Chris DiMarco,111,68.8,849,1234,-0.21
88,89,89,Jeff Sluman,118,68.7,970,1412,-0.18
89,90,90,Kaname Yokoo,74,68.64,650,947,-0.12
90,91,91,Mike Sposa,111,68.63,1000,1457,-0.17
91,92,92,Stephen Ames,89,68.62,748,1090,-0.17
92,93,93,Jonathan Byrd,96,68.57,829,1209,-0.23
93,94,94,Steve Flesch,110,68.54,889,1297,-0.19
94,95,95,Pat Perez,89,68.42,715,1045,-0.19
95,96,96,Joey Sindelar,104,68.39,874,1278,-0.19
96,97,97,Tom Lehman,78,68.37,536,784,-0.18
97,T98,T98,Peter Lonard,93,68.31,750,1098,-0.21
98,T98,T98,Boo Weekley,57,68.31,500,732,-0.15
99,100,100,Steve Pate,64,68.3,530,776,-0.17
100,101,101,Kenneth Staton,104,68.19,896,1314,-0.12
101,102,102,Sergio Garcia,79,68.15,537,788,-0.16
102,103,103,Vijay Singh,102,68.04,762,1120,-0.24
103,104,104,"David Berganio, Jr.",80,68.02,702,1032,-0.15
104,105,105,Scott Dunlap,74,67.93,646,951,-0.09
105,106,106,Michael Clark II,97,67.92,847,1247,-0.17
106,107,107,Bob Tway,103,67.74,823,1215,-0.19
107,108,108,David Frost,90,67.69,794,1173,-0.15
108,109,109,Brandel Chamblee,85,67.66,770,1138,-0.12
109,110,110,Tiger Woods,69,67.61,476,704,-0.28
110,111,111,Brandt Jobe,94,67.58,836,1237,-0.15
111,112,112,Jonathan Kaye,83,67.55,685,1014,-0.16
112,113,113,Greg Kraft,86,67.54,751,1112,-0.15
113,114,114,Davis Love III,92,67.53,655,970,-0.26
114,115,115,Brian Bateman,94,67.51,798,1182,-0.16
115,T116,T116,Bernhard Langer,55,67.48,359,532,-0.23
116,T116,T116,Mark O'Meara,68,67.48,471,698,-0.13
117,T118,T118,Brent Geiberger,95,67.31,799,1187,-0.19
118,T118,T118,Kevin Sutherland,96,67.31,696,1034,-0.2
119,120,120,Shaun Micheel,100,67.19,860,1280,-0.19
120,121,121,John Senden,96,67.18,790,1176,-0.18
121,122,122,J.L. Lewis,98,67.13,862,1284,-0.22
122,123,123,Mark Calcavecchia,84,67.11,610,909,-0.2
123,124,124,Tommy Armour III,82,66.97,726,1084,-0.09
124,125,125,Mike Weir,94,66.96,695,1038,-0.19
125,126,126,J.P. Hayes,78,66.95,640,956,-0.2
126,127,127,Bob May,91,66.92,787,1176,-0.17
127,128,128,Shigeki Maruyama,87,66.88,640,957,-0.17
128,129,129,Russ Cochran,68,66.7,603,904,-0.12
129,130,130,Tom Pernice Jr.,101,66.61,830,1246,-0.13
130,131,131,Jeff Gove,89,66.58,755,1134,-0.15
131,132,132,Rod Pampling,98,66.56,816,1226,-0.22
132,133,133,Jay Haas,83,66.54,676,1016,-0.18
133,134,134,Spike McRoy,69,66.49,504,758,-0.14
134,135,135,Dudley Hart,88,66.36,645,972,-0.16
135,T136,T136,Matt Gogel,79,66.31,612,923,-0.18
136,T136,T136,Scott McCarron,106,66.31,744,1122,-0.24
137,138,138,Ben Crane,91,66.18,722,1091,-0.21
138,139,139,Carlos Franco,107,66.15,901,1362,-0.18
139,140,140,Phil Mickelson,97,66.1,702,1062,-0.27
140,141,141,Brian Henninger,66,65.9,574,871,-0.17
141,142,142,Franklin Langham,72,65.87,577,876,-0.14
142,143,143,Robin Freeman,79,65.78,667,1014,-0.15
143,144,144,Tripp Isenhour,68,65.76,580,882,-0.17
144,145,145,Gary Nicklaus,66,65.73,562,855,-0.07
145,146,146,Paul Stankowski,100,65.71,801,1219,-0.18
146,147,147,K.J. Choi,93,65.59,690,1052,-0.21
147,148,148,Edward Fryatt,94,65.54,776,1184,-0.14
148,T149,T149,Dicky Pride,51,65.48,423,646,-0.17
149,T149,T149,Jerry Smith,91,65.48,757,1156,-0.09
150,151,151,Ian Leggatt,97,65.38,744,1138,-0.22
151,152,152,Scott Simpson,61,65.17,537,824,-0.1
152,153,153,Craig Barlow,62,65.13,508,780,-0.14
153,154,154,Harrison Frazar,88,64.95,732,1127,-0.17
154,155,155,Rich Beem,99,64.84,793,1223,-0.18
155,T156,T156,Brad Elder,76,64.75,619,956,-0.16
156,T156,T156,Ernie Els,68,64.75,417,644,-0.21
157,158,158,Brian Watts,58,64.71,486,751,-0.11
158,159,159,Stewart Cink,92,64.61,648,1003,-0.24
159,160,160,Paul Gow,99,64.56,827,1281,-0.14
160,161,161,Stephen Gangluff,75,64.44,616,956,-0.18
161,162,162,Neal Lancaster,101,64.43,817,1268,-0.16
162,163,163,Stuart Appleby,97,64.4,702,1090,-0.26
163,164,164,Steve Elkington,82,64.25,620,965,-0.17
164,165,165,Woody Austin,102,64.24,819,1275,-0.17
165,166,166,Bo Van Pelt,78,64.17,634,988,-0.16
166,167,167,Richard Zokol,53,64.08,437,682,-0.1
167,168,168,Billy Andrade,100,63.97,767,1199,-0.24
168,169,169,Paul Azinger,69,63.88,474,742,-0.2
169,170,170,Grant Waite,98,63.71,834,1309,-0.18
170,171,171,Joe Ogilvie,50,63.56,403,634,-0.16
171,172,172,Brett Wetterich,89,63.43,713,1124,-0.14
172,173,173,Craig Perks,91,63.18,628,994,-0.16
173,174,174,David Duval,78,62.78,538,857,-0.27
174,175,175,Jason Hill,59,62.68,477,761,-0.11
175,176,176,Tom Scherrer,98,62.63,796,1271,-0.17
176,177,177,Michael Muehr,73,62.24,572,919,-0.14
177,178,178,Jesper Parnevik,85,62.14,576,927,-0.15
178,179,179,Jess Daley,76,62.1,603,971,-0.13
179,180,180,Bryce Molder,65,62.05,515,830,-0.17
180,T181,T181,Steve Allan,93,61.98,737,1189,-0.23
181,T181,T181,John Daly,62,61.98,406,655,-0.23
182,183,183,Geoff Ogilvy,90,61.69,710,1151,-0.17
183,184,184,Andrew Magee,91,61.59,720,1169,-0.15
184,185,185,Mathew Goggin,64,61.56,490,796,-0.2
185,186,186,Phil Tataurangi,88,61.16,644,1053,-0.2
186,187,187,Michael Long,71,61.09,559,915,-0.16
187,188,188,Steve Stricker,68,60.81,433,712,-0.23
188,189,189,Fred Couples,64,60.74,441,726,-0.24
189,190,190,Rory Sabbatini,69,60.5,458,757,-0.2
190,191,191,Eduardo Herrera,59,60.24,494,820,-0.16
191,192,192,Greg Chalmers,94,59.87,725,1211,-0.22
192,193,193,José María Olazábal,71,59.23,398,672,-0.26
193,194,194,Dennis Paulson,89,58.84,682,1159,-0.17
194,195,195,Deane Pappas,90,58.64,675,1151,-0.12
195,196,196,Tim Herron,102,58.59,689,1176,-0.23
196,197,197,Tommy Tolles,64,58.47,483,826,-0.17
197,198,198,Brett Quigley,93,57.92,717,1238,-0.17
198,199,199,Michael Allen,76,57.63,563,977,-0.17
199,200,200,Brenden Pappas,62,55.56,445,801,-0.15
200,201,201,Mike Hulbert,55,54.71,389,711,-0.12
201,202,202,Bob Heintz,68,50.75,442,871,-0.2
