,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
58,59,59,Jonathan Kaye,83,13.01,19.0,146,-0.11
59,60,60,Franklin Langham,72,12.9,16.0,124,-0.06
60,T61,T61,Ben Crane,91,12.8,21.0,164,+0.05
61,T61,T61,Andrew Magee,91,12.8,21.0,164,+0.05
62,T61,T61,Tim Petrovic,92,12.8,21.0,164,-0.14
63,64,64,Neal Lancaster,101,12.78,23.0,180,-0.04
64,65,65,Craig Barlow,62,12.73,14.0,110,+0.14
65,66,66,Joe Durant,87,12.68,18.0,142,-0.17
66,67,67,Greg Kraft,86,12.66,20.0,158,+0.35
67,68,68,David Frost,90,12.65,21.0,166,-0.38
68,69,69,Mark Calcavecchia,84,12.5,16.0,128,-0.25
69,70,70,Brandt Jobe,94,12.36,22.0,178,-0.09
70,71,71,Jeff Maggert,83,12.32,17.0,138,-0.18
71,72,72,David Peoples,105,12.24,24.0,196,-0.08
72,73,73,Geoff Ogilvy,90,12.2,20.0,164,+0.05
73,74,74,Carl Paulson,84,12.03,19.0,158,E
74,T75,T75,Stewart Cink,92,11.97,17.0,142,+0.29
75,T75,T75,Shigeki Maruyama,87,11.97,17.0,142,-0.41
76,77,77,David Gossett,95,11.93,21.0,176,-0.10
77,T78,T78,Cameron Beckman,87,11.84,18.0,152,+0.06
78,T78,T78,Pat Perez,89,11.84,18.0,152,-0.11
79,80,80,Skip Kendall,103,11.83,22.0,186,-0.05
80,T81,T81,Edward Fryatt,94,11.76,20.0,170,+0.20
81,T81,T81,Chris Smith,103,11.76,20.0,170,-0.15
82,T83,T83,Jim Carter,98,11.59,19.0,164,+0.05
83,T83,T83,Jim Furyk,88,11.59,16.0,138,-0.06
84,T83,T83,Loren Roberts,93,11.59,19.0,164,-0.42
85,86,86,Olin Browne,107,11.58,22.0,190,-0.05
86,T87,T87,Woody Austin,102,11.54,21.0,182,-0.05
87,T87,T87,Russ Cochran,68,11.54,15.0,130,-0.07
88,89,89,Hidemichi Tanaka,104,11.41,21.0,184,-0.10
89,90,90,Spike McRoy,69,11.4,13.0,114,+0.15
90,91,91,Rich Beem,99,11.36,20.0,176,-0.30
91,92,92,Peter Jacobsen,67,11.29,14.0,124,-0.21
92,93,93,Paul Claxton,83,11.25,18.0,160,+0.17
93,T94,T94,Brent Geiberger,95,11.18,19.0,170,-0.05
94,T94,T94,John Huston,99,11.18,19.0,170,E
95,T94,T94,Jay Williamson,91,11.18,19.0,170,+0.16
96,97,97,Peter Lonard,93,11.11,18.0,162,-0.61
97,98,98,J.J. Henry,112,11.0,22.0,200,-0.18
98,99,99,Deane Pappas,90,10.98,18.0,164,E
99,100,100,Bob Estes,93,10.96,16.0,146,-0.25
100,101,101,Brett Quigley,93,10.92,19.0,174,+0.37
101,102,102,Charles Howell III,118,10.75,20.0,186,-0.20
102,103,103,Frank Nobilo,94,10.67,19.0,178,+0.11
103,104,104,Chad Campbell,111,10.5,21.0,200,-0.43
104,105,105,Ian Leggatt,97,10.49,17.0,162,-0.18
105,106,106,Tom Pernice Jr.,101,10.47,18.0,172,+0.11
106,107,107,Luke Donald,106,10.42,20.0,192,+0.35
107,108,108,Scott Hoch,71,10.34,12.0,116,-0.25
108,109,109,Mike Weir,94,10.27,15.0,146,E
109,110,110,Michael Clark II,97,10.23,18.0,176,+0.11
110,111,111,Kent Jones,105,10.22,19.0,186,-0.16
111,112,112,Carlos Franco,107,10.2,20.0,196,-0.10
112,113,113,Joey Sindelar,104,10.11,18.0,178,+0.06
113,T114,T114,Steve Allan,93,10.0,17.0,170,-0.29
114,T114,T114,David Duval,78,10.0,12.0,120,-0.25
115,T114,T114,Phil Mickelson,97,10.0,15.0,150,-0.20
116,117,117,Rod Pampling,98,9.77,17.0,174,-0.41
117,118,118,Brad Faxon,93,9.7,13.0,134,+0.08
118,119,119,Hal Sutton,74,9.68,12.0,124,+0.08
119,120,120,Brad Elder,76,9.56,13.0,136,E
120,121,121,John Senden,96,9.52,16.0,168,+0.06
121,122,122,John Rollins,124,9.46,21.0,222,-0.19
122,123,123,David Toms,106,9.41,16.0,170,-0.44
123,124,124,Vijay Singh,102,9.38,15.0,160,+0.07
124,125,125,Chris Riley,104,9.09,16.0,176,E
125,126,126,John Riegger,88,8.97,14.0,156,-0.21
126,127,127,Mark Brooks,97,8.86,14.0,158,E
127,128,128,Chris DiMarco,111,8.82,15.0,170,-0.13
128,129,129,Duffy Waldorf,90,8.75,14.0,160,-0.57
129,T130,T130,Michael Allen,76,8.7,12.0,138,-0.25
130,T130,T130,Grant Waite,98,8.7,16.0,184,+0.06
131,132,132,Tim Herron,102,8.62,15.0,174,-0.20
132,133,133,Bob Heintz,68,8.46,11.0,130,+0.36
133,134,134,Matt Peterson,80,8.44,13.0,154,+0.31
134,T135,T135,Steve Flesch,110,8.33,15.0,180,-0.27
135,T135,T135,Miguel Angel Jiménez,60,8.33,8.0,96,+0.38
136,T135,T135,José María Olazábal,71,8.33,8.0,96,E
137,138,138,Brian Bateman,94,8.24,14.0,170,E
138,139,139,Tom Lehman,78,8.04,9.0,112,-0.33
139,140,140,Gary Nicklaus,66,7.94,10.0,126,+0.30
140,141,141,Kenneth Staton,104,7.89,15.0,190,-0.07
141,T142,T142,Tim Clark,76,7.81,10.0,128,E
142,T142,T142,Kirk Triplett,84,7.81,10.0,128,+0.20
143,144,144,Bob May,91,7.6,13.0,171,+0.15
144,145,145,Jeff Brehaut,87,7.41,12.0,162,+0.17
145,146,146,Steve Elkington,82,7.35,10.0,136,-0.40
146,147,147,Mike Hulbert,55,7.29,7.0,96,E
147,148,148,Briny Baird,110,7.28,15.0,206,-0.40
148,149,149,Shaun Micheel,100,7.07,13.0,184,-0.08
149,150,150,Phil Tataurangi,88,7.05,11.0,156,E
150,151,151,Robin Freeman,79,6.94,10.0,144,+0.20
151,152,152,Jonathan Byrd,96,6.82,12.0,176,-0.17
152,153,153,Brett Wetterich,89,6.79,11.0,162,-0.18
153,154,154,Bryce Molder,65,6.78,8.0,118,-0.25
154,155,155,Paul Stankowski,100,6.74,12.0,178,-0.17
155,156,156,Stuart Appleby,97,6.67,10.0,150,-0.50
156,157,157,Brian Henninger,66,6.45,8.0,124,E
157,158,158,Kevin Sutherland,96,6.25,9.0,144,E
158,159,159,J.L. Lewis,98,6.18,11.0,178,-0.45
159,160,160,Blaine McCallister,75,6.06,8.0,132,E
160,161,161,Tom Byrum,77,5.97,8.0,134,-0.25
161,162,162,Frank Lickliter II,94,5.92,9.0,152,-0.11
162,163,163,David Morland IV,58,5.66,6.0,106,-0.17
163,164,164,Harrison Frazar,88,5.56,9.0,162,-0.11
164,165,165,Jerry Kelly,99,5.42,9.0,166,E
165,166,166,Rocco Mediate,79,5.36,6.0,112,E
166,167,167,Brad Lardon,59,4.9,5.0,102,+0.80
167,168,168,Joel Edwards,101,4.84,9.0,186,-0.11
168,169,169,Scott McCarron,106,4.55,7.0,154,E
169,170,170,Kaname Yokoo,74,4.48,6.0,134,-0.17
170,171,171,Jason Hill,59,4.46,5.0,112,+0.40
171,172,172,Eduardo Herrera,59,4.31,5.0,116,+0.80
172,173,173,Notah Begay III,76,4.29,6.0,140,+1.00
173,174,174,Joe Ogilvie,50,4.26,4.0,94,+0.50
174,175,175,Jeff Gove,89,4.17,7.0,168,+0.29
175,176,176,Richard Zokol,53,4.08,4.0,98,+0.25
176,177,177,"David Berganio, Jr.",80,4.05,6.0,148,+0.50
177,178,178,Bart Bryant,69,4.03,5.0,124,+0.20
178,179,179,Robert Allenby,96,3.9,6.0,154,-0.33
179,180,180,K.J. Choi,93,3.8,6.0,158,+0.50
180,181,181,Steve Pate,64,3.64,4.0,110,E
181,T182,T182,Jess Daley,76,3.57,5.0,140,+0.60
182,T182,T182,Matt Kuchar,82,3.57,5.0,140,+0.40
183,T182,T182,Rory Sabbatini,69,3.57,4.0,112,-0.50
184,185,185,Paul Goydos,66,3.33,4.0,120,-0.75
185,186,186,Kenny Perry,98,2.98,5.0,168,-0.40
186,187,187,Fred Couples,64,2.94,3.0,102,E
187,188,188,Brenden Pappas,62,2.54,3.0,118,E
188,189,189,Tommy Tolles,64,2.5,3.0,120,+0.67
189,190,190,Michael Long,71,2.24,3.0,134,+0.33
190,191,191,Stephen Gangluff,75,2.17,3.0,138,+1.00
191,192,192,Dicky Pride,51,2.13,2.0,94,+0.50
192,193,193,Boo Weekley,57,1.85,2.0,108,+1.50
193,194,194,Dennis Paulson,89,1.83,3.0,164,-1.00
194,195,195,Bradley Hughes,60,1.79,2.0,112,+0.50
195,196,196,Mathew Goggin,64,1.67,2.0,120,+0.50
196,197,197,Robert Gamez,69,1.64,2.0,122,E
197,198,198,Bo Van Pelt,78,1.39,2.0,144,+1.00
198,199,199,Retief Goosen,56,1.25,1.0,80,E
199,200,200,John Daly,62,1.09,1.0,92,+2.00
200,201,201,Tripp Isenhour,68,0.77,1.0,130,E
201,202,202,Donnie Hammond,60,0.0,,102,E
