,Missed_Fairway_Percent_-_Other_RANK THIS WEEK,Missed_Fairway_Percent_-_Other_RANK LAST WEEK,Missed_Fairway_Percent_-_Other_PLAYER NAME,Missed_Fairway_Percent_-_Other_ROUNDS,Missed_Fairway_Percent_-_Other_%,Missed_Fairway_Percent_-_Other_TOTAL MISSED,Missed_Fairway_Percent_-_Other_TOTAL FWYS,Missed_Fairway_Percent_-_Other_RELATIVE TO PAR
148,T148,T148,Edward Fryatt,94,20.19,239,1184,0.32
149,T148,T148,Pat Perez,89,20.19,211,1045,0.25
150,151,151,Brian Henninger,66,20.21,176,871,0.17
151,152,152,Mark O'Meara,68,20.34,142,698,0.13
152,153,153,Tommy Armour III,82,20.39,221,1084,0.27
153,T154,T154,Harrison Frazar,88,20.41,230,1127,0.23
154,T154,T154,Tom Lehman,78,20.41,160,784,0.16
155,156,156,David Duval,78,20.42,175,857,0.18
156,157,157,Stephen Ames,89,20.46,223,1090,0.11
157,158,158,Paul Gow,99,20.53,263,1281,0.24
158,159,159,José María Olazábal,71,20.54,138,672,0.19
159,160,160,Brad Elder,76,20.61,197,956,0.25
160,161,161,Steve Elkington,82,20.62,199,965,0.15
161,162,162,Gary Nicklaus,66,20.7,177,855,0.33
162,163,163,Woody Austin,102,20.71,264,1275,0.27
163,164,164,Craig Perks,91,20.72,206,994,0.27
164,165,165,Bo Van Pelt,78,20.75,205,988,0.33
165,166,166,Mark Calcavecchia,84,20.9,190,909,0.18
166,167,167,Grant Waite,98,20.93,274,1309,0.21
167,168,168,Steve Allan,93,20.94,249,1189,0.2
168,169,169,Jason Hill,59,21.02,160,761,0.31
169,170,170,Michael Long,71,21.09,193,915,0.28
170,171,171,Joe Ogilvie,50,21.45,136,634,0.33
171,172,172,Eduardo Herrera,59,21.46,176,820,0.25
172,173,173,Jess Daley,76,21.63,210,971,0.11
173,174,174,Richard Zokol,53,21.7,148,682,0.4
174,175,175,Rich Beem,99,21.75,266,1223,0.06
175,176,176,Steve Stricker,68,21.77,155,712,0.19
176,177,177,Scott Simpson,61,21.84,180,824,0.24
177,T178,T178,Mathew Goggin,64,21.98,175,796,0.22
178,T178,T178,Brett Wetterich,89,21.98,247,1124,0.26
179,180,180,Neal Lancaster,101,22.0,279,1268,0.14
180,181,181,Geoff Ogilvy,90,22.24,256,1151,0.15
181,182,182,Billy Andrade,100,22.27,267,1199,0.21
182,183,183,Tom Scherrer,98,22.34,284,1271,0.29
183,184,184,Brian Watts,58,22.5,169,751,0.3
184,185,185,Rory Sabbatini,69,22.72,172,757,0.19
185,186,186,Tommy Tolles,64,23.0,190,826,0.21
186,187,187,Michael Muehr,73,23.18,213,919,0.28
187,188,188,Paul Azinger,69,23.58,175,742,0.21
188,189,189,Tim Herron,102,23.64,278,1176,0.13
189,190,190,Dennis Paulson,89,23.9,277,1159,0.16
190,191,191,Phil Tataurangi,88,24.03,253,1053,0.13
191,192,192,Brett Quigley,93,24.56,304,1238,0.29
192,193,193,Brenden Pappas,62,24.59,197,801,0.29
193,194,194,Andrew Magee,91,24.98,292,1169,0.13
194,195,195,Greg Chalmers,94,25.6,310,1211,0.17
195,196,196,Deane Pappas,90,26.24,302,1151,0.25
196,197,197,Fred Couples,64,26.31,191,726,0.1
197,198,198,Jesper Parnevik,85,26.54,246,927,0.13
198,199,199,John Daly,62,27.02,177,655,0.13
199,200,200,Michael Allen,76,27.53,269,977,0.22
200,201,201,Mike Hulbert,55,28.69,204,711,0.25
201,202,202,Bob Heintz,68,29.62,258,871,0.36
