,Driving_Distance_RANK THIS WEEK,Driving_Distance_RANK LAST WEEK,Driving_Distance_PLAYER NAME,Driving_Distance_ROUNDS,Driving_Distance_AVG.,Driving_Distance_TOTAL DISTANCE,Driving_Distance_TOTAL DRIVES
59,60,60,Lee Janzen,101,283.7,51636,182
60,61,61,Bob Tway,103,283.6,53321,188
61,62,62,K.J. Choi,93,283.1,49262,174
62,T63,T63,Tom Lehman,78,283.0,38493,136
63,T63,T63,Frank Lickliter II,94,283.0,49243,174
64,65,65,Andrew Magee,91,282.9,48666,172
65,T66,T66,Brent Geiberger,95,282.8,50339,178
66,T66,T66,Per-Ulrik Johansson,87,282.8,48648,172
67,68,68,Robert Gamez,69,282.6,37868,134
68,69,69,Russ Cochran,68,282.5,37850,134
69,70,70,Brett Quigley,93,282.3,50810,180
70,T71,T71,Briny Baird,110,282.2,60388,214
71,T71,T71,Cameron Beckman,87,282.2,46279,164
72,73,73,Stephen Ames,89,282.1,46269,164
73,T74,T74,Tommy Armour III,82,282.0,45121,160
74,T74,T74,Robin Freeman,79,282.0,41735,148
75,T76,T76,Neal Lancaster,101,281.9,54133,192
76,T76,T76,Michael Long,71,281.9,38906,138
77,T78,T78,Jess Daley,76,281.8,41713,148
78,T78,T78,Jason Hill,59,281.8,32689,116
79,80,80,Paul Gow,99,281.7,52964,188
80,81,81,John Huston,99,281.6,52375,186
81,T82,T82,Chad Campbell,111,281.5,59684,212
82,T82,T82,Peter Jacobsen,67,281.5,37163,132
83,T84,T84,Ernie Els,68,281.4,32640,116
84,T84,T84,Peter Lonard,93,281.4,50093,178
85,T86,T86,Bradley Hughes,60,281.2,32617,116
86,T86,T86,Hidemichi Tanaka,104,281.2,56248,200
87,88,88,Steve Pate,64,281.1,33165,118
88,89,89,David Gossett,95,281.0,51698,184
89,T90,T90,Notah Begay III,76,280.8,40433,144
90,T90,T90,Greg Chalmers,94,280.8,49981,178
91,T92,T92,David Peoples,105,280.6,57242,204
92,T92,T92,Tim Petrovic,92,280.6,47984,171
93,T94,T94,Steve Elkington,82,280.5,41516,148
94,T94,T94,Steve Lowery,98,280.5,51058,182
95,T94,T94,Pat Perez,89,280.5,47957,171
96,T94,T94,Kaname Yokoo,74,280.5,39832,142
97,98,98,Craig Stadler,72,280.4,37578,134
98,99,99,Jeff Brehaut,87,280.2,47639,170
99,T100,T100,Brad Elder,76,280.0,40318,144
100,T100,T100,Shigeki Maruyama,87,280.0,46476,166
101,T100,T100,Mike Weir,94,280.0,48725,174
102,T103,T103,Woody Austin,102,279.9,53749,192
103,T103,T103,Tom Pernice Jr.,101,279.9,53748,192
104,T105,T105,Billy Andrade,100,279.8,50917,182
105,T105,T105,Bob Estes,93,279.8,46452,166
106,T105,T105,Retief Goosen,56,279.8,27975,100
107,108,108,Chris DiMarco,111,279.7,55379,198
108,T109,T109,Stewart Cink,92,279.6,46417,166
109,T109,T109,John Riegger,88,279.6,45848,164
110,111,111,Garrett Willis,80,279.4,43029,154
111,T112,T112,John Rollins,124,279.3,65363,234
112,T112,T112,Tom Scherrer,98,279.3,51383,184
113,T114,T114,Joe Ogilvie,50,279.2,27357,98
114,T114,T114,Jesper Parnevik,85,279.2,43549,156
115,T114,T114,David Toms,106,279.2,54159,194
116,117,117,Donnie Hammond,60,279.1,31816,114
117,118,118,Jeff Gove,89,279.0,49109,176
118,119,119,Justin Leonard,97,278.7,49606,178
119,120,120,Craig Perks,91,278.5,46223,166
120,T121,T121,Brian Henninger,66,278.3,35617,128
121,T121,T121,Craig Parry,69,278.3,37291,134
122,123,123,Robert Damron,85,278.0,44479,160
123,124,124,Kent Jones,105,277.8,56108,202
124,125,125,Joel Edwards,101,277.6,56074,202
125,T126,T126,Rocco Mediate,79,277.3,38272,138
126,T126,T126,Bryce Molder,65,277.3,33827,122
127,T126,T126,Hal Sutton,74,277.3,38826,140
128,129,129,J.P. Hayes,78,277.1,41567,150
129,T130,T130,Steve Jones,71,276.9,34330,124
130,T130,T130,Len Mattiace,106,276.9,55381,200
131,132,132,Dudley Hart,88,276.7,45385,164
132,133,133,Dicky Pride,51,276.3,27074,98
133,134,134,Paul Azinger,69,276.2,34797,126
134,135,135,Franklin Langham,72,276.1,37544,136
135,T136,T136,Matt Gogel,79,275.9,40834,148
136,T136,T136,Spike McRoy,69,275.9,36970,134
137,T136,T136,David Morland IV,58,275.9,31448,114
138,139,139,Jay Williamson,91,275.8,49086,178
139,140,140,Tim Clark,76,275.7,38598,140
140,141,141,Jim Carter,98,275.3,50657,184
141,T142,T142,Bart Bryant,69,275.2,35227,128
142,T142,T142,Jerry Smith,91,275.2,47334,172
143,144,144,Glen Hnatiuk,95,275.1,50624,184
144,T145,T145,Brad Lardon,59,275.0,31348,114
145,T145,T145,Bob May,91,275.0,48125,175
146,T145,T145,Mark O'Meara,68,275.0,32448,118
147,T145,T145,Kevin Sutherland,96,275.0,47300,172
148,T145,T145,Kirk Triplett,84,275.0,42353,154
149,T150,T150,Jeff Maggert,83,274.9,42329,154
150,T150,T150,Blaine McCallister,75,274.9,39580,144
151,152,152,Joe Durant,87,274.8,44523,162
152,T153,T153,Dan Forsman,83,274.7,43404,158
153,T153,T153,Frank Nobilo,94,274.7,49997,182
154,T153,T153,Mike Sposa,111,274.7,58778,214
155,156,156,Luke Donald,106,274.6,56024,204
156,157,157,Miguel Angel Jiménez,60,274.4,30736,112
157,T158,T158,Jerry Kelly,99,274.0,50955,186
158,T158,T158,Gary Nicklaus,66,274.0,35618,130
159,160,160,Bob Burns,99,273.9,51761,189
160,161,161,Matt Kuchar,82,273.5,43483,159
161,162,162,Jay Haas,83,273.3,42636,156
162,163,163,Fred Funk,106,273.0,57326,210
163,164,164,Jeff Sluman,118,272.9,62230,228
164,165,165,Brian Watts,58,272.8,28370,104
165,T166,T166,Nick Price,69,272.7,33811,124
166,T166,T166,Chris Riley,104,272.7,52357,192
167,T168,T168,Brandel Chamblee,85,272.5,44698,164
168,T168,T168,Paul Claxton,83,272.5,44412,163
169,T168,T168,Scott Dunlap,74,272.5,38691,142
170,171,171,Mike Hulbert,55,272.4,27242,100
171,172,172,Brian Gay,117,272.3,60986,224
172,173,173,Jim Furyk,88,271.8,43761,161
173,T174,T174,Pat Bates,94,271.5,48871,180
174,T174,T174,Skip Kendall,103,271.5,53755,198
175,T176,T176,Paul Goydos,66,271.3,34732,128
176,T176,T176,Bernhard Langer,55,271.3,27127,100
177,178,178,Jay Don Blake,107,271.2,55057,203
178,179,179,Billy Mayfair,99,270.9,48215,178
179,180,180,Matt Peterson,80,270.7,42774,158
180,181,181,José María Olazábal,71,270.6,33560,124
181,182,182,Tom Byrum,77,270.5,40577,150
182,183,183,Mark Brooks,97,270.1,49156,182
183,T184,T184,Glen Day,107,270.0,54007,200
184,T184,T184,Scott Hoch,71,270.0,35638,132
185,186,186,Brad Faxon,93,269.6,43406,161
186,187,187,David Frost,90,269.5,47969,178
187,188,188,Richard Zokol,53,269.3,27466,102
188,T189,T189,Heath Slocum,96,268.5,48338,180
189,T189,T189,Scott Verplank,93,268.5,46186,172
190,191,191,Olin Browne,107,268.1,54150,202
191,T192,T192,Michael Muehr,73,268.0,37525,140
192,T192,T192,Loren Roberts,93,268.0,46095,172
193,194,194,Greg Kraft,86,267.7,44438,166
194,195,195,Fulton Allem,64,267.5,33441,125
195,196,196,Lee Porter,91,265.0,46117,174
196,197,197,Esteban Toledo,106,264.9,51133,193
197,198,198,Scott Simpson,61,264.6,32286,122
198,199,199,John Cook,85,264.0,41710,158
199,200,200,José Coceres,51,263.2,25798,98
200,201,201,Corey Pavin,78,258.1,36130,140
201,202,202,Pete Jordan,78,256.6,38494,150
