,Scrambling_RANK THIS WEEK,Scrambling_RANK LAST WEEK,Scrambling_PLAYER NAME,Scrambling_ROUNDS,Scrambling_%,Scrambling_PAR OR BETTER,Scrambling_MISSED GIR
45,46,46,Dan Forsman,52,59.93,166,277
46,47,47,Omar Uresti,84,59.88,303,506
47,48,48,Davis Love III,80,59.82,268,448
48,49,49,Jeff Hart,63,59.71,246,412
49,50,50,Kirk Triplett,55,59.58,199,334
50,51,51,Stephen Leaney,89,59.54,309,519
51,52,52,Doug Barron,70,59.47,248,417
52,53,53,Stewart Cink,98,59.46,330,555
53,54,54,Billy Mayfair,114,59.44,359,604
54,55,55,J.P. Hayes,63,59.43,252,424
55,56,56,Sergio Garcia,73,59.42,205,345
56,57,57,Jesper Parnevik,84,59.41,341,574
57,58,58,Stuart Appleby,84,59.33,283,477
58,59,59,Arron Oberholser,65,59.31,223,376
59,60,60,Marco Dawson,82,59.25,285,481
60,61,61,Gavin Coles,70,59.24,282,476
61,T62,T62,Hidemichi Tanaka,106,59.21,360,608
62,T62,T62,Dean Wilson,86,59.21,315,532
63,64,64,Justin Leonard,78,59.19,277,468
64,65,65,James Driscoll,73,59.15,278,470
65,66,66,Olin Browne,99,59.09,312,528
66,67,67,Bob Tway,87,59.05,287,486
67,68,68,Charles Howell III,95,59.02,324,549
68,69,69,Jason Bohn,91,58.99,328,556
69,70,70,Kenny Perry,82,58.91,248,421
70,71,71,Jerry Kelly,101,58.87,355,603
71,T72,T72,Aaron Baddeley,84,58.82,340,578
72,T72,T72,Larry Mize,54,58.82,200,340
73,74,74,Harrison Frazar,105,58.72,357,608
74,75,75,Paul Gow,78,58.7,297,506
75,76,76,Joey Sindelar,104,58.5,344,588
76,77,77,Joe Ogilvie,103,58.47,397,679
77,78,78,Brendan Jones,81,58.44,277,474
78,79,79,Mark Brooks,72,58.43,305,522
79,80,80,John Senden,101,58.42,333,570
80,81,81,Mike Weir,71,58.41,264,452
81,82,82,Todd Fischer,99,58.35,395,677
82,83,83,Chris Riley,67,58.33,273,468
83,84,84,Nick Watney,91,58.3,316,542
84,85,85,Mario Tiziani,67,58.23,230,395
85,86,86,Tim Clark,92,58.21,326,560
86,T87,T87,J.L. Lewis,98,58.19,348,598
87,T87,T87,Tim Petrovic,97,58.19,341,586
88,89,89,K.J. Choi,78,58.17,274,471
89,90,90,Neal Lancaster,95,58.11,344,592
90,91,91,Freddie Jacobson,72,58.09,280,482
91,92,92,Geoff Ogilvy,97,58.06,324,558
92,93,93,Robert Damron,89,58.03,336,579
93,94,94,Tom Byrum,83,58.02,304,524
94,95,95,Jeff Brehaut,71,58.01,210,362
95,96,96,Bob Heintz,67,57.96,273,471
96,97,97,Brad Faxon,75,57.94,281,485
97,98,98,Vaughn Taylor,99,57.84,354,612
98,99,99,Jonathan Byrd,103,57.78,364,630
99,100,100,D.A. Points,94,57.75,328,568
100,T101,T101,Lee Janzen,75,57.72,273,473
101,T101,T101,Greg Owen,84,57.72,273,473
102,103,103,Sean O'Hair,103,57.71,337,584
103,104,104,Billy Andrade,83,57.7,311,539
104,105,105,J.J. Henry,102,57.51,314,546
105,T106,T106,Matt Gogel,78,57.5,295,513
106,T106,T106,Len Mattiace,86,57.5,387,673
107,108,108,Rory Sabbatini,81,57.48,315,548
108,109,109,Zach Johnson,96,57.37,327,570
109,110,110,Mark Calcavecchia,92,57.32,317,553
110,111,111,Scott Verplank,87,57.23,297,519
111,112,112,Hunter Haas,83,57.14,292,511
112,113,113,Tommy Armour III,103,57.12,337,590
113,114,114,Bo Van Pelt,112,57.1,358,627
114,115,115,Joe Durant,81,57.08,242,424
115,116,116,Jay Haas,54,56.98,200,351
116,117,117,Steve Allan,102,56.94,361,634
117,118,118,David Toms,87,56.86,257,452
118,T119,T119,Woody Austin,100,56.79,364,641
119,T119,T119,Skip Kendall,80,56.79,297,523
120,121,121,Tom Lehman,69,56.78,222,391
121,122,122,Cameron Beckman,96,56.6,330,583
122,123,123,Bart Bryant,91,56.58,288,509
123,124,124,Brandt Jobe,96,56.57,323,571
124,125,125,Franklin Langham,91,56.56,332,587
125,126,126,Tjaart van der Walt,56,56.47,192,340
126,127,127,Robert Gamez,91,56.43,329,583
127,128,128,John Huston,90,56.37,314,557
128,129,129,Lucas Glover,88,56.26,283,503
129,130,130,Patrick Sheehan,114,56.18,409,728
130,131,131,Retief Goosen,71,56.15,201,358
131,132,132,Jonathan Kaye,77,56.08,249,444
132,133,133,Roland Thatcher,75,56.0,224,400
133,134,134,Rod Pampling,89,55.96,291,520
134,T135,T135,Briny Baird,98,55.93,297,531
135,T135,T135,Jim Carter,62,55.93,231,413
136,137,137,Steve Lowery,100,55.9,341,610
137,138,138,Kent Jones,99,55.89,337,603
138,139,139,Andrew Magee,82,55.86,305,546
139,T140,T140,Paul Azinger,66,55.82,259,464
140,T140,T140,Will MacKenzie,75,55.82,254,455
141,142,142,Alex Cejka,84,55.73,282,506
142,143,143,Steve Jones,56,55.7,210,377
143,T144,T144,Justin Bolli,65,55.66,246,442
144,T144,T144,Chad Campbell,95,55.66,290,521
145,146,146,Paul Claxton,79,55.49,278,501
146,147,147,Michael Allen,90,55.45,336,606
147,148,148,Duffy Waldorf,86,55.44,275,496
148,149,149,Danny Briggs,70,55.43,245,442
149,150,150,Adam Scott,72,55.36,222,401
150,151,151,Bill Glasson,54,55.26,184,333
151,152,152,Peter Lonard,85,55.19,298,540
152,T153,T153,Chris Anderson,66,55.17,240,435
153,T153,T153,Tom Gillis,77,55.17,267,484
154,155,155,Matt Davidson,53,55.05,207,376
155,156,156,Brett Wetterich,76,54.98,232,422
156,157,157,Shaun Micheel,81,54.93,273,497
157,158,158,Ted Purdy,122,54.89,421,767
158,159,159,Steve Flesch,90,54.85,311,567
159,160,160,Scott Gutschewski,86,54.81,262,478
160,161,161,Scott McCarron,78,54.77,270,493
161,162,162,Arjun Atwal,65,54.74,225,411
162,163,163,Tag Ridings,93,54.72,313,572
163,164,164,Brent Geiberger,61,54.64,212,388
164,165,165,Kevin Stadler,96,54.61,320,586
165,166,166,Rob Rashell,65,54.51,260,477
166,167,167,Jeff Maggert,79,54.47,250,459
167,T168,T168,Fred Couples,72,54.38,211,388
168,T168,T168,D.J. Trahan,81,54.38,242,445
169,170,170,Padraig Harrington,50,54.35,175,322
170,171,171,Ryan Palmer,101,54.3,328,604
171,172,172,Craig Barlow,81,54.11,250,462
172,173,173,Glen Hnatiuk,59,54.09,172,318
173,174,174,Robert Allenby,95,53.99,264,489
174,175,175,John Rollins,97,53.92,316,586
175,T176,T176,Brian Bateman,98,53.59,321,599
176,T176,T176,Ben Curtis,65,53.59,239,446
177,178,178,Lee Westwood,50,53.53,167,312
178,179,179,Michael Long,72,53.15,236,444
179,180,180,Ian Poulter,62,53.13,204,384
180,181,181,Todd Hamilton,94,53.11,316,595
181,T182,T182,Hank Kuehne,84,53.06,295,556
182,T182,T182,Joey Snyder III,102,53.06,295,556
183,184,184,Jason Allred,75,53.01,282,532
184,185,185,John Cook,72,52.97,241,455
185,186,186,Frank Lickliter II,100,52.94,315,595
186,187,187,Bradley Hughes,52,52.89,174,329
187,188,188,David Hearn,68,52.82,206,390
188,189,189,Rich Beem,66,52.57,215,409
189,190,190,Hideto Tanihara,50,52.52,177,337
190,191,191,Dennis Paulson,63,52.34,224,428
191,192,192,John Daly,78,52.06,265,509
192,193,193,D.J. Brigman,76,51.81,243,469
193,194,194,Hunter Mahan,103,51.74,313,605
194,195,195,Thomas Levet,54,51.49,190,369
195,196,196,Scott Hend,75,51.45,249,484
196,197,197,Brenden Pappas,51,51.39,166,323
197,198,198,Mark Hensby,70,50.88,231,454
198,199,199,John Elliott,58,50.61,208,411
199,200,200,Charles Warren,89,50.52,245,485
200,201,201,Chris Smith,93,50.1,258,515
201,202,202,Craig Perks,67,47.75,212,444
