,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
63,T64,T64,Doug Barron,70,0.11900000000000001,7.742000000000001,65
64,T64,T64,Ben Crane,78,0.11900000000000001,7.737,65
65,66,66,Phillip Price,77,0.11699999999999999,7.486000000000001,64
66,67,67,Jesper Parnevik,84,0.11599999999999999,7.907,68
67,68,68,Jerry Kelly,101,0.115,8.776,76
68,69,69,Chad Campbell,95,0.113,8.612,76
69,70,70,Brian Gay,101,0.106,9.878,93
70,T71,T71,Brad Faxon,75,0.099,5.756,58
71,T71,T71,Michael Long,72,0.099,6.319,64
72,T73,T73,Kent Jones,99,0.098,8.649,88
73,T73,T73,Tim Petrovic,97,0.098,7.843999999999999,80
74,75,75,Andrew Magee,82,0.096,6.8260000000000005,71
75,76,76,Steve Allan,102,0.095,8.415,89
76,77,77,Stephen Ames,82,0.094,5.755,61
77,78,78,Daniel Chopra,108,0.091,8.468,93
78,79,79,Pat Perez,89,0.09,6.646,74
79,80,80,John Elliott,58,0.086,4.478,52
80,81,81,Carlos Franco,78,0.084,5.64,67
81,82,82,Alex Cejka,84,0.08,5.611000000000001,70
82,T83,T83,Fred Funk,102,0.07200000000000001,5.897,82
83,T83,T83,Thomas Levet,54,0.07200000000000001,2.574,36
84,85,85,Paul Claxton,79,0.071,4.684,66
85,86,86,Vaughn Taylor,99,0.07,6.277,90
86,87,87,Rocco Mediate,73,0.069,4.581,66
87,88,88,Rich Beem,66,0.068,3.281,48
88,89,89,Chris DiMarco,83,0.057999999999999996,3.451,59
89,90,90,Matt Davidson,53,0.054000000000000006,2.7089999999999996,50
90,91,91,Dean Wilson,86,0.046,3.68,80
91,92,92,Hideto Tanihara,50,0.045,2.0269999999999997,45
92,93,93,Jeff Sluman,94,0.044000000000000004,3.708,85
93,94,94,Mathias Grönberg,60,0.043,2.404,56
94,T95,T95,Brian Davis,75,0.04,2.575,64
95,T95,T95,James Driscoll,73,0.04,2.5469999999999997,63
96,97,97,Dudley Hart,84,0.038,2.7430000000000003,73
97,T98,T98,Tom Lehman,69,0.037000000000000005,1.847,50
98,T98,T98,Peter Lonard,85,0.037000000000000005,2.434,66
99,T100,T100,Rod Pampling,89,0.033,2.339,70
100,T100,T100,Brenden Pappas,51,0.033,1.626,49
101,T102,T102,Cameron Beckman,96,0.027999999999999997,2.395,85
102,T102,T102,Joe Durant,81,0.027999999999999997,1.936,69
103,T102,T102,John Rollins,97,0.027999999999999997,2.286,83
104,105,105,Adam Scott,72,0.024,1.253,52
105,T106,T106,José Coceres,56,0.021,1.1159999999999999,53
106,T106,T106,Zach Johnson,96,0.021,1.7369999999999999,83
107,T108,T108,Jason Bohn,91,0.019,1.546,82
108,T108,T108,Richard Johnson,50,0.019,0.893,46
109,110,110,Hidemichi Tanaka,106,0.015,1.43,95
110,T111,T111,Craig Barlow,81,0.013999999999999999,0.903,64
111,T111,T111,Davis Love III,80,0.013999999999999999,0.809,57
112,T111,T111,Dennis Paulson,63,0.013999999999999999,0.826,57
113,114,114,Gavin Coles,70,0.012,0.79,64
114,115,115,Stewart Cink,98,0.011000000000000001,0.81,71
115,116,116,Jonathan Kaye,77,0.01,0.608,64
116,117,117,Danny Briggs,70,0.009000000000000001,0.575,62
117,118,118,Heath Slocum,103,0.006999999999999999,0.63,90
118,119,119,D.J. Trahan,81,0.003,0.23399999999999999,71
119,120,120,David Hearn,68,0.0,,61
120,121,121,Neal Lancaster,95,-0.005,-0.42700000000000005,86
121,122,122,Jeff Brehaut,71,-0.006,-0.408,63
122,123,123,Will MacKenzie,75,-0.006999999999999999,-0.504,68
123,124,124,Greg Owen,84,-0.008,-0.581,71
124,125,125,Ted Purdy,122,-0.011000000000000001,-1.062,100
125,T126,T126,Kenny Perry,82,-0.012,-0.69,60
126,T126,T126,Bob Tway,87,-0.012,-0.8,66
127,128,128,Tiger Woods,76,-0.015,-0.805,55
128,129,129,Matt Kuchar,60,-0.018000000000000002,-1.025,56
129,130,130,Duffy Waldorf,86,-0.019,-1.35,71
130,131,131,Justin Bolli,65,-0.026000000000000002,-1.541,59
131,132,132,Mark O'Meara,66,-0.027000000000000003,-1.389,52
132,133,133,Fred Couples,72,-0.03,-1.318,44
133,134,134,Brent Geiberger,61,-0.031,-1.6159999999999999,52
134,135,135,Retief Goosen,71,-0.034,-1.469,43
135,136,136,Freddie Jacobson,72,-0.036000000000000004,-2.0380000000000003,56
136,137,137,Arron Oberholser,65,-0.042,-2.138,51
137,138,138,Hunter Haas,83,-0.046,-3.3360000000000003,73
138,139,139,J.J. Henry,102,-0.047,-4.071000000000001,87
139,140,140,Frank Lickliter II,100,-0.051,-4.355,86
140,141,141,Matt Gogel,78,-0.055999999999999994,-3.841,68
141,142,142,John Senden,101,-0.06,-5.475,91
142,T143,T143,Arjun Atwal,65,-0.061,-3.7,61
143,T143,T143,Skip Kendall,80,-0.061,-4.315,71
144,T145,T145,Billy Andrade,83,-0.063,-4.641,74
145,T145,T145,Darron Stiles,78,-0.063,-4.436,70
146,147,147,Briny Baird,98,-0.068,-6.007999999999999,89
147,T148,T148,Brian Bateman,98,-0.07,-6.028,86
148,T148,T148,Scott Gutschewski,86,-0.07,-5.004,72
149,150,150,Tjaart van der Walt,56,-0.07200000000000001,-3.89,54
150,151,151,Chris Anderson,66,-0.076,-4.383,58
151,152,152,Larry Mize,54,-0.079,-3.634,46
152,153,153,Bill Glasson,54,-0.092,-4.05,44
153,154,154,John Daly,78,-0.106,-5.952999999999999,56
154,155,155,Jason Allred,75,-0.10800000000000001,-6.905,64
155,156,156,Steve Lowery,100,-0.114,-9.935,87
156,157,157,Tommy Armour III,103,-0.11699999999999999,-10.798,92
157,158,158,Bart Bryant,91,-0.12,-9.241,77
158,159,159,Tom Byrum,83,-0.12300000000000001,-9.362,76
159,160,160,Kirk Triplett,55,-0.124,-5.437,44
160,161,161,Steve Jones,56,-0.126,-5.81,46
161,162,162,Scott McCarron,78,-0.146,-8.896,61
162,163,163,Olin Browne,99,-0.16,-13.398,84
163,164,164,Brendan Jones,81,-0.161,-11.770999999999999,73
164,T165,T165,Bo Van Pelt,112,-0.163,-15.168,93
165,T165,T165,Nick Watney,91,-0.163,-13.074000000000002,80
166,T167,T167,D.J. Brigman,76,-0.16899999999999998,-10.472999999999999,62
167,T167,T167,Lucas Glover,88,-0.16899999999999998,-13.312999999999999,79
168,T169,T169,Robert Allenby,95,-0.17,-12.392999999999999,73
169,T169,T169,John Cook,72,-0.17,-10.038,59
170,171,171,Joey Sindelar,104,-0.172,-16.977999999999998,99
171,172,172,Craig Perks,67,-0.17300000000000001,-10.186,59
172,173,173,Mark Hensby,70,-0.179,-8.961,50
173,174,174,Rob Rashell,65,-0.18100000000000002,-9.976,55
174,175,175,Brandt Jobe,96,-0.18600000000000003,-15.225,82
175,176,176,Jeff Maggert,79,-0.193,-11.552,60
176,177,177,Mark Calcavecchia,92,-0.204,-15.715,77
177,178,178,Scott Hend,75,-0.215,-13.955,65
178,179,179,Chris Smith,93,-0.223,-19.19,86
179,180,180,Shaun Micheel,81,-0.226,-14.468,64
180,181,181,Robert Gamez,91,-0.23199999999999998,-18.813,81
181,182,182,Harrison Frazar,105,-0.23399999999999999,-21.984,94
182,183,183,Tom Gillis,77,-0.237,-16.352,69
183,184,184,John Huston,90,-0.243,-19.434,80
184,185,185,Ben Curtis,65,-0.251,-12.562000000000001,50
185,186,186,D.A. Points,94,-0.254,-21.048000000000002,83
186,187,187,Tag Ridings,93,-0.267,-22.441,84
187,188,188,Roland Thatcher,75,-0.272,-18.507,68
188,189,189,Hank Kuehne,84,-0.275,-20.590999999999998,75
189,190,190,Todd Hamilton,94,-0.31,-23.258000000000003,75
190,191,191,Patrick Sheehan,114,-0.321,-31.112,97
191,192,192,Hunter Mahan,103,-0.32299999999999995,-30.063000000000002,93
192,193,193,Sean O'Hair,103,-0.324,-27.87,86
193,194,194,Joey Snyder III,102,-0.349,-32.080999999999996,92
194,195,195,Charles Warren,89,-0.35200000000000004,-28.475,81
195,196,196,Ian Poulter,62,-0.37,-13.311,36
196,197,197,Ryan Palmer,101,-0.37200000000000005,-30.090999999999998,81
197,198,198,Mario Tiziani,67,-0.384,-23.406,61
198,199,199,Brett Wetterich,76,-0.386,-26.223000000000003,68
199,200,200,Lee Westwood,50,-0.395,-13.032,33
200,201,201,Kevin Stadler,96,-0.4,-33.171,83
201,202,202,Bradley Hughes,52,-0.613,-30.06,49
