,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
33,T26,T26,Shaun Micheel,81,50.0,5.0,10
34,T26,T26,Kevin Na,88,50.0,4.0,8
35,T26,T26,Joe Ogilvie,103,50.0,10.0,20
36,T26,T26,José María Olazábal,55,50.0,3.0,6
37,T26,T26,Chris Riley,67,50.0,1.0,2
38,T26,T26,Rory Sabbatini,81,50.0,4.0,8
39,T26,T26,Nick Watney,91,50.0,7.0,14
40,41,41,Daniel Chopra,108,47.62,10.0,21
41,T42,T42,Aaron Baddeley,84,47.06,8.0,17
42,T42,T42,Cameron Beckman,96,47.06,8.0,17
43,T42,T42,Bo Van Pelt,112,47.06,8.0,17
44,T45,T45,Tim Clark,92,46.67,7.0,15
45,T45,T45,Brad Faxon,75,46.67,7.0,15
46,T45,T45,Hunter Haas,83,46.67,7.0,15
47,T45,T45,Sean O'Hair,103,46.67,7.0,15
48,T45,T45,Brett Quigley,96,46.67,7.0,15
49,T50,T50,Dudley Hart,84,46.15,6.0,13
50,T50,T50,Greg Owen,84,46.15,6.0,13
51,T52,T52,Steve Allan,102,45.45,5.0,11
52,T52,T52,Franklin Langham,91,45.45,5.0,11
53,T52,T52,Carl Pettersson,109,45.45,5.0,11
54,T52,T52,Ian Poulter,62,45.45,5.0,11
55,T56,T56,Michael Long,72,44.44,4.0,9
56,T56,T56,Dennis Paulson,63,44.44,4.0,9
57,T56,T56,Kirk Triplett,55,44.44,4.0,9
58,T56,T56,Charlie Wi,67,44.44,4.0,9
59,T60,T60,José Coceres,56,43.75,7.0,16
60,T60,T60,Skip Kendall,80,43.75,7.0,16
61,T62,T62,Stuart Appleby,84,42.86,3.0,7
62,T62,T62,Chris DiMarco,83,42.86,3.0,7
63,T62,T62,Tom Lehman,69,42.86,3.0,7
64,T62,T62,Loren Roberts,54,42.86,3.0,7
65,T62,T62,Vijay Singh,111,42.86,9.0,21
66,T62,T62,Jeff Sluman,94,42.86,6.0,14
67,T62,T62,Duffy Waldorf,86,42.86,6.0,14
68,T62,T62,Mark Wilson,74,42.86,6.0,14
69,70,70,Todd Hamilton,94,41.67,5.0,12
70,T71,T71,Tom Byrum,83,41.18,7.0,17
71,T71,T71,Stewart Cink,98,41.18,7.0,17
72,73,73,Tag Ridings,93,40.91,9.0,22
73,T74,T74,Glen Day,80,40.0,4.0,10
74,T74,T74,Brandt Jobe,96,40.0,4.0,10
75,T74,T74,Tim Petrovic,97,40.0,6.0,15
76,T74,T74,Lee Westwood,50,40.0,2.0,5
77,78,78,Billy Mayfair,114,38.89,7.0,18
78,79,79,Neal Lancaster,95,37.5,6.0,16
79,80,80,Joe Durant,81,36.84,7.0,19
80,T81,T81,Matt Gogel,78,36.36,4.0,11
81,T81,T81,Kent Jones,99,36.36,4.0,11
82,T81,T81,Davis Love III,80,36.36,4.0,11
83,T81,T81,David Toms,87,36.36,4.0,11
84,85,85,Ryan Palmer,101,35.29,6.0,17
85,T86,T86,Jason Allred,75,33.33,5.0,15
86,T86,T86,Tommy Armour III,103,33.33,3.0,9
87,T86,T86,Arjun Atwal,65,33.33,5.0,15
88,T86,T86,Rich Beem,66,33.33,3.0,9
89,T86,T86,D.J. Brigman,76,33.33,5.0,15
90,T86,T86,Jonathan Byrd,103,33.33,6.0,18
91,T86,T86,Brian Davis,75,33.33,2.0,6
92,T86,T86,Luke Donald,67,33.33,1.0,3
93,T86,T86,Brent Geiberger,61,33.33,4.0,12
94,T86,T86,Lucas Glover,88,33.33,7.0,21
95,T86,T86,Jeff Hart,63,33.33,2.0,6
96,T86,T86,Will MacKenzie,75,33.33,3.0,9
97,T86,T86,Hunter Mahan,103,33.33,6.0,18
98,T86,T86,Rocco Mediate,73,33.33,2.0,6
99,T86,T86,Mark O'Meara,66,33.33,3.0,9
100,T86,T86,Steve Stricker,62,33.33,3.0,9
101,T86,T86,Vaughn Taylor,99,33.33,6.0,18
102,103,103,Chris Smith,93,31.25,5.0,16
103,T104,T104,Michael Allen,90,30.77,4.0,13
104,T104,T104,Charles Howell III,95,30.77,4.0,13
105,T104,T104,Jonathan Kaye,77,30.77,4.0,13
106,T104,T104,Jerry Kelly,101,30.77,4.0,13
107,T104,T104,Joey Snyder III,102,30.77,4.0,13
108,T109,T109,Jeff Brehaut,71,30.0,3.0,10
109,T109,T109,John Senden,101,30.0,3.0,10
110,T109,T109,D.J. Trahan,81,30.0,6.0,20
111,T112,T112,Brian Bateman,98,29.41,5.0,17
112,T112,T112,Harrison Frazar,105,29.41,5.0,17
113,T114,T114,Justin Bolli,65,28.57,4.0,14
114,T114,T114,Matt Davidson,53,28.57,2.0,7
115,T114,T114,Paul Gow,78,28.57,4.0,14
116,T114,T114,Arron Oberholser,65,28.57,2.0,7
117,T114,T114,Bob Tway,87,28.57,4.0,14
118,T114,T114,Jay Williamson,53,28.57,2.0,7
119,T120,T120,Alex Cejka,84,27.27,3.0,11
120,T120,T120,Scott Hend,75,27.27,6.0,22
121,T120,T120,Ted Purdy,122,27.27,3.0,11
122,T120,T120,Tjaart van der Walt,56,27.27,3.0,11
123,T124,T124,Woody Austin,100,26.67,4.0,15
124,T124,T124,Fred Funk,102,26.67,4.0,15
125,T124,T124,Shigeki Maruyama,99,26.67,4.0,15
126,T124,T124,Charles Warren,89,26.67,4.0,15
127,T124,T124,Brett Wetterich,76,26.67,4.0,15
128,129,129,Tom Gillis,77,26.09,6.0,23
129,T130,T130,Danny Briggs,70,25.0,3.0,12
130,T130,T130,Gavin Coles,70,25.0,2.0,8
131,T130,T130,Brian Gay,101,25.0,3.0,12
132,T130,T130,Padraig Harrington,50,25.0,1.0,4
133,T130,T130,J.J. Henry,102,25.0,3.0,12
134,T130,T130,Thomas Levet,54,25.0,1.0,4
135,T130,T130,Pat Perez,89,25.0,2.0,8
136,T130,T130,D.A. Points,94,25.0,3.0,12
137,T130,T130,Roland Thatcher,75,25.0,3.0,12
138,139,139,Joey Sindelar,104,23.81,5.0,21
139,T140,T140,Robert Allenby,95,23.08,3.0,13
140,T140,T140,John Huston,90,23.08,3.0,13
141,T140,T140,Patrick Sheehan,114,23.08,3.0,13
142,143,143,Steve Lowery,100,22.73,5.0,22
143,T144,T144,Paul Azinger,66,22.22,2.0,9
144,T144,T144,Jim Carter,62,22.22,4.0,18
145,T144,T144,Ben Crane,78,22.22,2.0,9
146,T144,T144,Bill Glasson,54,22.22,2.0,9
147,T144,T144,J.L. Lewis,98,22.22,2.0,9
148,T144,T144,Frank Lickliter II,100,22.22,4.0,18
149,T144,T144,Scott McCarron,78,22.22,2.0,9
150,T144,T144,Kevin Stadler,96,22.22,2.0,9
151,T144,T144,Scott Verplank,87,22.22,2.0,9
152,T153,T153,Todd Fischer,99,21.43,3.0,14
153,T153,T153,Tom Pernice Jr.,111,21.43,3.0,14
154,T155,T155,Doug Barron,70,20.0,2.0,10
155,T155,T155,Bart Bryant,91,20.0,3.0,15
156,T155,T155,Marco Dawson,82,20.0,3.0,15
157,158,158,Paul Claxton,79,19.05,4.0,21
158,T159,T159,Chris Anderson,66,18.18,2.0,11
159,T159,T159,Briny Baird,98,18.18,2.0,11
160,T159,T159,Steve Flesch,90,18.18,2.0,11
161,T159,T159,Robert Gamez,91,18.18,2.0,11
162,T159,T159,J.P. Hayes,63,18.18,2.0,11
163,T159,T159,Bernhard Langer,67,18.18,2.0,11
164,T165,T165,Phillip Price,77,16.67,1.0,6
165,T165,T165,Kevin Sutherland,89,16.67,2.0,12
166,T165,T165,Hidemichi Tanaka,106,16.67,2.0,12
167,168,168,Jesper Parnevik,84,15.79,3.0,19
168,169,169,Andrew Magee,82,15.38,2.0,13
169,T170,T170,Richard Johnson,50,14.29,1.0,7
170,T170,T170,Matt Kuchar,60,14.29,1.0,7
171,T170,T170,Jeff Maggert,79,14.29,2.0,14
172,T170,T170,Craig Perks,67,14.29,1.0,7
173,T170,T170,Kenny Perry,82,14.29,1.0,7
174,T170,T170,Darron Stiles,78,14.29,1.0,7
175,T170,T170,Mario Tiziani,67,14.29,1.0,7
176,177,177,Steve Jones,56,13.33,2.0,15
177,T178,T178,Bob Estes,92,12.5,1.0,8
178,T178,T178,Dan Forsman,52,12.5,1.0,8
179,T180,T180,Chad Campbell,95,11.11,1.0,9
180,T180,T180,Mark Hensby,70,11.11,1.0,9
181,T180,T180,Justin Leonard,78,11.11,1.0,9
182,T180,T180,Phil Mickelson,81,11.11,1.0,9
183,T184,T184,Mark Brooks,72,10.0,1.0,10
184,T184,T184,John Daly,78,10.0,1.0,10
185,T184,T184,Steve Elkington,67,10.0,1.0,10
186,T184,T184,Peter Lonard,85,10.0,1.0,10
187,T184,T184,Larry Mize,54,10.0,1.0,10
188,T184,T184,Rob Rashell,65,10.0,1.0,10
189,T184,T184,John Rollins,97,10.0,1.0,10
190,191,191,Bradley Hughes,52,9.09,1.0,11
191,192,192,Hank Kuehne,84,7.69,1.0,13
192,193,193,Heath Slocum,103,7.14,1.0,14
193,T194,T194,Olin Browne,99,0.0,,3
194,T194,T194,K.J. Choi,78,0.0,,8
195,T194,T194,John Cook,72,0.0,,5
196,T194,T194,Retief Goosen,71,0.0,,5
197,T194,T194,Mathias Grönberg,60,0.0,,9
198,T194,T194,David Hearn,68,0.0,,10
199,T194,T194,Stephen Leaney,89,0.0,,9
200,T194,T194,Corey Pavin,77,0.0,,9
201,T194,T194,Hideto Tanihara,50,0.0,,5
