,Scrambling_from_the_Rough_RANK THIS WEEK,Scrambling_from_the_Rough_RANK LAST WEEK,Scrambling_from_the_Rough_PLAYER NAME,Scrambling_from_the_Rough_ROUNDS,Scrambling_from_the_Rough_%,Scrambling_from_the_Rough_SUCCESSES,Scrambling_from_the_Rough_ATTEMPTS
40,41,41,Larry Mize,54,57.69,75,130
41,42,42,Daniel Chopra,108,57.49,142,247
42,43,43,Rocco Mediate,73,57.34,82,143
43,44,44,Chad Campbell,95,57.23,95,166
44,T45,T45,Shigeki Maruyama,99,57.14,124,217
45,T45,T45,Kirk Triplett,55,57.14,60,105
46,47,47,Pat Perez,89,56.83,129,227
47,48,48,Bo Van Pelt,112,56.81,121,213
48,49,49,Corey Pavin,77,56.77,88,155
49,50,50,Gavin Coles,70,56.73,97,171
50,51,51,Len Mattiace,86,56.47,131,232
51,T52,T52,Stephen Ames,82,56.36,93,165
52,T52,T52,Billy Mayfair,114,56.36,124,220
53,54,54,Briny Baird,98,56.22,104,185
54,55,55,Vijay Singh,111,56.16,114,203
55,56,56,Luke Donald,67,56.1,46,82
56,57,57,Aaron Baddeley,84,56.08,143,255
57,58,58,Harrison Frazar,105,56.02,121,216
58,59,59,Todd Fischer,99,55.94,146,261
59,60,60,Rory Sabbatini,81,55.91,104,186
60,61,61,Justin Rose,99,55.72,112,201
61,62,62,Heath Slocum,103,55.67,113,203
62,T63,T63,Geoff Ogilvy,97,55.62,94,169
63,T63,T63,Brett Wetterich,76,55.62,94,169
64,65,65,Glen Day,80,55.61,114,205
65,66,66,Lee Westwood,50,55.56,45,81
66,67,67,Joe Ogilvie,103,55.51,131,236
67,68,68,Matt Davidson,53,55.47,71,128
68,69,69,Nick Watney,91,55.46,127,229
69,70,70,Ben Crane,78,55.45,112,202
70,71,71,Tom Byrum,83,55.43,97,175
71,72,72,Steve Elkington,67,55.37,67,121
72,73,73,Omar Uresti,84,55.26,84,152
73,74,74,Mark O'Meara,66,55.19,85,154
74,75,75,Davis Love III,80,55.13,86,156
75,76,76,Bob Tway,87,55.04,71,129
76,T77,T77,Ryuji Imada,78,54.9,84,153
77,T77,T77,Stephen Leaney,89,54.9,112,204
78,T79,T79,D.J. Brigman,76,54.89,73,133
79,T79,T79,Paul Gow,78,54.89,101,184
80,T81,T81,Ben Curtis,65,54.76,69,126
81,T81,T81,James Driscoll,73,54.76,92,168
82,83,83,Jeff Hart,63,54.69,70,128
83,84,84,Scott Verplank,87,54.66,88,161
84,T85,T85,Matt Gogel,78,54.5,103,189
85,T85,T85,Jesper Parnevik,84,54.5,103,189
86,T87,T87,Chris DiMarco,83,54.49,85,156
87,T87,T87,Zach Johnson,96,54.49,97,178
88,89,89,Joey Sindelar,104,54.41,111,204
89,90,90,Kenny Perry,82,54.4,68,125
90,91,91,Stewart Cink,98,54.39,93,171
91,92,92,Brian Davis,75,54.36,81,149
92,93,93,Roland Thatcher,75,54.3,82,151
93,94,94,Chris Riley,67,54.14,72,133
94,95,95,Frank Lickliter II,100,54.11,112,207
95,96,96,Brendan Jones,81,53.93,96,178
96,97,97,Charles Howell III,95,53.85,91,169
97,98,98,Mike Weir,71,53.79,71,132
98,99,99,Tommy Armour III,103,53.72,101,188
99,100,100,Jonathan Kaye,77,53.64,81,151
100,101,101,J.L. Lewis,98,53.61,104,194
101,102,102,Padraig Harrington,50,53.57,60,112
102,103,103,Woody Austin,100,53.49,115,215
103,104,104,Billy Andrade,83,53.43,109,204
104,T105,T105,Marco Dawson,82,53.33,96,180
105,T105,T105,Jeff Sluman,94,53.33,96,180
106,107,107,Jay Williamson,53,53.27,57,107
107,108,108,Mark Brooks,72,53.26,98,184
108,109,109,Bradley Hughes,52,53.0,53,100
109,110,110,Hunter Haas,83,52.76,86,163
110,111,111,Vaughn Taylor,99,52.63,120,228
111,112,112,Steve Flesch,90,52.57,92,175
112,T113,T113,Andrew Magee,82,52.55,103,196
113,T113,T113,Darron Stiles,78,52.55,72,137
114,115,115,Todd Hamilton,94,52.54,93,177
115,116,116,Rob Rashell,65,52.2,95,182
116,117,117,Patrick Sheehan,114,52.06,139,267
117,118,118,Mario Tiziani,67,52.05,76,146
118,119,119,Ted Purdy,122,51.91,136,262
119,120,120,Bart Bryant,91,51.9,82,158
120,121,121,Jason Bohn,91,51.89,96,185
121,122,122,Franklin Langham,91,51.83,99,191
122,123,123,Will MacKenzie,75,51.72,90,174
123,124,124,Lucas Glover,88,51.56,99,192
124,125,125,Richard Johnson,50,51.47,70,136
125,T126,T126,Justin Leonard,78,51.45,71,138
126,T126,T126,David Toms,87,51.45,71,138
127,128,128,Sergio Garcia,73,51.38,56,109
128,129,129,Mark Calcavecchia,92,51.35,95,185
129,130,130,Paul Azinger,66,51.33,77,150
130,131,131,Robert Allenby,95,51.32,78,152
131,132,132,Doug Barron,70,51.3,79,154
132,T133,T133,David Hearn,68,51.2,64,125
133,T133,T133,J.J. Henry,102,51.2,85,166
134,135,135,Tom Lehman,69,50.91,56,110
135,136,136,Hunter Mahan,103,50.9,113,222
136,137,137,K.J. Choi,78,50.78,65,128
137,138,138,John Huston,90,50.74,103,203
138,139,139,Scott McCarron,78,50.68,75,148
139,140,140,Shaun Micheel,81,50.63,80,158
140,T141,T141,Brett Quigley,96,50.57,89,176
141,T141,T141,John Senden,101,50.57,89,176
142,T143,T143,Robert Damron,89,50.26,97,193
143,T143,T143,Hidemichi Tanaka,106,50.26,98,195
144,T145,T145,Jay Haas,54,50.0,45,90
145,T145,T145,Peter Lonard,85,50.0,82,164
146,T145,T145,Sean O'Hair,103,50.0,100,200
147,T145,T145,Greg Owen,84,50.0,74,148
148,T145,T145,Ryan Palmer,101,50.0,105,210
149,T145,T145,Tag Ridings,93,50.0,109,218
150,151,151,Michael Allen,90,49.75,101,203
151,152,152,Robert Gamez,91,49.74,95,191
152,153,153,Duffy Waldorf,86,49.71,87,175
153,154,154,Paul Claxton,79,49.7,83,167
154,155,155,Rod Pampling,89,49.67,75,151
155,156,156,Jason Allred,75,49.57,114,230
156,157,157,Steve Jones,56,49.54,54,109
157,158,158,Dean Wilson,86,49.5,99,200
158,159,159,John Rollins,97,49.46,92,186
159,160,160,Charles Warren,89,49.2,92,187
160,161,161,Jeff Maggert,79,49.18,60,122
161,162,162,Charlie Wi,67,49.17,89,181
162,163,163,Brenden Pappas,51,49.11,55,112
163,164,164,Retief Goosen,71,49.09,54,110
164,165,165,Alex Cejka,84,48.95,93,190
165,166,166,Jeff Brehaut,71,48.85,64,131
166,167,167,John Daly,78,48.82,83,170
167,168,168,Steve Lowery,100,48.78,100,205
168,169,169,Michael Long,72,48.68,74,152
169,T170,T170,Steve Allan,102,48.67,110,226
170,T170,T170,Dennis Paulson,63,48.67,73,150
171,172,172,Skip Kendall,80,48.66,91,187
172,173,173,Brad Faxon,75,48.55,67,138
173,174,174,Hank Kuehne,84,48.5,97,200
174,175,175,Mark Hensby,70,48.32,72,149
175,T176,T176,Chris Anderson,66,48.15,65,135
176,T176,T176,Cameron Beckman,96,48.15,91,189
177,178,178,John Cook,72,48.13,77,160
178,179,179,Kent Jones,99,47.93,104,217
179,180,180,Brian Bateman,98,47.81,109,228
180,181,181,Craig Barlow,81,47.67,82,172
181,182,182,Thomas Levet,54,47.42,46,97
182,183,183,Jonathan Byrd,103,47.37,99,209
183,184,184,Danny Briggs,70,47.27,78,165
184,185,185,Justin Bolli,65,47.16,83,176
185,186,186,Brent Geiberger,61,47.15,58,123
186,187,187,Hideto Tanihara,50,46.36,51,110
187,188,188,Joey Snyder III,102,46.19,97,210
188,189,189,Scott Gutschewski,86,45.96,74,161
189,190,190,Tjaart van der Walt,56,45.83,55,120
190,T191,T191,John Elliott,58,45.71,64,140
191,T191,T191,Ian Poulter,62,45.71,48,105
192,193,193,D.A. Points,94,45.67,95,208
193,194,194,Rich Beem,66,45.45,60,132
194,195,195,Glen Hnatiuk,59,45.26,43,95
195,T196,T196,Fred Couples,72,44.64,50,112
196,T196,T196,Tom Gillis,77,44.64,75,168
197,198,198,D.J. Trahan,81,43.36,62,143
198,199,199,Kevin Stadler,96,43.19,92,213
199,200,200,Scott Hend,75,42.37,75,177
200,201,201,Chris Smith,93,40.12,69,172
201,202,202,Craig Perks,67,31.06,50,161
