,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
49,T44,T44,Franklin Langham,91,"8' 3""",3738.833,453
50,T44,T44,David Toms,87,"8' 3""",2529.333,307
51,T44,T44,Charlie Wi,67,"8' 3""",3159.667,383
52,T53,T53,Paul Claxton,79,"8' 4""",3068.083,367
53,T53,T53,Steve Flesch,90,"8' 4""",2887.25,345
54,T53,T53,Carlos Franco,78,"8' 4""",2826.5,340
55,T53,T53,Jay Haas,54,"8' 4""",1980.6670000000001,238
56,T53,T53,Jerry Kelly,101,"8' 4""",3468.083,417
57,T53,T53,Tom Lehman,69,"8' 4""",2212.417,266
58,T53,T53,Rocco Mediate,73,"8' 4""",2927.75,352
59,T53,T53,Pat Perez,89,"8' 4""",3657.5,439
60,T53,T53,John Senden,101,"8' 4""",3851.333,461
61,T53,T53,Scott Verplank,87,"8' 4""",3053.167,366
62,T53,T53,Jay Williamson,53,"8' 4""",2293.083,275
63,T64,T64,Chris Anderson,66,"8' 5""",3012.0,359
64,T64,T64,Fred Couples,72,"8' 5""",1812.0,215
65,T64,T64,Chris DiMarco,83,"8' 5""",2762.333,329
66,T64,T64,Sergio Garcia,73,"8' 5""",2020.75,239
67,T64,T64,Dudley Hart,84,"8' 5""",3136.417,372
68,T64,T64,Joe Ogilvie,103,"8' 5""",4061.917,482
69,T64,T64,Darron Stiles,78,"8' 5""",3107.167,369
70,T64,T64,Hidemichi Tanaka,106,"8' 5""",4226.333,500
71,T64,T64,Mike Weir,71,"8' 5""",2317.333,275
72,T73,T73,Jeff Brehaut,71,"8' 6""",2491.583,292
73,T73,T73,Mark Brooks,72,"8' 6""",3516.417,414
74,T73,T73,Jonathan Byrd,103,"8' 6""",4198.5,495
75,T73,T73,Chad Campbell,95,"8' 6""",3039.167,356
76,T73,T73,Robert Damron,89,"8' 6""",4080.25,481
77,T73,T73,Neal Lancaster,95,"8' 6""",3977.083,468
78,T73,T73,Stephen Leaney,89,"8' 6""",3471.417,409
79,T73,T73,Geoff Ogilvy,97,"8' 6""",3390.417,398
80,T73,T73,Kenny Perry,82,"8' 6""",2379.333,279
81,T82,T82,Michael Allen,90,"8' 7""",3746.667,437
82,T82,T82,Cameron Beckman,96,"8' 7""",4070.417,473
83,T82,T82,Mathias Grönberg,60,"8' 7""",2678.917,313
84,T82,T82,Charles Howell III,95,"8' 7""",3304.167,384
85,T82,T82,Justin Leonard,78,"8' 7""",2591.25,302
86,T82,T82,J.L. Lewis,98,"8' 7""",3687.417,428
87,T82,T82,Frank Lickliter II,100,"8' 7""",3783.083,440
88,T82,T82,Greg Owen,84,"8' 7""",3292.75,382
89,T82,T82,Joey Sindelar,104,"8' 7""",4368.25,510
90,T91,T91,Jason Bohn,91,"8' 8""",3663.333,423
91,T91,T91,Alex Cejka,84,"8' 8""",3374.25,388
92,T91,T91,Daniel Chopra,108,"8' 8""",4625.167,534
93,T91,T91,Brian Davis,75,"8' 8""",3111.667,359
94,T91,T91,Joe Durant,81,"8' 8""",2908.0,337
95,T91,T91,Kevin Na,88,"8' 8""",4383.167,507
96,T91,T91,Ted Purdy,122,"8' 8""",4719.5,546
97,T91,T91,Hideto Tanihara,50,"8' 8""",2252.0,260
98,T99,T99,Mark Calcavecchia,92,"8' 9""",3743.667,426
99,T99,T99,Lee Janzen,75,"8' 9""",2831.917,324
100,T99,T99,Davis Love III,80,"8' 9""",2623.083,299
101,T99,T99,Jeff Maggert,79,"8' 9""",2685.5,306
102,T103,T103,Jim Carter,62,"8' 10""",2975.5,337
103,T103,T103,Harrison Frazar,105,"8' 10""",4373.083,497
104,T103,T103,Zach Johnson,96,"8' 10""",3703.917,421
105,T103,T103,Vaughn Taylor,99,"8' 10""",4212.167,477
106,T103,T103,Bob Tway,87,"8' 10""",2949.833,335
107,T108,T108,Rich Beem,66,"8' 11""",2355.583,264
108,T108,T108,Justin Bolli,65,"8' 11""",3144.833,352
109,T108,T108,Glen Hnatiuk,59,"8' 11""",2150.5,242
110,T108,T108,Kent Jones,99,"8' 11""",4315.833,484
111,T108,T108,Rod Pampling,89,"8' 11""",3256.167,364
112,T108,T108,Tim Petrovic,97,"8' 11""",3989.833,446
113,T108,T108,D.J. Trahan,81,"8' 11""",3336.583,373
114,T108,T108,Bo Van Pelt,112,"8' 11""",4011.0,448
115,T108,T108,Dean Wilson,86,"8' 11""",3800.75,428
116,T117,T117,Aaron Baddeley,84,"9' 0""",4092.583,453
117,T117,T117,Briny Baird,98,"9' 0""",3997.083,444
118,T117,T117,Brian Bateman,98,"9' 0""",4286.0,476
119,T117,T117,John Cook,72,"9' 0""",3139.667,348
120,T117,T117,Brian Gay,101,"9' 0""",4976.0,555
121,T117,T117,Hunter Haas,83,"9' 0""",3680.0,408
122,T117,T117,Steve Lowery,100,"9' 0""",4267.167,476
123,T117,T117,Mark O'Meara,66,"9' 0""",3131.333,347
124,T117,T117,Arron Oberholser,65,"9' 0""",2373.333,263
125,T117,T117,Tiger Woods,76,"9' 0""",2467.917,275
126,T127,T127,Bart Bryant,91,"9' 1""",3418.083,378
127,T127,T127,Matt Davidson,53,"9' 1""",2680.833,295
128,T127,T127,Brad Faxon,75,"9' 1""",3178.5,349
129,T127,T127,Robert Gamez,91,"9' 1""",4069.083,450
130,T127,T127,Steve Jones,56,"9' 1""",2541.917,279
131,T127,T127,Shaun Micheel,81,"9' 1""",3079.833,340
132,T127,T127,Loren Roberts,54,"9' 1""",2308.167,255
133,T127,T127,Lee Westwood,50,"9' 1""",1694.0,187
134,T135,T135,Stephen Ames,82,"9' 2""",3434.667,374
135,T135,T135,Tommy Armour III,103,"9' 2""",4185.75,455
136,T135,T135,Olin Browne,99,"9' 2""",3687.917,404
137,T135,T135,Tim Clark,92,"9' 2""",3395.083,372
138,T135,T135,Ben Crane,78,"9' 2""",3613.833,395
139,T135,T135,Bill Glasson,54,"9' 2""",2100.083,229
140,T135,T135,Brendan Jones,81,"9' 2""",3296.083,359
141,T135,T135,Will MacKenzie,75,"9' 2""",3344.583,366
142,T135,T135,D.A. Points,94,"9' 2""",4295.583,469
143,T135,T135,Kirk Triplett,55,"9' 2""",2163.667,236
144,T145,T145,Billy Andrade,83,"9' 3""",3931.083,426
145,T145,T145,Danny Briggs,70,"9' 3""",3306.083,359
146,T145,T145,Gavin Coles,70,"9' 3""",3591.75,390
147,T145,T145,James Driscoll,73,"9' 3""",3370.167,363
148,T145,T145,Steve Elkington,67,"9' 3""",2618.667,284
149,T145,T145,Retief Goosen,71,"9' 3""",2048.667,222
150,T145,T145,Brandt Jobe,96,"9' 3""",4076.333,439
151,T145,T145,Andrew Magee,82,"9' 3""",3935.833,427
152,T145,T145,Dennis Paulson,63,"9' 3""",3193.917,345
153,T145,T145,Rob Rashell,65,"9' 3""",3183.917,344
154,T155,T155,Steve Allan,102,"9' 4""",4504.167,483
155,T155,T155,D.J. Brigman,76,"9' 4""",3248.917,348
156,T155,T155,Scott Gutschewski,86,"9' 4""",3417.5,366
157,T155,T155,Michael Long,72,"9' 4""",3208.917,345
158,T155,T155,Larry Mize,54,"9' 4""",2597.0,278
159,T155,T155,Brenden Pappas,51,"9' 4""",2176.0,234
160,T155,T155,Craig Perks,67,"9' 4""",3021.333,323
161,T162,T162,John Daly,78,"9' 5""",3093.917,328
162,T162,T162,Brent Geiberger,61,"9' 5""",2607.333,278
163,T162,T162,Bob Heintz,67,"9' 5""",3462.917,367
164,T162,T162,Len Mattiace,86,"9' 5""",4806.5,511
165,T162,T162,Tag Ridings,93,"9' 5""",4144.667,440
166,T162,T162,Tjaart van der Walt,56,"9' 5""",2635.75,281
167,T168,T168,John Elliott,58,"9' 6""",3055.333,323
168,T168,T168,Tom Gillis,77,"9' 6""",3807.583,400
169,T168,T168,Skip Kendall,80,"9' 6""",3978.333,418
170,T168,T168,Scott McCarron,78,"9' 6""",3288.917,345
171,T172,T172,Jason Allred,75,"9' 7""",3874.167,404
172,T172,T172,Todd Hamilton,94,"9' 7""",4018.75,421
173,T172,T172,John Huston,90,"9' 7""",4237.0,444
174,T172,T172,Thomas Levet,54,"9' 7""",2179.0,228
175,T172,T172,John Rollins,97,"9' 7""",4296.75,450
176,T177,T177,Freddie Jacobson,72,"9' 8""",3255.167,337
177,T177,T177,Ryan Palmer,101,"9' 8""",4029.0,417
178,T177,T177,Kevin Stadler,96,"9' 8""",4343.167,451
179,T177,T177,Nick Watney,91,"9' 8""",4078.25,422
180,T181,T181,Tom Byrum,83,"9' 9""",4149.167,427
181,T181,T181,Duffy Waldorf,86,"9' 9""",3914.833,403
182,T183,T183,Jonathan Kaye,77,"9' 10""",3355.833,340
183,T183,T183,Hunter Mahan,103,"9' 10""",4631.75,470
184,T185,T185,Ben Curtis,65,"9' 11""",2994.417,302
185,T185,T185,Matt Gogel,78,"9' 11""",4030.833,408
186,T185,T185,Mark Hensby,70,"9' 11""",2736.75,276
187,T185,T185,Ian Poulter,62,"9' 11""",2019.0829999999999,203
188,T189,T189,Hank Kuehne,84,"10' 0""",4314.667,432
189,T189,T189,Sean O'Hair,103,"10' 0""",4594.083,458
190,T189,T189,Mario Tiziani,67,"10' 0""",3287.083,329
191,T189,T189,Brett Wetterich,76,"10' 0""",3307.5,330
192,T193,T193,Robert Allenby,95,"10' 1""",3450.0,343
193,T193,T193,Joey Snyder III,102,"10' 1""",4788.583,473
194,195,195,Patrick Sheehan,114,"10' 2""",5524.8330000000005,543
195,T196,T196,Arjun Atwal,65,"10' 3""",3379.5,331
196,T196,T196,Lucas Glover,88,"10' 3""",4085.333,399
197,T196,T196,Bradley Hughes,52,"10' 3""",2735.917,268
198,199,199,Charles Warren,89,"10' 4""",4065.5,392
199,T200,T200,Chris Smith,93,"10' 5""",4238.083,408
200,T200,T200,Roland Thatcher,75,"10' 5""",3477.167,335
201,202,202,Scott Hend,75,"10' 7""",3988.333,376
