,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
33,T32,T32,Neal Lancaster,95,0.456,215,98.0
34,T32,T32,Stephen Leaney,89,0.456,204,93.0
35,36,36,Tom Byrum,83,0.457,175,80.0
36,37,37,Justin Rose,99,0.45799999999999996,201,92.0
37,38,38,Billy Mayfair,114,0.45899999999999996,220,101.0
38,T39,T39,Bo Van Pelt,112,0.46,213,98.0
39,T39,T39,Tiger Woods,76,0.46,124,57.0
40,41,41,Shigeki Maruyama,99,0.461,217,100.0
41,T42,T42,Daniel Chopra,108,0.462,247,114.0
42,T42,T42,Dan Forsman,52,0.462,104,48.0
43,T42,T42,Arron Oberholser,65,0.462,119,55.0
44,T42,T42,Geoff Ogilvy,97,0.462,169,78.0
45,T46,T46,Jim Carter,62,0.46299999999999997,149,69.0
46,T46,T46,Glen Day,80,0.46299999999999997,205,95.0
47,T46,T46,Heath Slocum,103,0.46299999999999997,203,94.0
48,49,49,Chad Campbell,95,0.46399999999999997,166,77.0
49,50,50,Bill Glasson,54,0.465,101,47.0
50,T51,T51,Dudley Hart,84,0.466,148,69.0
51,T51,T51,Ted Purdy,122,0.466,262,122.0
52,T51,T51,Loren Roberts,54,0.466,103,48.0
53,T54,T54,Paul Gow,78,0.467,184,86.0
54,T54,T54,J.P. Hayes,63,0.467,137,64.0
55,56,56,Freddie Jacobson,72,0.469,147,69.0
56,T57,T57,Briny Baird,98,0.47,185,87.0
57,T57,T57,Brian Davis,75,0.47,149,70.0
58,59,59,David Toms,87,0.47100000000000003,138,65.0
59,60,60,Scott Verplank,87,0.47200000000000003,161,76.0
60,61,61,Rory Sabbatini,81,0.473,186,88.0
61,62,62,Gavin Coles,70,0.474,171,81.0
62,63,63,Jesper Parnevik,84,0.47600000000000003,189,90.0
63,T64,T64,Jeff Hart,63,0.47700000000000004,128,61.0
64,T64,T64,Larry Mize,54,0.47700000000000004,130,62.0
65,T66,T66,Stephen Ames,82,0.479,165,79.0
66,T66,T66,Tommy Armour III,103,0.479,188,90.0
67,T66,T66,Steve Elkington,67,0.479,121,58.0
68,T69,T69,Stewart Cink,98,0.48,171,82.0
69,T69,T69,Kenny Perry,82,0.48,125,60.0
70,71,71,Phillip Price,77,0.48100000000000004,154,74.0
71,72,72,Padraig Harrington,50,0.48200000000000004,112,54.0
72,73,73,Len Mattiace,86,0.483,232,112.0
73,74,74,Ben Curtis,65,0.484,126,61.0
74,75,75,Mario Tiziani,67,0.486,146,71.0
75,76,76,Davis Love III,80,0.48700000000000004,156,76.0
76,77,77,Bob Heintz,67,0.488,172,84.0
77,T78,T78,Brendan Jones,81,0.489,178,87.0
78,T78,T78,Chris Riley,67,0.489,133,65.0
79,80,80,Ryuji Imada,78,0.49,153,75.0
80,81,81,Harrison Frazar,105,0.491,216,106.0
81,T82,T82,Jason Bohn,91,0.49200000000000005,185,91.0
82,T82,T82,Matt Gogel,78,0.49200000000000005,189,93.0
83,T82,T82,Todd Hamilton,94,0.49200000000000005,177,87.0
84,T82,T82,Franklin Langham,91,0.49200000000000005,191,94.0
85,T86,T86,Zach Johnson,96,0.494,178,88.0
86,T86,T86,Jeff Sluman,94,0.494,180,89.0
87,88,88,Sergio Garcia,73,0.495,109,54.0
88,89,89,Mark Wilson,74,0.49700000000000005,155,77.0
89,90,90,Woody Austin,100,0.498,215,107.0
90,T91,T91,Billy Andrade,83,0.5,204,102.0
91,T91,T91,Paul Azinger,66,0.5,150,75.0
92,T91,T91,José Coceres,56,0.5,116,58.0
93,T91,T91,Matt Davidson,53,0.5,128,64.0
94,T91,T91,Jay Haas,54,0.5,90,45.0
95,96,96,Corey Pavin,77,0.503,155,78.0
96,97,97,Vaughn Taylor,99,0.504,228,115.0
97,98,98,Mark Brooks,72,0.505,184,93.0
98,T99,T99,Mark O'Meara,66,0.506,154,78.0
99,T99,T99,Lee Westwood,50,0.506,81,41.0
100,T101,T101,Mark Calcavecchia,92,0.508,185,94.0
101,T101,T101,Robert Damron,89,0.508,193,98.0
102,T101,T101,Mike Weir,71,0.508,132,67.0
103,T104,T104,Pat Perez,89,0.511,227,116.0
104,T104,T104,Nick Watney,91,0.511,229,117.0
105,106,106,Bob Tway,87,0.512,129,66.0
106,T107,T107,Aaron Baddeley,84,0.514,255,131.0
107,T107,T107,Steve Flesch,90,0.514,175,90.0
108,T107,T107,Scott McCarron,78,0.514,148,76.0
109,T107,T107,Kirk Triplett,55,0.514,105,54.0
110,T111,T111,Hunter Haas,83,0.515,163,84.0
111,T111,T111,Brett Wetterich,76,0.515,169,87.0
112,113,113,Retief Goosen,71,0.518,110,57.0
113,T114,T114,Joey Sindelar,104,0.52,204,106.0
114,T114,T114,Omar Uresti,84,0.52,152,79.0
115,116,116,J.L. Lewis,98,0.521,194,101.0
116,117,117,Rob Rashell,65,0.522,182,95.0
117,T118,T118,K.J. Choi,78,0.523,128,67.0
118,T118,T118,Roland Thatcher,75,0.523,151,79.0
119,120,120,Jeff Maggert,79,0.525,122,64.0
120,T121,T121,Alex Cejka,84,0.526,190,100.0
121,T121,T121,Darron Stiles,78,0.526,137,72.0
122,123,123,Frank Lickliter II,100,0.527,207,109.0
123,124,124,Brett Quigley,96,0.528,176,93.0
124,125,125,Richard Johnson,50,0.529,136,72.0
125,T126,T126,J.J. Henry,102,0.53,166,88.0
126,T126,T126,Peter Lonard,85,0.53,164,87.0
127,T126,T126,Joe Ogilvie,103,0.53,236,125.0
128,129,129,John Cook,72,0.531,160,85.0
129,T130,T130,Marco Dawson,82,0.5329999999999999,180,96.0
130,T130,T130,Jay Williamson,53,0.5329999999999999,107,57.0
131,132,132,Robert Gamez,91,0.534,191,102.0
132,T133,T133,Brad Faxon,75,0.536,138,74.0
133,T133,T133,Lucas Glover,88,0.536,192,103.0
134,T133,T133,Jonathan Kaye,77,0.536,151,81.0
135,T133,T133,Tom Lehman,69,0.536,110,59.0
136,T133,T133,Justin Leonard,78,0.536,138,74.0
137,T133,T133,Brenden Pappas,51,0.536,112,60.0
138,T133,T133,Patrick Sheehan,114,0.536,267,143.0
139,140,140,Bart Bryant,91,0.5379999999999999,158,85.0
140,T141,T141,Robert Allenby,95,0.539,152,82.0
141,T141,T141,Doug Barron,70,0.539,154,83.0
142,143,143,Andrew Magee,82,0.541,196,106.0
143,T144,T144,Paul Claxton,79,0.545,167,91.0
144,T144,T144,Chris DiMarco,83,0.545,156,85.0
145,T146,T146,Chris Anderson,66,0.5479999999999999,135,74.0
146,T146,T146,James Driscoll,73,0.5479999999999999,168,92.0
147,148,148,Duffy Waldorf,86,0.5489999999999999,175,96.0
148,T149,T149,Jeff Brehaut,71,0.55,131,72.0
149,T149,T149,Bradley Hughes,52,0.55,100,55.0
150,T149,T149,Tag Ridings,93,0.55,218,120.0
151,T152,T152,Shaun Micheel,81,0.551,158,87.0
152,T152,T152,John Senden,101,0.551,176,97.0
153,T154,T154,Danny Briggs,70,0.552,165,91.0
154,T154,T154,Ryan Palmer,101,0.552,210,116.0
155,156,156,Hidemichi Tanaka,106,0.5539999999999999,195,108.0
156,157,157,Dean Wilson,86,0.555,200,111.0
157,T158,T158,Skip Kendall,80,0.556,187,104.0
158,T158,T158,Steve Lowery,100,0.556,205,114.0
159,160,160,John Huston,90,0.557,203,113.0
160,161,161,Kent Jones,99,0.5579999999999999,217,121.0
161,162,162,Hunter Mahan,103,0.5589999999999999,222,124.0
162,163,163,Steve Jones,56,0.56,109,61.0
163,164,164,Greg Owen,84,0.561,148,83.0
164,165,165,Joey Snyder III,102,0.562,210,118.0
165,166,166,Jason Allred,75,0.565,230,130.0
166,T167,T167,Cameron Beckman,96,0.5660000000000001,189,107.0
167,T167,T167,Michael Long,72,0.5660000000000001,152,86.0
168,T169,T169,Michael Allen,90,0.5670000000000001,203,115.0
169,T169,T169,Dennis Paulson,63,0.5670000000000001,150,85.0
170,T171,T171,Brian Bateman,98,0.57,228,130.0
171,T171,T171,Rod Pampling,89,0.57,151,86.0
172,173,173,Jonathan Byrd,103,0.574,209,120.0
173,174,174,Hank Kuehne,84,0.575,200,115.0
174,175,175,David Hearn,68,0.5760000000000001,125,72.0
175,176,176,Mark Hensby,70,0.5770000000000001,149,86.0
176,177,177,Justin Bolli,65,0.58,176,102.0
177,178,178,Ian Poulter,62,0.581,105,61.0
178,179,179,Scott Gutschewski,86,0.584,161,94.0
179,180,180,John Daly,78,0.588,170,100.0
180,181,181,Fred Couples,72,0.589,112,66.0
181,182,182,Rich Beem,66,0.591,132,78.0
182,183,183,Tjaart van der Walt,56,0.5920000000000001,120,71.0
183,T184,T184,Steve Allan,102,0.593,226,134.0
184,T184,T184,Brent Geiberger,61,0.593,123,73.0
185,186,186,Sean O'Hair,103,0.595,200,119.0
186,187,187,Thomas Levet,54,0.598,97,58.0
187,188,188,Charles Warren,89,0.599,187,112.0
188,189,189,D.A. Points,94,0.601,208,125.0
189,T190,T190,John Rollins,97,0.602,186,112.0
190,T190,T190,Charlie Wi,67,0.602,181,109.0
191,192,192,Craig Barlow,81,0.605,172,104.0
192,T193,T193,Will MacKenzie,75,0.609,174,106.0
193,T193,T193,Hideto Tanihara,50,0.609,110,67.0
194,195,195,Tom Gillis,77,0.613,168,103.0
195,196,196,D.J. Trahan,81,0.615,143,88.0
196,197,197,Glen Hnatiuk,59,0.621,95,59.0
197,198,198,Kevin Stadler,96,0.624,213,133.0
198,199,199,John Elliott,58,0.636,140,89.0
199,200,200,Chris Smith,93,0.68,172,117.0
200,201,201,Scott Hend,75,0.718,177,127.0
201,202,202,Craig Perks,67,0.789,161,127.0
