,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
124,T105,T105,Vaughn Taylor,99,"4' 0""",606.9169999999999,153,98
125,T105,T105,David Toms,87,"4' 0""",447.917,111,118
126,T105,T105,Scott Verplank,87,"4' 0""",471.333,119,111
127,T128,T128,Jason Allred,75,"4' 1""",389.417,96,184
128,T128,T128,Aaron Baddeley,84,"4' 1""",627.5,155,72
129,T128,T128,Craig Barlow,81,"4' 1""",447.417,110,172
130,T128,T128,Olin Browne,99,"4' 1""",524.3330000000001,129,66
131,T128,T128,Bob Estes,92,"4' 1""",650.0,158,23
132,T128,T128,Harrison Frazar,105,"4' 1""",688.0,169,74
133,T128,T128,Charles Howell III,95,"4' 1""",481.5,117,68
134,T128,T128,Steve Jones,56,"4' 1""",357.917,88,143
135,T128,T128,Brendan Jones,81,"4' 1""",598.0830000000001,147,78
136,T128,T128,Billy Mayfair,114,"4' 1""",676.25,167,54
137,T128,T128,Joe Ogilvie,103,"4' 1""",623.4169999999999,152,77
138,T128,T128,Corey Pavin,77,"4' 1""",443.583,108,4
139,T128,T128,Tag Ridings,93,"4' 1""",646.3330000000001,158,163
140,T141,T141,Cameron Beckman,96,"4' 2""",661.8330000000001,160,122
141,T141,T141,Tim Clark,92,"4' 2""",463.083,112,86
142,T141,T141,Matt Davidson,53,"4' 2""",344.917,83,155
143,T141,T141,Luke Donald,67,"4' 2""",238.167,57,42
144,T141,T141,Todd Hamilton,94,"4' 2""",542.6669999999999,129,181
145,T141,T141,Lee Janzen,75,"4' 2""",447.75,107,101
146,T141,T141,Hunter Mahan,103,"4' 2""",634.25,152,194
147,T141,T141,D.A. Points,94,"4' 2""",676.25,162,100
148,T141,T141,D.J. Trahan,81,"4' 2""",511.417,123,168
149,T141,T141,Charles Warren,89,"4' 2""",644.75,155,200
150,T141,T141,Brett Wetterich,76,"4' 2""",472.917,114,156
151,T152,T152,Chris Anderson,66,"4' 3""",508.5,119,153
152,T152,T152,Chris DiMarco,83,"4' 3""",514.0,122,27
153,T152,T152,Matt Gogel,78,"4' 3""",452.0,106,106
154,T152,T152,Retief Goosen,71,"4' 3""",288.5,68,131
155,T152,T152,Bradley Hughes,52,"4' 3""",349.583,83,187
156,T152,T152,Phil Mickelson,81,"4' 3""",348.167,82,9
157,T152,T152,Joey Snyder III,102,"4' 3""",539.6669999999999,128,182
158,T152,T152,Mario Tiziani,67,"4' 3""",414.167,97,85
159,T160,T160,Michael Allen,90,"4' 4""",649.75,149,147
160,T160,T160,Briny Baird,98,"4' 4""",590.1669999999999,135,135
161,T160,T160,Jim Carter,62,"4' 4""",414.5,95,135
162,T160,T160,John Cook,72,"4' 4""",331.5,77,185
163,T160,T160,Steve Elkington,67,"4' 4""",314.58299999999997,72,34
164,T160,T160,Skip Kendall,80,"4' 4""",560.5,130,119
165,T160,T160,Stephen Leaney,89,"4' 4""",505.25,117,51
166,T160,T160,Will MacKenzie,75,"4' 4""",500.75,116,140
167,T160,T160,Shigeki Maruyama,99,"4' 4""",698.6669999999999,162,29
168,T169,T169,Stephen Ames,82,"4' 5""",539.25,122,35
169,T169,T169,Billy Andrade,83,"4' 5""",595.0830000000001,136,104
170,T169,T169,Paul Azinger,66,"4' 5""",430.917,98,140
171,T169,T169,Justin Bolli,65,"4' 5""",508.0,115,144
172,T169,T169,Danny Briggs,70,"4' 5""",446.667,101,149
173,T169,T169,Chad Campbell,95,"4' 5""",518.9169999999999,117,144
174,T169,T169,José Coceres,56,"4' 5""",546.5,124,18
175,T169,T169,Gavin Coles,70,"4' 5""",494.917,113,61
176,T169,T169,Ben Crane,78,"4' 5""",512.9169999999999,117,43
177,T169,T169,James Driscoll,73,"4' 5""",465.333,105,65
178,T169,T169,Tom Gillis,77,"4' 5""",574.0830000000001,130,153
179,T169,T169,J.J. Henry,102,"4' 5""",539.9169999999999,122,105
180,T181,T181,Stuart Appleby,84,"4' 6""",466.083,103,58
181,T181,T181,Joe Durant,81,"4' 6""",503.417,111,115
182,T181,T181,Robert Gamez,91,"4' 6""",731.4169999999999,164,127
183,T181,T181,Sergio Garcia,73,"4' 6""",374.667,84,56
184,T181,T181,Ryan Palmer,101,"4' 6""",608.0,134,171
185,T181,T181,Jesper Parnevik,84,"4' 6""",576.9169999999999,129,57
186,T181,T181,Roland Thatcher,75,"4' 6""",538.9169999999999,119,133
187,T188,T188,Fred Funk,102,"4' 7""",679.0830000000001,148,11
188,T188,T188,Mark O'Meara,66,"4' 7""",434.417,95,33
189,T188,T188,Kevin Stadler,96,"4' 7""",755.75,164,165
190,191,191,Chris Riley,67,"4' 8""",373.25,80,83
191,T192,T192,Arjun Atwal,65,"4' 9""",561.1669999999999,118,162
192,T192,T192,Mark Calcavecchia,92,"4' 9""",810.75,172,110
193,T192,T192,Bo Van Pelt,112,"4' 9""",784.6669999999999,165,114
194,T192,T192,Lee Westwood,50,"4' 9""",301.41700000000003,64,178
195,T196,T196,Bart Bryant,91,"4' 10""",542.5830000000001,113,123
196,T196,T196,Scott McCarron,78,"4' 10""",451.083,93,161
197,T198,T198,Andrew Magee,82,"4' 11""",566.75,116,139
198,T198,T198,Ian Poulter,62,"4' 11""",330.0,67,180
199,T200,T200,Robert Allenby,95,"5' 0""",540.75,108,174
200,T200,T200,Patrick Sheehan,114,"5' 0""",861.6669999999999,171,130
201,202,202,Freddie Jacobson,72,"5' 2""",479.917,93,91
