,Sand_Save_Percentage_RANK THIS WEEK,Sand_Save_Percentage_RANK LAST WEEK,Sand_Save_Percentage_PLAYER NAME,Sand_Save_Percentage_ROUNDS,Sand_Save_Percentage_%,Sand_Save_Percentage_# SAVES,Sand_Save_Percentage_# BUNKERS,Sand_Save_Percentage_TOTAL O/U PAR
156,157,157,Jim Carter,62,43.81,46,105,56.0
157,158,158,Skip Kendall,80,43.75,56,128,65.0
158,159,159,Scott Gutschewski,86,43.59,51,117,36.0
159,160,160,Todd Hamilton,94,43.45,63,145,74.0
160,161,161,Kevin Stadler,96,43.23,67,155,79.0
161,162,162,Duffy Waldorf,86,43.2,54,125,55.0
162,T163,T163,Hunter Mahan,103,42.86,69,161,65.0
163,T163,T163,Brett Wetterich,76,42.86,48,112,34.0
164,165,165,Rocco Mediate,73,42.71,41,96,46.0
165,166,166,Paul Claxton,79,42.64,55,129,51.0
166,167,167,Lucas Glover,88,41.96,60,143,52.0
167,168,168,Jesper Parnevik,84,41.91,57,136,59.0
168,T169,T169,Peter Lonard,85,41.67,55,132,61.0
169,T169,T169,Chris Smith,93,41.67,55,132,52.0
170,171,171,Briny Baird,98,41.55,59,142,67.0
171,172,172,Jeff Brehaut,71,41.46,34,82,35.0
172,173,173,Bart Bryant,91,41.35,55,133,58.0
173,174,174,J.J. Henry,102,41.01,57,139,49.0
174,175,175,Joey Sindelar,104,40.94,61,149,67.0
175,176,176,Kenny Perry,82,40.86,38,93,35.0
176,177,177,Ben Curtis,65,40.52,47,116,69.0
177,178,178,John Rollins,97,40.49,66,163,60.0
178,179,179,Frank Lickliter II,100,40.41,59,146,70.0
179,180,180,Jason Allred,75,40.3,54,134,54.0
180,181,181,Harrison Frazar,105,40.26,62,154,70.0
181,182,182,Jonathan Kaye,77,40.18,45,112,52.0
182,183,183,Mathias Grönberg,60,39.77,35,88,31.0
183,184,184,Joe Durant,81,39.67,48,121,44.0
184,185,185,Scott McCarron,78,39.46,58,147,67.0
185,T186,T186,Brian Bateman,98,39.39,52,132,60.0
186,T186,T186,Steve Jones,56,39.39,39,99,52.0
187,188,188,Adam Scott,72,39.29,33,84,45.0
188,189,189,Thomas Levet,54,39.24,31,79,42.0
189,190,190,Shaun Micheel,81,39.0,39,100,46.0
190,191,191,Charles Warren,89,38.76,50,129,50.0
191,192,192,Roland Thatcher,75,38.61,39,101,35.0
192,193,193,Rob Rashell,65,37.74,40,106,53.0
193,194,194,John Elliott,58,37.38,40,107,53.0
194,195,195,David Hearn,68,37.23,35,94,42.0
195,196,196,Bradley Hughes,52,36.78,32,87,42.0
196,197,197,D.J. Brigman,76,35.85,38,106,58.0
197,198,198,Brandt Jobe,96,35.51,49,138,62.0
198,199,199,Lee Westwood,50,35.48,22,62,40.0
199,200,200,Bill Glasson,54,34.33,23,67,42.0
200,201,201,Patrick Sheehan,114,34.32,58,169,90.0
201,202,202,Joey Snyder III,102,32.47,50,154,73.0
