,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
110,111,111,Jason Dufner,90,0.89,73,65.0
111,112,112,John Merrick,91,0.892,93,83.0
112,113,113,Vaughn Taylor,88,0.895,95,85.0
113,T114,T114,Pat Perez,74,0.897,87,78.0
114,T114,T114,Ian Poulter,59,0.897,39,35.0
115,116,116,J.B. Holmes,74,0.9,90,81.0
116,117,117,Ryan Moore,89,0.9009999999999999,81,73.0
117,118,118,Justin Rose,71,0.902,51,46.0
118,T119,T119,Jeff Maggert,79,0.904,73,66.0
119,T119,T119,George McNeill,82,0.904,83,75.0
120,121,121,Ted Purdy,101,0.907,75,68.0
121,122,122,Charley Hoffman,97,0.9079999999999999,76,69.0
122,T123,T123,Rory Sabbatini,81,0.909,77,70.0
123,T123,T123,Charlie Wi,92,0.909,99,90.0
124,125,125,Brian Bateman,55,0.922,77,71.0
125,T126,T126,Ben Curtis,63,0.9229999999999999,39,36.0
126,T126,T126,Todd Hamilton,83,0.9229999999999999,78,72.0
127,T126,T126,Vijay Singh,71,0.9229999999999999,52,48.0
128,129,129,Jeff Overton,92,0.9259999999999999,95,88.0
129,T130,T130,Dustin Johnson,85,0.932,74,69.0
130,T130,T130,Anthony Kim,76,0.932,74,69.0
131,132,132,Harrison Frazar,93,0.9329999999999999,119,111.0
132,T133,T133,Aaron Baddeley,66,0.935,92,86.0
133,T133,T133,Steve Lowery,83,0.935,77,72.0
134,135,135,Brendon de Jonge,90,0.9359999999999999,78,73.0
135,T136,T136,Sean O'Hair,80,0.9390000000000001,49,46.0
136,T136,T136,Dean Wilson,81,0.9390000000000001,98,92.0
137,138,138,Ricky Barnes,67,0.941,51,48.0
138,139,139,Sergio Garcia,59,0.943,35,33.0
139,140,140,Will MacKenzie,69,0.9440000000000001,54,51.0
140,141,141,Bill Lunde,83,0.9520000000000001,84,80.0
141,T142,T142,Rich Beem,77,0.955,67,64.0
142,T142,T142,Colt Knost,71,0.955,66,63.0
143,T144,T144,David Duval,56,0.956,90,86.0
144,T144,T144,Lucas Glover,93,0.956,68,65.0
145,T146,T146,Mathew Goggin,76,0.958,48,46.0
146,T146,T146,Chez Reavie,81,0.958,71,68.0
147,T148,T148,Martin Laird,72,0.9590000000000001,73,70.0
148,T148,T148,Casey Wittenberg,71,0.9590000000000001,49,47.0
149,150,150,Charles Warren,63,0.96,50,48.0
150,T151,T151,Tommy Armour III,58,0.9620000000000001,52,50.0
151,T151,T151,Ernie Els,70,0.9620000000000001,52,50.0
152,153,153,Marc Leishman,91,0.9640000000000001,84,81.0
153,154,154,Camilo Villegas,76,0.966,58,56.0
154,155,155,Daniel Chopra,89,0.97,101,98.0
155,156,156,Y.E. Yang,83,0.971,70,68.0
156,T157,T157,Scott Piercy,85,0.975,79,77.0
157,T157,T157,Bubba Watson,73,0.975,80,78.0
158,159,159,Kirk Triplett,60,0.976,42,41.0
159,160,160,Tag Ridings,50,0.977,44,43.0
160,161,161,Kris Blanks,60,0.978,46,45.0
161,162,162,Stephen Ames,77,0.981,54,53.0
162,163,163,Geoff Ogilvy,78,0.982,57,56.0
163,164,164,Eric Axley,71,0.993,135,134.0
164,T165,T165,Joe Durant,62,1.0,41,41.0
165,T165,T165,Tom Lehman,55,1.0,23,23.0
166,T165,T165,Andres Romero,58,1.0,49,49.0
167,T165,T165,Adam Scott,53,1.0,51,51.0
168,T165,T165,Darron Stiles,52,1.0,38,38.0
169,T165,T165,Chris Stroud,88,1.0,75,75.0
170,T165,T165,Nicholas Thompson,96,1.0,68,68.0
171,172,172,Rod Pampling,72,1.016,63,64.0
172,173,173,Jay Williamson,69,1.018,55,56.0
173,174,174,Bart Bryant,58,1.034,59,61.0
174,175,175,Jimmy Walker,74,1.041,73,76.0
175,176,176,Matt Jones,56,1.042,48,50.0
176,177,177,Mark Calcavecchia,72,1.061,66,70.0
177,178,178,Robert Garrigus,83,1.063,63,67.0
178,179,179,Billy Mayfair,83,1.074,68,73.0
179,180,180,Greg Kraft,51,1.102,49,54.0
180,181,181,Ángel Cabrera,55,1.128,39,44.0
181,182,182,Rick Price,54,1.133,45,51.0
182,183,183,Gary Woodland,53,1.203,59,71.0
183,184,184,Leif Olson,51,1.212,52,63.0
