,Scrambling_from_the_Rough_RANK THIS WEEK,Scrambling_from_the_Rough_RANK LAST WEEK,Scrambling_from_the_Rough_PLAYER NAME,Scrambling_from_the_Rough_ROUNDS,Scrambling_from_the_Rough_%,Scrambling_from_the_Rough_SUCCESSES,Scrambling_from_the_Rough_ATTEMPTS
40,T41,T41,Robert Allenby,71,60.0,72,120
41,T41,T41,Brian Vranesh,51,60.0,69,115
42,43,43,K.J. Choi,65,59.69,77,129
43,44,44,Tom Pernice Jr.,82,59.59,115,193
44,45,45,Ken Duke,87,59.52,125,210
45,46,46,Glen Day,79,59.48,91,153
46,47,47,John Mallinger,90,59.47,113,190
47,48,48,Ryuji Imada,85,59.44,107,180
48,49,49,Bill Lunde,83,59.38,95,160
49,50,50,Luke Donald,79,59.26,96,162
50,51,51,Ryan Moore,89,59.02,108,183
51,52,52,Robert Garrigus,83,58.97,92,156
52,53,53,Nick O'Hern,90,58.96,102,173
53,54,54,Ian Poulter,59,58.93,66,112
54,55,55,Marc Turnesa,77,58.82,110,187
55,56,56,D.A. Points,99,58.64,112,191
56,57,57,Phil Mickelson,66,58.55,89,152
57,58,58,Retief Goosen,74,58.47,107,183
58,59,59,Chad Campbell,90,58.44,90,154
59,60,60,Jerry Kelly,90,58.42,111,190
60,61,61,Greg Chalmers,85,58.38,108,185
61,T62,T62,Kevin Stadler,65,58.26,67,115
62,T62,T62,Mark Wilson,99,58.26,127,218
63,64,64,Jason Day,61,58.16,82,141
64,65,65,Dustin Johnson,85,58.13,118,203
65,66,66,Fred Couples,54,58.1,61,105
66,67,67,Harrison Frazar,93,57.94,135,233
67,68,68,Parker McLachlin,71,57.87,114,197
68,69,69,Tim Herron,87,57.84,118,204
69,70,70,Jimmy Walker,74,57.81,111,192
70,71,71,Darron Stiles,52,57.73,56,97
71,72,72,Will MacKenzie,69,57.62,87,151
72,73,73,Ben Curtis,63,57.6,72,125
73,74,74,Matt Bettencourt,98,57.58,152,264
74,75,75,Webb Simpson,94,57.52,130,226
75,76,76,Charley Hoffman,97,57.42,120,209
76,77,77,Brett Quigley,92,57.4,97,169
77,78,78,Brad Faxon,59,57.38,105,183
78,T79,T79,Steve Lowery,83,57.36,113,197
79,T79,T79,Camilo Villegas,76,57.36,74,129
80,81,81,Bob Heintz,59,57.34,82,143
81,82,82,Spencer Levin,75,57.32,90,157
82,83,83,Chez Reavie,81,57.24,87,152
83,T84,T84,Michael Letzig,96,57.21,123,215
84,T84,T84,James Nitties,86,57.21,123,215
85,T84,T84,Nick Watney,86,57.21,115,201
86,87,87,Brad Adamonis,70,57.14,88,154
87,88,88,Steve Flesch,77,57.05,89,156
88,89,89,Kent Jones,73,57.04,81,142
89,90,90,Troy Matteson,95,56.99,106,186
90,91,91,Dean Wilson,81,56.98,102,179
91,92,92,Mark Calcavecchia,72,56.97,94,165
92,93,93,Geoff Ogilvy,78,56.89,95,167
93,94,94,Jarrod Lyle,65,56.8,71,125
94,95,95,Alex Cejka,82,56.67,85,150
95,96,96,Heath Slocum,95,56.57,99,175
96,97,97,Paul Goydos,79,56.52,91,161
97,T98,T98,Briny Baird,89,56.39,75,133
98,T98,T98,Justin Rose,71,56.39,75,133
99,100,100,Stephen Ames,77,56.35,71,126
100,101,101,Steve Elkington,70,56.29,85,151
101,102,102,Justin Leonard,95,56.08,83,148
102,103,103,Jeff Maggert,79,55.97,89,159
103,104,104,Y.E. Yang,83,55.91,104,186
104,105,105,Leif Olson,51,55.63,79,142
105,106,106,Sergio Garcia,59,55.45,56,101
106,107,107,Bubba Watson,73,55.4,77,139
107,T108,T108,Bryce Molder,69,55.36,62,112
108,T108,T108,Rory Sabbatini,81,55.36,93,168
109,110,110,Joe Ogilvie,85,55.34,114,206
110,111,111,Rick Price,54,55.28,68,123
111,112,112,Marc Leishman,91,55.22,111,201
112,113,113,Colt Knost,71,55.12,70,127
113,114,114,Andres Romero,58,55.08,65,118
114,115,115,Anthony Kim,76,55.06,87,158
115,T116,T116,Kris Blanks,60,55.0,66,120
116,T116,T116,Tag Ridings,50,55.0,55,100
117,118,118,Stuart Appleby,79,54.94,89,162
118,119,119,Charlie Wi,92,54.81,114,208
119,120,120,Aaron Baddeley,66,54.8,97,177
120,121,121,Tom Lehman,55,54.76,46,84
121,122,122,Bill Haas,91,54.67,117,214
122,123,123,Richard Johnson,85,54.65,94,172
123,124,124,Scott Piercy,85,54.63,112,205
124,125,125,D.J. Trahan,96,54.6,95,174
125,126,126,Lucas Glover,93,54.59,113,207
126,127,127,Scott Verplank,88,54.55,90,165
127,128,128,Peter Tomasulo,61,54.41,74,136
128,129,129,Boo Weekley,79,54.38,87,160
129,130,130,Kevin Sutherland,96,54.12,92,170
130,131,131,Brian Bateman,55,54.03,67,124
131,132,132,Peter Lonard,86,54.02,94,174
132,133,133,Vaughn Taylor,88,53.72,101,188
133,134,134,Casey Wittenberg,71,53.68,73,136
134,135,135,John Senden,100,53.59,97,181
135,136,136,Nicholas Thompson,96,53.56,128,239
136,137,137,George McNeill,82,53.37,103,193
137,138,138,J.B. Holmes,74,53.3,97,182
138,139,139,Ted Purdy,101,53.27,114,214
139,140,140,Matt Weibring,65,53.13,68,128
140,141,141,Jason Gore,74,53.02,79,149
141,142,142,Ángel Cabrera,55,52.99,62,117
142,143,143,Todd Hamilton,83,52.98,80,151
143,144,144,Jay Williamson,69,52.94,63,119
144,145,145,Brendon Todd,53,52.86,74,140
145,146,146,Greg Kraft,51,52.83,56,106
146,147,147,Greg Owen,97,52.76,86,163
147,148,148,Vijay Singh,71,52.7,78,148
148,149,149,Corey Pavin,73,52.69,88,167
149,150,150,Bo Van Pelt,100,52.61,111,211
150,151,151,Stewart Cink,79,52.56,82,156
151,152,152,Martin Laird,72,52.31,68,130
152,153,153,Billy Mayfair,83,52.29,80,153
153,154,154,Rocco Mediate,79,52.24,70,134
154,155,155,Mathew Goggin,76,52.23,82,157
155,156,156,Davis Love III,89,52.06,101,194
156,157,157,Rod Pampling,72,52.05,76,146
157,158,158,Charles Warren,63,51.97,66,127
158,T159,T159,Cameron Beckman,87,51.83,99,191
159,T159,T159,Derek Fathauer,63,51.83,85,164
160,161,161,Johnson Wagner,81,51.74,104,201
161,162,162,Chris Stroud,88,51.7,91,176
162,163,163,Kevin Streelman,97,51.67,108,209
163,164,164,John Rollins,92,51.42,109,212
164,165,165,Cliff Kresge,78,51.2,85,166
165,166,166,Ryan Palmer,78,51.04,98,192
166,167,167,Rich Beem,77,50.96,80,157
167,168,168,Aron Price,89,50.85,90,177
168,169,169,Jason Bohn,88,50.57,89,176
169,170,170,Brendon de Jonge,90,50.25,101,201
170,T171,T171,Daniel Chopra,89,50.0,112,224
171,T171,T171,David Duval,56,50.0,73,146
172,T171,T171,Adam Scott,53,50.0,60,120
173,174,174,Brian Davis,103,49.79,117,235
174,175,175,Carl Pettersson,86,49.73,93,187
175,176,176,Jonathan Byrd,89,49.65,71,143
176,177,177,Tommy Armour III,58,48.84,63,129
177,178,178,Michael Allen,73,48.51,65,134
178,179,179,John Merrick,91,48.04,86,179
179,180,180,Eric Axley,71,47.06,88,187
180,181,181,Joe Durant,62,47.0,47,100
181,182,182,Hunter Mahan,94,46.88,75,160
182,183,183,Gary Woodland,53,46.67,49,105
183,184,184,Ricky Barnes,67,45.69,53,116
